Real NN 0 Correlation for Spin Coating - 0: MAE,Predicted NN 0 Correlation for Spin Coating - 0: MAE,Real NN 1 Correlation for Spin Coating - 0: MAE,Predicted NN 1 Correlation for Spin Coating - 0: MAE,Real NN 2 Correlation for Spin Coating - 0: MAE,Predicted NN 2 Correlation for Spin Coating - 0: MAE,Real NN 3 Correlation for Spin Coating - 0: MAE,Predicted NN 3 Correlation for Spin Coating - 0: MAE,Averages for 0:,Real NN 0 Correlation for Spin Coating - 1: MAE,Predicted NN 0 Correlation for Spin Coating - 1: MAE,Real NN 1 Correlation for Spin Coating - 1: MAE,Predicted NN 1 Correlation for Spin Coating - 1: MAE,Real NN 2 Correlation for Spin Coating - 1: MAE,Predicted NN 2 Correlation for Spin Coating - 1: MAE,Real NN 3 Correlation for Spin Coating - 1: MAE,Predicted NN 3 Correlation for Spin Coating - 1: MAE,Averages for 1:
1.93,2.1645591259002686,1.93,2.54638671875,1.93,1.9369571208953857,1.93,2.2237823009490967,2.2179213166236877,0.95,1.1280043125152588,0.95,1.0480276346206665,0.95,0.9802641272544861,0.95,0.8691548109054565,1.006362721323967
1.42,1.4658962488174438,1.42,1.3194750547409058,1.42,1.6318175792694092,1.42,1.4189504384994507,1.4590348303318024,0.95,0.9956660270690918,0.95,0.929274320602417,0.95,0.9457553625106812,0.95,0.9008926153182983,0.9428970813751221
0.68,0.9132108688354492,0.68,0.7408125400543213,0.68,0.6778420805931091,0.68,0.6185511350631714,0.7376041561365128,8.4,8.414095878601074,8.4,8.519477844238281,8.4,8.677457809448242,8.4,8.550920486450195,8.540488004684448
3.64,4.0654754638671875,3.64,4.060076713562012,3.64,4.215708255767822,3.64,3.8336305618286133,4.043722748756409,0.86,0.9431800842285156,0.86,1.0261839628219604,0.86,0.8288055658340454,0.86,0.7860387563705444,0.8960520923137665
0.81,0.8418641090393066,0.81,0.801316499710083,0.81,0.9005072116851807,0.81,0.923789381980896,0.8668693006038666,0.95,1.0270280838012695,0.95,0.9320602416992188,0.95,0.9814390540122986,0.95,0.9074424505233765,0.9619924575090408
0.6,0.5108853578567505,0.6,0.5136880874633789,0.6,0.7683183550834656,0.6,0.6094602346420288,0.600588008761406,0.95,1.056236982345581,0.95,1.184126377105713,0.95,0.9359950423240662,0.95,0.7570862770080566,0.9833611696958542
4.02,4.174864768981934,4.02,4.319519519805908,4.02,4.249680995941162,4.02,3.8710222244262695,4.153771877288818,7.94,5.6567277908325195,7.94,5.973116874694824,7.94,5.994722366333008,7.94,6.0392327308654785,5.9159499406814575
6.48,6.294952869415283,6.48,5.646544456481934,6.48,5.892088890075684,6.48,5.86329984664917,5.924221515655518,1.1,1.0504536628723145,1.1,1.117632269859314,1.1,0.9506188631057739,1.1,1.0214871168136597,1.0350479781627655
6.47,6.444935321807861,6.47,6.778903961181641,6.47,6.571130752563477,6.47,7.039912700653076,6.708720684051514,0.95,0.883863091468811,0.95,0.8482505083084106,0.95,0.9502977728843689,0.95,0.9178584814071655,0.900067463517189
7.62,7.803624153137207,7.62,8.269372940063477,7.62,8.121040344238281,7.62,7.758904933929443,7.988235592842102,3.62,3.7181272506713867,3.62,3.7883875370025635,3.62,3.468604326248169,3.62,3.6486806869506836,3.6559499502182007
0.81,0.8978967666625977,0.81,0.882386326789856,0.81,0.8547694087028503,0.81,0.857967734336853,0.8732550591230392,2.62,2.7746617794036865,2.62,2.5796403884887695,2.62,2.2249596118927,2.62,1.762695550918579,2.335489332675934
3.04,3.176727056503296,3.04,3.179029941558838,3.04,2.6654374599456787,3.04,2.7339553833007812,2.9387874603271484,5.9,4.455198287963867,5.9,4.091505527496338,5.9,4.899252891540527,5.9,4.701209545135498,4.536791563034058
0.7,1.0648469924926758,0.7,0.6983381509780884,0.7,0.8061937689781189,0.7,0.8837368488311768,0.863278940320015,6.15,5.879817008972168,6.15,5.926449775695801,6.15,6.023478031158447,6.15,5.704095840454102,5.883460164070129
0.77,0.9303817749023438,0.77,0.8879024982452393,0.77,1.0447115898132324,0.77,0.6515685319900513,0.8786410987377167,2.12,2.5360610485076904,2.12,2.3311753273010254,2.12,2.3689301013946533,2.12,2.0251028537750244,2.3153173327445984
3.6,3.6332359313964844,3.6,3.5070698261260986,3.6,3.934548854827881,3.6,3.501164674758911,3.6440048217773438,0.7,1.2548062801361084,0.7,1.22462797164917,0.7,0.9434243440628052,0.7,1.081862211227417,1.1261802017688751
7.62,6.395726680755615,7.62,6.322131633758545,7.62,6.148061752319336,7.62,6.213423728942871,6.269835948944092,1.63,2.0727314949035645,1.63,2.188389778137207,1.63,1.7221291065216064,1.63,1.8732243776321411,1.9641186892986298
0.73,0.8225466012954712,0.73,0.8007153272628784,0.73,0.8952395915985107,0.73,0.8715308904647827,0.8475081026554108,8.0,8.045117378234863,8.0,7.538183689117432,8.0,7.758735656738281,8.0,7.551314830780029,7.723337888717651
2.16,2.05112886428833,2.16,2.5408620834350586,2.16,2.582690954208374,2.16,1.6269334554672241,2.2004038393497467,1.3,2.285585641860962,1.3,2.372870922088623,1.3,3.0937130451202393,1.3,2.833228588104248,2.646349549293518
4.36,4.573173522949219,4.36,4.732463836669922,4.36,5.39246940612793,4.36,4.778698444366455,4.869201302528381,4.8,5.479335308074951,4.8,5.743725299835205,4.8,5.623281955718994,4.8,5.1317362785339355,5.4945197105407715
6.06,6.703487873077393,6.06,6.700867176055908,6.06,6.725327014923096,6.06,6.4125752449035645,6.63556432723999,0.95,0.9653911590576172,0.95,0.9707241058349609,0.95,0.955771803855896,0.95,0.9159005880355835,0.9519469141960144
4.42,4.49186897277832,4.42,4.6166229248046875,4.42,4.373643398284912,4.42,4.466683387756348,4.487204670906067,5.1,5.09696626663208,5.1,5.4057769775390625,5.1,5.122293472290039,5.1,4.89975118637085,5.131196975708008
1.49,1.7496731281280518,1.49,1.5954041481018066,1.49,1.778350591659546,1.49,1.3174687623977661,1.6102241575717926,8.4,8.399023056030273,8.4,8.532564163208008,8.4,8.61872386932373,8.4,8.501825332641602,8.513034105300903
3.6,3.746396780014038,3.6,3.2618165016174316,3.6,2.8612701892852783,3.6,2.896911382675171,3.1915987133979797,2.8,3.504551649093628,2.8,3.528452157974243,2.8,3.1392860412597656,2.8,2.925724983215332,3.274503707885742
1.88,1.887714147567749,1.88,1.730322241783142,1.88,1.9436619281768799,1.88,1.4942342042922974,1.763983130455017,0.95,1.1342947483062744,0.95,1.0291498899459839,0.95,1.0568115711212158,0.95,1.054280161857605,1.0686340928077698
0.69,0.5629158020019531,0.69,0.6068525314331055,0.69,0.6373977661132812,0.69,0.6873835325241089,0.6236374080181122,0.95,0.9533923864364624,0.95,1.050022006034851,0.95,0.9234784841537476,0.95,0.9440268278121948,0.967729926109314
0.93,1.4971678256988525,0.93,1.1636720895767212,0.93,1.3239948749542236,0.93,1.0560277700424194,1.2602156400680542,0.95,1.060131549835205,0.95,0.9302819967269897,0.95,0.9754443168640137,0.95,0.9402538537979126,0.9765279293060303
4.36,4.329007625579834,4.36,4.294669151306152,4.36,4.29282283782959,4.36,4.4202494621276855,4.334187269210815,1.04,0.9652146100997925,1.04,1.0295003652572632,1.04,0.9779484272003174,1.04,1.0316402912139893,1.0010759234428406
4.43,4.4278740882873535,4.43,4.3609442710876465,4.43,4.251456260681152,4.43,4.402268409729004,4.360635757446289,7.1,6.986124515533447,7.1,7.084301948547363,7.1,6.834640026092529,7.1,6.665118217468262,6.8925461769104
0.69,0.32818153500556946,0.69,0.7484303712844849,0.69,-0.2800629734992981,0.69,0.5173019170761108,0.32846271246671677,0.86,1.5784711837768555,0.86,1.3671162128448486,0.86,0.8746468424797058,0.86,0.6383253335952759,1.1146398931741714
6.15,6.020129680633545,6.15,5.704340934753418,6.15,6.843232154846191,6.15,6.845633029937744,6.353333950042725,3.18,2.6493327617645264,3.18,2.3062546253204346,3.18,2.373246192932129,3.18,3.05435848236084,2.5957980155944824
0.73,1.222963571548462,0.73,1.2051305770874023,0.73,1.2756361961364746,0.73,1.193041205406189,1.224192887544632,3.62,3.7749295234680176,3.62,3.7546534538269043,3.62,3.3965208530426025,3.62,3.4665732383728027,3.598169267177582
0.73,1.3975136280059814,0.73,1.2962530851364136,0.73,1.3998305797576904,0.73,1.158382773399353,1.3129950165748596,0.95,1.1757185459136963,0.95,0.9910701513290405,0.95,1.2017109394073486,0.95,0.9566606283187866,1.081290066242218
4.75,4.8728718757629395,4.75,4.4957685470581055,4.75,4.582268238067627,4.75,4.558516025543213,4.627356171607971,3.18,2.8151798248291016,3.18,2.7799105644226074,3.18,2.832960605621338,3.18,2.6461081504821777,2.768539786338806
0.7,0.9769580364227295,0.7,0.8109216690063477,0.7,0.8335527777671814,0.7,0.6673556566238403,0.8221970349550247,3.75,3.6278131008148193,3.75,4.124729156494141,3.75,4.0647358894348145,3.75,3.4974417686462402,3.8286799788475037
3.64,3.8887932300567627,3.64,3.616438865661621,3.64,3.7388226985931396,3.64,3.5824153423309326,3.706617534160614,3.75,3.7872138023376465,3.75,3.6813549995422363,3.75,3.649794101715088,3.75,3.462887763977051,3.6453126668930054
0.6,0.641337513923645,0.6,0.5750027894973755,0.6,0.5485451817512512,0.6,0.49940362572669983,0.5660722777247429,0.95,1.2136404514312744,0.95,1.026150107383728,0.95,0.7937272787094116,0.95,0.9033035039901733,0.9842053353786469
6.06,6.866501808166504,6.06,6.552937030792236,6.06,6.728460788726807,6.06,6.5635786056518555,6.677869558334351,0.95,0.9366400241851807,0.95,0.8566759824752808,0.95,0.6411917805671692,0.95,0.6258937120437622,0.7651003748178482
0.73,1.4436845779418945,0.73,1.5286777019500732,0.73,1.504335880279541,0.73,1.1821614503860474,1.414714902639389,0.95,1.0527443885803223,0.95,1.030091404914856,0.95,0.9442479610443115,0.95,0.928913950920105,0.9889994263648987
1.93,2.0500171184539795,1.93,1.8070343732833862,1.93,1.9471759796142578,1.93,1.796380639076233,1.9001520276069641,0.9,1.3589056730270386,0.9,1.5371688604354858,0.9,1.6145472526550293,0.9,1.6616319417953491,1.5430634319782257
0.6,0.7523174285888672,0.6,0.5612425804138184,0.6,0.5538026690483093,0.6,0.48732343316078186,0.5886715278029442,5.9,5.3823041915893555,5.9,5.328741073608398,5.9,5.836266994476318,5.9,5.02886962890625,5.394045472145081
0.69,0.5910241603851318,0.69,0.6607697606086731,0.69,0.6499624252319336,0.69,0.635881781578064,0.6344095319509506,0.7,1.3263133764266968,0.7,1.2618452310562134,0.7,0.5614650845527649,0.7,0.9583631753921509,1.0269967168569565
0.84,0.7500283718109131,0.84,0.8733711242675781,0.84,0.8384960293769836,0.84,0.7514747381210327,0.8033425658941269,1.04,1.062780499458313,1.04,1.0384939908981323,1.04,0.9146125912666321,1.04,1.0801984071731567,1.0240213721990585
1.93,2.0835351943969727,1.93,2.018665075302124,1.93,1.8475449085235596,1.93,1.6588174104690552,1.9021406471729279,3.2,3.9942545890808105,3.2,5.284771919250488,3.2,4.611013889312744,3.2,4.955216884613037,4.71131432056427
4.43,4.372174263000488,4.43,4.375523090362549,4.43,4.286357879638672,4.43,4.438809394836426,4.368216156959534,1.1,1.2330434322357178,1.1,1.109869360923767,1.1,1.4924325942993164,1.1,0.8495919704437256,1.1712343394756317
1.63,1.728882074356079,1.63,1.7684482336044312,1.63,1.910736322402954,1.63,1.5666016340255737,1.7436670660972595,6.5,7.147701740264893,6.5,6.873438358306885,6.5,6.806667804718018,6.5,7.153227806091309,6.995258927345276
4.42,4.463984966278076,4.42,4.582205295562744,4.42,4.360501289367676,4.42,4.457637310028076,4.466082215309143,0.95,0.967320442199707,0.95,0.9637640714645386,0.95,0.9502837657928467,0.95,0.9160503149032593,0.9493546485900879
3.37,3.536553144454956,3.37,3.524857759475708,3.37,3.802917957305908,3.37,3.411611795425415,3.568985164165497,0.95,1.0174480676651,0.95,1.0848954916000366,0.95,0.9212982654571533,0.95,0.9448999166488647,0.9921354353427887
6.47,5.271295070648193,6.47,4.819718837738037,6.47,5.228304862976074,6.47,4.636049270629883,4.988842010498047,0.6,0.7625019550323486,0.6,0.9555724859237671,0.6,0.6975516080856323,0.6,0.7649029493331909,0.7951322495937347
4.85,4.087890148162842,4.85,4.291791915893555,4.85,4.519525051116943,4.85,4.266961097717285,4.291542053222656,1.3,2.0674123764038086,1.3,2.3583462238311768,1.3,1.5984218120574951,1.3,1.7142544984817505,1.9346087276935577
0.94,0.8379907608032227,0.94,0.8891332149505615,0.94,0.8729621767997742,0.94,0.8956979513168335,0.873946025967598,5.0,6.156658172607422,5.0,6.312999725341797,5.0,6.488532543182373,5.0,6.459670066833496,6.354465126991272
0.64,0.7711880207061768,0.64,0.7584173679351807,0.64,0.6502470970153809,0.64,0.6529520750045776,0.708201140165329,4.68,5.595122337341309,4.68,4.998210430145264,4.68,4.8659491539001465,4.68,4.867618083953857,5.081725001335144
4.75,5.157399654388428,4.75,4.9127888679504395,4.75,4.841719150543213,4.75,4.767519474029541,4.919856786727905,0.95,1.1117231845855713,0.95,1.0250920057296753,0.95,0.919127345085144,0.95,0.908018946647644,0.9909903705120087
0.68,1.2568458318710327,0.68,0.8482277393341064,0.68,0.8788108229637146,0.68,0.76799476146698,0.9379697889089584,0.95,0.6465551853179932,0.95,0.5012586116790771,0.95,0.7209641933441162,0.95,0.5596688985824585,0.6071117222309113
0.64,0.7513189315795898,0.64,0.7068417072296143,0.64,0.6554298400878906,0.64,0.7611068487167358,0.7186743319034576,0.6,1.0613694190979004,0.6,1.0311082601547241,0.6,0.7793551683425903,0.6,0.6379364728927612,0.877442330121994
0.6,0.004566818475723267,0.6,0.8529797792434692,0.6,0.4379505515098572,0.6,0.35049858689308167,0.41149893403053284,0.95,0.8797669410705566,0.95,0.9452353715896606,0.95,0.9476030468940735,0.95,0.7396878004074097,0.8780732899904251
4.31,4.429990291595459,4.31,4.590122222900391,4.31,4.395854473114014,4.31,4.496738910675049,4.478176474571228,0.95,0.9848719835281372,0.95,1.0668296813964844,0.95,0.9185150861740112,0.95,0.9256047010421753,0.973955363035202
0.59,0.6951439380645752,0.59,0.8122738599777222,0.59,0.6093540787696838,0.59,0.6336492300033569,0.6876052767038345,0.82,0.8649529218673706,0.82,0.8657263517379761,0.82,0.38537275791168213,0.82,0.5816696882247925,0.6744304299354553
5.73,6.4390692710876465,5.73,6.300012111663818,5.73,6.47252893447876,5.73,6.291691303253174,6.37582540512085,5.1,4.94325590133667,5.1,5.377062797546387,5.1,4.7620038986206055,5.1,5.5130767822265625,5.148849844932556
4.4,3.5033090114593506,4.4,4.638933181762695,4.4,4.256820201873779,4.4,4.8148603439331055,4.303480684757233,5.9,5.299793720245361,5.9,5.419875144958496,5.9,5.854321479797363,5.9,5.245395183563232,5.454846382141113
6.47,6.644065856933594,6.47,6.552513122558594,6.47,6.357888698577881,6.47,6.503944396972656,6.514603018760681,6.15,5.54279899597168,6.15,5.561810493469238,6.15,5.753911018371582,6.15,5.518420219421387,5.594235181808472
7.62,6.171176910400391,7.62,6.579840183258057,7.62,6.201102256774902,7.62,6.440046310424805,6.348041415214539,0.95,1.3564374446868896,0.95,1.0022426843643188,0.95,1.0228111743927002,0.95,0.9059692621231079,1.0718651413917542
0.67,0.7664339542388916,0.67,0.7963377237319946,0.67,0.703875720500946,0.67,0.8842247724533081,0.7877180427312851,0.95,1.080108404159546,0.95,1.0323649644851685,0.95,1.005434513092041,0.95,0.8755611181259155,0.9983672499656677
1.93,2.5367190837860107,1.93,1.892357587814331,1.93,1.9844489097595215,1.93,1.8432806730270386,2.0642015635967255,0.95,0.828970193862915,0.95,0.8601902723312378,0.95,0.7149726748466492,0.95,0.727901816368103,0.7830087393522263
1.42,1.5922515392303467,1.42,1.6091228723526,1.42,1.6857154369354248,1.42,1.656197190284729,1.6358217597007751,0.95,0.917087197303772,0.95,1.0338395833969116,0.95,0.950546383857727,0.95,0.8841413259506226,0.9464036226272583
0.85,1.0576616525650024,0.85,0.960527777671814,0.85,0.9801399111747742,0.85,0.8594876527786255,0.964454248547554,0.95,0.8984652161598206,0.95,0.9419817924499512,0.95,0.9217461347579956,0.95,0.8776588439941406,0.909962996840477
0.69,0.6012485027313232,0.69,0.7476003170013428,0.69,0.680206298828125,0.69,0.816489577293396,0.7113861739635468,8.39,8.329788208007812,8.39,8.346176147460938,8.39,8.149039268493652,8.39,8.000997543334961,8.20650029182434
0.56,0.8461266756057739,0.56,0.6196706295013428,0.56,0.7804307341575623,0.56,0.7008088827133179,0.7367592304944992,0.95,0.9928390979766846,0.95,0.9543814659118652,0.95,0.9432603120803833,0.95,0.9094556570053101,0.9499841332435608
0.77,0.8864517211914062,0.77,0.9283361434936523,0.77,1.0235881805419922,0.77,0.6477793455123901,0.8715388476848602,0.95,1.0541355609893799,0.95,0.9593386650085449,0.95,0.9529865384101868,0.95,0.8034967184066772,0.9424893707036972
0.6,0.7816050052642822,0.6,0.6143198013305664,0.6,0.7292086482048035,0.6,0.5320080518722534,0.6642853766679764,0.95,1.0106322765350342,0.95,0.9608616828918457,0.95,0.9340206384658813,0.95,0.9080919027328491,0.9534016251564026
0.68,0.9677598476409912,0.68,0.8072209358215332,0.68,0.6979658007621765,0.68,0.6527811288833618,0.7814319282770157,2.71,2.920720338821411,2.71,2.9981186389923096,2.71,2.5139524936676025,2.71,2.5730245113372803,2.751453995704651
7.62,6.91594934463501,7.62,7.259248733520508,7.62,8.327701568603516,7.62,7.919534206390381,7.6056084632873535,0.82,0.8391187191009521,0.82,0.9934509992599487,0.82,0.5693994760513306,0.82,0.8758141994476318,0.8194458484649658
0.84,0.8283922672271729,0.84,0.8120759725570679,0.84,0.7315544486045837,0.84,0.9009126424789429,0.8182338327169418,0.95,0.9457279443740845,0.95,1.0502169132232666,0.95,0.9232332110404968,0.95,0.9473847150802612,0.9666406959295273
4.31,4.467374801635742,4.31,4.5650763511657715,4.31,4.341575622558594,4.31,4.454540729522705,4.457141876220703,0.95,0.8830981254577637,0.95,1.197736144065857,0.95,0.9537068605422974,0.95,1.0098832845687866,1.0111061036586761
1.05,0.8852038383483887,1.05,0.8786256313323975,1.05,0.9002338647842407,1.05,0.8884233236312866,0.8881216645240784,1.88,1.7759732007980347,1.88,2.022956371307373,1.88,1.5725111961364746,1.88,1.69503653049469,1.766619324684143
4.88,5.586337566375732,4.88,6.234556198120117,4.88,6.617661952972412,4.88,6.251990795135498,6.17263662815094,2.8,3.4995992183685303,2.8,3.517259359359741,2.8,3.1847660541534424,2.8,3.0306990146636963,3.3080809116363525
6.64,5.879031181335449,6.64,6.353792667388916,6.64,6.14245080947876,6.64,5.9947309494018555,6.092501401901245,0.95,0.9912973642349243,0.95,0.9465746879577637,0.95,0.9483189582824707,0.95,0.917136549949646,0.9508318901062012
0.56,0.8475563526153564,0.56,0.6266535520553589,0.56,0.7484995722770691,0.56,0.6992388963699341,0.7304870933294296,0.95,0.8561785221099854,0.95,0.8770979642868042,0.95,0.9250565767288208,0.95,0.9422811269760132,0.9001535475254059
1.88,1.905570387840271,1.88,1.795974612236023,1.88,1.967193365097046,1.88,1.5041447877883911,1.7932207882404327,3.2,3.6948137283325195,3.2,3.6408579349517822,3.2,3.766983985900879,3.2,3.6553359031677246,3.6894978880882263
6.06,6.559294700622559,6.06,6.813538074493408,6.06,6.708228588104248,6.06,6.493969917297363,6.6437578201293945,3.75,3.716264247894287,3.75,3.782654047012329,3.75,3.7457711696624756,3.75,3.7448196411132812,3.7473772764205933
0.85,1.1073288917541504,0.85,0.8520241975784302,0.85,0.8006741404533386,0.85,0.8567136526107788,0.9041852205991745,2.8,5.686788082122803,2.8,5.833840370178223,2.8,5.27735710144043,2.8,4.62755823135376,5.356385946273804
7.62,8.216687202453613,7.62,7.928647041320801,7.62,7.801727771759033,7.62,7.633579730987549,7.895160436630249,0.95,0.992600679397583,0.95,1.0531967878341675,0.95,0.9364815950393677,0.95,0.7992404699325562,0.9453798830509186
4.4,4.471938610076904,4.4,4.013754844665527,4.4,3.8623249530792236,4.4,4.412174224853516,4.190048158168793,6.8,7.397767543792725,6.8,7.127622604370117,6.8,7.128937244415283,6.8,7.099659442901611,7.188496708869934
4.88,5.101401329040527,4.88,4.962203025817871,4.88,5.3836798667907715,4.88,5.1408586502075195,5.147035717964172,0.95,0.9674866199493408,0.95,1.0030120611190796,0.95,0.9229498505592346,0.95,0.923052191734314,0.9541251808404922
1.42,1.4485455751419067,1.42,1.3337128162384033,1.42,1.582348108291626,1.42,1.3828691244125366,1.4368689060211182,0.95,1.3019945621490479,0.95,1.1358784437179565,0.95,0.9373868703842163,0.95,0.9425328969955444,1.0794481933116913
7.62,7.903969764709473,7.62,8.257692337036133,7.62,8.44560718536377,7.62,7.638266086578369,8.061383843421936,5.98,6.430608749389648,5.98,6.622757911682129,5.98,6.1761274337768555,5.98,6.1435112953186035,6.343251347541809
0.73,1.240793228149414,0.73,1.2414700984954834,0.73,1.2884666919708252,0.73,1.1900206804275513,1.2401876747608185,7.44,7.548226833343506,7.44,7.345198631286621,7.44,7.721960067749023,7.44,5.661735534667969,7.06928026676178
0.87,0.7595608234405518,0.87,0.7505289316177368,0.87,0.8984357714653015,0.87,0.8446711301803589,0.8132991641759872,3.37,3.2032129764556885,3.37,3.3354687690734863,3.37,3.1793720722198486,3.37,3.37188982963562,3.272485911846161
3.64,4.0032854080200195,3.64,4.308994293212891,3.64,3.7585268020629883,3.64,3.8086435794830322,3.9698625206947327,2.8,3.4102389812469482,2.8,3.5926480293273926,2.8,3.177870273590088,2.8,2.8142786026000977,3.2487589716911316
6.48,6.562906742095947,6.48,6.804963111877441,6.48,6.006566047668457,6.48,6.199583530426025,6.393504858016968,0.95,0.9947018623352051,0.95,0.9766494035720825,0.95,0.9344065189361572,0.95,0.9096044301986694,0.9538405537605286
9.45,9.728931427001953,9.45,9.78970718383789,9.45,9.368824005126953,9.45,9.809507369995117,9.674242496490479,0.95,1.0359556674957275,0.95,1.1009491682052612,0.95,0.59354168176651,0.95,1.1154149770736694,0.961465373635292
6.06,6.689870357513428,6.06,6.793956279754639,6.06,6.7935967445373535,6.06,6.3737359046936035,6.662789821624756,5.27,4.825647354125977,5.27,4.661377906799316,5.27,4.500280857086182,5.27,4.322951793670654,4.577564477920532
2.16,2.472303867340088,2.16,2.004621982574463,2.16,2.2350871562957764,2.16,1.8578494787216187,2.1424656212329865,1.1,1.2419250011444092,1.1,1.1252001523971558,1.1,1.2910441160202026,1.1,1.3470948934555054,1.2513160407543182
0.73,0.8108124732971191,0.73,0.8730846643447876,0.73,0.8760544657707214,0.73,0.8611139059066772,0.8552663773298264,0.95,1.2717883586883545,0.95,0.9993587732315063,0.95,0.971064031124115,0.95,0.8818947076797485,1.031026467680931
6.47,5.796092987060547,6.47,6.07410192489624,6.47,6.096755504608154,6.47,5.9925312995910645,5.9898704290390015,0.95,1.044766902923584,0.95,1.0464415550231934,0.95,0.9946771860122681,0.95,0.8666766881942749,0.9881405830383301
9.45,8.366880416870117,9.45,9.18060302734375,9.45,9.00259017944336,9.45,8.546979904174805,8.774263381958008,0.88,1.145951747894287,0.88,0.9341667890548706,0.88,0.9176616668701172,0.88,1.8638709783554077,1.2154127955436707
1.63,2.0511739253997803,1.63,2.1260812282562256,1.63,1.8896100521087646,1.63,1.6337765455245972,1.925160437822342,0.95,0.9414589405059814,0.95,0.9154433012008667,0.95,1.1478840112686157,0.95,1.0383909940719604,1.010794311761856
1.49,1.7766467332839966,1.49,1.6011525392532349,1.49,1.8044342994689941,1.49,1.3307613134384155,1.6282487213611603,1.1,1.4369332790374756,1.1,1.2901228666305542,1.1,1.6643955707550049,1.1,0.9583398103713989,1.3374478816986084
6.48,6.068412780761719,6.48,6.305273056030273,6.48,5.979966163635254,6.48,5.972774982452393,6.08160674571991,0.9,1.188863754272461,0.9,1.1537245512008667,0.9,1.048011302947998,0.9,1.0897444486618042,1.1200860142707825
4.85,4.6770710945129395,4.85,4.520049095153809,4.85,4.639068126678467,4.85,4.857150077819824,4.67333459854126,3.2,3.438514471054077,3.2,4.094049453735352,3.2,4.208890438079834,3.2,3.6789205074310303,3.8550937175750732
0.73,1.447117805480957,0.73,1.2702211141586304,0.73,1.4208719730377197,0.73,1.1561545133590698,1.3235913515090942,5.0,6.559990406036377,5.0,6.447695732116699,5.0,6.1854681968688965,5.0,6.634300708770752,6.456863760948181
6.06,6.64884614944458,6.06,7.2415924072265625,6.06,7.414876461029053,6.06,7.086543560028076,7.097964644432068,9.7,9.16827392578125,9.7,9.279873847961426,9.7,9.285286903381348,9.7,9.086296081542969,9.204932689666748
4.85,4.913511753082275,4.85,4.8043012619018555,4.85,4.955606937408447,4.85,5.045452117919922,4.929718017578125,0.6,0.7718172073364258,0.6,0.9597266912460327,0.6,0.7259276509284973,0.6,0.914535641670227,0.8430017977952957
0.77,0.4603483974933624,0.77,0.8011727333068848,0.77,0.9417089819908142,0.77,0.6341444253921509,0.7093436345458031,0.95,0.9986388683319092,0.95,1.079045057296753,0.95,0.9141716957092285,0.95,0.9273542165756226,0.9798024594783783
0.94,0.9207189083099365,0.94,0.9045015573501587,0.94,0.8954862952232361,0.94,0.7836116552352905,0.8760796040296555,0.95,0.9952845573425293,0.95,0.9250537157058716,0.95,0.9519855380058289,0.95,0.9011701345443726,0.9433734863996506
4.02,4.240045070648193,4.02,4.2839202880859375,4.02,4.210705757141113,4.02,3.8915867805480957,4.156564474105835,0.95,1.0021233558654785,0.95,1.144472599029541,0.95,0.9137961864471436,0.95,0.9251331090927124,0.9963813126087189
3.64,3.8887932300567627,3.64,3.616438865661621,3.64,3.7388226985931396,3.64,3.5824153423309326,3.706617534160614,0.88,1.1884191036224365,0.88,0.771696925163269,0.88,1.0790112018585205,0.88,0.9227175712585449,0.9904612004756927
4.42,4.392942905426025,4.42,4.548882961273193,4.42,4.355621337890625,4.42,4.447988986968994,4.4363590478897095,0.95,1.1011621952056885,0.95,1.0736459493637085,0.95,0.6536158323287964,0.95,1.0902827978134155,0.9796766936779022
0.73,1.2352795600891113,0.73,1.1048945188522339,0.73,1.2673954963684082,0.73,1.234521508216858,1.2105227708816528,0.95,0.6511900424957275,0.95,1.2215203046798706,0.95,0.28541457653045654,0.95,1.593096137046814,0.9378052651882172
1.42,1.963878870010376,1.42,1.6857584714889526,1.42,1.8314638137817383,1.42,1.5801018476486206,1.7653007507324219,0.76,0.6042559146881104,0.76,0.9541949033737183,0.76,0.49447524547576904,0.76,0.11444011330604553,0.5418415442109108
4.02,4.035297393798828,4.02,4.286188125610352,4.02,4.245722770690918,4.02,3.872267484664917,4.109868943691254,6.8,7.490685939788818,6.8,7.128951549530029,6.8,7.188562393188477,6.8,7.201074600219727,7.252318620681763
4.38,4.480942726135254,4.38,4.537519454956055,4.38,4.334769248962402,4.38,4.446874618530273,4.450026512145996,0.95,1.2784464359283447,0.95,0.9971450567245483,0.95,1.1119599342346191,0.95,0.8673948049545288,1.0637365579605103
0.68,1.852348804473877,0.68,0.9802365303039551,0.68,1.181157112121582,0.68,1.012123465538025,1.2564664781093597,5.1,5.013749599456787,5.1,5.471592903137207,5.1,5.157071113586426,5.1,4.918606758117676,5.140255093574524
4.5,4.36915397644043,4.5,4.442261695861816,4.5,4.303761959075928,4.5,4.421231269836426,4.38410222530365,0.82,1.0137863159179688,0.82,1.298552393913269,0.82,0.8868824243545532,0.82,1.2217838764190674,1.1052512526512146
0.59,0.608196496963501,0.59,0.7209475040435791,0.59,0.6001583933830261,0.59,0.5920976400375366,0.6303500086069107,1.63,1.5937188863754272,1.63,1.6626125574111938,1.63,1.846766710281372,1.63,1.4901949167251587,1.648323267698288
4.1,4.738644123077393,4.1,4.572605133056641,4.1,4.218998432159424,4.1,4.539438247680664,4.51742148399353,0.95,1.0234315395355225,0.95,1.030962586402893,0.95,0.9867494702339172,0.95,0.9354938268661499,0.9941593557596207
