,Time,Current,Spin Coating,Increasing PPM,Temperature,Repeat Sensor Use,Days Elapsed,A,B,C,Integrals,Concentration
0,0.0,-2.84,0.0,1.0,22.0,1.0,6.0,1.0,0.0,0.0,-16.4125,0.6
1,0.0,-2.84,0.0,1.0,22.0,1.0,6.0,1.0,0.0,0.0,-18.5745,0.7
2,0.0,-2.84,0.0,1.0,22.0,1.0,6.0,1.0,0.0,0.0,-18.2705,0.56
3,0.0,-8.84,0.0,1.0,22.0,1.0,6.0,1.0,0.0,0.0,-52.303,1.49
4,0.0,-10.5,0.0,1.0,22.0,1.0,6.0,1.0,0.0,0.0,-57.0005,1.63
5,0.0,-11.5,0.0,1.0,22.0,1.0,6.0,1.0,0.0,0.0,-61.561499999999995,1.88
6,0.0,-23.7,0.0,1.0,22.0,1.0,6.0,1.0,0.0,0.0,-125.03649999999999,3.37
7,0.0,-32.5,0.0,1.0,22.0,1.0,6.0,1.0,0.0,0.0,-155.58249999999998,3.75
8,0.0,-24.9,0.0,1.0,22.0,1.0,1.0,1.0,0.0,0.0,-138.91250000000005,4.02
9,0.0,-49.2,0.0,1.0,22.0,1.0,1.0,1.0,0.0,0.0,-248.78999999999996,6.15
10,0.0,-49.5,0.0,1.0,22.0,1.0,1.0,1.0,0.0,0.0,-262.83000000000004,6.06
11,0.0,-31.7,0.0,1.0,22.0,1.0,1.0,1.0,0.0,0.0,-200.98000000000002,6.47
12,0.0,-27.0,0.0,0.0,22.0,1.0,1.0,1.0,0.0,0.0,-151.052,4.1
13,0.0,-20.2,0.0,0.0,22.0,1.0,1.0,1.0,0.0,0.0,-117.1255,3.64
14,0.0,-16.8,0.0,0.0,22.0,1.0,1.0,1.0,0.0,0.0,-100.29600000000002,3.6
15,0.0,-4.91,0.0,0.0,22.0,1.0,1.0,1.0,0.0,0.0,-30.977,0.85
16,0.0,-4.78,0.0,0.0,22.0,1.0,1.0,1.0,0.0,0.0,-29.503,0.7
17,0.0,-11.0,0.0,1.0,22.0,1.0,1.0,1.0,0.0,0.0,-71.84849999999999,2.79
18,0.0,-27.4,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-144.39999999999998,4.36
19,0.0,-3.84,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-28.3185,0.6
20,0.0,-3.84,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-28.3185,0.68
21,0.0,-1.91,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-11.79895,0.77
22,0.0,-7.78,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-49.608999999999995,2.16
23,0.0,-30.2,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-155.7,4.88
24,0.0,-32.9,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-201.765,7.62
25,0.0,-21.3,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-160.535,6.48
26,0.0,-6.78,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-33.806000000000004,0.73
27,0.0,-3.78,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-30.5145,1.42
28,0.0,-11.5,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-60.580499999999994,2.72
29,0.0,-12.8,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-91.847,3.95
30,0.0,-20.5,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-121.651,4.85
31,0.0,-32.7,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-187.555,5.73
32,0.0,-40.7,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-204.59000000000003,6.47
33,0.0,-39.8,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-232.91,9.45
34,0.0,-42.1,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-233.51,7.62
35,0.0,-29.5,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-173.78,6.64
36,0.0,-22.6,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-132.84299999999996,4.75
37,0.0,-27.1,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-140.61550000000003,4.01
38,0.0,-15.3,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-89.253,3.04
39,0.0,-11.1,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-67.59450000000001,1.93
40,0.0,-4.97,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-33.17249999999999,0.8
41,0.0,-3.84,0.0,1.0,25.0,1.0,31.0,1.0,0.0,0.0,-27.265,1.05
42,0.0,-1.84,0.0,1.0,25.0,1.0,31.0,1.0,0.0,0.0,-14.727000000000002,0.73
43,0.0,-2.91,0.0,1.0,30.1,1.0,31.0,1.0,0.0,0.0,-22.376499999999997,0.94
44,0.0,-2.78,0.0,1.0,20.4,1.0,31.0,1.0,0.0,0.0,-19.5235,0.84
45,0.0,-2.84,0.0,1.0,20.2,1.0,31.0,1.0,0.0,0.0,-20.4025,0.86
46,0.0,-2.84,0.0,1.0,30.0,1.0,31.0,1.0,0.0,0.0,-22.875999999999998,0.87
47,0.0,-3.41,0.0,1.0,30.2,1.0,31.0,1.0,0.0,0.0,-24.219,0.81
48,0.0,-2.84,0.0,1.0,25.1,1.0,31.0,1.0,0.0,0.0,-18.637999999999998,0.84
49,0.0,-1.84,0.0,1.0,20.7,1.0,31.0,1.0,0.0,0.0,-13.534,0.93
50,0.0,-9.09,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-56.35,0.98
51,0.0,-6.72,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-49.729499999999994,2.62
52,0.0,-21.1,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-122.064,4.67
53,0.0,-37.4,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-224.83000000000004,7.51
54,0.0,-55.9,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-282.54,7.94
55,0.0,-40.8,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-221.55500000000004,6.08
56,0.0,-35.8,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-175.51899999999998,4.54
57,0.0,-30.7,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-145.72799999999998,2.48
58,0.0,-5.78,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-37.1995,0.9
59,0.0,-13.5,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-55.866,0.86
60,0.0,-9.28,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-61.58,2.28
61,0.0,-22.5,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-126.7,4.67
62,0.0,-72.8,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-304.785,6.61
63,0.0,-78.2,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-363.60999999999996,8.01
64,0.0,-91.4,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-408.86,8.84
65,0.0,-73.0,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-303.655,6.28
66,0.0,-37.6,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-165.37500000000003,4.29
67,0.0,-25.2,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-111.84500000000003,3.1
68,0.0,-8.97,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-48.098000000000006,0.96
69,0.0,-2.91,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-21.72,0.83
70,0.0,-8.22,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-52.28649999999999,1.39
71,0.0,-11.9,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-76.29149999999998,2.81
72,0.0,-22.1,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-119.90700000000001,3.75
73,0.0,-31.7,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-159.18050000000002,4.83
74,0.0,-45.0,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-221.20999999999998,5.59
75,0.0,-64.9,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-314.93500000000006,6.69
76,0.0,-76.5,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-355.935,7.12
77,0.0,-59.0,0.0,0.0,22.0,1.0,34.0,1.0,0.0,0.0,-262.865,7.04
78,0.0,-56.6,0.0,0.0,22.0,1.0,34.0,1.0,0.0,0.0,-252.51500000000004,5.52
79,0.0,-38.9,0.0,0.0,22.0,1.0,34.0,1.0,0.0,0.0,-191.7,4.7
80,0.0,-31.8,0.0,0.0,22.0,1.0,34.0,1.0,0.0,0.0,-156.312,3.4
81,0.0,-23.7,0.0,0.0,22.0,1.0,34.0,1.0,0.0,0.0,-121.71150000000002,2.64
82,0.0,-10.8,0.0,0.0,22.0,1.0,34.0,1.0,0.0,0.0,-67.4465,1.5
83,0.0,-3.34,0.0,0.0,22.0,1.0,34.0,1.0,0.0,0.0,-21.6365,0.82
84,0.0,-31.7,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-84.1235,3.6
85,0.0,-50.5,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-132.69650000000001,4.33
86,0.0,-53.0,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-137.4515,5.06
87,0.0,-62.1,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-182.06,6.55
88,0.0,-75.8,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-201.98000000000002,7.4
89,0.0,1.22,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-5.8947,0.78
90,0.0,-4.91,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-22.605999999999998,1.38
91,0.0,-14.8,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-61.669,2.37
92,0.0,-37.3,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-129.68200000000002,3.67
93,0.0,-38.4,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-141.63250000000002,4.89
94,0.0,-50.3,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-189.205,5.79
95,0.0,-60.6,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-192.15500000000003,6.41
96,0.0,-72.4,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-245.925,7.53
97,0.0,-5.91,1.0,1.0,10.4,1.0,11.0,0.0,0.0,1.0,-31.226499999999994,0.95
98,0.0,-1.97,1.0,1.0,10.9,1.0,11.0,0.0,0.0,1.0,-15.4735,0.95
99,0.0,-1.84,1.0,1.0,11.0,1.0,11.0,0.0,0.0,1.0,-14.737000000000002,0.95
100,0.0,-7.84,1.0,1.0,15.3,1.0,11.0,0.0,0.0,1.0,-37.346,0.95
101,0.0,-1.84,1.0,1.0,15.4,1.0,11.0,0.0,0.0,1.0,-15.271,0.95
102,0.0,-1.84,1.0,1.0,15.5,1.0,11.0,0.0,0.0,1.0,-16.473999999999997,0.95
103,0.0,-9.03,1.0,1.0,20.3,1.0,11.0,0.0,0.0,1.0,-41.5535,0.95
104,0.0,-3.72,1.0,1.0,20.3,1.0,11.0,0.0,0.0,1.0,-22.5335,0.95
105,0.0,-3.34,1.0,1.0,20.5,1.0,11.0,0.0,0.0,1.0,-21.27,0.95
106,0.0,-2.84,1.0,1.0,24.9,1.0,11.0,0.0,0.0,1.0,-20.5225,0.95
107,0.0,-1.84,1.0,1.0,24.9,1.0,11.0,0.0,0.0,1.0,-17.7245,0.95
108,0.0,-2.47,1.0,1.0,24.9,1.0,11.0,0.0,0.0,1.0,-18.222,0.95
109,0.0,-15.5,1.0,1.0,30.1,1.0,11.0,0.0,0.0,1.0,-49.922000000000004,0.95
110,0.0,-2.84,1.0,1.0,29.9,1.0,11.0,0.0,0.0,1.0,-16.1015,0.95
111,0.0,-2.28,1.0,1.0,29.8,1.0,11.0,0.0,0.0,1.0,-15.319999999999999,0.95
112,0.0,-8.84,1.0,1.0,35.6,1.0,11.0,0.0,0.0,1.0,-31.833500000000004,0.95
113,0.0,-2.66,1.0,1.0,35.2,1.0,11.0,0.0,0.0,1.0,-15.8865,0.95
114,0.0,-0.969,1.0,1.0,34.8,1.0,11.0,0.0,0.0,1.0,-12.142,0.95
115,0.0,-8.41,1.0,1.0,40.8,1.0,11.0,0.0,0.0,1.0,-30.311999999999998,0.95
116,0.0,-1.34,1.0,1.0,39.9,1.0,11.0,0.0,0.0,1.0,-13.197,0.95
117,0.0,-1.84,1.0,1.0,40.5,1.0,11.0,0.0,0.0,1.0,-13.9785,0.95
118,0.0,-1.91,1.0,1.0,46.3,1.0,11.0,0.0,0.0,1.0,-16.924,0.95
119,0.0,0.219,1.0,1.0,45.3,1.0,11.0,0.0,0.0,1.0,-9.5524,0.95
120,0.0,1.28,1.0,1.0,44.9,1.0,11.0,0.0,0.0,1.0,-5.03307,0.95
121,0.0,-2.59,1.0,1.0,9.9,1.0,15.0,0.0,0.0,1.0,-11.0949,0.95
122,0.0,-1.53,1.0,1.0,10.2,1.0,15.0,0.0,0.0,1.0,-8.107099999999999,0.95
123,0.0,-1.84,1.0,1.0,15.2,1.0,15.0,0.0,0.0,1.0,-8.8718,0.95
124,0.0,-0.844,1.0,1.0,15.0,1.0,15.0,0.0,0.0,1.0,-5.8229500000000005,0.95
125,0.0,-2.84,1.0,1.0,20.0,1.0,15.0,0.0,0.0,1.0,-12.011750000000001,0.95
126,0.0,-0.906,1.0,1.0,20.0,1.0,15.0,0.0,0.0,1.0,-6.69445,0.95
127,0.0,-3.84,1.0,1.0,24.8,1.0,15.0,0.0,0.0,1.0,-14.956,0.95
128,0.0,-1.78,1.0,1.0,24.8,1.0,15.0,0.0,0.0,1.0,-8.72255,0.95
129,0.0,-4.78,1.0,1.0,30.0,1.0,15.0,0.0,0.0,1.0,-16.7135,0.95
130,0.0,-1.78,1.0,1.0,29.5,1.0,15.0,0.0,0.0,1.0,-9.8235,0.95
131,0.0,-6.22,1.0,1.0,35.0,1.0,15.0,0.0,0.0,1.0,-21.970499999999998,0.95
132,0.0,-1.72,1.0,1.0,34.5,1.0,15.0,0.0,0.0,1.0,-10.043500000000002,0.95
133,0.0,-4.84,1.0,1.0,40.0,1.0,15.0,0.0,0.0,1.0,-17.369,0.95
134,0.0,-2.72,1.0,1.0,40.2,1.0,15.0,0.0,0.0,1.0,-11.5185,0.95
135,0.0,-3.78,1.0,1.0,45.2,1.0,15.0,0.0,0.0,1.0,-13.9685,0.95
136,0.0,-3.16,1.0,1.0,45.0,1.0,15.0,0.0,0.0,1.0,-14.404,0.95
137,0.0,-73.2,1.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-420.39500000000004,6.6
138,0.0,-69.7,1.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-335.085,5.0
139,0.0,-26.8,1.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-166.23000000000002,3.2
140,0.0,-10.1,1.0,0.0,22.0,1.0,1.0,1.0,0.0,0.0,-71.08749999999999,1.3
141,0.0,-7.47,0.0,1.0,22.0,1.0,31.0,1.0,0.0,0.0,-70.051,4.31
142,0.0,-5.66,0.0,1.0,22.0,1.0,31.0,1.0,0.0,0.0,-67.2285,4.32
143,0.0,-3.91,0.0,1.0,22.0,1.0,31.0,1.0,0.0,0.0,-58.728,4.36
144,0.0,-4.91,0.0,1.0,22.0,1.0,31.0,1.0,0.0,0.0,-63.7635,4.38
145,0.0,-5.34,0.0,1.0,22.0,1.0,31.0,1.0,0.0,0.0,-71.45500000000003,4.39
146,0.0,-3.91,0.0,1.0,22.0,1.0,31.0,1.0,0.0,0.0,-58.327,4.4
147,0.0,-4.47,0.0,1.0,22.0,1.0,31.0,1.0,0.0,0.0,-65.649,4.42
148,0.0,-5.16,0.0,1.0,22.0,1.0,31.0,1.0,0.0,0.0,-60.633500000000005,4.43
149,0.0,-3.78,0.0,1.0,22.0,1.0,31.0,1.0,0.0,0.0,-61.7535,4.5
150,0.0,-5.59,0.0,1.0,22.0,1.0,31.0,1.0,0.0,0.0,-60.9465,4.51
151,0.0,-4.03,0.0,1.0,22.0,1.0,31.0,1.0,0.0,0.0,-58.037,4.52
152,0.0,-6.16,1.0,1.0,22.0,1.0,1.0,0.0,0.0,1.0,-26.481,1.04
153,0.0,-29.2,1.0,1.0,22.0,1.0,1.0,0.0,0.0,1.0,-115.8265,3.12
154,0.0,-34.1,1.0,1.0,22.0,1.0,1.0,0.0,0.0,1.0,-170.60999999999999,5.27
155,0.0,-61.0,1.0,1.0,22.0,1.0,1.0,0.0,0.0,1.0,-270.94500000000005,7.1
156,0.0,-34.1,1.0,0.0,22.0,1.0,1.0,0.0,0.0,1.0,-208.70499999999998,5.1
157,0.0,-28.4,1.0,0.0,22.0,1.0,1.0,0.0,0.0,1.0,-118.722,3.62
158,0.0,-3.97,1.0,0.0,22.0,1.0,1.0,0.0,0.0,1.0,-17.843,0.82
159,0.0,-57.0,1.0,0.0,22.0,1.0,1.0,0.0,0.0,1.0,-242.37,7.94
160,0.0,-14.7,1.0,1.0,22.0,2.0,2.0,0.0,0.0,1.0,-38.839000000000006,0.76
161,0.0,-8.09,1.0,1.0,22.0,2.0,2.0,0.0,0.0,1.0,-44.496,1.1
162,0.0,-27.2,1.0,1.0,22.0,2.0,2.0,0.0,0.0,1.0,-127.89450000000001,3.2
163,0.0,-40.7,1.0,1.0,22.0,2.0,2.0,0.0,0.0,1.0,-166.945,5.9
164,0.0,-64.9,1.0,1.0,22.0,2.0,2.0,0.0,0.0,1.0,-295.19500000000005,7.39
165,0.0,-60.5,1.0,1.0,22.0,2.0,2.0,0.0,0.0,1.0,-284.185,7.89
166,0.0,-48.9,1.0,0.0,22.0,2.0,2.0,0.0,0.0,1.0,-207.14000000000001,5.98
167,0.0,-25.0,1.0,0.0,22.0,2.0,2.0,0.0,0.0,1.0,-98.2045,2.62
168,0.0,-14.7,1.0,0.0,22.0,2.0,2.0,0.0,0.0,1.0,-44.23350000000001,0.86
169,0.0,-14.4,1.0,1.0,22.0,3.0,3.0,0.0,0.0,1.0,-40.446,0.88
170,0.0,-25.5,1.0,1.0,22.0,3.0,3.0,0.0,0.0,1.0,-83.7145,2.12
171,0.0,-33.3,1.0,1.0,22.0,3.0,3.0,0.0,0.0,1.0,-136.665,4.35
172,0.0,-50.3,1.0,1.0,22.0,3.0,3.0,0.0,0.0,1.0,-208.395,6.26
173,0.0,-53.8,1.0,1.0,22.0,3.0,3.0,0.0,0.0,1.0,-249.98000000000002,7.44
174,0.0,-46.7,1.0,1.0,22.0,3.0,3.0,0.0,0.0,1.0,-226.145,8.71
175,0.0,-52.0,1.0,1.0,22.0,3.0,3.0,0.0,0.0,1.0,-247.91499999999996,8.39
176,0.0,-25.6,1.0,0.0,22.0,3.0,3.0,0.0,0.0,1.0,-93.9795,2.71
177,0.0,-4.22,1.0,0.0,22.0,3.0,3.0,0.0,0.0,1.0,-24.206,0.97
178,1.0,-1.91,0.0,1.0,22.0,1.0,6.0,1.0,0.0,0.0,-16.4125,0.6
179,1.0,-1.97,0.0,1.0,22.0,1.0,6.0,1.0,0.0,0.0,-18.5745,0.7
180,1.0,-1.91,0.0,1.0,22.0,1.0,6.0,1.0,0.0,0.0,-18.2705,0.56
181,1.0,-5.97,0.0,1.0,22.0,1.0,6.0,1.0,0.0,0.0,-52.303,1.49
182,1.0,-6.97,0.0,1.0,22.0,1.0,6.0,1.0,0.0,0.0,-57.0005,1.63
183,1.0,-7.84,0.0,1.0,22.0,1.0,6.0,1.0,0.0,0.0,-61.561499999999995,1.88
184,1.0,-16.5,0.0,1.0,22.0,1.0,6.0,1.0,0.0,0.0,-125.03649999999999,3.37
185,1.0,-21.8,0.0,1.0,22.0,1.0,6.0,1.0,0.0,0.0,-155.58249999999998,3.75
186,1.0,-17.1,0.0,1.0,22.0,1.0,1.0,1.0,0.0,0.0,-138.91250000000005,4.02
187,1.0,-33.3,0.0,1.0,22.0,1.0,1.0,1.0,0.0,0.0,-248.78999999999996,6.15
188,1.0,-34.0,0.0,1.0,22.0,1.0,1.0,1.0,0.0,0.0,-262.83000000000004,6.06
189,1.0,-22.3,0.0,1.0,22.0,1.0,1.0,1.0,0.0,0.0,-200.98000000000002,6.47
190,1.0,-19.6,0.0,0.0,22.0,1.0,1.0,1.0,0.0,0.0,-151.052,4.1
191,1.0,-14.0,0.0,0.0,22.0,1.0,1.0,1.0,0.0,0.0,-117.1255,3.64
192,1.0,-11.7,0.0,0.0,22.0,1.0,1.0,1.0,0.0,0.0,-100.29600000000002,3.6
193,1.0,-3.66,0.0,0.0,22.0,1.0,1.0,1.0,0.0,0.0,-30.977,0.85
194,1.0,-2.97,0.0,0.0,22.0,1.0,1.0,1.0,0.0,0.0,-29.503,0.7
195,1.0,-7.41,0.0,1.0,22.0,1.0,1.0,1.0,0.0,0.0,-71.84849999999999,2.79
196,1.0,-17.6,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-144.39999999999998,4.36
197,1.0,-2.84,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-28.3185,0.6
198,1.0,-2.84,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-28.3185,0.68
199,1.0,-1.59,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-11.79895,0.77
200,1.0,-5.22,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-49.608999999999995,2.16
201,1.0,-20.2,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-155.7,4.88
202,1.0,-24.0,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-201.765,7.62
203,1.0,-15.9,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-160.535,6.48
204,1.0,-4.59,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-33.806000000000004,0.73
205,1.0,-2.84,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-30.5145,1.42
206,1.0,-7.78,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-60.580499999999994,2.72
207,1.0,-8.84,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-91.847,3.95
208,1.0,-13.7,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-121.651,4.85
209,1.0,-22.7,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-187.555,5.73
210,1.0,-26.6,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-204.59000000000003,6.47
211,1.0,-26.0,0.0,1.0,22.0,1.0,4.0,1.0,0.0,0.0,-232.91,9.45
212,1.0,-27.7,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-233.51,7.62
213,1.0,-19.8,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-173.78,6.64
214,1.0,-15.2,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-132.84299999999996,4.75
215,1.0,-18.2,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-140.61550000000003,4.01
216,1.0,-10.5,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-89.253,3.04
217,1.0,-7.78,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-67.59450000000001,1.93
218,1.0,-3.59,0.0,0.0,22.0,1.0,4.0,1.0,0.0,0.0,-33.17249999999999,0.8
219,1.0,-2.84,0.0,1.0,25.0,1.0,31.0,1.0,0.0,0.0,-27.265,1.05
220,1.0,-1.28,0.0,1.0,25.0,1.0,31.0,1.0,0.0,0.0,-14.727000000000002,0.73
221,1.0,-2.16,0.0,1.0,30.1,1.0,31.0,1.0,0.0,0.0,-22.376499999999997,0.94
222,1.0,-1.91,0.0,1.0,20.4,1.0,31.0,1.0,0.0,0.0,-19.5235,0.84
223,1.0,-2.16,0.0,1.0,20.2,1.0,31.0,1.0,0.0,0.0,-20.4025,0.86
224,1.0,-1.97,0.0,1.0,30.0,1.0,31.0,1.0,0.0,0.0,-22.875999999999998,0.87
225,1.0,-2.84,0.0,1.0,30.2,1.0,31.0,1.0,0.0,0.0,-24.219,0.81
226,1.0,-1.97,0.0,1.0,25.1,1.0,31.0,1.0,0.0,0.0,-18.637999999999998,0.84
227,1.0,-1.41,0.0,1.0,20.7,1.0,31.0,1.0,0.0,0.0,-13.534,0.93
228,1.0,-6.97,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-56.35,0.98
229,1.0,-4.91,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-49.729499999999994,2.62
230,1.0,-14.9,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-122.064,4.67
231,1.0,-25.8,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-224.83000000000004,7.51
232,1.0,-37.9,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-282.54,7.94
233,1.0,-29.3,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-221.55500000000004,6.08
234,1.0,-25.2,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-175.51899999999998,4.54
235,1.0,-21.7,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-145.72799999999998,2.48
236,1.0,-4.16,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-37.1995,0.9
237,1.0,-9.03,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-55.866,0.86
238,1.0,-6.16,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-61.58,2.28
239,1.0,-14.9,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-126.7,4.67
240,1.0,-46.9,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-304.785,6.61
241,1.0,-50.3,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-363.60999999999996,8.01
242,1.0,-57.2,0.0,1.0,22.0,1.0,1.0,0.0,1.0,0.0,-408.86,8.84
243,1.0,-46.5,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-303.655,6.28
244,1.0,-24.0,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-165.37500000000003,4.29
245,1.0,-16.5,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-111.84500000000003,3.1
246,1.0,-5.97,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,-48.098000000000006,0.96
247,1.0,-2.16,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-21.72,0.83
248,1.0,-5.62,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-52.28649999999999,1.39
249,1.0,-8.0,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-76.29149999999998,2.81
250,1.0,-14.1,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-119.90700000000001,3.75
251,1.0,-20.0,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-159.18050000000002,4.83
252,1.0,-27.6,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-221.20999999999998,5.59
253,1.0,-41.3,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-314.93500000000006,6.69
254,1.0,-46.6,0.0,1.0,22.0,1.0,34.0,1.0,0.0,0.0,-355.935,7.12
255,1.0,-36.1,0.0,0.0,22.0,1.0,34.0,1.0,0.0,0.0,-262.865,7.04
256,1.0,-34.6,0.0,0.0,22.0,1.0,34.0,1.0,0.0,0.0,-252.51500000000004,5.52
257,1.0,-24.3,0.0,0.0,22.0,1.0,34.0,1.0,0.0,0.0,-191.7,4.7
