SC Optimal MAE NN: R,SC Optimal R NN: R,SC Optimal MAE NN: MAE,SC Optimal R NN: MAE,Time Optimal MAE NN: R,Time Optimal R NN: R,Time Optimal MAE NN: MAE,Time Optimal R NN: MAE,Time SC: 0;  Optimal MAE NN: R,Time SC: 0;  Optimal R NN: R,Time SC: 1;  Optimal MAE NN: R,TIme SC: 1;  Optimal R NN: R,Time SC: 0;  Optimal MAE NN: MAE,Time SC: 0;  Optimal R NN: MAE,Time SC: 1;  Optimal MAE NN: MAE,Time SC: 1; Optimal R NN: MAE,Time Increasing: 0;  Optimal MAE NN: R,Time Increasing: 0;  Optimal R NN: R,Time Increasing: 1;  Optimal MAE NN: R,TIme Increasing: 1;  Optimal R NN: R,Time Increasing: 0;  Optimal MAE NN: MAE,Time Increasing: 0;  Optimal R NN: MAE,Time Increasing: 1;  Optimal MAE NN: MAE,Time Increasing: 1; Optimal R NN: MAE,Day 1;  Optimal R NN: R,Day 2;  Optimal R NN: R,Day 3;  Optimal R NN: R,Day 1;  Optimal MAE NN: R,Day 2;  Optimal MAE NN: R,Day 3;  Optimal MAE NN: R,Day 1;  Optimal R NN: MAE,Day 2;  Optimal R NN: MAE,Day 3;  Optimal R NN: MAE,Day 1;  Optimal MAE NN: MAE,Day 2;  Optimal MAE NN: MAE,Day 3;  Optimal MAE NN: MAE
0.404373549,0.404373549,1.756282091,1.756282091,0.712525174,0.712525174,1.940305561,1.940305561,0.652214557,0.652214557,0.762099847,0.762099847,1.630554795,1.630554795,2.12356171,2.12356171,0.372927256,0.372927256,0.775695965,0.775695965,2.631738305,2.631738305,1.807592154,1.807592154,0.664217278,0.859921433,0.879114613,0.664217278,0.859921433,0.879114613,1.872385919,2.743881345,1.839271516,1.872385919,2.743881345,1.839271516
0.553054973,0.553054973,1.95858568,1.95858568,0.786039948,0.786039948,1.661328852,1.661328852,0.669736035,0.669736035,0.872069329,0.872069329,1.889076114,1.889076114,1.648220271,1.648220271,0.682868853,0.682868853,0.81422092,0.81422092,1.915125161,1.915125161,1.55783847,1.55783847,0.787771314,0.302470833,0.879846901,0.787771314,0.302470833,0.879846901,1.72105822,1.066187441,2.102529645,1.72105822,1.066187441,2.102529645
,,,,0.703237668,0.703237668,1.334130198,1.334130198,0.647588827,0.647588827,0.727054819,0.727054819,1.286187559,1.286187559,1.410716891,1.410716891,0.426889405,0.426889405,0.645920105,0.645920105,1.433562338,1.433562338,1.332871139,1.332871139,0.67860508,0.776339404,1.000000015,0.67860508,0.776339404,1.000000015,1.337825805,1.461758345,1.684100449,1.337825805,1.461758345,1.684100449
,,,,0.678939119,0.678939119,1.663518101,1.663518101,0.664260432,0.664260432,0.691324219,0.691324219,1.536075205,1.536075205,1.695234478,1.695234478,0.47345794,0.47345794,0.764197618,0.764197618,1.920981616,1.920981616,1.526713341,1.526713341,0.6607254,0.624184817,0.833435982,0.6607254,0.624184817,0.833435982,1.515999228,2.295950174,2.087281197,1.515999228,2.295950174,2.087281197
,,,,0.647535503,0.647535503,1.513159335,1.513159335,0.453789912,0.453789912,0.66534926,0.66534926,1.162590146,1.162590146,1.659079492,1.659079492,0.50536713,0.50536713,0.648564726,0.648564726,1.55355981,1.55355981,1.507972479,1.507972479,0.669006824,0.998167485,0.755644828,0.669006824,0.998167485,0.755644828,1.345392734,1.82656008,2.07288447,1.345392734,1.82656008,2.07288447
,,,,0.68818216,0.68818216,1.55080837,1.55080837,0.547981232,0.547981232,0.741205871,0.741205871,1.83221072,1.83221072,1.500357687,1.500357687,0.547149658,0.547149658,0.77033928,0.77033928,1.763336152,1.763336152,1.461051434,1.461051434,0.675006203,0.665717475,0.753439441,0.675006203,0.665717475,0.753439441,1.472550154,1.774290502,2.253472507,1.472550154,1.774290502,2.253472507
,,,,0.632073477,0.632073477,1.8382698,1.8382698,0.505328257,0.505328257,0.689585775,0.689585775,1.727898717,1.727898717,1.812986851,1.812986851,0.600695893,0.600695893,0.662385367,0.662385367,1.756530762,1.756530762,1.812489063,1.812489063,0.65213339,0,0.758392364,0.65213339,0,0.758392364,1.663358539,2.48303479,2.236359596,1.663358539,2.48303479,2.236359596
,,,,0.658466436,0.658466436,1.796639949,1.796639949,0.534520689,0.534520689,0.688858598,0.688858598,1.616731733,1.616731733,1.880459219,1.880459219,0.54598172,0.54598172,0.726136118,0.726136118,1.768039167,1.768039167,1.959142715,1.959142715,0.677757777,2.98E-08,0.766203895,0.677757777,2.98E-08,0.766203895,1.647326738,2.560349047,2.433276772,1.647326738,2.560349047,2.433276772
,,,,0.597708032,0.597708032,1.771526307,1.771526307,0.495763205,0.495763205,0.687352672,0.687352672,1.729632854,1.729632854,1.801262319,1.801262319,0.610197105,0.610197105,0.616301402,0.616301402,1.866606355,1.866606355,1.732596576,1.732596576,0.568416066,0.770191811,0.680244416,0.568416066,0.770191811,0.680244416,1.59751308,2.573789358,2.392652214,1.59751308,2.573789358,2.392652214
,,,,0.639951371,0.639951371,1.915849417,1.915849417,0.488873962,0.488873962,0.676417455,0.676417455,2.047855675,2.047855675,1.987900436,1.987900436,0.699882299,0.699882299,0.647314429,0.647314429,2.039575756,2.039575756,1.859167039,1.859167039,0.658771925,0.411574319,0.674337454,0.658771925,0.411574319,0.674337454,1.690000385,2.736246049,2.195243537,1.690000385,2.736246049,2.195243537
,,,,0.644966662,0.644966662,1.678409219,1.678409219,0.451644942,0.451644942,0.654536813,0.654536813,1.743182361,1.743182361,1.820311069,1.820311069,0.647624269,0.647624269,0.64691034,0.64691034,1.74991253,1.74991253,1.725779742,1.725779742,0.586663678,0.665356578,0.678821832,0.586663678,0.665356578,0.678821832,1.619404972,2.342329085,1.886010826,1.619404972,2.342329085,1.886010826
,,,,0.59727551,0.59727551,1.95139727,1.95139727,0.486459266,0.486459266,0.665856227,0.665856227,2.009957582,2.009957582,1.949881375,1.949881375,0.442405567,0.442405567,0.64762184,0.64762184,2.033176839,2.033176839,1.938407481,1.938407481,0.534475178,0.712044507,0.696683407,0.534475178,0.712044507,0.696683407,1.740995646,2.400439024,2.317395508,1.740995646,2.400439024,2.317395508
,,,,0.605977744,0.605977744,1.909242898,1.909242898,0.487763628,0.487763628,0.673402309,0.673402309,2.005172223,2.005172223,1.841138273,1.841138273,0.271769125,0.271769125,0.673458681,0.673458681,2.206925333,2.206925333,1.833889395,1.833889395,0.613383509,0.005820945,0.6626634,0.613383509,0.005820945,0.6626634,1.744253278,3.02152133,2.080853879,1.744253278,3.02152133,2.080853879
,,,,0.597653374,0.597653374,1.780813217,1.780813217,0.484644443,0.484644443,0.646327689,0.646327689,1.698617041,1.698617041,1.899131924,1.899131924,0.349168081,0.349168081,0.60975422,0.60975422,2.285577834,2.285577834,1.810384244,1.810384244,0.526377708,0.357555001,0.645419143,0.526377708,0.357555001,0.645419143,1.658846259,2.1691975,2.010898352,1.658846259,2.1691975,2.010898352
,,,,0.603641748,0.603641748,1.497485995,1.497485995,0.28580397,0.28580397,0.66540888,0.66540888,1.452947885,1.452947885,1.808946699,1.808946699,0.375962421,0.375962421,0.605480537,0.605480537,1.581404388,1.581404388,1.720492154,1.720492154,0.5620571,0.444962077,0.630460665,0.5620571,0.444962077,0.630460665,1.527775139,2.238993526,2.211041987,1.527775139,2.238993526,2.211041987
,,,,0.665968254,0.665968254,1.780185699,1.780185699,0.389565364,0.389565364,0.665346906,0.665346906,1.563094527,1.563094527,2.05446294,2.05446294,0.5577849,0.5577849,0.718497872,0.718497872,2.192238569,2.192238569,1.671306998,1.671306998,0.714082047,0.692985341,0.666279122,0.714082047,0.692985341,0.666279122,1.628171861,2.595136762,1.485489756,1.628171861,2.595136762,1.485489756
,,,,0.548187822,0.548187822,1.987860501,1.987860501,0.260131312,0.260131312,0.632490605,0.632490605,1.896019489,1.896019489,2.022078067,2.022078067,0.387834415,0.387834415,0.65740402,0.65740402,2.268120646,2.268120646,1.914811403,1.914811403,0.523400038,0.742438763,0.673873909,0.523400038,0.742438763,0.673873909,1.826025903,2.642721057,2.378797889,1.826025903,2.642721057,2.378797889
