Real NN 0 Correlation for Spin Coating - 0: MAE,Predicted NN 0 Correlation for Spin Coating - 0: MAE,Real NN 1 Correlation for Spin Coating - 0: MAE,Predicted NN 1 Correlation for Spin Coating - 0: MAE,Real NN 2 Correlation for Spin Coating - 0: MAE,Predicted NN 2 Correlation for Spin Coating - 0: MAE,Real NN 3 Correlation for Spin Coating - 0: MAE,Predicted NN 3 Correlation for Spin Coating - 0: MAE,,Real NN 0 Correlation for Spin Coating - 1: MAE,Predicted NN 0 Correlation for Spin Coating - 1: MAE,Real NN 1 Correlation for Spin Coating - 1: MAE,Predicted NN 1 Correlation for Spin Coating - 1: MAE,Real NN 2 Correlation for Spin Coating - 1: MAE,Predicted NN 2 Correlation for Spin Coating - 1: MAE,Real NN 3 Correlation for Spin Coating - 1: MAE,Predicted NN 3 Correlation for Spin Coating - 1: MAE,
4.85,4.309479713,4.85,4.710375309,4.85,4.418773651,4.85,4.617667198,4.514073968,8,7.621366501,8,7.531091213,8,7.918086052,8,7.535573959,7.651529431
0.85,0.81139636,0.85,0.830623746,0.85,0.965411544,0.85,1.091004133,0.924608946,1.63,1.875717163,1.63,1.630729437,1.63,1.849084258,1.63,1.613664627,1.742298871
1.88,1.885163665,1.88,2.143987894,1.88,2.022316456,1.88,1.723110199,1.943644554,0.9,0.846220255,0.9,1.052786469,0.9,1.13378644,0.9,0.788405836,0.95529975
0.68,0.880363941,0.68,0.362001508,0.68,0.686420083,0.68,0.841479182,0.692566179,0.95,1.497147083,0.95,1.294083238,0.95,1.14530921,0.95,0.987175763,1.230928824
4.52,4.507613182,4.52,4.377915382,4.52,4.477579117,4.52,4.419574738,4.445670605,6.15,5.95395565,6.15,5.485216618,6.15,6.214123726,6.15,6.909170151,6.140616536
0.64,0.592466831,0.64,0.480269283,0.64,0.706139565,0.64,0.541053116,0.579982199,0.95,0.894903362,0.95,0.891365886,0.95,0.910526097,0.95,0.921868563,0.904665977
4.01,4.766418457,4.01,4.272888184,4.01,4.7064991,4.01,4.542756557,4.572140575,6.47,5.451660156,6.47,5.364443779,6.47,5.817498207,6.47,5.947167873,5.645192504
0.6,0.695034504,0.6,0.758430362,0.6,0.623683214,0.6,0.495355546,0.643125907,9.7,5.894088745,9.7,6.85926342,9.7,7.504402161,9.7,8.108622551,7.091594219
0.6,1.093795538,0.6,0.928171039,0.6,1.242236972,0.6,1.099535108,1.090934664,3.18,4.17771244,3.18,4.716384888,3.18,4.3667202,3.18,3.373864412,4.158670485
3.64,3.831551313,3.64,3.473271847,3.64,3.786127806,3.64,4.022125244,3.778269053,4.8,5.164093494,4.8,5.176837921,4.8,5.431341171,4.8,5.719931126,5.373050928
4.38,4.537133217,4.38,4.476168633,4.38,4.498308182,4.38,4.572895527,4.52112639,0.82,0.645326853,0.82,0.4852148,0.82,0.79420507,0.82,0.598699093,0.630861454
0.73,1.166811585,0.73,1.383418202,0.73,1.388605952,0.73,1.352797747,1.322908372,1.63,1.888692498,1.63,1.522033334,1.63,1.793098569,1.63,1.668135166,1.717989892
0.84,0.949372292,0.84,0.759021401,0.84,0.911042929,0.84,0.690017819,0.82736361,1.3,2.276681185,1.3,1.855127215,1.3,1.935657978,1.3,2.572925806,2.160098046
0.56,0.623541594,0.56,0.705077291,0.56,0.781420708,0.56,0.751446784,0.715371594,0.95,1.126402378,0.95,0.981466651,0.95,0.984429836,0.95,0.989082634,1.020345375
4.85,4.485647678,4.85,4.911232471,4.85,4.43082428,4.85,4.536621094,4.591081381,0.95,0.918291688,0.95,0.860815883,0.95,0.942318082,0.95,1.015517712,0.934235841
4.36,4.467489243,4.36,4.410819054,4.36,4.463499069,4.36,4.564919472,4.47668171,3.2,4.238248348,3.2,4.494140148,3.2,4.79876709,3.2,4.807980061,4.584783912
0.87,0.829907894,0.87,1.170048594,0.87,1.15453434,0.87,0.782836258,0.984331772,4.68,5.236641884,4.68,4.802184105,4.68,5.39240551,4.68,5.488990784,5.230055571
0.67,0.670624256,0.67,0.648971438,0.67,0.79404664,0.67,0.691677094,0.701329857,0.6,0.869359732,0.6,1.234600902,0.6,0.851094484,0.6,1.035283089,0.997584552
1.42,1.455763221,1.42,1.33290112,1.42,1.734082937,1.42,1.330415726,1.463290751,0.95,0.947540283,0.95,0.874228358,0.95,0.944855928,0.95,1.01646471,0.94577232
1.88,1.799777627,1.88,1.745613337,1.88,1.931097269,1.88,1.736421108,1.803227335,7.1,5.556091309,7.1,5.613031387,7.1,5.668476105,7.1,6.101961136,5.734889984
3.37,3.77098918,3.37,5.3721838,3.37,4.527594566,3.37,4.744033337,4.603700221,0.95,0.978863001,0.95,0.931734085,0.95,0.928430557,0.95,0.944465935,0.945873395
4.1,3.875746965,4.1,5.393028736,4.1,5.16033268,4.1,4.933845043,4.840738356,0.95,0.493140936,0.95,1.248408198,0.95,0.928397119,0.95,0.895065904,0.891253039
4.85,4.98698616,4.85,4.68515873,4.85,4.835012436,4.85,4.602837086,4.777498603,5.27,5.677992821,5.27,5.756833076,5.27,5.929901123,5.27,5.698701382,5.765857101
3.95,4.188167095,3.95,4.282688141,3.95,4.365535736,3.95,3.998180389,4.20864284,3.12,2.392505884,3.12,2.503537655,3.12,2.734280825,3.12,2.673399448,2.575930953
0.84,0.902140021,0.84,0.86317718,0.84,1.045411825,0.84,0.880913138,0.922910541,0.95,0.976956964,0.95,0.889088988,0.95,0.975434661,0.95,0.965475917,0.951739133
0.81,0.866156578,0.81,0.834608912,0.81,0.913950682,0.81,0.834395885,0.862278014,0.7,0.976920128,0.7,0.879963517,0.7,0.996116996,0.7,0.834308505,0.921827287
0.6,0.783729553,0.6,0.669134378,0.6,0.809578896,0.6,0.602006078,0.716112226,0.95,0.8325212,0.95,0.846983135,0.95,0.931114435,0.95,0.932729185,0.885836989
0.7,0.612798929,0.7,0.040248446,0.7,1.145758748,0.7,0.714987099,0.628448306,0.95,0.929773688,0.95,0.88157928,0.95,0.962916911,0.95,1.018066645,0.948084131
0.6,0.832341194,0.6,0.598011851,0.6,0.899568737,0.6,1.241490602,0.892853096,5.1,5.404649734,5.1,5.493701935,5.1,5.286601067,5.1,5.002783298,5.296934009
3.64,3.801710367,3.64,3.512215137,3.64,3.736747026,3.64,4.061809063,3.778120398,0.88,1.21787405,0.88,1.25030601,0.88,1.285202503,0.88,1.272601366,1.256495982
0.94,0.901847363,0.94,0.948049426,0.94,0.909627199,0.94,0.80940038,0.892231092,6.12,6.376329422,6.12,5.898330688,6.12,6.875665665,6.12,6.386884689,6.384302616
4.88,5.005882263,4.88,4.886323929,4.88,4.811841965,4.88,4.657180786,4.840307236,9.7,9.052373886,9.7,9.157328606,9.7,9.374991417,9.7,9.5511446,9.283959627
3.75,3.840781212,3.75,3.708769321,3.75,3.851742506,3.75,3.801593065,3.800721526,3.62,3.180811644,3.62,3.196445942,3.62,3.865815639,3.62,4.026450634,3.567380965
6.64,6.389995098,6.64,6.184428215,6.64,6.468927383,6.64,6.817451477,6.465200543,2.8,4.366820812,2.8,5.089301586,2.8,4.593800545,2.8,4.376373291,4.606574059
4.36,5.341897488,4.36,5.438961029,4.36,5.09714222,4.36,5.086802006,5.241200686,3.75,4.075349808,3.75,3.179116964,3.75,3.795796633,3.75,3.978048801,3.757078052
0.69,0.510738015,0.69,0.979139686,0.69,0.849164009,0.69,0.820698559,0.789935067,5.1,5.25349617,5.1,5.183702469,5.1,5.723148346,5.1,5.369810581,5.382539392
4.85,5.121249676,4.85,5.01050806,4.85,4.9028759,4.85,4.735183716,4.942454338,0.56,0.941026568,0.56,0.924895048,0.56,0.975564241,0.56,1.121971369,0.990864307
2.79,2.964424849,2.79,2.792866468,2.79,2.917330503,2.79,2.929250002,2.900967956,6.5,6.211101532,6.5,6.485532761,6.5,6.43198967,6.5,6.760408401,6.472258091
0.85,0.776444912,0.85,0.309223652,0.85,0.735023856,0.85,1.075832844,0.724131316,5,5.898295403,5,5.915500164,5,6.08038044,5,6.329176426,6.055838108
1.05,1.210466146,1.05,0.854678035,1.05,1.086143017,1.05,0.950698733,1.025496483,0.95,0.926055908,0.95,0.931417346,0.95,0.990971804,0.95,0.999950945,0.962099001
0.6,0.624303699,0.6,0.709343195,0.6,0.616587818,0.6,0.518979728,0.61730361,1.49,1.858509302,1.49,1.459564328,1.49,1.709733248,1.49,1.506172657,1.633494884
6.47,6.625735283,6.47,6.711690903,6.47,6.442914009,6.47,6.96309948,6.685859919,7.89,5.460132122,7.89,5.396131516,7.89,6.670854568,7.89,6.820924759,6.087010741
4.32,4.64285326,4.32,4.345652103,4.32,4.476000786,4.32,4.559045315,4.505887866,8.6,2.372685909,8.6,1.621891379,8.6,2.049359322,8.6,2.25273633,2.074168235
4.51,4.396068096,4.51,4.377645016,4.51,4.483778,4.51,4.501879692,4.439842701,0.56,0.903440833,0.56,0.717794478,0.56,1.003253222,0.56,0.91500926,0.884874448
0.7,0.802584767,0.7,0.507704258,0.7,1.085262537,0.7,0.816342771,0.802973583,7.89,7.398842335,7.89,7.656212807,7.89,8.147540092,7.89,8.460292816,7.915722013
1.49,1.592458963,1.49,1.789755464,1.49,1.703913808,1.49,1.526709795,1.653209508,1.04,1.168182373,1.04,1.391366601,1.04,1.049557209,1.04,1.081977725,1.172770977
0.8,0.843981385,0.8,0.43389973,0.8,0.850702465,0.8,0.940158904,0.767185621,0.95,1.185957074,0.95,1.086105466,0.95,1.009559393,0.95,0.961270869,1.060723201
0.84,0.979232788,0.84,0.712764621,0.84,1.007797718,0.84,0.824703157,0.881124571,1.3,2.338120222,1.3,1.864715457,1.3,2.018635035,1.3,2.423678875,2.161287397
4.36,5.614760876,4.36,5.494493008,4.36,5.526010513,4.36,5.366474152,5.500434637,8.6,8.691606522,8.6,9.005002022,8.6,8.759805679,8.6,8.947320938,8.85093379
4.75,4.88391161,4.75,4.577407837,4.75,4.989038467,4.75,5.196466446,4.91170609,1.1,0.635371208,1.1,0.714771628,1.1,0.777930319,1.1,1.008375168,0.784112081
0.59,0.541240454,0.59,0.812412262,0.59,0.757824361,0.59,0.897794068,0.752317786,0.95,1.261223435,0.95,1.121567011,0.95,1.151984572,0.95,0.932531536,1.116826639
7.62,7.033315182,7.62,6.827679634,7.62,7.442526817,7.62,7.164088249,7.116902471,0.95,1.077617764,0.95,0.589996457,0.95,0.678842485,0.95,0.665763259,0.753054991
6.47,6.298054695,6.47,6.20378685,6.47,6.538430214,6.47,6.172141075,6.303103209,0.95,0.955379605,0.95,0.964369178,0.95,1.015605569,0.95,0.891197681,0.956638008
0.6,0.748337507,0.6,0.795888305,0.6,0.541867614,0.6,0.485739172,0.64295815,1.49,2.029426813,1.49,1.634073615,1.49,1.618083954,1.49,1.557943583,1.709881991
0.7,0.663879871,0.7,0.71132803,0.7,0.664686799,0.7,0.691998899,0.6829734,5.9,5.371154785,5.9,5.666916847,5.9,5.424585342,5.9,5.544130802,5.501696944
7.62,7.724429131,7.62,7.581206799,7.62,7.871544838,7.62,8.26321888,7.860099912,2.12,1.89699769,2.12,2.102523088,2.12,2.258821487,2.12,2.350071907,2.152103543
6.64,6.555609226,6.64,6.360446453,6.64,6.430717468,6.64,6.353007793,6.424945235,0.95,0.946567595,0.95,0.990129232,0.95,0.841583014,0.95,0.902032256,0.920078024
0.56,-0.304171115,0.56,0.605645776,0.56,0.695782542,0.56,0.808698833,0.451489009,3.18,3.713113308,3.18,4.663949966,3.18,4.530100822,3.18,3.016343117,3.980876803
0.94,0.91489327,0.94,0.890390277,0.94,0.894590139,0.94,0.875674009,0.893886924,3.64,3.47586751,3.64,2.981543779,3.64,3.226707458,3.64,3.990173817,3.418573141
3.04,2.981673717,3.04,2.723197937,3.04,3.050314903,3.04,3.351547956,3.026683628,0.95,0.995452762,0.95,0.939979792,0.95,0.947994947,0.95,0.936573744,0.955000311
3.64,3.860226154,3.64,4.020519733,3.64,4.140652657,3.64,3.622288227,3.910921693,0.95,1.03580749,0.95,0.838923335,0.95,1.050819635,0.95,1.045368195,0.992729664
4.36,4.412827015,4.36,4.469486713,4.36,4.481625557,4.36,4.495283127,4.464805603,5.1,5.158201218,5.1,4.718605995,5.1,5.521777153,5.1,5.464546204,5.215782643
7.62,6.433579445,7.62,6.438783646,7.62,6.432977676,7.62,6.463321686,6.442165613,0.95,0.982847452,0.95,0.836797953,0.95,1.042927861,0.95,0.954781711,0.954338744
0.8,1.091418982,0.8,0.91152823,0.8,1.236596465,0.8,1.034056664,1.068400085,0.95,0.986766458,0.95,0.788588881,0.95,1.135301471,0.95,1.036403894,0.986765176
0.69,0.48594901,0.69,0.182268471,0.69,0.634721398,0.69,0.717935741,0.505218655,1.1,1.403599501,1.1,1.314391017,1.1,1.480792522,1.1,1.513044834,1.427956969
0.94,0.950253129,0.94,0.907619357,0.94,0.888875484,0.94,0.85478431,0.90038307,9.7,7.848181725,9.7,7.996899605,9.7,8.823782921,9.7,8.812705994,8.370392561
3.64,3.88032341,3.64,3.369492531,3.64,3.868238926,3.64,4.027429104,3.786370993,6.06,5.121864319,6.06,5.063609123,6.06,6.043943405,6.06,6.447394371,5.669202805
4.88,5.16015625,4.88,4.842533588,4.88,4.972662926,4.88,4.749574661,4.931231856,0.95,1.089481592,0.95,0.727698684,0.95,0.903450966,0.95,0.919968843,0.910150021
0.8,0.945765018,0.8,0.823501468,0.8,0.866152227,0.8,0.72904098,0.841114923,1.1,1.403455019,1.1,1.335201144,1.1,1.556921124,1.1,1.567713737,1.465822756
6.48,6.16741848,6.48,5.9377985,6.48,6.187614441,6.48,6.628393173,6.230306149,7.39,7.477590561,7.39,7.528729916,7.39,7.389653206,7.39,7.614115715,7.50252235
3.95,4.281267643,3.95,4.259477615,3.95,4.394022942,3.95,4.052994728,4.246940732,2.62,2.787505388,2.62,2.948412657,2.62,3.303206205,2.62,2.88743639,2.98164016
4.39,4.664534569,4.39,4.603800774,4.39,4.47794342,4.39,4.717327118,4.61590147,0.95,1.097411036,0.95,0.93469274,0.95,1.061701298,0.95,0.931848526,1.0064134
3.75,4.272324562,3.75,3.875426054,3.75,4.246801376,3.75,4.132126331,4.131669581,8,7.522465706,8,7.533477783,8,7.800096512,8,7.60302639,7.614766598
3.04,3.04364109,3.04,2.607025862,3.04,2.976110697,3.04,2.881054401,2.876958013,5.1,4.489971161,5.1,4.57217741,5.1,5.217970848,5.1,4.582710743,4.715707541
4.38,4.497747421,4.38,4.505319595,4.38,4.4888134,4.38,4.54243803,4.508579612,0.95,0.758539915,0.95,0.648658633,0.95,0.766596019,0.95,0.94297868,0.779193312
1.93,1.876143217,1.93,1.650572658,1.93,1.885431886,1.93,2.310374975,1.930630684,0.95,0.972805858,0.95,0.845203042,0.95,1.027836561,0.95,0.951020837,0.949216575
4.88,4.906178474,4.88,4.762582302,4.88,4.947976112,4.88,4.587669849,4.801101684,0.56,0.288217396,0.56,0.703390121,0.56,-0.113543451,0.56,0.557673514,0.358934395
0.64,0.565779805,0.64,0.764696002,0.64,0.8354038,0.64,0.278552949,0.611108139,0.95,0.979424834,0.95,0.934338808,0.95,0.914632082,0.95,0.948954463,0.944337547
4.31,4.555107117,4.31,4.502856255,4.31,4.478381157,4.31,4.543002605,4.519836784,0.95,0.96851778,0.95,0.807124734,0.95,1.031123161,0.95,1.079122424,0.971472025
0.85,0.848119736,0.85,0.478535026,0.85,1.069537163,0.85,0.83511579,0.807826929,0.88,1.240333557,0.88,1.204275966,0.88,1.281154633,0.88,1.248889685,1.24366346
2.79,2.021239996,2.79,2.193189859,2.79,2.044157267,2.79,1.743177176,2.000441075,0.9,0.901916623,0.9,0.944970727,0.9,1.25852561,0.9,0.995094121,1.02512677
6.47,6.692191124,6.47,6.920361042,6.47,6.408578873,6.47,6.81517458,6.709076405,0.95,1.228604317,0.95,0.596675038,0.95,1.186982393,0.95,0.843333423,0.963898793
0.81,0.71565485,0.81,1.002948642,0.81,0.943546057,0.81,0.822502911,0.871163115,5.27,4.064368725,5.27,4.206921577,5.27,5.286309242,5.27,5.271644115,4.707310915
0.7,0.806091547,0.7,0.59863627,0.7,0.884702384,0.7,1.026936531,0.829091683,3.12,2.819651365,3.12,2.256699324,3.12,2.757719278,3.12,2.685646772,2.629929185
0.56,-0.540602207,0.56,0.579139709,0.56,0.622835517,0.56,0.884578824,0.386487961,0.95,0.975842118,0.95,0.907792687,0.95,1.003503919,0.95,0.93010658,0.954311326
1.88,1.783872962,1.88,1.746430397,1.88,1.929516673,1.88,1.746696234,1.801629067,1.63,1.778258085,1.63,1.738318443,1.63,1.795496464,1.63,1.571034193,1.720776796
1.49,1.87054646,1.49,1.763062239,1.49,1.860184193,1.49,1.765504599,1.814824373,3.37,3.177963972,3.37,3.352061749,3.37,3.574470043,3.37,3.246780634,3.3378191
4.01,4.285648346,4.01,4.430211067,4.01,4.561635017,4.01,4.917737961,4.548808098,0.95,0.989361286,0.95,0.908210516,0.95,0.947099924,0.95,0.925913751,0.942646369
0.7,0.530511856,0.7,0.625174165,0.7,0.750275195,0.7,0.60096997,0.626732797,0.95,1.137506723,0.95,1.00836122,0.95,0.97753644,0.95,0.950888395,1.018573195
2.72,2.466483831,2.72,2.209221125,2.72,2.203494072,2.72,2.443172932,2.33059299,2.8,3.659927368,2.8,3.709509611,2.8,4.312427521,2.8,3.922298193,3.901040673
1.05,1.275078177,1.05,2.160266876,1.05,1.115841866,1.05,1.616861343,1.542012066,1.04,1.296661496,1.04,0.875501275,1.04,1.158358216,1.04,1.193742514,1.131065875
3.6,3.403949022,3.6,2.964272261,3.6,3.555908442,3.6,3.633604527,3.389433563,3.75,3.943886518,3.75,3.298271418,3.75,3.748965979,3.75,3.853116035,3.711059988
4.85,5.07147789,4.85,4.64276123,4.85,4.897335052,4.85,4.7290802,4.835163593,2.71,4.79626894,2.71,5.174501896,2.71,4.841907501,2.71,4.657234669,4.867478252
0.75,0.461943835,0.75,0.49966225,0.75,0.567945957,0.75,0.61994487,0.537374228,6.26,6.829661846,6.26,6.547023773,6.26,6.791523933,6.26,6.731710434,6.724979997
3.04,3.401998758,3.04,4.064694405,3.04,4.134215355,3.04,3.80516386,3.851518095,0.88,0.677312493,0.88,0.993743896,0.88,0.696914315,0.88,0.801159978,0.792282671
3.95,3.561828852,3.95,3.696249485,3.95,3.721593618,3.95,4.054300308,3.758493066,5,5.84474659,5,5.896165371,5,6.080994606,5,6.498054028,6.079990149
4.02,4.011338711,4.02,3.84743762,4.02,4.016922474,4.02,4.038099766,3.978449643,6.5,5.517994881,6.5,5.686265945,6.5,5.329815865,6.5,5.851063251,5.596284986
0.75,0.461943835,0.75,0.49966225,0.75,0.567945957,0.75,0.61994487,0.537374228,8,7.689792633,8,7.595567703,8,8.11421299,8,7.645702839,7.761319041
3.6,3.436487913,3.6,3.128316402,3.6,2.950122118,3.6,2.943830967,3.11468935,0.95,0.929172516,0.95,0.815962255,0.95,1.028065443,0.95,1.008657694,0.945464477
0.87,1.071751833,0.87,0.97860992,0.87,0.868760347,0.87,0.863886118,0.945752055,1.04,0.66654551,1.04,1.192373395,1.04,1.035843849,1.04,1.0556283,0.987597764
6.48,6.233632088,6.48,6.022816658,6.48,6.183256149,6.48,6.801529408,6.310308576,4.8,5.161184311,4.8,5.202407837,4.8,5.417702675,4.8,5.740110397,5.380351305
7.62,6.1783638,7.62,4.86435318,7.62,6.954730034,7.62,7.228409767,6.306464195,0.95,1.140177011,0.95,0.793143392,0.95,1.079201698,0.95,1.031553626,1.011018932
0.68,0.594506741,0.68,0.628555894,0.68,0.865517259,0.68,0.622513175,0.677773267,6.8,7.395726681,6.8,6.910080433,6.8,7.178689003,6.8,7.11850214,7.150749564
7.62,6.391157627,7.62,6.259602547,7.62,6.454316139,7.62,6.544645309,6.412430406,8,7.605233192,8,7.555616379,8,7.684731483,8,7.73177433,7.644338846
4.85,5.003956318,4.85,4.651514053,4.85,5.004272461,4.85,4.68779707,4.836884976,7.44,8.150157928,7.44,7.889339447,7.44,8.676773071,7.44,8.512241364,8.307127953
0.69,0.826828718,0.69,0.601457953,0.69,0.779167891,0.69,0.868002117,0.76886417,3.62,3.129858017,3.62,2.768494606,3.62,3.239049911,3.62,3.133923292,3.067831457
1.42,1.582727313,1.42,1.454251289,1.42,1.427385211,1.42,1.592888117,1.514312983,0.95,0.777738094,0.95,0.896740675,0.95,1.02992034,0.95,0.878370047,0.895692289
0.73,1.304962516,0.73,1.276922464,0.73,1.130197883,0.73,1.294929028,1.251752973,0.95,0.897906125,0.95,0.828883052,0.95,0.967977941,0.95,0.943968236,0.909683839
0.68,0.725317955,0.68,0.765592217,0.68,0.924436331,0.68,1.07357645,0.872230738,0.9,1.316853642,0.9,0.899547219,0.9,1.179229259,0.9,1.314318419,1.177487135
7.62,6.481659889,7.62,6.53286171,7.62,6.440042496,7.62,6.377516747,6.458020211,0.95,0.975970864,0.95,0.875496149,0.95,0.950986743,0.95,0.92569077,0.932036132
0.64,0.554569721,0.64,0.623787761,0.64,0.679213524,0.64,0.265472531,0.530760884,7.39,7.609363556,7.39,7.555422306,7.39,7.256584167,7.39,7.475621223,7.474247813
2.79,2.946747065,2.79,2.648449898,2.79,2.952514887,2.79,2.86007452,2.851946593,7.39,7.490596771,7.39,7.444212914,7.39,7.401145935,7.39,7.502157688,7.459528327
2.79,2.943781853,2.79,2.687231779,2.79,2.93264389,2.79,2.873308182,2.859241426,0.95,0.518644154,0.95,0.666968226,0.95,0.798771262,0.95,0.914518118,0.72472544
4.36,4.762844086,4.36,5.216676235,4.36,5.323867798,4.36,5.679090023,5.245619536,4.7,5.75424242,4.7,6.122662544,4.7,6.794492722,4.7,6.582331657,6.313432336
0.75,0.497987002,0.75,0.469060749,0.75,0.633051634,0.75,0.715238869,0.578834564,0.95,0.92695117,0.95,0.745758891,0.95,0.943285823,0.95,1.031161785,0.911789417
4.38,4.315117836,4.38,4.356389523,4.38,4.488101959,4.38,4.398033142,4.389410615,0.95,1.013990402,0.95,0.95127809,0.95,0.973960876,0.95,0.922035813,0.965316295
1.42,1.753356576,1.42,1.569473624,1.42,1.553005695,1.42,1.419282913,1.573779702,0.95,1.01670289,0.95,0.99203074,0.95,0.980057716,0.95,0.921041489,0.977458209
5.73,6.388557911,5.73,6.493532181,5.73,6.351220131,5.73,6.243083,6.369098306,8,7.745997429,8,7.560301304,8,7.971470833,8,7.592541218,7.717577696
4.36,5.012798309,4.36,4.978455544,4.36,5.289773941,4.36,4.652108669,4.983284116,0.95,0.979342222,0.95,0.891133606,0.95,0.959460974,0.95,0.925356746,0.938823387
0.7,0.700942278,0.7,0.239651561,0.7,0.71618557,0.7,1.06791234,0.681172937,7.1,7.115484715,7.1,6.902301311,7.1,7.261041641,7.1,6.429108143,6.926983953
7.62,7.095482826,7.62,6.781725407,7.62,7.667354584,7.62,6.856778145,7.100335241,0.95,0.915470481,0.95,0.905361295,0.95,1.020528793,0.95,0.986150265,0.956877709
1.93,1.903880239,1.93,2.193393707,1.93,2.650389433,1.93,2.04249382,2.1975393,5.9,4.849217415,5.9,5.015343189,5.9,4.338349342,5.9,4.845510483,4.762105107
7.62,6.166050434,7.62,6.32298851,7.62,6.523909569,7.62,6.713040352,6.431497216,0.95,0.631726265,0.95,0.80808568,0.95,1.127950668,0.95,1.069865465,0.90940702
7.62,6.60716486,7.62,6.847826481,7.62,6.584547997,7.62,6.40653801,6.611519337,8.71,8.17780304,8.71,8.172001839,8.71,8.160898209,8.71,8.16668129,8.169346095
3.6,3.436487913,3.6,3.128316402,3.6,2.950122118,3.6,2.943830967,3.11468935,0.95,1.003040671,0.95,1.294487834,0.95,0.979430735,0.95,1.019513249,1.074118122
1.88,2.024079323,1.88,1.883339405,1.88,2.018487692,1.88,1.919279575,1.961296499,0.95,0.991125584,0.95,0.969088435,0.95,0.939595103,0.95,0.945798874,0.961401999
0.85,0.839216232,0.85,0.63397491,0.85,0.911148608,0.85,1.062840462,0.861795053,7.94,5.38133812,7.94,5.442563534,7.94,6.003529549,7.94,6.010924339,5.709588886
0.94,0.843973517,0.94,1.039432406,0.94,0.845201731,0.94,0.796484888,0.881273136,0.95,0.980800629,0.95,0.9005059,0.95,1.010901213,0.95,1.003138542,0.973836571
6.06,6.627264977,6.06,6.439785004,6.06,6.497828484,6.06,6.444861889,6.502435089,8.6,9.002516747,8.6,8.678851128,8.6,9.559481621,8.6,8.905408859,9.036564589
0.68,0.709195971,0.68,0.293748826,0.68,0.784017861,0.68,0.835356474,0.655579783,8.6,8.548792839,8.6,8.391566277,8.6,8.806983948,8.6,8.681145668,8.607122183
0.87,0.89394331,0.87,0.973101974,0.87,1.03140378,0.87,0.892900169,0.947837308,0.95,0.985993147,0.95,0.934176803,0.95,0.976606369,0.95,0.935020924,0.957949311
0.94,0.764137447,0.94,1.054449916,0.94,1.172528267,0.94,0.781873584,0.943247304,0.95,0.825414896,0.95,1.153318763,0.95,0.985943079,0.95,0.77836895,0.935761422
3.04,3.04364109,3.04,2.607025862,3.04,2.976110697,3.04,2.881054401,2.876958013,6.1,6.087599277,6.1,6.048828602,6.1,6.562153816,6.1,5.966981888,6.166390896
4.36,4.438560486,4.36,4.431673527,4.36,4.4917593,4.36,4.518702984,4.470174074,0.82,0.78714633,0.82,0.676989913,0.82,0.625682592,0.82,1.218219995,0.827009708
4.02,3.966785669,4.02,5.425443649,4.02,4.706834793,4.02,4.798737049,4.72445029,8.6,8.457433701,8.6,8.050459862,8.6,9.055719376,8.6,8.970622063,8.633558751
0.6,0.731171131,0.6,0.560318589,0.6,0.797573686,0.6,0.584474146,0.668384388,7.89,6.212803841,7.89,5.916604519,7.89,6.157660484,7.89,6.71487236,6.250485301
0.69,0.620399475,0.69,1.125340104,0.69,2.135804892,0.69,0.749158919,1.157675848,1.63,2.03403759,1.63,2.134466648,1.63,1.802131891,1.63,1.754175901,1.931203008
4.38,4.629273415,4.38,4.415426254,4.38,4.469837189,4.38,4.535999298,4.512634039,8.71,7.523044109,8.71,7.582048416,8.71,7.847686768,8.71,7.898312569,7.712772966
1.42,1.117827415,1.42,1.176251531,1.42,1.78559947,1.42,0.755892873,1.208892822,2.93,2.637195826,2.93,2.751145124,2.93,3.003249645,2.93,3.169354677,2.890236318
4.38,4.50837326,4.38,4.521084785,4.38,4.487868309,4.38,4.54622221,4.515887141,3.2,4.037181854,3.2,3.749677896,3.2,4.521164894,3.2,4.347521305,4.163886487
4.85,4.795381069,4.85,4.672768116,4.85,4.772689819,4.85,4.476593018,4.679358006,5.1,5.286645889,5.1,5.318573475,5.1,5.397732735,5.1,5.338569164,5.335380316
0.6,0.860296011,0.6,0.651441693,0.6,0.925161719,0.6,1.17013073,0.901757538,0.97,0.879851341,0.97,1.160020471,0.97,1.588347673,0.97,1.629074335,1.314323455
0.6,0.70855546,0.6,0.813219547,0.6,0.917053103,0.6,1.140971661,0.894949943,0.6,0.744312763,0.6,0.618734479,0.6,1.018085718,0.6,0.692556143,0.768422276
1.63,2.150655746,1.63,1.825800657,1.63,1.607045054,1.63,1.743639469,1.831785232,0.95,0.987508059,0.95,0.883070946,0.95,0.948897243,0.95,0.926622987,0.936524809
0.75,0.499115199,0.75,0.489745945,0.75,0.623883724,0.75,0.722908199,0.583913267,0.95,0.901176572,0.95,0.922688723,0.95,0.956240654,0.95,0.869243979,0.912337482
1.88,1.825340509,1.88,1.840692043,1.88,2.022251368,1.88,1.779607296,1.866972804,3.2,4.110287189,3.2,4.040059566,3.2,4.391716957,3.2,4.390485764,4.233137369
3.37,3.473062515,3.37,3.411634684,3.37,3.905470371,3.37,3.708400249,3.624641955,0.95,1.0683285,0.95,0.851030946,0.95,1.060710907,0.95,1.085030556,1.016275227
3.04,2.821053267,3.04,2.822377205,3.04,3.036123991,3.04,2.983825445,2.915844977,5.1,5.317831993,5.1,5.125187874,5.1,5.666319847,5.1,5.395377159,5.376179218
