SC Optimal MAE NN: R,SC Optimal R NN: R,SC Optimal MAE NN: MAE,SC Optimal R NN: MAE,Time Optimal MAE NN: R,Time Optimal R NN: R,Time Optimal MAE NN: MAE,Time Optimal R NN: MAE,Time SC: 0;  Optimal MAE NN: R,Time SC: 0;  Optimal R NN: R,Time SC: 1;  Optimal MAE NN: R,TIme SC: 1;  Optimal R NN: R,Time SC: 0;  Optimal MAE NN: MAE,Time SC: 0;  Optimal R NN: MAE,Time SC: 1;  Optimal MAE NN: MAE,Time SC: 1; Optimal R NN: MAE,Day 1;  Optimal R NN: R,Day 2;  Optimal R NN: R,Day 3;  Optimal R NN: R,Day 1;  Optimal MAE NN: R,Day 2;  Optimal MAE NN: R,Day 3;  Optimal MAE NN: R,Day 1;  Optimal R NN: MAE,Day 2;  Optimal R NN: MAE,Day 3;  Optimal R NN: MAE,Day 1;  Optimal MAE NN: MAE,Day 2;  Optimal MAE NN: MAE,Day 3;  Optimal MAE NN: MAE
0.9093356331189474,0.9093356331189474,0.6969375212987264,0.6969375212987264,0.717047929763794,0.717047929763794,1.4817265669504802,1.4817265669504802,0.7189020911852518,0.7189020911852518,0.7181680997212728,0.7181680997212728,1.5111246903737385,1.5111246903737385,1.45710027217865,1.45710027217865,0.7399115363756815,0.43010900417963666,0.2609227020293474,0.7399115363756815,0.43010900417963666,0.2609227020293474,1.3903987407684326,2.495584408442179,1.7288691600163777,1.3903987407684326,2.495584408442179,1.7288691600163777
0.935646673043569,0.935646673043569,0.6483698487281799,0.6483698487281799,0.7414652307828268,0.7414652307828268,1.3381406863530476,1.3381406863530476,0.7578023672103882,0.7578023672103882,0.7329624692598978,0.7329624692598978,1.271663506825765,1.271663506825765,1.3779399394989014,1.3779399394989014,0.7556193669637045,0.5270395874977112,0.6084704299767812,0.7556193669637045,0.5270395874977112,0.6084704299767812,1.258972406387329,2.3703622023264566,3.149949073791504,1.258972406387329,2.3703622023264566,3.149949073791504
,,,,0.7791689038276672,0.7791689038276672,1.19720725218455,1.19720725218455,0.789610226949056,0.789610226949056,0.7756209572156271,0.7756209572156271,1.1458524862925212,1.1458524862925212,1.2156577905019124,1.2156577905019124,0.7809048891067505,0.8357083996136984,0.758907417456309,0.7809048891067505,0.8357083996136984,0.758907417456309,1.1447487672170003,1.8533237377802532,2.225200653076172,1.1447487672170003,1.8533237377802532,2.225200653076172
,,,,0.8120325803756714,0.8120325803756714,1.0802797277768452,1.0802797277768452,0.8287082314491272,0.8287082314491272,0.8053479194641113,0.8053479194641113,1.0492595632870991,1.0492595632870991,1.0995521346728008,1.0995521346728008,0.807738184928894,0.8840745886166891,0.8336055874824524,0.807738184928894,0.8840745886166891,0.8336055874824524,1.0463907917340596,1.4683989683787029,1.0858777364095051,1.0463907917340596,1.4683989683787029,1.0858777364095051
,,,,0.8306156396865845,0.8306156396865845,1.0094817479451497,1.0094817479451497,0.8476783037185669,0.8476783037185669,0.8237891594568888,0.8237891594568888,1.00811767578125,1.00811767578125,1.04479318857193,1.04479318857193,0.8246334393819174,0.8969035744667053,0.8614419102668762,0.8246334393819174,0.8969035744667053,0.8614419102668762,0.9829744895299276,1.330456256866455,1.0568851629892986,0.9829744895299276,1.330456256866455,1.0568851629892986
,,,,0.8872029383977255,0.8872029383977255,0.8865585327148438,0.8865585327148438,0.8642622629801432,0.8642622629801432,0.9059453010559082,0.9059453010559082,0.8915742635726929,0.8915742635726929,0.8607698877652487,0.8607698877652487,0.88304469982783,0.9290786584218343,0.9055716792742411,0.88304469982783,0.9290786584218343,0.9055716792742411,0.8724749286969503,1.0411809086799622,1.3429404497146606,0.8724749286969503,1.0411809086799622,1.3429404497146606
,,,,0.9030634959538778,0.9030634959538778,0.8166661659876505,0.8166661659876505,0.8752752542495728,0.8752752542495728,0.9260814984639486,0.9260814984639486,0.8451989491780599,0.8451989491780599,0.7940488855044047,0.7940488855044047,0.8977517485618591,0.9486812949180603,0.9304923415184021,0.8977517485618591,0.9486812949180603,0.9304923415184021,0.8107913533846537,0.9071070154507955,0.7604210376739502,0.8107913533846537,0.9071070154507955,0.7604210376739502
,,,,0.910169263680776,0.910169263680776,0.7825025320053101,0.7825025320053101,0.8826892971992493,0.8826892971992493,0.9333398342132568,0.9333398342132568,0.8064895868301392,0.8064895868301392,0.7653807600339254,0.7653807600339254,0.9042824705441793,0.9645384550094604,0.9414848685264587,0.9042824705441793,0.9645384550094604,0.9414848685264587,0.7814632654190063,0.8583372831344604,0.5485157668590546,0.7814632654190063,0.8583372831344604,0.5485157668590546
,,,,0.916398803393046,0.916398803393046,0.7575200796127319,0.7575200796127319,0.88962721824646,0.88962721824646,0.9385345379511515,0.9385345379511515,0.763012707233429,0.763012707233429,0.7375567356745402,0.7375567356745402,0.9105305075645447,0.9691661596298218,0.9503278930981954,0.9105305075645447,0.9691661596298218,0.9503278930981954,0.7587884863217672,0.8478399117787679,0.5685142278671265,0.7587884863217672,0.8478399117787679,0.5685142278671265
,,,,0.9236990610758463,0.9236990610758463,0.7362862229347229,0.7362862229347229,0.89977498849233,0.89977498849233,0.9429731369018555,0.9429731369018555,0.7323726415634155,0.7323726415634155,0.72071506579717,0.72071506579717,0.9186368783315023,0.9677635232607523,0.954071561495463,0.9186368783315023,0.9677635232607523,0.954071561495463,0.7362111409505209,0.855277419090271,0.45526952544848126,0.7362111409505209,0.855277419090271,0.45526952544848126
