SC Optimal MAE NN: R,SC Optimal R NN: R,SC Optimal MAE NN: MAE,SC Optimal R NN: MAE,Time Optimal MAE NN: R,Time Optimal R NN: R,Time Optimal MAE NN: MAE,Time Optimal R NN: MAE,Time SC: 0;  Optimal MAE NN: R,Time SC: 0;  Optimal R NN: R,Time SC: 1;  Optimal MAE NN: R,TIme SC: 1;  Optimal R NN: R,Time SC: 0;  Optimal MAE NN: MAE,Time SC: 0;  Optimal R NN: MAE,Time SC: 1;  Optimal MAE NN: MAE,Time SC: 1; Optimal R NN: MAE,Time Increasing: 0;  Optimal MAE NN: R,Time Increasing: 0;  Optimal R NN: R,Time Increasing: 1;  Optimal MAE NN: R,TIme Increasing: 1;  Optimal R NN: R,Time Increasing: 0;  Optimal MAE NN: MAE,Time Increasing: 0;  Optimal R NN: MAE,Time Increasing: 1;  Optimal MAE NN: MAE,Time Increasing: 1; Optimal R NN: MAE,Day 1;  Optimal R NN: R,Day 2;  Optimal R NN: R,Day 3;  Optimal R NN: R,Day 1;  Optimal MAE NN: R,Day 2;  Optimal MAE NN: R,Day 3;  Optimal MAE NN: R,Day 1;  Optimal R NN: MAE,Day 2;  Optimal R NN: MAE,Day 3;  Optimal R NN: MAE,Day 1;  Optimal MAE NN: MAE,Day 2;  Optimal MAE NN: MAE,Day 3;  Optimal MAE NN: MAE
0.8335596174001694,0.8335596174001694,0.9304663240909576,0.9304663240909576,0.6792992949485779,0.6792992949485779,1.544259637594223,1.544259637594223,0.7199992835521698,0.7199992835521698,0.6502040475606918,0.6502040475606918,1.4744312167167664,1.4744312167167664,1.647729605436325,1.647729605436325,-0.09936472121626139,-0.09936472121626139,0.7772820591926575,0.7772820591926575,2.3893837928771973,2.3893837928771973,1.316987544298172,1.316987544298172,0.6332571357488632,0.975141316652298,0.6974120587110519,0.6332571357488632,0.975141316652298,0.6974120587110519,1.4495523869991302,1.830660194158554,1.710037112236023,1.4495523869991302,1.830660194158554,1.710037112236023
0.909088522195816,0.909088522195816,0.7862183153629303,0.7862183153629303,0.7931526303291321,0.7931526303291321,1.3221666812896729,1.3221666812896729,0.7510518431663513,0.7510518431663513,0.8123880922794342,0.8123880922794342,1.117576703429222,1.117576703429222,1.3433473408222198,1.3433473408222198,0.7466769367456436,0.7466769367456436,0.7963103950023651,0.7963103950023651,1.5594347417354584,1.5594347417354584,1.2471832633018494,1.2471832633018494,0.8053102940320969,0.8787309527397156,0.20720830745995045,0.8053102940320969,0.8787309527397156,0.20720830745995045,1.2725891768932343,1.2426062226295471,2.289465069770813,1.2725891768932343,1.2426062226295471,2.289465069770813
,,,,0.6605329364538193,0.6605329364538193,1.2089788615703583,1.2089788615703583,0.7033961117267609,0.7033961117267609,0.6614961922168732,0.6614961922168732,1.2591885328292847,1.2591885328292847,1.1568849980831146,1.1568849980831146,0.16294756659772247,0.16294756659772247,0.7267349064350128,0.7267349064350128,1.5977391302585602,1.5977391302585602,1.0828913748264313,1.0828913748264313,0.629401296377182,0.10909859323874116,0.9999999850988388,0.629401296377182,0.10909859323874116,0.9999999850988388,1.193196326494217,1.8911195397377014,0.9964344203472137,1.193196326494217,1.8911195397377014,0.9964344203472137
,,,,0.7434026598930359,0.7434026598930359,1.334398329257965,1.334398329257965,0.7829771339893341,0.7829771339893341,0.7229768335819244,0.7229768335819244,1.2099620252847672,1.2099620252847672,1.365256130695343,1.365256130695343,0.4282224550843239,0.4282224550843239,0.8517191708087921,0.8517191708087921,1.7548182606697083,1.7548182606697083,1.1230433583259583,1.1230433583259583,0.6517500579357147,0.9541635662317276,0.8446088582277298,0.6517500579357147,0.9541635662317276,0.8446088582277298,1.1812497973442078,1.9228788018226624,1.4351081848144531,1.1812497973442078,1.9228788018226624,1.4351081848144531
,,,,0.7614478766918182,0.7614478766918182,1.166330486536026,1.166330486536026,0.6914840489625931,0.6914840489625931,0.7657655328512192,0.7657655328512192,1.071953922510147,1.071953922510147,1.1671620905399323,1.1671620905399323,0.403291754424572,0.403291754424572,0.8317704349756241,0.8317704349756241,1.5016266703605652,1.5016266703605652,1.0545650571584702,1.0545650571584702,0.7024741470813751,0.8255584388971329,0.8793483078479767,0.7024741470813751,0.8255584388971329,0.8793483078479767,1.107120931148529,1.7506570518016815,1.2603927552700043,1.107120931148529,1.7506570518016815,1.2603927552700043
,,,,0.856091633439064,0.856091633439064,0.9836381524801254,0.9836381524801254,0.8122269958257675,0.8122269958257675,0.8725473433732986,0.8725473433732986,0.8148787319660187,0.8148787319660187,0.9924182444810867,0.9924182444810867,0.797036424279213,0.797036424279213,0.8898778408765793,0.8898778408765793,1.2673572599887848,1.2673572599887848,0.8572703003883362,0.8572703003883362,0.8330096006393433,0.6283711791038513,0.8895302712917328,0.8330096006393433,0.6283711791038513,0.8895302712917328,0.8246846050024033,1.802670031785965,1.0192280560731888,0.8246846050024033,1.802670031785965,1.0192280560731888
,,,,0.8353536427021027,0.8353536427021027,1.1622851490974426,1.1622851490974426,0.7250697761774063,0.7250697761774063,0.8963566571474075,0.8963566571474075,1.36995068192482,1.36995068192482,0.9999562650918961,0.9999562650918961,0.8426967412233353,0.8426967412233353,0.8412334769964218,0.8412334769964218,1.2654196619987488,1.2654196619987488,1.102754071354866,1.102754071354866,0.8094547092914581,0.999999925494194,0.9067654758691788,0.8094547092914581,0.999999925494194,0.9067654758691788,1.161069095134735,1.3855479955673218,1.203554928302765,1.161069095134735,1.3855479955673218,1.203554928302765
,,,,0.897520512342453,0.897520512342453,0.9466333091259003,0.9466333091259003,0.8702828586101532,0.8702828586101532,0.9040350914001465,0.9040350914001465,0.8758101165294647,0.8758101165294647,0.9615784138441086,0.9615784138441086,0.8407586812973022,0.8407586812973022,0.9210284352302551,0.9210284352302551,1.141492635011673,1.141492635011673,0.8357456177473068,0.8357456177473068,0.8787021338939667,1.0000000298023224,0.9315039813518524,0.8787021338939667,1.0000000298023224,0.9315039813518524,0.8908357173204422,1.3178934454917908,0.919781431555748,0.8908357173204422,1.3178934454917908,0.919781431555748
,,,,0.9179457575082779,0.9179457575082779,0.7830178588628769,0.7830178588628769,0.8777423352003098,0.8777423352003098,0.9477793425321579,0.9477793425321579,0.857366681098938,0.857366681098938,0.6813641041517258,0.6813641041517258,0.8834133744239807,0.8834133744239807,0.9330481439828873,0.9330481439828873,1.0278947055339813,1.0278947055339813,0.6916484087705612,0.6916484087705612,0.9002495259046555,0.9887804836034775,0.9354995936155319,0.9002495259046555,0.9887804836034775,0.9354995936155319,0.7567239105701447,0.9778876304626465,0.7469530403614044,0.7567239105701447,0.9778876304626465,0.7469530403614044
,,,,0.9102890491485596,0.9102890491485596,0.8920605033636093,0.8920605033636093,0.8998156934976578,0.8998156934976578,0.917205736041069,0.917205736041069,1.2275418043136597,1.2275418043136597,0.9152866750955582,0.9152866750955582,0.8503077030181885,0.8503077030181885,0.9274409115314484,0.9274409115314484,1.2631481289863586,1.2631481289863586,0.8298145532608032,0.8298145532608032,0.8944988399744034,0.9396769106388092,0.93782639503479,0.8944988399744034,0.9396769106388092,0.93782639503479,0.8744693845510483,1.1792264431715012,0.8350330591201782,0.8744693845510483,1.1792264431715012,0.8350330591201782
