SC: R,SC: MAE,SC Test: R,SC Test: MAE,Time,Time:  R,Time:  MAE,Time: Test R,Time: Test MAE,Time SC: 0;: R,Time SC: 1: R,Time SC: 0 : MAE,Time SC: 1 : MAE,Time SC: 0; Test R,Time SC: 1; Test R,Time SC: 0; Test MAE,Time SC: 1; Test MAE,Time Increasing: 0 : R,Time Increasing: 1 : R,Time Increasing: 0 : MAE,Time Increasing: 1 : MAE,Time Increasing: 0; Test R,Time Increasing: 1; Test R,Time Increasing: 0; Test MAE,Time Increasing: 1; Test MAE,Use 1 : R,Use 2 : R,Use 3 : R,Use 1 : MAE,Use 2 : MAE,Use 3 : MAE,ED 1.0: SC 0; R,ED 1.0: SC 1; R,ED 2.0: SC 0; R,ED 3.0: SC 0; R,ED 4.0: SC 0; R,ED 6.0: SC 0; R,ED 11.0: SC 0; R,ED 15.0: SC 0; R,ED 18.0: SC 0; R,ED 31.0: SC 0; R,ED 34.0: SC 0; R,ED 1.0: SC 0; MAE,ED 1.0: SC 1; MAE,ED 2.0: SC 0; MAE,ED 3.0: SC 0; MAE,ED 4.0: SC 0; MAE,ED 6.0: SC 0; MAE,ED 11.0: SC 0; MAE,ED 15.0: SC 0; MAE,ED 18.0: SC 0; MAE,ED 31.0: SC 0; MAE,ED 34.0: SC 0; MAE
0.9660363346338272,0.4298423081636429,0.9678010493516922,0.3582949563860893,1.0,0.8805130571126938,0.929573580622673,0.9851313531398773,0.238107081502676,0.9690088033676147,0.9777257591485977,0.3636472299695015,0.3416391611099243,0.9545598179101944,0.9736068397760391,0.46464887261390686,0.3790647014975548,0.9761379063129425,0.9712071567773819,0.3807148262858391,0.3462831452488899,0.8757378309965134,0.9675130248069763,0.47747649997472763,0.41129346936941147,0.9711389392614365,0.9793113023042679,0.9876762479543686,0.35540246963500977,0.3862861692905426,0.250709842890501,0.9924356490373611,0.9769527763128281,0.9793113023042679,0.9876762479543686,0.944717213511467,0.9897140860557556,0.9743860960006714,0.9584065526723862,0.989059716463089,0.9839388579130173,0.9691576659679413,0.2204294390976429,0.35382652282714844,0.3862861692905426,0.250709842890501,0.5199032798409462,0.29197657108306885,0.33102426677942276,0.4464552253484726,0.18713054433465004,0.31182876974344254,0.3545663133263588
0.9819651246070862,0.21132951229810715,0.9769338667392731,0.33925507962703705,2.0,0.8705741316080093,0.8523944020271301,0.9609652757644653,0.40479563921689987,0.9824333935976028,0.9682511389255524,0.32536210864782333,0.37264492362737656,0.9818176478147507,0.9696570485830307,0.32582660019397736,0.41269830614328384,0.9739604592323303,0.9763914346694946,0.30533240735530853,0.3601614087820053,0.9965057373046875,0.971736878156662,0.25111081078648567,0.3980688825249672,0.9749608188867569,0.9956532567739487,0.9713950455188751,0.3589382544159889,0.18479498475790024,0.2266487404704094,0.9672054648399353,0.985114574432373,0.9956532567739487,0.9713950455188751,0.9792977422475815,0.9942599534988403,0.9745583981275558,0.9436967521905899,0.981693297624588,0.9642490148544312,0.9893790632486343,0.29421236366033554,0.28786133602261543,0.18479498475790024,0.2266487404704094,0.29738278314471245,0.26360660791397095,0.4223823994398117,0.5343969017267227,0.39236295968294144,0.48618343472480774,0.274533748626709
,,,,3.0,0.9099504947662354,0.7399811893701553,0.9685265123844147,0.3955819755792618,0.9870843589305878,0.9858726412057877,0.27235912159085274,0.3136259727180004,0.9866008013486862,0.9725169241428375,0.27214592695236206,0.422517292201519,0.9880768060684204,0.9860545843839645,0.2912130057811737,0.29361366853117943,0.9811921715736389,0.9787645936012268,0.3614937961101532,0.4438950642943382,0.9880000203847885,0.9751847237348557,0.963331937789917,0.27006617560982704,0.4950687885284424,0.38523582369089127,0.9827656298875809,0.9832421094179153,0.9751847237348557,0.963331937789917,0.9893818795681,0.9980190992355347,0.9909988194704056,0.9902988970279694,0.9833570271730423,0.9742794185876846,0.9926222711801529,0.3392494395375252,0.25570695847272873,0.4950687885284424,0.38523582369089127,0.32390910759568214,0.13298077508807182,0.3310173600912094,0.20846176706254482,0.44020866602659225,0.3136597275733948,0.2270072102546692
,,,,4.0,0.9343005269765854,0.6444128155708313,0.9896766394376755,0.2602488026022911,0.9826429635286331,0.9749132990837097,0.29267649352550507,0.35641908645629883,0.9811647683382034,0.9650019854307175,0.26851291209459305,0.23850031942129135,0.9823184907436371,0.978698655962944,0.309625081717968,0.3136802539229393,0.9890631139278412,0.9671758562326431,0.23365429043769836,0.3515712767839432,0.9801619201898575,0.9770935326814651,0.9933829307556152,0.30215324461460114,0.39082639664411545,0.4430907294154167,0.991240456700325,0.9776241481304169,0.9770935326814651,0.9933829307556152,0.9880413115024567,0.9904672652482986,0.9738946408033371,0.961346372961998,0.9813379049301147,0.9840065389871597,0.9846025854349136,0.2590576335787773,0.35256151109933853,0.39082639664411545,0.4430907294154167,0.3000851720571518,0.2134535312652588,0.42008478194475174,0.29163332283496857,0.1529505392536521,0.29337720572948456,0.2711103744804859
,,,,5.0,0.9467940479516983,0.5743655115365982,0.9897661209106445,0.28474027663469315,0.9727590829133987,0.9497934877872467,0.33742256462574005,0.41970226913690567,0.9837440103292465,0.9231348782777786,0.31123682856559753,0.8361082524061203,0.9689455777406693,0.963670089840889,0.38691914081573486,0.3604298457503319,0.9506215751171112,0.9610957503318787,0.6057673841714859,0.3932619243860245,0.9639996737241745,0.9645168334245682,0.975952684879303,0.37001273036003113,0.48866894841194153,0.193467129021883,0.931841105222702,0.9915100932121277,0.9645168334245682,0.975952684879303,0.944110706448555,0.9781824797391891,0.9545977860689163,0.9718830287456512,0.992126077413559,0.9652755260467529,0.9910233020782471,0.4267490804195404,0.22437040135264397,0.48866894841194153,0.193467129021883,0.5013695433735847,0.4102998226881027,0.44715486466884613,0.3299439325928688,0.30017251521348953,0.38475776463747025,0.2554989568889141
,,,,6.0,0.9510901719331741,0.5175048559904099,0.9870147705078125,0.2786174938082695,0.9728296399116516,0.9810028076171875,0.3331288844347,0.33048272132873535,0.9672292917966843,0.9827839732170105,0.40430452674627304,0.35880786925554276,0.9882197976112366,0.9721418172121048,0.26897095888853073,0.35087714344263077,0.9961478412151337,0.9630980789661407,0.15347661450505257,0.4183216616511345,0.9752508997917175,0.976551353931427,0.9931048005819321,0.3308654949069023,0.30471818149089813,0.366716593503952,0.993176057934761,0.9850254207849503,0.976551353931427,0.9931048005819321,0.9813453108072281,0.9948519319295883,0.978621318936348,0.9727663844823837,0.9934583902359009,0.9529074430465698,0.9729910343885422,0.2836988791823387,0.2566637322306633,0.30471818149089813,0.366716593503952,0.3820880800485611,0.22433445043861866,0.3822786509990692,0.3420071080327034,0.1997266709804535,0.5192705392837524,0.3226839154958725
,,,,7.0,0.9543931484222412,0.4911223277449608,0.9346614629030228,0.44238702207803726,0.9696874916553497,0.9654337167739868,0.3694334253668785,0.4575369954109192,0.9856099188327789,0.9784934818744659,0.26688849180936813,0.2996869683265686,0.9724180549383163,0.967516154050827,0.4718158394098282,0.3948279395699501,0.9755344986915588,0.9876914918422699,0.3423275202512741,0.2812843844294548,0.968093603849411,0.9752923250198364,0.9565510302782059,0.39873912185430527,0.497978538274765,0.4228440448641777,0.9750917851924896,0.9717099368572235,0.9752923250198364,0.9565510302782059,0.9525945335626602,0.9509942978620529,0.9861103147268295,0.9583155661821365,0.9957154244184494,0.9858201593160629,0.9797689020633698,0.8968763202428818,0.42571474611759186,0.497978538274765,0.4228440448641777,0.3412529453635216,0.5507442280650139,0.30698083341121674,0.5165456607937813,0.1731367977336049,0.3026781678199768,0.3746630400419235
,,,,8.0,0.9590691030025482,0.4589156284928322,0.9719607979059219,0.3127971515059471,0.9750387966632843,0.9495837986469269,0.3490091487765312,0.39966755360364914,0.9815649092197418,0.9531456381082535,0.34856797754764557,0.3632531613111496,0.974468931555748,0.9621336907148361,0.36849089711904526,0.37281300872564316,0.9919101297855377,0.9688481092453003,0.284542940557003,0.3337404876947403,0.9677448123693466,0.9916806071996689,0.9139714241027832,0.36671846359968185,0.23464929684996605,0.5441546440124512,0.9933871626853943,0.9679295718669891,0.9916806071996689,0.9139714241027832,0.9682922065258026,0.969405934214592,0.9588310420513153,0.8970230668783188,0.9886452704668045,0.9729028642177582,0.982663482427597,0.21117068454623222,0.3801238313317299,0.23464929684996605,0.5441546440124512,0.29545601457357407,0.24727397039532661,0.3809279799461365,0.4026394933462143,0.2435101866722107,0.44382305443286896,0.3527848944067955
,,,,9.0,0.962681919336319,0.43156299740076065,0.966137021780014,0.3779280036687851,0.9677589237689972,0.9456862360239029,0.3549802526831627,0.4509895443916321,0.9704017788171768,0.9749154597520828,0.34325962513685226,0.6995473876595497,0.9682565033435822,0.9561712294816971,0.3860933557152748,0.39675524830818176,0.9757205098867416,0.9725829064846039,0.3520205020904541,0.34493228048086166,0.961900144815445,0.9262678772211075,0.92213374376297,0.38396646082401276,0.4980846345424652,0.4707345813512802,0.9708325266838074,0.9805596768856049,0.9262678772211075,0.92213374376297,0.9764020144939423,0.8832071125507355,0.9230908751487732,0.9780561476945877,0.917386457324028,0.9791247993707657,0.9804628938436508,0.48944107443094254,0.30783768743276596,0.4980846345424652,0.4707345813512802,0.3415529429912567,0.6087416559457779,0.4106454402208328,0.39639102295041084,0.5892101228237152,0.2859339118003845,0.33885909616947174
,,,,10.0,0.965279147028923,0.4169508218765259,0.9737132638692856,0.37617409974336624,0.9798221439123154,0.9579355120658875,0.2905432730913162,0.393484391272068,0.97833651304245,0.9773382544517517,0.25956058874726295,0.39689023047685623,0.9696886837482452,0.9728786796331406,0.3464289531111717,0.3239770233631134,0.9539152532815933,0.9838911145925522,0.3017132543027401,0.27487147971987724,0.972708210349083,0.9686481058597565,0.9708754122257233,0.31323111802339554,0.3021901100873947,0.6819822639226913,0.9465488195419312,0.9650183469057083,0.9686481058597565,0.9708754122257233,0.9942136853933334,0.9863250553607941,0.9124173671007156,0.9883853495121002,0.9955300539731979,0.9777781218290329,0.9780068844556808,0.3296389542520046,0.354289673268795,0.3021901100873947,0.6819822639226913,0.23959265276789665,0.3231612667441368,0.36153046041727066,0.32106754928827286,0.19387929141521454,0.29559406638145447,0.32084977626800537
