SC: R,SC: MAE,SC Test: R,SC Test: MAE,Time SC: 0;: R,Time SC: 1: R,Time SC: 0 : MAE,Time SC: 1 : MAE,Time SC: 0; Test R,Time SC: 1; Test R,Time SC: 0; Test MAE,Time SC: 1; Test MAE,Time,Time:  R,Time:  MAE,Time: Test R,Time: Test MAE,Increasing:  R,Increasing:  MAE,Increasing: Test R,Increasing: Test MAE,Time Increasing: 0 : R,Time Increasing: 1 : R,Time Increasing: 0 : MAE,Time Increasing: 1 : MAE,Time Increasing: 0; Test R,Time Increasing: 1; Test R,Time Increasing: 0; Test MAE,Time Increasing: 1; Test MAE,"Use 1, Time: R","Use 2, Time: R","Use 3, Time: R","Use 1, Time: MAE","Use 2, Time: MAE","Use 3, Time: MAE",A:  R,B:  R,C:  R,A:  MAE,B:  MAE,C:  MAE,   Days Elapsed 1.0: Spin Coating 0; R,   Days Elapsed 1.0: Spin Coating 1; R,   Days Elapsed 2.0: Spin Coating 0; R,   Days Elapsed 3.0: Spin Coating 0; R,   Days Elapsed 4.0: Spin Coating 0; R,   Days Elapsed 6.0: Spin Coating 0; R,   Days Elapsed 11.0: Spin Coating 0; R,   Days Elapsed 15.0: Spin Coating 0; R,   Days Elapsed 31.0: Spin Coating 0; R,   Days Elapsed 34.0: Spin Coating 0; R, Days Elapsed 1.0: Spin Coating 0; MAE, Days Elapsed 1.0: Spin Coating 1; MAE, Days Elapsed 2.0: Spin Coating 0; MAE, Days Elapsed 3.0: Spin Coating 0; MAE, Days Elapsed 4.0: Spin Coating 0; MAE, Days Elapsed 6.0: Spin Coating 0; MAE, Days Elapsed 11.0: Spin Coating 0; MAE, Days Elapsed 15.0: Spin Coating 0; MAE, Days Elapsed 31.0: Spin Coating 0; MAE, Days Elapsed 34.0: Spin Coating 0; MAE
0.9902730286121368,0.2215951728123357,0.9945016950368881,0.15729973404962558,0.9949983656406403,0.9932542443275452,0.14607480863178218,0.17513210111856456,0.9967677146196365,0.9865533709526062,0.1444506441831588,0.23432965397834776,0,0.9907891750335693,0.21343201672093254,0.9968870729207993,0.13716070435263894,0.9962862432003021,0.1299406680257563,0.9938801676034927,0.16252231986906335,0.9963533282279968,0.9935996681451797,0.13724713184616782,0.16415263274712347,0.9893132448196411,0.992654949426651,0.1683195852381842,0.18608894683219285,0.9940198212862015,0.9960271418094635,0.9973978400230408,0.1568531771712005,0.2395823325713476,0.08695315016640554,0.9968924671411514,0.9941876232624054,0.9904859215021133,0.10733969081252973,0.15597105434993186,0.21596073948926908,0.9944934546947479,0.9964144080877304,0.9960271418094635,0.9973978400230408,0.9913222789764404,0.9799587577581406,0.9929077923297882,0.991490051150322,0.9904285073280334,0.9970819503068924,0.13763680219650268,0.13085813302418278,0.2395823325713476,0.08695315016640554,0.1683051543132118,0.1306827615946531,0.19219922619561355,0.19100037623196836,0.16176687437295914,0.13676330885716848
0.9984215646982193,0.07214587698981208,0.9940755516290665,0.1584914973680232,0.9927534013986588,0.9938059896230698,0.18509279325604439,0.15979724786111282,0.9904205352067947,0.9951181411743164,0.25777242126918976,0.16380097608817248,1,0.9924714267253876,0.1906892780591263,0.9941213428974152,0.1572852729707956,0.9933794289827347,0.17362015406268885,0.9944493323564529,0.15629327501187196,0.9956080764532089,0.9923533052206039,0.14588878696615043,0.18475165855528702,0.9918472617864609,0.9923063963651657,0.15758411238590878,0.22293927920215267,0.993260532617569,0.9973460733890533,0.9906206578016281,0.17403884590417146,0.15040151476860042,0.21955558862951058,0.9901172667741776,0.9916289746761322,0.9983567893505096,0.21707330277263465,0.2114093427915199,0.07264980650079159,0.9972713142633438,0.9931414574384689,0.9973460733890533,0.9906206578016281,0.9959345310926437,0.994603842496872,0.9937743991613388,0.9959667474031448,0.9950901418924332,0.9875880628824234,0.12926261002818737,0.1871361490775799,0.15040151476860042,0.21955558862951058,0.1560336112457773,0.10589096695184705,0.16777300621072452,0.142405647970736,0.10862428891658782,0.28409596426146366
,,,,0.9955040216445923,0.9940416365861893,0.15176870961984,0.1527051106606211,0.9970229417085648,0.9981179386377335,0.11794347535480154,0.10962881825864318,2,0.9931883811950684,0.1779847006265367,0.9964481294155121,0.1329818777347866,,,,,0.9966781437397003,0.9944735914468765,0.1262632095813751,0.16063281932428702,0.9961497038602829,0.997852012515068,0.128418683886528,0.10945108884147237,0.9954580664634705,0.9953228831291199,0.983879879117012,0.149573027882725,0.13595850606759396,0.21389641245206192,,,,,,,0.9983522146940231,0.9961809664964676,0.9953228831291199,0.983879879117012,0.997078463435173,0.9977562725543976,0.9903787821531296,0.99860680103302,0.9948140531778336,0.9936386793851852,0.11341623569528247,0.1422819932781417,0.13595850606759396,0.21389641245206192,0.13202341787193134,0.11925938457250591,0.1890417436013619,0.10266664642840627,0.17951056480407715,0.16728632997189252
,,,,0.9948905259370804,0.9938205182552338,0.15225991993038743,0.1647369706545557,0.996609702706337,0.9978935420513153,0.13369048311312992,0.11528704638992038,3,0.9935902208089828,0.17071091087179238,0.987096756696701,0.19666705586693503,,,,,0.9927136451005936,0.9948803782463074,0.1589243381402709,0.15658947104838356,0.9942619353532791,0.9973455667495728,0.16043018023173014,0.11945317310946327,0.9939108341932297,0.9976634532213211,0.9995918422937393,0.16482272965088487,0.10386408739619778,0.07436065243350132,,,,,,,0.9784815907478333,0.99676813185215,0.9976634532213211,0.9995918422937393,0.9932517409324646,0.997159406542778,0.9944808036088943,0.9945663213729858,0.9931421279907227,0.9951594322919846,0.2223237966994445,0.13668163484540474,0.10386408739619778,0.07436065243350132,0.18511170967765478,0.12700558044016358,0.1860845062385003,0.17460314720869063,0.1375294806957245,0.159146444691079
,,,,0.9939112067222595,0.9937027096748352,0.1592543623182509,0.1694326007919652,0.9979488551616669,0.9967140555381775,0.1280291945683329,0.13212521356344226,4,0.9937324225902557,0.16803211006388236,0.9954448193311691,0.141908353353158,,,,,0.9951460957527161,0.9930317252874374,0.1308352126519788,0.17390301442857997,0.9996791929006577,0.9955688267946243,0.08101866215467458,0.1428035507471331,0.9938438832759857,0.995415985584259,0.9948430508375168,0.15825417259335517,0.17436798950036364,0.24108595454030576,,,,,,,0.997569665312767,0.9959183931350708,0.995415985584259,0.9948430508375168,0.9930155575275421,0.9959535896778107,0.993044376373291,0.9928158521652222,0.9901075959205627,0.995607003569603,0.11504555145899455,0.13129234692146036,0.17436798950036364,0.24108595454030576,0.1852627512164738,0.15574607685208325,0.16921571103235086,0.16746698122471565,0.2104126380085945,0.1313117084120001
,,,,0.9965772181749344,0.9930313378572464,0.12764584475093418,0.16001892474293705,0.9930854737758636,0.9981218725442886,0.1768481448818655,0.10671285847822817,5,0.9938226789236069,0.16584031432029903,0.9939369708299637,0.18901774283113149,,,,,0.9958927631378174,0.9946469813585281,0.16325357943773272,0.13286506498705095,0.9973535984754562,0.9933466017246246,0.14672898211262433,0.1484974207811885,0.9964269548654556,0.9852786958217621,0.9903245568275452,0.12635589023120702,0.2935551396343443,0.23645967695448136,,,,,,,0.9989053457975388,0.9985164701938629,0.9852786958217621,0.9903245568275452,0.9948934018611908,0.9994946420192719,0.9950953722000122,0.9954071193933487,0.9931326508522034,0.996849849820137,0.0867881650477647,0.10144109230616997,0.2935551396343443,0.23645967695448136,0.13191837655461358,0.07486363492906092,0.1481113831202189,0.11469124898314471,0.1555034507513046,0.1464592146873474
,,,,0.9947049468755722,0.9955415576696396,0.15907598408284013,0.1379905955536025,0.9954595863819122,0.9961210191249847,0.1815294684063304,0.13829582615332173,6,0.9938659071922302,0.16486812017941743,0.9931963682174683,0.19008246459744196,,,,,0.9944987446069717,0.9950789958238602,0.16013211361386565,0.1477144381893215,0.9950790703296661,0.9963683933019638,0.21184136125776498,0.15034709046284356,0.9943872392177582,0.9990042597055435,0.9988161027431488,0.15737174871191384,0.079500311811765,0.10495169116391084,,,,,,,0.9985959082841873,0.9913634359836578,0.9990042597055435,0.9988161027431488,0.9953286647796631,0.993947833776474,0.99158576130867,0.9950728416442871,0.9956763982772827,0.9975078850984573,0.1131971414387226,0.18833141111094376,0.079500311811765,0.10495169116391084,0.1712534545038058,0.21228973418474198,0.17925180740654473,0.14617904972285026,0.11413502860069275,0.13566951061998095
,,,,0.9927247166633606,0.9963406622409821,0.18270187149445216,0.137782408629145,0.9926769137382507,0.9963058233261108,0.14837761889804488,0.13286100998520856,7,0.9938880056142807,0.16416399587741057,0.9940657168626785,0.1755695336706498,,,,,0.9969701170921326,0.9931823164224625,0.13752371147274972,0.1740711001540298,0.9975613057613373,0.9932599514722824,0.11984167717397207,0.14999639398776565,0.9940312802791595,0.9970448166131973,0.995297446846962,0.1665839669145644,0.1738020884990693,0.12876855876710683,,,,,,,0.998355820775032,0.9918048828840256,0.9970448166131973,0.995297446846962,0.9947422444820404,0.9940876513719559,0.9957219362258911,0.9966031908988953,0.989261731505394,0.9923896342515945,0.11756948808828992,0.15158149180741146,0.1738020884990693,0.12876855876710683,0.15053489703199138,0.19991118170320982,0.1419757837305467,0.13146124862134456,0.22420022052526473,0.20679788938590457
,,,,0.9947015047073364,0.9919969737529755,0.15442740797444626,0.1674841860107013,0.9973925352096558,0.9996308237314224,0.12226929279890932,0.061306546827157284,8,0.9939022213220596,0.1636049845814705,0.9958378225564957,0.15285048188907763,,,,,0.9953045547008514,0.9934886246919632,0.14043050356886608,0.1658441087114277,0.9997401982545853,0.9970933347940445,0.06965720914304267,0.12502533227205273,0.9940973818302155,0.99293252825737,0.9955540150403976,0.15788986349105835,0.20354419920179584,0.14530851377381226,,,,,,,0.9972665309906006,0.9937022477388382,0.99293252825737,0.9955540150403976,0.9950360208749771,0.9961902350187302,0.9924484193325043,0.9925937652587891,0.995881050825119,0.9948876947164536,0.1351232203841209,0.16401721282251955,0.20354419920179584,0.14530851377381226,0.15749932131041655,0.1429262924939394,0.1837552952518066,0.15953830737620586,0.15709892085194585,0.1433494792027133
,,,,0.9942491054534912,0.9957161545753479,0.15906815893672127,0.15852191787958142,0.9970119446516037,0.9926571995019913,0.14618339558442428,0.20575411001841235,9,0.9939157515764236,0.16322014611758542,0.9927057325839996,0.14136042840969867,,,,,0.9928455352783203,0.9956105649471283,0.18041873486204582,0.15177217148133176,0.9982911497354507,0.9932316541671753,0.11943752570585778,0.20136868527957372,0.9950099289417267,0.9931060373783112,0.9933581352233887,0.15989329452067613,0.10883995089266035,0.1903787980477015,,,,,,,0.9976398646831512,0.9919482320547104,0.9931060373783112,0.9933581352233887,0.9955683201551437,0.9957478046417236,0.9969533979892731,0.9934953898191452,0.9934490621089935,0.9968751221895218,0.13587616254885998,0.18346074297510342,0.10883995089266035,0.1903787980477015,0.1602463363823683,0.1865017319470644,0.1564612943679094,0.1886238238215447,0.16532829332351687,0.12052694173795833
