"Real for Spin Coating,0; ,None - All","Averages for Spin Coating,0; ,None","Real for Spin Coating,1; ,None - All","Averages for Spin Coating,1; ,None"
1.5,1.5039081275463104,1.3,1.2825983762741089
3.1,2.9979418516159058,0.95,0.9065971076488495
3.75,3.883413016796112,0.95,0.9260409623384476
1.63,1.780466765165329,0.76,0.8764990270137787
0.81,0.7632344961166382,0.95,0.9013673216104507
2.79,2.9640910029411316,0.95,0.9412611126899719
0.87,0.8222604990005493,0.95,0.9302908629179001
7.12,7.164941906929016,0.95,0.921708270907402
7.62,7.047314882278442,0.86,0.8635781705379486
4.5,4.508788585662842,7.44,8.036263346672058
0.7,0.7919837981462479,6.6,6.628573417663574
7.53,6.988880157470703,0.95,0.9561368674039841
0.94,0.7902424782514572,7.94,7.897968292236328
4.33,4.318012952804565,0.95,0.9418017566204071
4.43,4.509892225265503,0.95,0.9377411007881165
1.39,1.7154712677001953,0.95,0.9298680424690247
0.68,0.6541696935892105,1.1,1.05548457801342
0.87,0.8207536190748215,0.95,0.9110861718654633
0.85,0.8271667510271072,0.95,0.9365425705909729
0.85,0.8207449167966843,0.95,0.9273661077022552
3.67,4.139991879463196,0.95,0.9468635767698288
7.04,6.534410357475281,0.95,0.9241958111524582
0.9,0.758622020483017,7.89,7.702767014503479
7.4,6.793826341629028,0.95,0.9247887581586838
4.31,4.526907563209534,4.35,4.279569506645203
3.04,3.024471640586853,7.89,7.802522540092468
0.73,1.1819713711738586,2.71,2.681456446647644
3.95,3.9149253368377686,0.95,0.9418052732944489
4.89,4.6332807540893555,6.6,6.658640384674072
0.94,0.802259087562561,0.95,0.8985356390476227
4.67,4.50346565246582,2.62,2.562970757484436
1.88,1.9751203060150146,0.95,0.9450205564498901
5.06,4.526201128959656,0.97,0.9790894240140915
6.28,6.409808278083801,0.95,0.8997671157121658
4.85,4.257063388824463,0.95,0.8998613506555557
5.52,6.020840406417847,0.95,0.919729620218277
7.62,7.025082468986511,7.1,7.075677752494812
3.6,3.377387225627899,7.94,7.8913493156433105
2.16,1.9165781736373901,2.12,2.1413551568984985
7.62,7.025327801704407,0.95,0.9375720322132111
0.73,1.1859910488128662,5.1,5.086819887161255
0.73,0.7734728902578354,7.44,7.956284999847412
0.98,1.1846089363098145,0.95,0.9235315322875977
7.62,7.523189067840576,0.95,0.9435974657535553
6.41,6.4553433656692505,5.27,5.221457481384277
4.54,4.343590617179871,0.95,0.9171207100152969
4.32,4.526288986206055,0.95,0.9002685099840164
6.64,6.635017514228821,0.95,0.9332700073719025
6.41,6.392865896224976,0.95,0.9298993796110153
2.62,1.5846900939941406,0.95,0.9366150498390198
0.9,0.7543378919363022,0.95,0.9333646446466446
1.05,0.9427997320890427,7.94,7.883710622787476
2.81,3.163348913192749,0.86,0.8477463275194168
4.51,4.474727272987366,0.95,0.9565199911594391
4.67,4.555891633033752,0.95,0.9493559300899506
6.08,5.961665868759155,8.39,7.977379679679871
3.64,3.6612457036972046,0.95,0.9524758011102676
4.36,4.244801163673401,4.35,4.27739691734314
5.59,6.668260812759399,0.95,0.9082658588886261
0.93,0.7989174723625183,2.71,2.6749468445777893
4.36,4.4002509117126465,1.04,0.980295404791832
4.83,5.337043762207031,0.97,0.9788973480463028
2.81,3.1962406635284424,2.71,2.669983148574829
8.84,8.966437101364136,7.39,7.422318458557129
0.7,0.7904721945524216,0.95,0.9410440623760223
0.93,0.8113111108541489,0.95,0.9141781032085419
3.37,3.62055903673172,0.95,0.9286381602287292
7.51,7.505503535270691,0.95,0.94911327958107
2.64,2.6379942297935486,0.82,0.802988275885582
0.83,0.9512059986591339,0.95,0.9258699715137482
2.28,1.9693951606750488,5.0,4.976647734642029
0.84,0.8081884384155273,7.1,7.0387879610061646
4.1,3.9268208146095276,0.95,0.9082927852869034
3.04,3.024643063545227,6.6,6.641558885574341
4.83,5.3034549951553345,5.0,4.943665027618408
4.7,4.601361632347107,0.95,0.932718425989151
4.33,4.266699969768524,0.95,0.9031893163919449
4.32,4.529546022415161,0.95,0.9180315434932709
0.85,0.8131162971258163,0.95,0.9310806691646576
4.7,4.609571695327759,2.62,2.5708773136138916
4.83,5.32362425327301,0.95,0.951436460018158
3.6,3.5088398456573486,0.86,0.8448457717895508
0.7,0.8049203306436539,0.95,0.9200826734304428
4.67,4.616360902786255,0.82,0.8063847571611404
3.04,3.0311155915260315,1.04,0.9805908054113388
4.36,4.478711009025574,0.95,0.9230816811323166
4.85,4.294376015663147,0.95,0.9309533536434174
7.62,7.5872108936309814,0.95,0.9536499828100204
4.39,4.527729868888855,0.95,0.8995193839073181
1.42,1.110593542456627,8.71,8.533400535583496
4.02,4.207763075828552,0.95,0.935077354311943
4.38,4.523913741111755,0.95,0.9233901798725128
2.62,1.5222125053405762,0.95,0.9417026489973068
5.73,5.883710622787476,7.44,7.961713910102844
3.75,3.815547525882721,0.95,0.9388643950223923
0.81,0.7614565342664719,0.95,0.901368573307991
9.45,9.149335384368896,7.44,7.959846258163452
4.42,4.518682479858398,0.95,0.8985331952571869
2.64,2.6493477821350098,0.97,0.9787211567163467
0.83,0.9420190155506134,0.95,0.9301268458366394
1.38,1.0057189017534256,2.71,2.736732065677643
3.75,3.8509307503700256,0.95,0.9245571941137314
4.36,4.467506408691406,5.1,5.074727296829224
1.63,1.8034409582614899,3.12,3.07592236995697
3.6,3.457571566104889,0.95,0.9493230879306793
0.77,0.7027319669723511,0.95,0.9413716495037079
0.77,0.707369014620781,6.26,6.832306146621704
7.94,7.692744612693787,0.95,0.9485238641500473
0.93,0.8104098737239838,0.95,0.9437577128410339
0.81,0.8153528571128845,0.95,0.9165672957897186
3.6,3.369684338569641,0.95,0.92563097178936
6.61,6.71219801902771,7.89,7.697821736335754
8.84,8.929893255233765,0.76,0.8097906112670898
5.79,6.369697451591492,0.95,0.9297713935375214
0.73,1.2053725719451904,5.1,5.082719683647156
4.39,4.536542892456055,0.86,0.8439826518297195
0.83,0.9504717439413071,0.95,0.9193560183048248
4.52,4.468764543533325,0.95,0.9192513078451157
7.51,7.4978073835372925,3.2,3.163927435874939
4.75,4.248517990112305,3.12,3.079008400440216
4.75,4.247166991233826,0.95,0.9514418542385101
0.87,0.8220512270927429,0.95,0.9515632688999176
4.31,4.53472375869751,6.6,6.606943249702454
0.68,0.656824916601181,2.62,2.5727814435958862
4.54,4.398208379745483,7.44,7.9664788246154785
4.29,3.975630462169647,0.88,0.9242159277200699
4.88,4.533825516700745,0.82,0.809673547744751
7.04,6.6150641441345215,0.95,0.8998717665672302
4.29,3.9926557540893555,0.95,0.9215078353881836
0.8,0.7720664292573929,4.35,4.331960320472717
4.31,4.531077861785889,3.62,3.5464069843292236
8.01,8.112924575805664,0.95,0.9105659127235413
0.6,0.6474467366933823,1.3,1.2932896614074707
3.04,3.0387017726898193,0.95,0.916198119521141
0.9,0.7541501671075821,2.62,2.5644960403442383
4.39,4.5293474197387695,0.95,0.9443376511335373
2.64,2.6410633325576782,0.95,0.9277324974536896
5.59,6.626926898956299,0.95,0.9570868164300919
1.39,1.7289448380470276,7.44,7.926594853401184
6.69,6.679015517234802,0.95,0.9221360236406326
4.67,4.528804540634155,0.95,0.9575106650590897
0.8,0.7839087843894958,0.97,0.9788167625665665
6.61,6.592775821685791,0.95,0.9201153069734573
7.62,7.598824501037598,2.62,2.570254862308502
0.8,0.7839720994234085,8.39,7.988381862640381
4.51,4.505985140800476,5.27,5.2186315059661865
0.86,1.3615235090255737,0.95,0.925094947218895
6.41,6.406646132469177,0.95,0.9386281967163086
0.7,0.689009815454483,0.95,0.9177840352058411
7.62,7.019732117652893,0.95,0.9058910459280014
3.75,3.928972840309143,0.95,0.9472688585519791
4.51,4.501357913017273,5.27,5.216571688652039
4.89,4.631109356880188,0.95,0.9275771528482437
5.59,6.61845862865448,0.95,0.9101374745368958
0.73,0.7724279761314392,5.1,5.075979232788086
0.82,0.7554685771465302,0.95,0.9561072438955307
0.86,0.8065376728773117,5.27,5.213191747665405
4.29,4.111980319023132,5.27,5.211763381958008
4.67,4.622696757316589,3.2,3.1987151503562927
0.98,1.1935319304466248,0.95,0.9101100116968155
2.28,1.9610482454299927,0.95,0.921315610408783
2.81,3.205740988254547,0.95,0.927123099565506
7.62,7.542576789855957,1.3,1.2960677742958069
7.04,6.567183494567871,0.95,0.9442671686410904
4.38,4.519664764404297,0.95,0.9188604056835175
1.49,1.6187691390514374,1.04,0.980863481760025
6.55,6.16175377368927,6.6,6.595991373062134
0.78,0.822297140955925,0.95,0.9093323647975922
4.67,4.614850878715515,0.95,0.9205646961927414
7.51,7.494132995605469,7.1,7.0505629777908325
4.83,5.329043745994568,0.95,0.9319237917661667
2.37,2.4189534783363342,0.95,0.9470836669206619
7.94,7.892426490783691,0.95,0.9556682258844376
0.85,0.8295296728610992,0.95,0.9293937087059021
8.84,8.966121673583984,0.95,0.9348799139261246
4.52,4.429749488830566,7.89,7.733423471450806
0.84,0.8070922195911407,0.95,0.9400233328342438
4.36,4.407892942428589,1.04,0.9805743396282196
5.73,5.78898561000824,0.95,0.9363415986299515
6.61,6.745493531227112,0.95,0.9437911808490753
3.75,3.828843593597412,0.95,0.9584161788225174
4.31,4.52774703502655,3.12,3.082833409309387
6.69,6.776208996772766,0.95,0.9296004772186279
3.37,3.6648019552230835,0.95,0.9114655405282974
0.9,0.7528343349695206,0.95,0.8951189070940018
0.78,0.8149354010820389,5.98,5.966121196746826
4.32,4.522476434707642,0.95,0.9307272732257843
0.84,0.7833683341741562,0.95,0.9509964883327484
4.1,3.9207329154014587,0.95,0.9371889233589172
0.84,0.7788577973842621,3.2,3.215327739715576
2.16,1.9153800308704376,5.27,5.20730721950531
6.48,6.354455351829529,0.95,0.9389536678791046
0.94,0.8066854923963547,7.39,7.4327709674835205
2.62,1.5447607934474945,0.95,0.9510996639728546
3.1,2.9915775060653687,3.62,3.5578664541244507
6.28,6.400125622749329,0.95,0.9426555633544922
0.84,0.7934412211179733,0.95,0.9185125231742859
4.89,4.581833004951477,7.89,7.889785051345825
0.77,0.7056165933609009,0.95,0.9474731683731079
4.88,4.523564457893372,0.95,0.9222155064344406
0.6,0.6464862674474716,0.95,0.9313139468431473
4.5,4.515941381454468,0.95,0.9513523727655411
0.9,0.760494738817215,8.71,8.489741086959839
4.43,4.502227306365967,0.95,0.9487295895814896
4.89,4.654188394546509,0.95,0.9470670074224472
6.28,6.487021446228027,0.95,0.923931285738945
0.94,0.8075089007616043,0.95,0.9443557113409042
3.1,2.997515559196472,2.71,2.68735271692276
0.84,0.7955343127250671,0.95,0.932850643992424
1.5,1.4767840802669525,2.71,2.6697728037834167
0.7,0.7957233041524887,0.95,0.9446279406547546
0.73,1.189224511384964,0.95,0.9221562296152115
0.94,0.8062365651130676,0.95,0.9441846609115601
3.64,3.6601667404174805,0.95,0.9236309081315994
4.29,3.9722447991371155,0.95,0.9185374528169632
7.53,7.0254199504852295,0.95,0.9352257996797562
0.6,0.6596159785985947,0.95,0.9427182078361511
4.89,4.673012971878052,0.95,0.9374125748872757
6.48,6.339206099510193,0.88,0.8891371190547943
4.54,4.439489841461182,0.82,0.8015650659799576
6.64,6.628589749336243,0.95,0.9087971746921539
4.7,4.609753131866455,0.95,0.9112464040517807
0.7,0.666803240776062,0.95,0.9428358674049377
0.56,0.66146020591259,0.95,0.9188792109489441
4.88,4.5117069482803345,3.62,3.5541797280311584
6.47,7.33445405960083,0.95,0.9205593168735504
7.53,7.024908781051636,0.95,0.9025416523218155
4.7,4.60985267162323,6.26,6.811986207962036
6.64,6.635732889175415,0.76,0.8652030676603317
3.75,3.792288661003113,0.95,0.9494799077510834
2.72,2.397865355014801,6.6,6.622795820236206
7.04,6.532419919967651,3.62,3.5466918349266052
2.16,1.9246768951416016,0.95,0.931539922952652
4.51,4.503545165061951,0.82,0.7998991757631302
0.85,0.8305189460515976,4.35,4.277196288108826
4.1,3.9335307478904724,0.95,0.9092351645231247
0.83,0.9434008896350861,0.95,0.9507599771022797
3.75,3.881899893283844,5.9,5.914021849632263
4.43,4.507592797279358,0.95,0.9164771735668182
0.68,0.6551295816898346,3.2,3.160791039466858
4.51,4.505632162094116,0.88,1.030040681362152
0.56,0.6930795609951019,0.95,0.9414378106594086
3.67,4.024686813354492,0.76,0.7864879369735718
3.95,3.949817180633545,0.95,0.9328703135251999
0.84,0.80603988468647,7.44,7.903831362724304
6.41,6.395196080207825,0.82,0.811180830001831
6.28,6.36395788192749,5.27,5.204237103462219
7.62,6.9961549043655396,1.3,1.2813763320446014
3.6,3.3377681374549866,1.04,0.9814273864030838
4.29,3.9818143248558044,0.95,0.9125278890132904
4.38,4.521273374557495,0.95,0.937057375907898
2.79,2.9702208042144775,0.95,0.9510931819677353
0.73,0.7954510003328323,0.95,0.9487991631031036
2.28,1.9720408022403717,0.95,0.9241691529750824
0.86,1.2843887507915497,5.1,5.083280801773071
0.73,0.7763336002826691,0.95,0.9443849623203278
6.48,6.373426079750061,5.1,5.073099732398987
3.04,3.040164589881897,0.95,0.9490861892700195
1.5,1.4647733867168427,0.88,0.8842748701572418
2.16,1.9302285015583038,1.1,1.029148355126381
3.95,3.9626614451408386,0.95,0.9419181048870087
8.84,8.9212646484375,0.95,0.9014625996351242
9.45,9.198607444763184,8.71,8.540094137191772
4.67,4.522292733192444,0.95,0.9258703142404556
0.6,0.6258090287446976,0.95,0.9432665556669235
9.45,9.173343896865845,0.95,0.9614179283380508
2.48,2.7019280791282654,0.97,0.9794678241014481
6.48,6.367995023727417,1.3,1.2943133413791656
7.4,6.762161016464233,0.97,0.9788017421960831
1.88,1.9721730053424835,0.95,0.9098635911941528
1.63,1.8037638068199158,0.95,0.9001951813697815
4.32,4.527925968170166,0.95,0.9366862922906876
4.88,4.352269530296326,0.95,0.9441773444414139
4.75,4.225698828697205,0.95,0.9210340827703476
4.01,4.231289327144623,0.95,0.9209924042224884
4.4,4.456186294555664,4.35,4.2765132188797
6.69,6.778154134750366,0.95,0.9406710863113403
3.6,3.3626049160957336,0.95,0.9233128428459167
8.01,8.113889813423157,5.1,5.086388945579529
0.8,0.7598298937082291,0.95,0.9253570139408112
6.55,6.154703974723816,0.95,0.9241661429405212
0.98,1.442741334438324,1.1,1.0205390006303787
0.98,1.2033977210521698,8.71,8.537289142608643
0.85,0.8140546679496765,0.95,0.9122145473957062
0.86,1.1940884292125702,1.3,1.283214420080185
1.42,1.1103869825601578,0.95,0.9436954706907272
4.38,4.522416710853577,5.9,5.918036937713623
4.88,4.458110809326172,7.39,7.430423378944397
3.75,3.7655816078186035,3.2,3.1611154079437256
1.63,1.8033674955368042,0.95,0.8992993235588074
0.8,0.7802496999502182,0.95,0.9564938694238663
1.63,1.8122331500053406,0.95,0.9490511268377304
4.32,4.526771068572998,0.95,0.9285032749176025
0.85,0.8215394467115402,0.95,0.918809562921524
3.37,3.5901291966438293,0.95,0.9332723170518875
2.62,1.4959042370319366,1.3,1.2838263809680939
4.29,4.053419828414917,0.95,0.9415106177330017
4.38,4.508270263671875,6.26,6.791715502738953
2.37,2.4443838596343994,0.95,0.956809401512146
2.79,2.972222149372101,0.76,0.7824998497962952
0.87,0.8225538432598114,0.95,0.9344095140695572
5.79,6.341423273086548,0.82,0.8100495338439941
0.82,0.7531702369451523,5.9,5.87690532207489
5.73,5.787256956100464,0.95,0.933282196521759
6.64,6.634323835372925,5.1,5.088627338409424
6.08,5.974883794784546,0.95,0.9062214493751526
7.4,6.77337646484375,0.95,0.9375593066215515
0.78,0.8214792609214783,0.95,0.9155378043651581
4.33,4.334110260009766,0.95,0.9415231645107269
2.79,2.9746344089508057,1.04,0.9811796844005585
4.52,4.464529752731323,6.6,6.6444395780563354
4.36,4.479504704475403,7.39,7.378590106964111
4.38,4.51406455039978,3.62,3.581656754016876
3.6,3.491529881954193,5.9,5.864903807640076
3.67,4.125937402248383,0.95,0.8904432207345963
8.01,8.055969595909119,5.27,5.220443248748779
2.28,1.9680582582950592,5.9,5.910538554191589
7.4,6.7940075397491455,0.95,0.9514167010784149
0.94,0.7957663834095001,2.71,2.7660800218582153
7.4,6.792962312698364,0.95,0.9436320066452026
4.31,4.533373236656189,1.3,1.2844383716583252
0.86,1.4499641358852386,0.88,0.8852202147245407
2.64,2.649389386177063,1.3,1.2801443934440613
0.82,0.7550392150878906,7.44,7.954297661781311
2.64,2.6493440866470337,3.2,3.182861089706421
1.88,1.9534084796905518,0.95,0.9449158161878586
6.61,6.94405198097229,0.95,0.8926574885845184
4.42,4.523447036743164,2.71,2.671266496181488
0.96,1.0185294449329376,1.3,1.2795286178588867
4.89,4.626811146736145,7.44,7.910580158233643
4.67,4.61572790145874,3.62,3.5517014861106873
0.93,0.8031821548938751,0.95,0.9582425504922867
2.48,2.7810674905776978,3.2,3.160166919231415
3.4,3.4708163738250732,0.95,0.9302189350128174
7.51,7.499767780303955,7.89,7.708120107650757
2.48,2.6740890741348267,0.95,0.9151849448680878
4.01,4.232763767242432,8.71,8.511071681976318
0.83,0.9560379981994629,0.95,0.9014456421136856
5.06,4.514537930488586,5.1,5.093703389167786
2.16,1.9262645840644836,5.0,4.9278804063797
0.77,0.6973346620798111,0.82,0.7981757074594498
5.06,4.488077759742737,2.62,2.6022919416427612
6.15,6.28345263004303,7.94,7.876901626586914
1.93,1.7916176915168762,7.39,7.462520360946655
0.94,0.8077214509248734,7.39,7.7465715408325195
4.4,4.474759817123413,0.95,0.9310735464096069
0.94,0.8063881248235703,2.71,2.6693405508995056
0.68,0.6618497669696808,5.0,4.959381461143494
1.49,1.6357892751693726,5.9,5.871764063835144
7.51,7.499153017997742,0.95,0.9153716862201691
7.4,6.765885829925537,0.95,0.9014572203159332
3.67,4.138526618480682,0.95,0.8821364343166351
2.37,2.415452718734741,0.95,0.9321497678756714
8.01,8.096812009811401,0.95,0.9488175362348557
3.95,3.965334713459015,0.88,0.8878599554300308
4.01,4.22904509305954,7.94,7.840311408042908
0.82,0.753213569521904,4.35,4.297447323799133
4.4,4.4707804918289185,3.2,3.1633809208869934
4.5,4.507270336151123,0.88,0.8904995322227478
7.62,7.100144028663635,0.95,0.918683722615242
6.55,6.144562363624573,0.95,0.9437763094902039
0.85,0.8063042014837265,0.95,0.9054858684539795
0.73,0.7975274920463562,0.95,0.9316356182098389
0.84,0.8144303858280182,0.95,0.9428688138723373
5.73,5.874742150306702,0.95,0.966801792383194
3.95,3.9520527720451355,8.71,8.527046203613281
6.15,6.264415860176086,0.95,0.935295969247818
3.6,3.493498682975769,0.95,0.9276492446660995
0.6,0.6223018318414688,0.95,0.93984055519104
0.98,1.2984850406646729,0.95,0.9474382549524307
2.72,2.4002058506011963,3.62,3.568760573863983
0.7,0.8018026500940323,2.12,2.1358652114868164
4.75,4.242321610450745,5.0,4.9765236377716064
1.38,0.9849898517131805,0.95,0.9585727602243423
7.62,7.580439448356628,0.95,0.9448693990707397
0.84,0.8150360137224197,0.95,0.9388776570558548
4.29,3.9764387607574463,0.95,0.9356164038181305
1.39,1.7202361822128296,0.95,0.9560295939445496
1.38,0.975527822971344,1.04,0.9815686345100403
3.6,3.342151165008545,3.12,3.0585211515426636
6.69,6.778322696685791,5.9,5.900658011436462
0.84,0.8080798238515854,0.95,0.9203644245862961
4.5,4.514150261878967,0.95,0.9436492770910263
5.06,4.540053963661194,0.95,0.9177793562412262
3.37,3.6090153455734253,1.04,0.980751171708107
4.83,5.299045443534851,1.1,1.0338248163461685
0.68,0.658099353313446,0.95,0.9065360724925995
7.62,7.545585870742798,0.95,0.908705860376358
3.75,3.8384451270103455,0.95,0.9181821644306183
0.81,0.8078306764364243,0.95,0.9392545074224472
6.41,6.395225763320923,0.95,0.9412748664617538
4.7,4.599080681800842,0.95,0.9498648047447205
4.52,4.459840774536133,5.98,5.964632987976074
2.64,2.646924316883087,0.95,0.9244924634695053
6.06,6.084530472755432,0.95,0.9411351233720779
7.62,6.988964200019836,6.6,6.597360730171204
0.6,0.6348976343870163,0.95,0.950101688504219
5.59,6.617071866989136,0.95,0.9157980680465698
4.4,4.474142909049988,0.95,0.9441481232643127
1.38,0.9843033403158188,0.95,0.9186339378356934
2.16,1.9140061438083649,0.97,0.9808909446001053
0.82,0.7531056553125381,0.95,0.9251242578029633
0.7,0.7926778644323349,0.95,0.9352889806032181
0.93,0.8133286684751511,5.98,5.965937614440918
6.61,6.821753263473511,0.95,0.9197405427694321
7.04,6.6164902448654175,7.94,7.865545749664307
6.47,7.276235222816467,0.95,0.9389024823904037
4.31,4.5228248834609985,0.95,0.949394553899765
5.52,5.947560787200928,0.95,0.9421555995941162
6.41,6.451091289520264,5.27,5.201902627944946
0.78,0.5160006657242775,0.95,0.9194029718637466
0.9,0.7529425919055939,0.95,0.92772176861763
0.77,0.695272371172905,0.95,0.9319591969251633
4.54,4.442962408065796,0.95,0.9441593289375305
0.9,0.760286808013916,5.27,5.201081871986389
4.7,4.603906512260437,0.95,0.9417492151260376
3.6,3.33018696308136,5.1,5.092814326286316
4.54,4.445196270942688,7.94,7.870756149291992
7.94,7.881978154182434,0.95,0.9547177106142044
4.36,4.413201451301575,0.95,0.9513300210237503
0.85,0.8129507005214691,7.94,7.910683512687683
5.52,6.068081021308899,0.95,0.912766769528389
4.67,4.627595663070679,6.6,6.6599894762039185
3.4,3.4692423939704895,1.1,1.0324308276176453
3.04,3.040765106678009,2.62,2.598250448703766
1.49,1.6237256228923798,0.95,0.9639098346233368
4.36,4.479800820350647,0.95,0.9276914000511169
3.75,3.859026312828064,0.95,0.9359832257032394
0.7,0.8112404197454453,0.95,0.9403734058141708
4.01,4.347240686416626,0.95,0.9201629906892776
4.85,4.268588185310364,0.95,0.9121579974889755
1.63,1.7917677462100983,0.95,0.9452733993530273
2.81,3.161080539226532,8.39,8.001014232635498
3.1,3.000508427619934,5.1,5.088548302650452
7.62,7.090615153312683,0.95,0.9271999150514603
