"Real for Increasing PPM,0; ,None - All","Averages for Increasing PPM,0; ,None","Real for Increasing PPM,1; ,None - All","Averages for Increasing PPM,1; ,None"
0.9,0.7535844445228577,0.95,0.9515305459499359
7.94,7.8549100160598755,2.37,2.4371821880340576
0.86,0.8493785560131073,0.95,0.9183270335197449
0.96,1.018983393907547,6.69,6.67864716053009
7.62,7.576311349868774,4.83,5.341482162475586
1.3,1.2927556931972504,0.95,0.9511293917894363
2.48,2.667852759361267,4.52,4.463715672492981
4.29,3.9810049533843994,0.95,0.9131002277135849
4.7,4.614932298660278,0.76,0.7890065908432007
0.97,0.9789779186248779,2.72,2.3997209072113037
2.48,2.687214195728302,0.98,1.443932294845581
7.94,7.914764761924744,0.95,0.9237961173057556
3.04,3.018772840499878,0.95,0.938672199845314
5.0,4.966323494911194,0.76,0.7973790764808655
3.2,3.160703480243683,0.87,0.8214801400899887
5.52,6.02140212059021,4.4,4.447489023208618
6.28,6.427341461181641,0.56,0.6691049635410309
2.62,2.580866515636444,4.42,4.521046996116638
0.6,0.6812219023704529,4.32,4.527515769004822
5.52,5.880817770957947,0.95,0.9275304973125458
4.54,4.4435683488845825,3.6,3.3570716977119446
0.96,1.018761783838272,0.95,0.897604763507843
5.0,4.963390350341797,7.12,7.158916234970093
0.8,0.7585450708866119,4.67,4.497244715690613
6.6,6.625684976577759,3.75,3.8306133151054382
0.6,0.6484066545963287,0.95,0.924739196896553
5.0,4.786594390869141,0.95,0.9571716040372849
0.97,0.9811832457780838,1.05,0.9670608341693878
0.96,1.018760085105896,1.05,0.9404398798942566
5.1,5.088026642799377,7.51,7.502392888069153
0.9,0.7619530260562897,4.36,4.355909705162048
2.71,2.680221915245056,5.59,6.59301221370697
0.9,0.7609110921621323,4.42,4.520695447921753
3.2,3.1615145206451416,0.95,0.9187814444303513
6.48,6.36188542842865,6.06,6.075706481933594
5.98,5.965830206871033,7.44,7.920794129371643
3.4,3.470216691493988,7.4,6.794447422027588
3.6,3.493330717086792,0.95,0.9132468700408936
4.29,3.9910178184509277,0.95,0.9268976747989655
7.62,7.5434088706970215,1.05,0.9410154670476913
3.4,3.4675878286361694,0.86,0.7974353581666946
7.04,6.537299871444702,2.12,2.139152467250824
0.85,0.8052553087472916,1.39,1.7228283882141113
0.7,0.7943223714828491,3.75,3.849819302558899
4.1,3.948554039001465,3.75,3.856084108352661
7.94,7.896420955657959,4.52,4.456269264221191
0.68,0.6823325306177139,1.88,1.9579811990261078
2.62,2.562847316265106,0.73,0.7741878181695938
3.04,3.0321158170700073,0.73,1.184005543589592
6.6,6.630016326904297,0.56,0.6849410086870193
1.93,1.8210447132587433,4.85,4.280022382736206
1.93,1.797630935907364,0.95,0.9431447237730026
0.8,0.7619468122720718,4.42,4.525820016860962
5.1,5.085914850234985,4.89,4.63294243812561
4.7,4.610600471496582,0.95,0.9346525967121124
3.4,3.4704129695892334,0.95,0.9364648908376694
5.98,5.966093420982361,0.95,0.9454203248023987
0.8,0.7681032419204712,3.95,3.9571926593780518
6.64,6.633619546890259,1.49,1.6255120038986206
2.64,2.6493764519691467,6.61,6.765400648117065
3.1,2.9945249557495117,9.45,9.19905948638916
4.29,4.006734728813171,5.79,6.324548125267029
0.85,0.8022805750370026,3.12,3.065122961997986
0.85,0.8091857582330704,2.12,2.2349939346313477
3.6,3.4963625073432922,4.33,4.308709979057312
3.2,3.167478561401367,1.38,0.9726817756891251
5.98,5.964337587356567,4.67,4.626831531524658
7.94,7.890994548797607,6.55,6.161632061004639
0.68,0.6571700721979141,0.76,0.8076397180557251
0.85,0.8304272592067719,0.95,0.9250839352607727
7.94,7.91045343875885,4.67,4.5184571743011475
4.1,4.082206726074219,0.86,0.8133970648050308
5.1,5.0937579870224,0.95,0.8972665816545486
0.82,0.7530919909477234,0.94,0.8073976933956146
5.98,5.964250445365906,2.72,2.4001764059066772
3.2,3.213575303554535,5.59,6.556568026542664
6.28,6.430935740470886,1.1,1.0124525874853134
5.1,5.0708630084991455,1.05,0.9518614858388901
0.97,0.979215994477272,0.95,0.9506458640098572
0.96,1.0189771056175232,4.67,4.615059494972229
4.7,4.60999071598053,0.87,0.8084786981344223
3.1,2.993668258190155,0.95,0.914816215634346
0.86,0.8473943471908569,7.4,6.786522746086121
1.93,1.7954894602298737,4.31,4.527327656745911
1.3,1.2960138022899628,0.77,0.6961321979761124
4.75,4.233995079994202,2.12,2.1360872983932495
6.08,6.044799089431763,0.6,0.6483834981918335
2.48,2.6687633395195007,0.95,0.9423453062772751
0.9,0.7534327656030655,0.95,0.9200004935264587
5.0,4.963303089141846,6.55,6.144224405288696
4.75,4.2263113260269165,0.95,0.9578582495450974
7.62,7.55710768699646,4.67,4.615272521972656
3.04,3.0413562655448914,8.01,8.114099860191345
6.28,6.338421702384949,0.95,0.9185698181390762
0.6,0.6638980507850647,1.49,1.6041061282157898
0.6,0.658099353313446,4.88,4.538731813430786
2.48,2.7366908192634583,2.62,1.5467682182788849
4.1,4.085305452346802,0.95,0.9512111991643906
0.82,0.7989341914653778,4.52,4.443660855293274
7.94,7.887437701225281,3.75,3.8669267892837524
4.75,4.226352214813232,8.01,8.029716610908508
0.68,0.6512897908687592,0.95,0.9048485606908798
7.94,7.880840063095093,6.55,6.143143057823181
0.82,0.7548222839832306,0.95,0.9435665607452393
5.98,5.965932488441467,7.1,7.044620394706726
3.4,3.467387616634369,0.95,0.9367149919271469
4.7,4.612589955329895,0.93,0.8019221425056458
5.98,5.964537620544434,6.06,6.086561560630798
0.7,0.8052648454904556,0.95,0.9489345848560333
4.54,4.348383188247681,0.95,0.9238743484020233
4.29,4.0181660652160645,0.95,0.9427635669708252
6.28,6.394406318664551,5.06,4.536740183830261
7.62,7.546417713165283,4.52,4.468173265457153
5.52,6.020137786865234,7.44,7.908099174499512
2.62,2.565118670463562,6.26,6.843919515609741
0.96,1.0189750790596008,4.38,4.520070314407349
2.62,2.6018643379211426,0.95,0.957342118024826
0.68,0.6826851665973663,0.56,0.6932942271232605
5.52,5.918405652046204,6.55,6.140218257904053
5.0,4.96726930141449,0.95,0.914074495434761
5.98,5.964807629585266,0.95,0.9178448170423508
6.08,5.9939223527908325,3.95,3.967334806919098
4.01,4.230994164943695,5.59,6.63437283039093
0.6,0.6571822315454483,0.95,0.950230672955513
3.6,3.509300708770752,6.41,6.392834544181824
3.4,3.4694222807884216,3.75,3.868775725364685
2.64,2.6430561542510986,0.98,1.1809228658676147
4.1,4.0859479904174805,4.38,4.516690969467163
5.98,5.965780735015869,0.95,0.9015995413064957
7.94,7.897672772407532,0.95,0.9110818207263947
0.97,0.9786553829908371,7.62,7.004270792007446
0.9,0.7584142237901688,2.12,2.2281895875930786
4.75,4.2552207708358765,4.43,4.474164605140686
2.64,2.648483097553253,1.63,1.799529880285263
0.6,0.6576230525970459,7.44,7.953667044639587
5.98,5.9660186767578125,3.2,3.191175699234009
7.04,6.6167497634887695,2.16,1.9246640503406525
4.29,3.993497371673584,7.12,7.166150450706482
6.6,6.640117168426514,0.95,0.933697298169136
2.64,2.6464083194732666,0.95,0.9126715213060379
4.29,3.9953185319900513,4.85,4.284270405769348
4.01,4.235014379024506,3.2,3.216006338596344
4.75,4.23849093914032,4.36,4.424211740493774
0.85,0.8017323166131973,4.33,4.297327518463135
7.94,7.868845224380493,5.27,5.214577913284302
5.0,4.971863746643066,0.95,0.9249785989522934
4.7,4.6095956563949585,7.51,7.507617950439453
7.62,7.588091135025024,0.95,0.9355001002550125
0.85,0.8134460151195526,4.02,4.2088934779167175
5.1,5.090165495872498,2.79,2.9671911001205444
5.0,4.977142572402954,0.95,0.920736625790596
3.4,3.488331139087677,0.83,0.9386431127786636
6.48,6.345256328582764,0.95,0.9305020123720169
6.08,6.010553240776062,0.95,0.9175426214933395
1.5,1.4678237438201904,7.1,7.0807799100875854
7.04,6.555350661277771,7.62,7.103511571884155
0.6,0.6638405323028564,0.95,0.9333426654338837
0.82,0.8010896146297455,1.05,0.9564468860626221
5.98,5.966085910797119,7.89,7.706862926483154
6.64,6.635374665260315,4.88,4.456125020980835
7.62,7.586808800697327,0.83,0.9376736581325531
3.62,3.550480544567108,5.27,5.205793380737305
4.54,4.34569787979126,1.39,1.7219467759132385
3.6,3.4941977858543396,8.84,8.964485883712769
4.75,4.230929970741272,8.01,8.006309986114502
6.08,6.067032814025879,0.86,0.7887038588523865
7.04,6.57215416431427,0.95,0.9156539589166641
4.54,4.454883694648743,0.73,0.7749039977788925
0.9,0.7615365386009216,5.73,5.814038276672363
0.8,0.7770370692014694,8.39,8.034065008163452
0.8,0.7732988595962524,7.39,7.431016445159912
0.86,0.8462755531072617,0.95,0.9351273030042648
6.08,6.040113568305969,7.51,7.492374658584595
2.48,2.856507658958435,7.1,7.043453931808472
7.94,7.870667576789856,1.39,1.7185829281806946
7.94,7.906987309455872,0.95,0.8903364837169647
3.4,3.468698263168335,0.95,0.9423562735319138
5.0,4.844087362289429,4.36,4.408013224601746
5.98,5.96601927280426,9.45,9.136346817016602
2.62,2.6020516753196716,0.95,0.9383491277694702
0.9,0.7530686855316162,0.95,0.95419542491436
3.04,3.0310332775115967,6.47,7.33219039440155
0.68,0.6484066545963287,8.39,8.028702735900879
3.1,2.9845722913742065,0.95,0.9436226040124893
3.04,3.028250813484192,2.16,1.9051275551319122
4.75,4.243598580360413,6.47,6.32672393321991
4.01,4.234820663928986,8.71,8.526077032089233
3.64,3.6612979769706726,7.12,7.1918768882751465
4.1,4.086321949958801,0.95,0.9291910827159882
0.85,0.8139113932847977,1.04,0.9807528704404831
5.52,5.995312333106995,0.95,0.9170606285333633
5.98,5.963129758834839,3.37,3.6453744173049927
6.28,6.401260614395142,0.95,0.9552842527627945
6.6,6.6055755615234375,4.32,4.530126333236694
0.68,0.6594214290380478,4.38,4.515064597129822
7.94,7.872065186500549,8.39,8.017570734024048
3.04,3.0422447323799133,0.95,0.9064394533634186
3.64,3.6025631427764893,0.95,0.9442214220762253
3.64,3.660958766937256,0.93,0.8064176738262177
3.2,3.1806209087371826,3.67,4.141338109970093
5.98,5.965988278388977,0.87,0.8157607913017273
7.62,7.585353136062622,0.95,0.9495783895254135
6.48,6.371485352516174,0.93,0.8119887858629227
4.54,4.34803569316864,4.42,4.525204062461853
2.48,2.863957941532135,0.95,0.9199339598417282
5.52,5.894917726516724,3.75,3.8388457894325256
7.94,7.878415107727051,0.86,0.8051559031009674
7.94,7.881752014160156,3.37,3.6806410551071167
3.6,3.504870116710663,3.12,3.0642589330673218
0.96,1.0181525647640228,0.95,0.9300642162561417
4.7,4.595946192741394,2.72,2.3476388454437256
3.04,3.039348781108856,5.73,5.878771185874939
4.7,4.603665351867676,0.95,0.9334235638380051
3.1,2.9987944960594177,7.62,7.023165225982666
1.3,1.296296864748001,4.89,4.67777419090271
4.01,4.347427725791931,0.86,0.7947956025600433
6.28,6.384925723075867,0.98,1.4454887807369232
7.94,7.900083780288696,7.4,6.795942187309265
2.62,2.6001763939857483,7.39,7.446220636367798
0.85,0.8053421378135681,1.38,0.9788281917572021
5.1,5.0809924602508545,0.95,0.9719782173633575
3.4,3.509546160697937,4.83,5.290944218635559
7.04,6.615555047988892,0.95,0.9180173128843307
0.96,1.0189763307571411,7.12,7.167157053947449
4.54,4.459803462028503,0.95,0.9138088077306747
6.6,6.614126920700073,0.84,0.806709423661232
0.97,1.0231043696403503,0.95,0.9284524917602539
4.1,4.0405237674713135,4.33,4.312137842178345
0.86,0.8453450202941895,1.1,1.0406374335289001
5.1,5.079134225845337,0.95,0.9268860369920731
0.86,0.8544980734586716,0.95,0.9323906898498535
4.54,4.443150997161865,1.1,1.011339470744133
4.75,4.246182084083557,0.81,0.79981829226017
7.62,7.590323090553284,9.45,9.200379610061646
5.52,5.984964609146118,0.83,0.953505665063858
6.28,6.356300711631775,0.95,0.9228722304105759
0.85,0.8285457044839859,4.33,4.30038994550705
0.86,0.8448138236999512,0.95,0.9290039837360382
3.62,3.5587152242660522,4.36,4.403270244598389
3.6,3.509236454963684,3.95,3.9452304244041443
3.6,3.509406626224518,0.76,0.8073933124542236
5.52,5.95602285861969,2.37,2.423315644264221
0.82,0.7545369118452072,0.95,0.9313571006059647
0.6,0.660386249423027,2.12,2.136588454246521
4.29,4.075561046600342,0.95,0.9407661110162735
0.82,0.7984359264373779,2.72,2.399252235889435
3.62,3.5455885529518127,4.39,4.5323474407196045
2.48,2.6752703189849854,0.6,0.6241174042224884
5.52,6.022076606750488,3.75,3.8296021819114685
4.54,4.481221914291382,2.81,3.1862844824790955
6.64,6.628026127815247,9.45,9.182409048080444
5.98,5.966118097305298,9.45,9.187537431716919
4.1,3.9664902687072754,0.95,0.9184083938598633
7.04,6.533318877220154,0.95,0.9159225672483444
3.1,2.9970871210098267,4.83,5.306710243225098
4.75,4.247836709022522,4.51,4.51251220703125
7.04,6.610480546951294,2.81,3.2025824785232544
5.52,6.021612882614136,4.89,4.681655526161194
2.64,2.637813687324524,0.95,0.9409288316965103
3.4,3.479285776615143,6.47,6.3193217515945435
3.04,3.020590126514435,0.95,0.9056432992219925
0.7,0.8047478199005127,0.95,0.9282158017158508
1.5,1.4697034657001495,0.86,1.2159840762615204
0.86,0.8552815765142441,0.95,0.9306187927722931
5.52,6.021169185638428,7.12,7.1927701234817505
2.48,2.9829278588294983,1.38,0.9833269119262695
4.75,4.245208978652954,0.95,0.922421857714653
5.1,5.0872509479522705,3.95,3.903036415576935
0.85,0.8218049556016922,4.5,4.509935736656189
2.71,2.671131908893585,2.81,3.1907999515533447
0.9,0.7575814127922058,4.36,4.4097288846969604
3.2,3.162261664867401,1.38,0.9843528568744659
1.5,1.5005364120006561,0.95,0.9233645051717758
2.71,2.6697683930397034,0.95,0.9451601505279541
7.62,7.568629860877991,4.32,4.523244261741638
4.1,3.961024284362793,0.95,0.9514522701501846
0.68,0.6782166808843613,8.71,8.525278568267822
0.86,0.8579717129468918,0.86,0.7989517599344254
0.85,0.8305565118789673,6.61,6.599768161773682
0.8,0.7696748524904251,6.41,6.389927268028259
3.64,3.6031643748283386,0.95,0.9371136724948883
1.5,1.4715197086334229,0.95,0.901935338973999
5.0,4.955930233001709,8.01,8.020218253135681
0.68,0.6596159785985947,0.95,0.9248070418834686
6.48,6.373373627662659,8.39,8.021138072013855
4.29,3.9943848252296448,5.06,4.510384678840637
4.75,4.245530486106873,0.6,0.6329838186502457
3.64,3.661105990409851,7.1,7.039954304695129
6.28,6.4236849546432495,1.1,1.0679505467414856
1.93,1.8044653534889221,0.7,0.6904423385858536
1.93,1.811214119195938,0.84,0.813562273979187
1.3,1.285046637058258,4.31,4.524799585342407
0.82,0.7964266091585159,5.79,6.364681959152222
0.8,0.755018338561058,0.95,0.9503384828567505
4.01,4.226967036724091,0.95,0.9169445484876633
3.1,2.98413747549057,2.28,1.9623218774795532
2.64,2.639940619468689,0.94,0.806830957531929
5.1,5.078529596328735,0.88,0.9100190103054047
4.01,4.35173237323761,5.06,4.531612396240234
2.64,2.637863516807556,5.27,5.220837831497192
4.7,4.613670825958252,0.95,0.9423227906227112
3.04,3.0434486865997314,4.31,4.523674011230469
0.82,0.8008520901203156,2.81,3.1672407388687134
0.82,0.7976182401180267,0.95,0.9329076111316681
0.8,0.7830771505832672,4.52,4.467667102813721
6.28,6.367785811424255,0.95,0.9437156766653061
0.6,0.6811101287603378,0.95,0.9127014130353928
5.0,4.978346586227417,0.86,1.341856986284256
0.82,0.7530896365642548,3.75,3.832889139652252
2.48,2.877085030078888,0.95,0.9145618081092834
1.3,1.2733484208583832,2.12,2.1454235315322876
6.28,6.413079023361206,3.12,3.0707209706306458
3.4,3.4671372771263123,2.37,2.4151405096054077
3.6,3.5027124285697937,4.33,4.2707629799842834
6.28,6.36012864112854,1.1,1.0371070355176926
0.86,0.8446059823036194,6.15,6.273185849189758
0.9,0.7541188895702362,5.27,5.202603816986084
1.5,1.4895596504211426,4.02,4.325287222862244
3.62,3.5554779767990112,4.88,4.493646740913391
4.01,4.266632795333862,6.41,6.403220891952515
7.94,7.829420566558838,7.1,7.060404419898987
2.71,2.670955240726471,8.84,8.974390983581543
0.82,0.7991769164800644,0.95,0.939793735742569
3.1,2.9914315342903137,4.35,4.315502882003784
3.2,3.1598050594329834,0.98,1.4450140297412872
6.64,6.62820827960968,1.38,0.9969254732131958
4.75,4.24585497379303,6.26,6.831166982650757
7.62,7.581608772277832,0.95,0.9443584084510803
1.3,1.2874639928340912,1.49,1.619086503982544
0.85,0.8110489249229431,8.39,8.00595474243164
2.71,2.6917290091514587,4.67,4.493737101554871
2.62,2.578068494796753,0.95,0.9070537835359573
7.94,7.896309733390808,0.95,0.9000685065984726
0.96,1.018557757139206,0.95,0.9387562274932861
6.48,6.3505436182022095,0.95,0.9507299512624741
4.29,3.9731592535972595,2.28,1.9687174260616302
2.48,2.676541268825531,0.95,0.9018291980028152
1.3,1.2868652641773224,0.95,0.9178124666213989
4.54,4.34592878818512,8.71,8.532961130142212
0.6,0.6608920842409134,8.39,8.025777459144592
4.01,4.228419601917267,1.05,0.9693261981010437
1.5,1.486172080039978,0.77,0.6946991831064224
6.48,6.373743176460266,2.79,2.9734169244766235
3.62,3.5520268082618713,0.84,0.7944881170988083
4.29,3.991813898086548,4.67,4.627977728843689
4.1,3.94154953956604,0.95,0.9078798592090607
0.9,0.7582061588764191,8.71,8.446476936340332
3.2,3.1598671674728394,1.1,1.014406830072403
3.04,3.0317461490631104,6.55,6.158308506011963
4.75,4.254219174385071,6.15,6.266341924667358
6.6,6.621351003646851,0.95,0.9149542897939682
4.54,4.5004096031188965,6.26,6.830719947814941
7.04,6.5351186990737915,7.12,7.185260772705078
4.54,4.445699095726013,0.95,0.9340811967849731
3.62,3.547466456890106,0.56,0.6614656746387482
6.6,6.6530351638793945,0.56,0.6659223735332489
3.04,3.042996108531952,6.06,6.069832444190979
0.6,0.6575393378734589,4.4,4.47368597984314
4.1,3.9286211729049683,2.12,2.136209785938263
7.94,7.915469408035278,0.95,0.9237906634807587
0.96,1.0180652737617493,2.28,1.9631052017211914
6.08,5.960085034370422,5.59,6.610293030738831
6.48,6.338000059127808,3.12,3.07358455657959
3.2,3.1603790521621704,2.37,2.422621428966522
4.75,4.2567702531814575,8.84,8.96332049369812
1.3,1.2916115820407867,1.42,1.1105778217315674
3.04,3.021542966365814,2.12,2.1354215145111084
4.1,3.916838526725769,0.95,0.9182012677192688
3.1,2.9896032214164734,3.6,3.3705350160598755
0.96,1.0180362462997437,0.93,0.8115092515945435
7.04,6.615743398666382,0.7,0.67174032330513
7.04,6.5360188484191895,0.95,0.9152311980724335
1.93,1.7924371361732483,3.75,3.8575968742370605
3.6,3.505812644958496,0.95,0.9303954094648361
0.8,0.7712426334619522,4.51,4.5072678327560425
4.01,4.346000552177429,0.95,0.9331252127885818
0.82,0.8049376904964447,4.67,4.6253204345703125
7.62,7.583731174468994,7.89,7.708603858947754
7.62,7.580731749534607,0.95,0.9411167353391647
0.8,0.7736448049545288,1.88,1.9939124882221222
0.82,0.753374457359314,4.4,4.450967788696289
0.97,0.9788776189088821,0.95,0.9547601640224457
5.52,6.022037506103516,0.95,0.9207916408777237
6.08,6.041511535644531,3.2,3.1805383563041687
7.94,7.856738328933716,0.87,0.820453017950058
4.01,4.243183612823486,8.39,8.019336581230164
1.3,1.2910322844982147,5.9,5.90564239025116
0.68,0.660386249423027,0.95,0.9396860599517822
3.6,3.493162155151367,4.35,4.3293445110321045
2.64,2.645898461341858,2.81,3.18856680393219
5.1,5.084921717643738,6.41,6.40861189365387
0.85,0.8091326355934143,4.83,5.294800877571106
0.7,0.789668083190918,4.32,4.520797371864319
2.48,2.6702412962913513,0.88,0.9937378019094467
2.71,2.668893277645111,4.4,4.474599599838257
3.1,2.9870413541793823,0.95,0.9576738774776459
1.5,1.4750518798828125,2.16,1.924075573682785
4.1,3.9312071800231934,0.94,0.80734883248806
5.98,5.964885711669922,0.95,0.9700881391763687
0.82,0.7532825320959091,0.95,0.9420476406812668
2.62,2.5979596376419067,0.95,0.9340327680110931
3.1,2.988951086997986,0.95,0.9498598873615265
7.94,7.843958139419556,2.62,1.5805460810661316
1.93,1.796995997428894,4.4,4.466970801353455
4.7,4.609650135040283,3.75,3.871473252773285
1.5,1.4658333957195282,0.95,0.9174283146858215
0.9,0.7548327296972275,6.26,6.785262823104858
4.75,4.2429585456848145,0.56,0.6633139848709106
0.9,0.7535926699638367,0.95,0.9197238832712173
1.3,1.2739661037921906,4.67,4.620875120162964
2.48,2.8582518696784973,6.47,7.200827956199646
6.08,6.040098667144775,4.39,4.528855919837952
6.28,6.422448754310608,0.73,1.1777393966913223
2.64,2.649357318878174,7.39,7.417355179786682
3.64,3.6337658166885376,3.6,3.3589059710502625
1.93,1.799817979335785,3.75,3.869700312614441
4.7,4.610294818878174,0.95,0.94430972635746
4.75,4.24683690071106,0.84,0.796899139881134
1.5,1.4980075359344482,3.75,3.8283369541168213
0.68,0.656872496008873,0.95,0.9060412496328354
4.7,4.60752546787262,0.95,0.9702486246824265
4.54,4.361603856086731,0.73,1.1769433468580246
0.68,0.6678558886051178,4.85,4.314713716506958
4.29,4.001087665557861,2.79,2.9694154858589172
0.85,0.8002766966819763,0.88,0.8954595327377319
3.04,3.0432538986206055,0.95,0.9217438697814941
5.0,4.975839257240295,0.84,0.8061044663190842
0.7,0.7870891988277435,4.02,4.2017223834991455
5.98,5.964441299438477,0.95,0.919496163725853
0.85,0.8202154189348221,6.55,6.160942316055298
0.7,0.7904788255691528,0.95,0.9442832320928574
0.9,0.7546562403440475,6.55,6.148044109344482
7.62,7.587629556655884,0.95,0.9310273826122284
6.6,6.631461024284363,1.38,0.9781447052955627
7.94,7.893798470497131,7.12,7.1863532066345215
6.64,6.633272767066956,0.95,0.9176034480333328
0.96,1.018239438533783,0.95,0.9196766912937164
0.97,0.9789484143257141,0.78,0.8263855874538422
4.1,4.085693120956421,4.02,4.3398518562316895
0.86,0.8472840636968613,1.42,1.1356975138187408
4.1,4.083953499794006,0.86,0.8092843294143677
6.48,6.372781157493591,4.85,4.29977810382843
3.2,3.1631447076797485,7.12,7.163381218910217
3.4,3.4706194400787354,4.83,5.292877793312073
5.1,5.077275991439819,7.62,7.036962270736694
5.98,5.9115986824035645,0.81,0.8152198940515518
6.48,6.342844128608704,0.86,0.796677440404892
0.96,1.0180062353610992,4.33,4.314082980155945
6.6,6.6329052448272705,2.72,2.397149622440338
6.48,6.367170691490173,5.06,4.542466521263123
4.75,4.228069305419922,0.95,0.9490165561437607
3.04,3.0313127636909485,4.33,4.273825824260712
4.1,3.9222387075424194,3.37,3.6344079971313477
0.82,0.8027515113353729,6.55,6.146669268608093
6.28,6.407930612564087,1.42,1.1355286538600922
6.64,6.631523132324219,4.5,4.5138726234436035
5.98,5.965588569641113,0.95,0.9399027824401855
0.8,0.7844239175319672,0.73,0.7770492285490036
7.04,6.533509850502014,0.95,0.9046783894300461
7.62,7.585704207420349,4.39,4.5346022844314575
1.3,1.2776729464530945,0.95,0.9495985060930252
0.82,0.7556128352880478,1.04,0.9810450524091721
1.93,1.8276676535606384,0.95,0.9308518320322037
5.0,4.970070958137512,0.76,0.7823159396648407
0.7,0.8113615065813065,2.12,2.2434009313583374
0.82,0.8018023669719696,0.87,0.8224973529577255
0.82,0.7539738714694977,0.95,0.90582475066185
2.71,2.6698265075683594,7.1,7.0616806745529175
5.0,4.975048184394836,0.95,0.9311447590589523
0.96,1.0185846090316772,0.95,0.9321092516183853
0.97,0.9839075058698654,4.67,4.506581544876099
1.5,1.4776464104652405,4.85,4.279459357261658
2.71,2.767572283744812,6.55,6.074759125709534
0.68,0.658658891916275,6.41,6.434592604637146
0.86,0.888215184211731,0.95,0.9408021420240402
0.82,0.7552533000707626,4.36,4.480404496192932
4.7,4.612330794334412,7.4,6.755700349807739
2.71,2.6695353388786316,4.4,4.475699067115784
3.1,2.9919316172599792,0.95,0.9153999239206314
7.04,6.534219264984131,0.93,0.812662810087204
2.48,2.718659996986389,2.16,1.910150170326233
0.82,0.8060234636068344,1.1,1.060843974351883
3.2,3.1965189576148987,0.7,0.6701332330703735
3.62,3.555031895637512,6.06,6.056598424911499
1.93,1.806913673877716,0.95,0.9322424679994583
6.28,6.352471828460693,0.98,1.4409582912921906
2.48,2.8558045625686646,0.56,0.6615286320447922
7.94,7.877640604972839,0.95,0.9428608119487762
6.6,6.67705512046814,3.75,3.870659828186035
6.48,6.373172640800476,5.59,6.6198530197143555
6.48,6.3696677684783936,0.95,0.9080355912446976
6.28,6.424914360046387,4.36,4.481896638870239
2.71,2.679654538631439,4.02,4.2451393604278564
6.6,6.6429994106292725,5.9,5.8563560247421265
3.04,3.0419302582740784,0.95,0.946544960141182
4.29,3.997368812561035,6.26,6.81423556804657
6.6,6.602837800979614,0.95,0.933516651391983
1.93,1.822940319776535,7.89,7.705109119415283
0.85,0.8199501633644104,3.95,3.954288601875305
0.85,0.808199480175972,7.89,7.702518701553345
5.1,5.0720014572143555,1.1,1.0241535305976868
4.75,4.24921989440918,0.95,0.9162986129522324
4.1,4.080107688903809,5.27,5.202680706977844
5.1,5.083842158317566,0.73,1.2017989754676819
1.93,1.8252224326133728,4.36,4.482285976409912
0.7,0.8059528470039368,7.53,6.991150975227356
3.62,3.560936987400055,7.12,7.19305682182312
4.29,3.980416715145111,8.84,8.962881565093994
5.98,5.965078949928284,6.69,6.777938604354858
6.08,5.9630783796310425,3.95,3.9434906244277954
4.29,3.9827888011932373,7.39,7.432247638702393
3.04,3.043776571750641,0.95,0.9420615285634995
3.62,3.5447776317596436,0.6,0.6543614864349365
0.8,0.7675770819187164,0.95,0.941100224852562
0.6,0.6611487120389938,0.88,0.9052023589611053
2.71,2.6770660281181335,1.38,1.0082949697971344
0.9,0.7617449462413788,3.37,3.6931456327438354
7.04,6.611313462257385,0.93,0.8151271194219589
0.6,0.6807506680488586,0.76,0.7844228446483612
2.48,2.859341621398926,7.12,7.1933101415634155
2.62,2.574944317340851,0.95,0.9375544488430023
3.1,2.986103117465973,0.95,0.9281409680843353
3.6,3.491428554058075,2.37,2.4475942850112915
2.71,2.7543416023254395,0.84,0.8130772709846497
3.1,2.990127384662628,7.51,7.508838415145874
2.62,2.5624404549598694,6.41,6.405916094779968
3.2,3.1609407663345337,0.95,0.9407589733600616
0.68,0.6619108766317368,7.12,7.16904091835022
3.62,3.557178556919098,6.55,6.157750487327576
0.86,0.8438327014446259,0.95,0.9141216725111008
3.6,3.5093688368797302,0.95,0.9182241857051849
7.94,7.85842502117157,4.83,5.293304920196533
5.0,4.9522353410720825,5.59,6.622657895088196
4.7,4.611125588417053,0.84,0.7929175794124603
4.54,4.348151803016663,0.73,0.7986261248588562
0.68,0.6638405323028564,0.95,0.9225610643625259
3.6,3.493666648864746,0.95,0.9138521552085876
3.1,2.9854196310043335,4.31,4.532948136329651
6.64,6.627697706222534,3.67,4.142564594745636
4.01,4.348938703536987,5.06,4.530808687210083
0.7,0.7922248691320419,0.95,0.9059160202741623
5.98,5.965293765068054,4.38,4.522966146469116
0.82,0.7531183212995529,8.84,8.981367588043213
7.94,7.902435660362244,4.43,4.504727721214294
0.82,0.8081923574209213,7.62,6.988126039505005
5.52,6.02208137512207,0.95,0.9316772967576981
0.8,0.7780560851097107,3.95,3.9679916501045227
1.93,1.8063839077949524,0.95,0.9184013456106186
2.64,2.6493513584136963,0.95,0.9473682343959808
1.93,1.8075085878372192,5.27,5.1986624002456665
0.8,0.7691522240638733,0.95,0.9150712341070175
7.94,7.886046767234802,0.86,0.8113377392292023
0.97,0.9793061465024948,0.95,0.9026142954826355
3.1,2.9865577816963196,6.55,6.151440143585205
0.82,0.754324808716774,7.12,7.179661750793457
5.1,5.074197769165039,8.71,8.528223991394043
