"Real for Increasing PPM,0; ,None - All","Averages for Increasing PPM,0; ,None","Real for Increasing PPM,1; ,None - All","Averages for Increasing PPM,1; ,None"
0.8,0.7598298937082291,0.73,1.1819713711738586
5.1,5.075979232788086,3.95,3.9149253368377686
0.85,0.8140546679496765,0.95,0.9378827214241028
0.8,0.7802496999502182,4.89,4.6332807540893555
1.3,1.2960677742958069,0.94,0.802259087562561
0.85,0.8215394467115402,7.44,7.916927337646484
6.6,6.595991373062134,0.95,0.9094222635030746
4.29,4.053419828414917,4.67,4.50346565246582
0.82,0.7531702369451523,1.88,1.9751203060150146
6.64,6.634323835372925,5.06,4.526201128959656
6.08,5.974883794784546,0.95,0.9436608403921127
3.6,3.491529881954193,7.89,7.7057636976242065
5.98,5.966121196746826,4.85,4.257063388824463
2.64,2.649389386177063,7.62,7.025082468986511
0.82,0.7550392150878906,3.6,3.377387225627899
2.64,2.6493440866470337,2.16,1.9165781736373901
3.62,3.5578664541244507,1.04,0.9805407822132111
0.96,1.0185294449329376,7.62,7.025327801704407
2.48,2.7810674905776978,0.73,1.1859910488128662
3.4,3.4708163738250732,0.95,0.9372645020484924
2.48,2.6740890741348267,0.73,0.7734728902578354
4.01,4.232763767242432,0.98,1.1846089363098145
1.93,1.7916176915168762,6.41,6.4553433656692505
0.68,0.6618497669696808,4.32,4.526288986206055
2.71,2.68735271692276,6.26,6.832229018211365
4.01,4.22904509305954,6.41,6.392865896224976
0.82,0.753213569521904,7.44,7.955628037452698
2.71,2.6697728037834167,2.62,1.5846900939941406
0.85,0.8063042014837265,1.1,1.0153048932552338
0.82,0.8015650659799576,0.95,0.9206649512052536
3.6,3.493498682975769,1.05,0.9427997320890427
3.62,3.5541797280311584,2.81,3.163348913192749
0.7,0.8018026500940323,4.51,4.474727272987366
4.75,4.242321610450745,3.2,3.1907418966293335
7.62,7.580439448356628,0.95,0.9202967435121536
4.29,3.9764387607574463,0.88,0.8826633989810944
6.6,6.622795820236206,4.67,4.555891633033752
3.62,3.5466918349266052,4.36,4.244801163673401
0.82,0.7998991757631302,0.95,0.9141575545072556
0.68,0.658099353313446,5.59,6.668260812759399
7.62,7.545585870742798,0.93,0.7989174723625183
3.2,3.160791039466858,0.95,0.944584846496582
4.7,4.599080681800842,4.36,4.4002509117126465
2.64,2.646924316883087,4.83,5.337043762207031
0.82,0.7531056553125381,2.81,3.1962406635284424
0.7,0.7926778644323349,0.95,0.9065971076488495
0.82,0.811180830001831,8.84,8.966437101364136
7.04,6.6164902448654175,0.95,0.9260409623384476
1.3,1.2813763320446014,0.93,0.8113111108541489
5.52,5.947560787200928,0.76,0.8764990270137787
5.1,5.083280801773071,3.37,3.62055903673172
0.9,0.7529425919055939,0.95,0.9013673216104507
4.54,4.442962408065796,7.51,7.505503535270691
5.1,5.073099732398987,0.95,0.9412611126899719
0.9,0.760286808013916,0.83,0.9512059986591339
4.7,4.603906512260437,0.95,0.9302908629179001
4.54,4.445196270942688,0.95,0.921708270907402
7.94,7.881978154182434,2.28,1.9693951606750488
0.85,0.8129507005214691,0.84,0.8081884384155273
5.52,6.068081021308899,7.44,8.036263346672058
0.97,0.9794678241014481,4.83,5.3034549951553345
1.3,1.2943133413791656,0.95,0.9561368674039841
3.4,3.4692423939704895,0.95,0.9418017566204071
0.97,0.9788017421960831,4.33,4.266699969768524
3.04,3.040765106678009,0.95,0.9377411007881165
0.7,0.8112404197454453,4.32,4.529546022415161
4.01,4.347240686416626,4.83,5.32362425327301
3.1,3.000508427619934,0.95,0.9298680424690247
0.7,0.7852145880460739,1.1,1.05548457801342
0.8,0.7828767895698547,4.67,4.616360902786255
5.1,5.086388945579529,0.95,0.9110861718654633
1.5,1.4827755689620972,4.36,4.478711009025574
3.6,3.509141743183136,4.85,4.294376015663147
1.5,1.495475023984909,0.95,0.9365425705909729
7.94,7.9124873876571655,0.95,0.9273661077022552
2.48,2.7311207056045532,0.95,0.9468635767698288
1.3,1.283214420080185,4.39,4.527729868888855
6.48,6.363131880760193,0.95,0.9241958111524582
1.93,1.8256568908691406,7.89,7.702767014503479
4.1,4.084967792034149,0.95,0.9247887581586838
3.2,3.1611154079437256,1.42,1.110593542456627
4.7,4.606923341751099,4.35,4.279569506645203
1.3,1.2838263809680939,7.89,7.802522540092468
4.01,4.346748948097229,0.95,0.9418052732944489
7.62,7.613527536392212,4.02,4.207763075828552
0.82,0.8100495338439941,4.38,4.523913741111755
5.1,5.088627338409424,0.95,0.8985356390476227
3.04,3.043230891227722,2.62,1.5222125053405762
0.96,1.0181055963039398,5.73,5.883710622787476
6.6,6.6444395780563354,0.95,0.9450205564498901
3.62,3.581656754016876,3.75,3.815547525882721
2.64,2.6494051814079285,0.81,0.7614565342664719
3.4,3.4685258865356445,9.45,9.149335384368896
0.6,0.658080704510212,4.42,4.518682479858398
0.82,0.7541143894195557,0.83,0.9420190155506134
4.1,4.060436964035034,0.95,0.8997671157121658
2.71,2.7660800218582153,1.38,1.0057189017534256
1.3,1.2844383716583252,0.95,0.8998613506555557
1.3,1.2801443934440613,0.95,0.919729620218277
7.94,7.891563892364502,7.1,7.075677752494812
7.94,7.881089806556702,2.12,2.1413551568984985
2.71,2.671266496181488,0.95,0.9375720322132111
5.52,5.902433633804321,7.44,7.956284999847412
1.3,1.2795286178588867,3.75,3.8509307503700256
3.62,3.5517014861106873,0.95,0.9235315322875977
3.2,3.160166919231415,4.36,4.467506408691406
4.01,4.348401784896851,0.95,0.9435974657535553
1.5,1.4853255152702332,1.63,1.8034409582614899
5.1,5.093703389167786,0.77,0.7027319669723511
5.0,4.9278804063797,0.77,0.707369014620781
0.82,0.7981757074594498,0.93,0.8104098737239838
2.62,2.6022919416427612,5.27,5.221457481384277
7.94,7.876901626586914,0.95,0.9171207100152969
2.71,2.6693405508995056,0.81,0.8153528571128845
5.0,4.959381461143494,3.6,3.369684338569641
4.75,4.2325650453567505,0.95,0.9002685099840164
6.28,6.342809796333313,0.95,0.9332700073719025
0.85,0.8116105198860168,0.95,0.9298993796110153
2.64,2.641533136367798,0.95,0.9366150498390198
4.54,4.38674783706665,6.61,6.71219801902771
7.94,7.840311408042908,8.84,8.929893255233765
3.2,3.1633809208869934,5.79,6.369697451591492
0.68,0.6647297292947769,0.73,1.2053725719451904
4.54,4.357042551040649,0.95,0.9333646446466446
0.7,0.7948058545589447,4.39,4.536542892456055
4.1,4.087234437465668,0.83,0.9504717439413071
3.62,3.568760573863983,4.52,4.468764543533325
3.6,3.491022527217865,0.95,0.9565199911594391
5.0,4.9765236377716064,7.51,7.4978073835372925
6.28,6.415008902549744,0.95,0.9493559300899506
4.7,4.6103140115737915,8.39,7.977379679679871
6.48,6.348894119262695,0.95,0.9524758011102676
4.54,4.3524816036224365,4.35,4.27739691734314
7.04,6.59245491027832,0.87,0.8220512270927429
6.08,6.040063381195068,0.95,0.9082658588886261
4.01,4.34952187538147,4.31,4.53472375869751
1.93,1.8066159188747406,1.04,0.980295404791832
5.98,5.964632987976074,7.39,7.422318458557129
6.6,6.597360730171204,0.95,0.9410440623760223
4.1,4.081189751625061,4.88,4.533825516700745
0.97,0.9808909446001053,0.95,0.9141781032085419
0.8,0.756378710269928,0.95,0.9286381602287292
0.9,0.7540584653615952,4.31,4.531077861785889
0.85,0.80726657807827,8.01,8.112924575805664
5.98,5.965937614440918,4.39,4.5293474197387695
6.08,6.0400508642196655,0.95,0.94911327958107
7.94,7.865545749664307,5.59,6.626926898956299
6.48,6.36074697971344,1.39,1.7289448380470276
0.9,0.7594548165798187,6.69,6.679015517234802
0.85,0.8071185350418091,0.95,0.9258699715137482
7.04,6.571251749992371,7.1,7.0387879610061646
3.04,3.02096426486969,4.67,4.528804540634155
4.01,4.395849704742432,0.95,0.9082927852869034
5.1,5.092814326286316,6.61,6.592775821685791
7.94,7.870756149291992,4.51,4.505985140800476
4.01,4.346184015274048,0.86,1.3615235090255737
3.64,3.656969726085663,6.41,6.406646132469177
7.94,7.910683512687683,0.7,0.689009815454483
6.6,6.6599894762039185,7.62,7.019732117652893
2.62,2.598250448703766,3.75,3.928972840309143
3.04,3.0416476130485535,0.95,0.932718425989151
3.1,2.9856481552124023,4.51,4.501357913017273
5.52,6.002963662147522,0.95,0.9031893163919449
4.75,4.244884610176086,4.89,4.631109356880188
5.1,5.088548302650452,5.59,6.61845862865448
6.28,6.418652057647705,0.73,0.7724279761314392
7.62,7.5941243171691895,0.95,0.9180315434932709
0.9,0.7588302195072174,0.86,0.8065376728773117
3.64,3.6178252696990967,4.67,4.622696757316589
6.6,6.6155723333358765,0.98,1.1935319304466248
0.8,0.7701975256204605,2.28,1.9610482454299927
6.6,6.638675332069397,2.81,3.205740988254547
2.64,2.6419822573661804,0.95,0.9310806691646576
3.62,3.5507659912109375,4.38,4.519664764404297
0.82,0.7979094684123993,1.49,1.6187691390514374
3.62,3.6436859369277954,0.95,0.951436460018158
6.6,6.604206085205078,6.55,6.16175377368927
5.0,4.973558187484741,0.78,0.822297140955925
6.64,6.6282713413238525,4.67,4.614850878715515
0.82,0.8001382201910019,0.95,0.9200826734304428
7.62,7.588551998138428,7.51,7.494132995605469
0.68,0.6811101287603378,4.83,5.329043745994568
4.54,4.443128705024719,2.37,2.4189534783363342
0.6,0.6628759950399399,1.04,0.9805908054113388
4.54,4.350721478462219,0.95,0.9230816811323166
4.1,4.082307696342468,0.95,0.9309533536434174
0.82,0.7531781196594238,0.95,0.9536499828100204
7.62,7.583104133605957,8.84,8.966121673583984
2.71,2.753487527370453,4.52,4.429749488830566
0.7,0.7941813319921494,0.84,0.8070922195911407
3.2,3.162124454975128,0.95,0.8995193839073181
3.62,3.545877456665039,8.71,8.533400535583496
4.54,4.353059649467468,0.95,0.935077354311943
1.3,1.2904491424560547,4.36,4.407892942428589
0.8,0.7638878971338272,0.95,0.9233901798725128
4.01,4.2372658252716064,5.73,5.78898561000824
1.93,1.820567399263382,6.61,6.745493531227112
3.2,3.16052907705307,3.75,3.828843593597412
5.0,4.97766375541687,0.95,0.9417026489973068
3.64,3.6053411960601807,7.44,7.961713910102844
6.6,6.64731502532959,4.31,4.52774703502655
0.9,0.754529744386673,6.69,6.776208996772766
7.94,7.918048620223999,0.95,0.9388643950223923
5.52,5.884576678276062,3.37,3.6648019552230835
4.29,3.996297836303711,0.78,0.8149354010820389
2.64,2.639813780784607,0.95,0.901368573307991
5.52,5.939098238945007,4.32,4.522476434707642
3.04,3.0314297676086426,7.44,7.959846258163452
3.2,3.1600797176361084,0.84,0.7833683341741562
0.86,0.845445528626442,0.95,0.8985331952571869
7.62,7.549426436424255,0.95,0.9301268458366394
5.98,5.964711546897888,0.84,0.7788577973842621
0.96,1.018357753753662,2.16,1.9153800308704376
0.86,0.8465800583362579,0.95,0.9245571941137314
4.01,4.34697163105011,3.12,3.07592236995697
5.1,5.079739212989807,0.95,0.9493230879306793
0.6,0.6570521295070648,0.95,0.9413716495037079
3.4,3.4965593218803406,6.26,6.832306146621704
0.86,0.8436131328344345,0.94,0.8066854923963547
3.6,3.49569171667099,2.62,1.5447607934474945
2.64,2.638442277908325,0.95,0.9485238641500473
2.62,2.573771893978119,0.84,0.7934412211179733
6.64,6.629694938659668,4.89,4.581833004951477
0.7,0.7998464852571487,0.95,0.9437577128410339
6.6,6.655860781669617,0.77,0.7056165933609009
0.97,1.0195861756801605,4.88,4.523564457893372
0.82,0.753434345126152,4.5,4.515941381454468
0.82,0.7968969941139221,0.95,0.9165672957897186
2.48,2.678636133670807,4.43,4.502227306365967
3.64,3.6596438884735107,4.89,4.654188394546509
4.75,4.244241833686829,0.95,0.92563097178936
0.96,1.0180948972702026,7.89,7.697821736335754
0.68,0.6599297821521759,0.76,0.8097906112670898
0.9,0.7534483820199966,0.94,0.8075089007616043
5.1,5.076627969741821,0.84,0.7955343127250671
6.08,6.015651702880859,0.73,1.189224511384964
6.64,6.632936477661133,0.94,0.8062365651130676
2.48,2.666878819465637,0.95,0.9297713935375214
3.4,3.4831135869026184,7.53,7.0254199504852295
2.64,2.648999035358429,4.89,4.673012971878052
0.86,0.8444191068410873,0.95,0.9193560183048248
0.97,1.0044178515672684,0.7,0.666803240776062
4.1,4.086221694946289,0.95,0.9192513078451157
6.64,6.629256010055542,0.56,0.66146020591259
6.64,6.627723932266235,4.88,4.5117069482803345
0.97,0.9786704033613205,6.47,7.33445405960083
0.68,0.6822777688503265,7.53,7.024908781051636
0.97,0.9822125434875488,3.75,3.792288661003113
6.28,6.415974736213684,2.72,2.397865355014801
3.1,2.984319508075714,3.12,3.079008400440216
5.0,4.958371043205261,2.16,1.9246768951416016
2.64,2.6494179368019104,4.51,4.503545165061951
0.6,0.656872496008873,0.95,0.9514418542385101
3.64,3.661253333091736,0.83,0.9434008896350861
1.3,1.2745858430862427,3.75,3.881899893283844
0.96,1.018181949853897,4.43,4.507592797279358
7.04,6.615366101264954,0.95,0.9515632688999176
4.7,4.607501745223999,4.51,4.505632162094116
6.48,6.353672742843628,0.56,0.6930795609951019
3.04,3.04363614320755,3.67,4.024686813354492
3.1,2.9966585636138916,7.44,7.9664788246154785
0.85,0.8033919632434845,0.88,0.9242159277200699
4.75,4.246509790420532,3.95,3.949817180633545
4.7,4.6105287075042725,0.84,0.80603988468647
0.96,1.0189452171325684,0.95,0.8998717665672302
1.93,1.8260769844055176,0.95,0.9215078353881836
0.97,0.9786204248666763,6.41,6.395196080207825
3.62,3.5496253967285156,4.35,4.331960320472717
2.71,2.701953411102295,7.62,6.9961549043655396
7.94,7.908086776733398,3.6,3.3377681374549866
0.82,0.7542542666196823,0.95,0.9105659127235413
5.98,5.966110706329346,4.38,4.521273374557495
6.64,6.629127502441406,0.95,0.916198119521141
2.71,2.6752368807792664,2.79,2.9702208042144775
3.04,3.022306501865387,0.73,0.7954510003328323
6.28,6.340805530548096,2.28,1.9720408022403717
1.3,1.2782927453517914,0.86,1.2843887507915497
6.08,6.075643420219421,0.95,0.9443376511335373
3.2,3.1618508100509644,0.73,0.7763336002826691
0.82,0.7541844695806503,0.95,0.9277324974536896
7.94,7.882696628570557,2.16,1.9302285015583038
5.52,6.0214738845825195,3.95,3.9626614451408386
0.7,0.8050926923751831,0.95,0.9570868164300919
3.64,3.6546804308891296,8.84,8.9212646484375
0.86,0.845668151974678,7.44,7.926594853401184
0.8,0.770663395524025,0.95,0.9221360236406326
2.48,2.682897210121155,9.45,9.198607444763184
2.62,2.5763368606567383,0.95,0.9575106650590897
2.71,2.672786295413971,4.67,4.522292733192444
3.1,2.9867817163467407,0.6,0.6258090287446976
4.75,4.242003321647644,0.95,0.9201153069734573
7.62,7.591895222663879,9.45,9.173343896865845
0.97,0.9870049208402634,7.4,6.762161016464233
1.93,1.7933496534824371,8.39,7.988381862640381
0.68,0.6567177921533585,5.27,5.2186315059661865
1.5,1.4988497197628021,1.88,1.9721730053424835
3.64,3.660711407661438,1.63,1.8037638068199158
0.8,0.7841898500919342,4.32,4.527925968170166
4.1,3.956867814064026,4.88,4.352269530296326
4.01,4.227132499217987,0.95,0.925094947218895
0.9,0.7539668828248978,0.95,0.9386281967163086
5.0,4.9542319774627686,0.95,0.9177840352058411
6.64,6.636079549789429,4.4,4.456186294555664
3.64,3.6083913445472717,0.95,0.9058910459280014
7.04,6.616218686103821,6.69,6.778154134750366
0.6,0.6589698791503906,0.95,0.9472688585519791
3.04,3.0438984632492065,5.27,5.216571688652039
0.86,0.8450220227241516,3.6,3.3626049160957336
4.75,4.248865723609924,0.95,0.9275771528482437
3.4,3.4742754697799683,0.95,0.9101374745368958
7.04,6.616777539253235,8.01,8.113889813423157
3.6,3.4937357902526855,6.55,6.154703974723816
0.82,0.7994195818901062,0.98,1.442741334438324
4.7,4.5813905000686646,0.98,1.2033977210521698
3.04,3.04106068611145,0.95,0.9561072438955307
0.96,1.018614947795868,0.86,1.1940884292125702
6.64,6.628132104873657,5.27,5.213191747665405
0.96,1.0182684063911438,5.27,5.211763381958008
2.64,2.6569299697875977,1.42,1.1103869825601578
1.5,1.481924146413803,4.38,4.522416710853577
5.52,6.021931171417236,3.2,3.1987151503562927
3.64,3.604372262954712,0.95,0.9101100116968155
2.64,2.6453884840011597,0.95,0.921315610408783
0.68,0.6628094762563705,4.88,4.458110809326172
5.98,5.965975642204285,3.75,3.7655816078186035
0.86,0.8886044919490814,0.95,0.927123099565506
3.4,3.467220366001129,1.63,1.8033674955368042
0.82,0.810803234577179,1.63,1.8122331500053406
4.29,3.984269380569458,4.32,4.526771068572998
6.64,6.631744384765625,0.95,0.9442671686410904
0.82,0.7551819384098053,0.95,0.9188604056835175
7.62,7.5896594524383545,3.37,3.5901291966438293
5.1,5.07366943359375,1.04,0.980863481760025
2.64,2.6498882174491882,2.62,1.4959042370319366
7.94,7.886817932128906,4.38,4.508270263671875
2.71,2.6763481497764587,2.37,2.4443838596343994
1.3,1.278908610343933,0.95,0.9093323647975922
0.7,0.7961375266313553,2.79,2.972222149372101
3.64,3.6218664050102234,0.87,0.8225538432598114
6.08,6.042622923851013,5.79,6.341423273086548
3.1,2.9962322115898132,5.73,5.787256956100464
0.82,0.8020395040512085,0.95,0.9205646961927414
0.82,0.8006141930818558,7.1,7.0505629777908325
6.08,5.970478653907776,0.95,0.9319237917661667
6.28,6.420024633407593,0.95,0.9470836669206619
0.68,0.6464862674474716,0.95,0.9556682258844376
4.01,4.3479005098342896,0.95,0.9293937087059021
4.1,3.9224679470062256,0.95,0.9348799139261246
5.0,4.968214511871338,7.89,7.733423471450806
6.64,6.627869606018066,0.95,0.9400233328342438
7.94,7.8988938331604,1.04,0.9805743396282196
3.1,2.984882891178131,0.95,0.9363415986299515
7.62,7.560948491096497,0.95,0.9437911808490753
6.48,6.351325988769531,0.95,0.9584161788225174
3.62,3.559725522994995,3.12,3.082833409309387
3.64,3.6592289209365845,7.4,6.77337646484375
3.64,3.6331294178962708,0.78,0.8214792609214783
6.6,6.635790228843689,4.33,4.334110260009766
6.48,6.35523784160614,0.95,0.9296004772186279
0.7,0.7861911207437515,2.79,2.9746344089508057
0.97,0.978706106543541,0.95,0.9114655405282974
6.48,6.364738821983337,4.52,4.464529752731323
0.82,0.753904178738594,4.36,4.479504704475403
6.08,6.04108452796936,4.38,4.51406455039978
6.28,6.347640633583069,0.95,0.8951189070940018
0.97,0.9791141599416733,0.95,0.9307272732257843
2.64,2.640223741531372,0.95,0.9509964883327484
3.04,3.019619345664978,3.67,4.125937402248383
6.48,6.3735880851745605,0.95,0.9371889233589172
3.4,3.4670627117156982,3.2,3.215327739715576
0.82,0.8071081191301346,8.01,8.055969595909119
6.64,6.628370523452759,2.28,1.9680582582950592
5.1,5.085439682006836,7.4,6.7940075397491455
3.6,3.507948100566864,0.94,0.7957663834095001
7.94,7.864048719406128,7.4,6.792962312698364
3.64,3.6388975977897644,4.31,4.533373236656189
