Epochs,Lowest MAE,Smoothed Epochs,Lowest MAE Smoothed,"R: 25, 10","MAE: 25, 10"
159,0.35976025462150574,159,0.36334867933235365,,
160,0.365504190325737,160,0.36399533263036865,,
161,0.3552466183900833,161,0.36137071835828305,,
162,0.3758716508746147,162,0.36572099811318254,,
163,0.361501507461071,163,0.3644551509175491,,
164,0.35940560698509216,164,0.362940287737812,,
165,0.3791342079639435,165,0.36779846380565145,,
166,0.3610695153474808,166,0.3657797792682002,,
167,0.35151081532239914,167,0.3614990900844599,,
168,0.35775911808013916,168,0.3603770984831637,,
169,0.35925378650426865,169,0.36004010488949517,,
170,0.371299110352993,170,0.3634178065285445,,
171,0.3663407936692238,171,0.3642947026707483,,
172,0.3627001643180847,172,0.3638163411649492,,
173,0.3571857735514641,173,0.36182717088090366,,
174,0.3412835896015167,174,0.35566409649708763,,
175,0.3515862300992012,175,0.3544407365777217,,
176,0.36598438769578934,176,0.357903831913142,,
177,0.34794313460588455,177,0.3549156227209648,,
178,0.3529512733221054,178,0.354326317901307,,
179,0.3595218360424042,179,0.3558849733436361,,
180,0.36692360788583755,180,0.35919656370629655,,
181,0.36064331978559494,181,0.35963059053008606,,
182,0.3573260009288788,182,0.35893921364972387,,
183,0.35490137338638306,183,0.3577278615707216,,
184,0.3580719158053398,184,0.35783107784110707,,
185,0.35256437212228775,185,0.35625106612546126,,
186,0.3674940764904022,186,0.35962396923494355,,
187,0.36382537335157394,187,0.36088439046993265,,
188,0.34915638715028763,188,0.35736598947403914,,
189,0.3628847673535347,189,0.3590216228378878,,
190,0.3738951161503792,190,0.36348367083163524,,
191,0.3454243987798691,191,0.3580658892161054,,
192,0.36071017384529114,192,0.3588591746048611,,
193,0.3598339483141899,193,0.3591516067176597,,
194,0.35569917410612106,194,0.3581158769341981,,
195,0.35305260866880417,195,0.3565968964545799,,
196,0.3603960648179054,196,0.3577366469635776,,
197,0.3518779128789902,197,0.35597902673820137,,
198,0.3484776020050049,198,0.3537285993182424,,
199,0.3492642119526863,199,0.3523892831085756,,
200,0.3597525805234909,200,0.3545982723330502,,
201,0.3721523731946945,201,0.3598645025915435,,
202,0.3594155013561249,202,0.35972980222091794,,
203,0.34996192157268524,203,0.35679943802644815,,
204,0.3477089926600456,204,0.3540723044165274,,
205,0.36352378129959106,205,0.3569077474814465,,
206,0.3700138255953789,206,0.3608395709156262,,
207,0.35018282383680344,207,0.3576425467919794,,
208,0.3515802174806595,208,0.35582384799858346,,
209,0.3346491977572441,209,0.34947145292618165,,
210,0.35577116161584854,210,0.3513613655330817,,
211,0.38220618665218353,211,0.3606148118688123,,
212,0.34686462581157684,212,0.3564897560516416,,
213,0.36377932131290436,213,0.35867662563002045,,
214,0.34121881425380707,214,0.3534392822171564,,
215,0.3429337590932846,215,0.35028762527999485,,
216,0.3495434522628784,216,0.35006437337485996,,
217,0.35621194541454315,217,0.3519086449867649,,
218,0.351260282099247,218,0.3517141361205095,,
219,0.3543039485812187,219,0.35249107985872224,,
220,0.3498465418815613,220,0.35169771846557396,,
221,0.354389913380146,221,0.35250537693994555,,
222,0.35141631215810776,222,0.35217865750539423,,
223,0.3513895124197006,223,0.3519419139796861,,
224,0.35050255060195923,224,0.35151010496636803,,
225,0.33921902626752853,225,0.3478227813567162,,
226,0.36810196191072464,226,0.35390653552291873,,
227,0.34564314037561417,227,0.3514275169787273,,
228,0.3410645127296448,228,0.3483186157040025,,
229,0.35887743532657623,229,0.3514862615907747,,
230,0.3378823474049568,230,0.34740508733502934,,
231,0.3506147786974907,231,0.3483679947437678,,
232,0.3459491729736328,232,0.3476423482127273,,
233,0.33783119916915894,233,0.3446990034996568,,
234,0.3529161140322685,234,0.34716413665944035,,
235,0.35408974438905716,235,0.3492418189783254,,
236,0.3389272689819336,236,0.3461474539794078,,
237,0.3437807336449623,237,0.3454374378790742,,
238,0.3540097549557686,238,0.3480091330020825,,
239,0.34786617010831833,239,0.3479662441339533,,
240,0.33396927267313004,240,0.3437671526957063,,
241,0.33485303819179535,241,0.341092918344533,,
242,0.36022747308015823,242,0.3468332847652206,,
243,0.3380003198981285,243,0.34418339530509295,,
244,0.35261984914541245,244,0.3467143314571888,,
245,0.3515276834368706,245,0.34815833705109334,,
246,0.34017346799373627,246,0.3457628763338862,,
247,0.34162116795778275,247,0.34452036382105516,,
248,0.34841374307870865,248,0.3456883775983512,,
249,0.34597741067409515,249,0.3457750875210744,,
250,0.3535054996609688,250,0.3480942111630427,,
251,0.3338375687599182,251,0.34381721844210533,,
252,0.3431883677840233,252,0.3436285632446807,,
253,0.34440266340970993,253,0.3438607932941895,,
254,0.3557867705821991,254,0.34743858648059234,,
255,0.3390219584107399,255,0.3449135980596366,,
256,0.33811191469430923,256,0.34287309305003844,,
257,0.34989801049232483,257,0.34498056828272433,,
258,0.34101593494415283,258,0.34379117828115285,,
259,0.3511337637901306,259,0.3459939539338462,,
260,0.3402509540319443,260,0.3442710539632756,,
261,0.3476114794611931,261,0.34527318161265086,,
262,0.3413752093911171,262,0.34410378994619073,,
263,0.34706342220306396,263,0.3449916796232527,,
264,0.3450288102030754,264,0.3450028187971995,,
265,0.34553857892751694,265,0.34516354683629474,,
266,0.3457549139857292,266,0.3453409569811251,,
267,0.3451289236545563,267,0.34527734698315443,,
268,0.3755764216184616,268,0.3543670693737466,,
269,0.33902108669281006,269,0.34976327456946565,,
270,0.34115660935640335,270,0.34718127500554696,,
271,0.357155978679657,271,0.35017368610778,,
272,0.3327484577894211,272,0.34494611761227234,,
273,0.34718289971351624,273,0.3456171522426455,,
274,0.34665748476982117,274,0.3459292520007982,,
275,0.3463509753346443,275,0.34605576900095203,,
276,0.35212982445955276,276,0.34787798563853223,,
277,0.32547059655189514,277,0.34115576891254107,,
278,0.34026579558849335,278,0.3408887769153267,,
279,0.3494813144207001,279,0.34346653816693873,,
280,0.3498865216970444,280,0.3453925332259704,,
281,0.34316881746053696,281,0.34472541849634036,,
282,0.3384925201535225,282,0.342855548993495,,
283,0.35579613596200943,283,0.3467377250840493,,
284,0.3491373211145401,284,0.3474576038931966,,
285,0.34504928439855576,285,0.34673510804480434,,
286,0.34943878650665283,286,0.3475462115833589,,
287,0.3271671161055565,287,0.34143248294001816,,
288,0.33846550434827805,288,0.34054238936249615,,
289,0.3446691632270813,289,0.3417804215218717,,
290,0.33642467856407166,290,0.3401736986345317,,
291,0.3383356034755707,291,0.33962227008684337,,
292,0.3441624566912651,292,0.34098432606816986,,
293,0.35025423020124435,293,0.34376529730809224,,
294,0.3478529080748558,294,0.3449915805381213,,
295,0.3347756490111351,295,0.34192680108002543,,
296,0.33320192992687225,296,0.3393093397340795,,
297,0.33671291917562485,297,0.3385304135665431,,
298,0.33941052854061127,298,0.3387944480587636,,
299,0.33586201071739197,299,0.3379147168563521,,
300,0.3296817019581795,300,0.3354448123869003,,
301,0.32958320528268814,301,0.33368633025563665,,
302,0.3530668243765831,302,0.33950047849192055,,
303,0.334353007376194,303,0.3379562371572026,,
304,0.34504351019859314,304,0.3400824190696197,,
305,0.35749170184135437,305,0.3453052039011401,,
306,0.33955327421426773,306,0.3435796249950784,,
307,0.3411070257425308,307,0.3428378452193141,,
308,0.3409550413489342,308,0.3422730040582001,,
309,0.3386649489402771,309,0.3411905875228232,,
310,0.36654964089393616,310,0.3487983035341571,,
311,0.33339744806289673,311,0.344178046892779,,
312,0.35131610929965973,312,0.3463194656148432,,
313,0.3282805159687996,313,0.3409077807210301,,
314,0.3297569751739502,314,0.33756253905690614,,
315,0.3478967845439911,315,0.3406628127030316,,
316,0.33547135442495346,316,0.33910537521960815,,
317,0.3433094397187233,317,0.3403665945693427,,
318,0.32912565767765045,318,0.33699431350183506,,
319,0.3348624035716057,319,0.33635474052276626,,
320,0.326264925301075,320,0.33332779595625883,,
321,0.3419322296977043,321,0.3359091260786925,,
322,0.3310336247086525,322,0.3344464756676805,,
323,0.330719418823719,323,0.33332835861449206,,
324,0.3313240632414818,324,0.33272707000258894,,
325,0.33951325714588165,325,0.3347629261455768,,
326,0.3443126231431961,326,0.3376278352448626,,
327,0.3328925520181656,327,0.3362072502768535,,
328,0.34580671787261963,328,0.33908709055558334,,
329,0.3441435471177101,329,0.34060402752422136,,
330,0.3327852413058281,330,0.33825839165870336,,
331,0.32590968906879425,331,0.3345537808817306,,
332,0.32531996816396713,332,0.33178363706640157,,
333,0.3346420228481293,333,0.3326411528009199,,
334,0.3398968055844307,334,0.3348178486359731,,
335,0.32920920103788376,335,0.3331352543565463,,
336,0.33999866247177124,336,0.3351942767911138,,
337,0.33093446493148804,337,0.33391633323322606,,
338,0.3308993950486183,338,0.33301125177784374,,
339,0.33842733502388,339,0.33463607675165463,,
340,0.3243648186326027,340,0.33155469931593906,,
341,0.34052179753780365,341,0.3342448287824984,,
342,0.3413883075118065,342,0.3363878724012908,,
343,0.3342468813061714,343,0.335745575072755,,
344,0.3529505878686905,344,0.34090707891153565,,
345,0.32377826422452927,345,0.3357684345054337,,
346,0.3334583342075348,346,0.33507540441606404,,
347,0.33916424214839935,347,0.3363020557357646,,
348,0.3270326405763626,348,0.33352123118794397,,
349,0.3328782543540001,349,0.3333283381377608,,
350,0.34642788022756577,350,0.33725820076470225,,
351,0.32035888731479645,351,0.3321884067297305,,
352,0.3400050774216652,352,0.3345334079373109,,
353,0.3459668532013893,353,0.3379634415165344,,
354,0.3461154028773308,354,0.3404090299247733,,
355,0.33562882244586945,355,0.33897496768110214,,
356,0.33911677449941635,356,0.3390175097265964,,
357,0.3390899747610092,357,0.33903924923692025,,
358,0.32798493653535843,358,0.3357229554264517,,
359,0.32678281515836716,359,0.33304091334602637,,
360,0.336336687207222,360,0.3340296455043851,,
361,0.3276728317141533,361,0.33212260136731553,,
362,0.32523976266384125,362,0.3300577497562732,,
363,0.3576010838150978,363,0.3383207499739206,,
364,0.3470418229699135,364,0.34093707187271843,,
365,0.3227323442697525,365,0.3354756535918286,,
366,0.33319151401519775,366,0.3347904117188394,,
367,0.3250240311026573,367,0.3318604975339847,,
368,0.32472922652959824,368,0.32972111623266875,,
369,0.34017470479011536,369,0.3328571927999027,,
370,0.3335617259144783,370,0.3330685527342754,,
371,0.3528794199228287,371,0.33901181289084137,,
372,0.32730652391910553,372,0.33550022619932063,,
373,0.32089274376630783,373,0.3311179814694168,,
374,0.32747192680835724,374,0.3300241650710989,,
375,0.33560001850128174,375,0.3316969211001537,,
376,0.32212483137845993,376,0.3288252941836456,,
377,0.34027940034866333,377,0.3322615260331509,,
378,0.3292056545615196,378,0.3313447645916615,,
379,0.328374020755291,379,0.33045354144075034,,
380,0.3438660129904747,380,0.33447728290566764,,
381,0.32402391731739044,381,0.3313412732291845,,
382,0.3450298011302948,382,0.3354478315995176,,
383,0.3313816785812378,383,0.33422798569403367,,
384,0.33533619344234467,384,0.33456044801852697,,
385,0.3245050385594368,385,0.3315438251807999,,
386,0.3274630382657051,386,0.33031958910627146,,
387,0.3380773961544037,387,0.33264693122071115,,
388,0.33726780861616135,388,0.3340331944393462,,
389,0.3536321744322777,389,0.33991288843722567,,
390,0.3362295776605606,390,0.33880789520422616,,
391,0.3231379836797714,391,0.3341069217468897,,
392,0.34224002808332443,392,0.3365468536478201,,
393,0.3446557745337486,393,0.33897952991359864,,
394,0.33158884197473526,394,0.33676232353193963,,
395,0.34124065935611725,395,0.33810582427919295,,
396,0.333149753510952,396,0.33661900304872067,,
397,0.32947344332933426,397,0.3344753351329047,,
398,0.32350751757621765,398,0.3311849898658986,,
399,0.35251128673553467,399,0.3375828789267894,,
400,0.32832493633031845,400,0.3348054961478481,,
