Epochs,Lowest MAE,Smoothed Epochs,Lowest MAE Smoothed,"R: 25, 10","MAE: 25, 10"
300,0.3526287004351616,300,0.3625176064610731,,
301,0.35777460038661957,301,0.36109470463873705,,
302,0.3677726164460182,302,0.3630980781809214,,
303,0.3716258481144905,303,0.3656564091609921,,
304,0.37208235263824463,304,0.3675841922041678,,
305,0.37300851196050644,305,0.3692114881310694,,
306,0.36949972063302994,306,0.36929795788165753,,
307,0.3810800537467003,307,0.37283258664117036,,
308,0.36593395471572876,308,0.3707629970635379,,
309,0.36603768914937973,309,0.36934540468929045,,
310,0.3676126077771187,310,0.36882556561563895,,
311,0.3613276034593582,311,0.3665761769687547,,
312,0.38788484036922455,312,0.37296877598889566,,
313,0.3860122486948967,313,0.37688181780069596,,
314,0.35410959273576736,314,0.37005015028121735,,
315,0.36027080565690994,315,0.36711634689392514,,
316,0.35401637852191925,316,0.3631863563823234,,
317,0.36206597834825516,317,0.3628502429721029,,
318,0.3626078739762306,318,0.3627775322733412,,
319,0.36179906874895096,319,0.36248399321602415,,
320,0.3679187223315239,320,0.36411441195067407,,
321,0.35670509189367294,321,0.3618916159335737,,
322,0.3671870678663254,322,0.36348025151339924,,
323,0.36881059408187866,323,0.36507935428394306,,
324,0.3620654121041298,324,0.3641751716299991,,
325,0.35170283168554306,325,0.36043346964666223,,
326,0.34967996925115585,326,0.35720741952801033,,
327,0.3729967549443245,327,0.36194422015290456,,
328,0.36532172560691833,328,0.3629574717891087,,
329,0.38151878863573074,329,0.3685258668430953,,
330,0.36613064259290695,330,0.3678072995680388,,
331,0.36478374898433685,331,0.36690023439292824,,
332,0.36374590545892715,332,0.36595393571272794,,
333,0.3880091607570648,333,0.372570503226029,,
334,0.37580715864896774,334,0.37354149985291063,,
335,0.38414667546749115,335,0.3767230525372848,,
336,0.35077908635139465,336,0.36893986268151774,,
337,0.36674850434064865,337,0.368282455179257,,
338,0.3601597175002098,338,0.36584563387554286,,
339,0.3876309096813202,339,0.372381216617276,,
340,0.36912108212709427,340,0.37140317627022146,,
341,0.3584939241409302,341,0.36753040063143405,,
342,0.36107029765844345,342,0.36559236973953685,,
343,0.36237941682338715,343,0.36462848386469193,,
344,0.36958177387714386,344,0.3661144708684275,,
345,0.35704144835472107,345,0.3633925641143156,,
346,0.38231419771909714,346,0.3690690541957501,,
347,0.3489740714430809,347,0.36304055936994933,,
348,0.3707328513264656,348,0.3653482469569042,,
349,0.36337578296661377,349,0.36475650775981705,,
350,0.36352306604385376,350,0.36438647524502804,,
351,0.3535323590040207,351,0.36113024037272584,,
352,0.3610886409878731,352,0.36111776055727,,
353,0.35365989059209824,353,0.3588803995677185,,
354,0.36397818475961685,354,0.360409735125288,,
355,0.3666759133338928,355,0.3622895885878694,,
356,0.3753407970070839,356,0.36620495111363377,,
357,0.3773968666791916,357,0.3695625257833011,,
358,0.36186154186725616,358,0.36725223060848766,,
359,0.357863649725914,359,0.3644356563437156,,
360,0.36533695459365845,360,0.3647060458186985,,
361,0.3669372648000717,361,0.3653754115131105,,
362,0.3664454072713852,362,0.3656964102405929,,
363,0.3639533370733261,363,0.36517348829041285,,
364,0.36664845049381256,364,0.3656159769514328,,
365,0.3587507978081703,365,0.36355642320845405,,
366,0.3552349656820297,366,0.36105998595052674,,
367,0.35684558004140854,367,0.3597956641777913,,
368,0.3717058598995209,368,0.3633687228943102,,
369,0.3654034957289696,369,0.36397915474470804,,
370,0.3766559436917305,370,0.36778219142881474,,
371,0.357519194483757,371,0.3647032923452974,,
372,0.3629547357559204,372,0.3641787253684843,,
373,0.36686283349990845,373,0.36498395780791154,,
374,0.37919069081544876,374,0.36924597771017276,,
375,0.3661734461784363,375,0.36832421825065187,,
376,0.3536638393998146,376,0.3639261045954007,,
377,0.35853826999664307,377,0.3623097542157734,,
378,0.3566232770681381,378,0.3606038110714828,,
379,0.3795110508799553,379,0.3662759830140246,,
380,0.35941629111766815,380,0.36421807544511764,,
381,0.36359117180109024,381,0.36403000435190946,,
382,0.37639132887125015,382,0.36773840170771166,,
383,0.3513910546898842,383,0.3628341976023634,,
384,0.39244625717401505,384,0.3717178154738589,,
385,0.3541540876030922,385,0.3664486971126289,,
386,0.35716358572244644,386,0.36366316369557417,,
387,0.36435315757989883,387,0.3638701618608716,,
388,0.3436063826084137,388,0.3577910280851343,,
389,0.3527965471148491,389,0.35629268379404877,,
390,0.3612590655684471,390,0.3577825983263683,,
391,0.3716775104403496,391,0.3619510719605627,,
392,0.3468702435493469,392,0.357426823437198,,
393,0.36926960200071335,393,0.3609796570062526,,
394,0.35952577739953995,394,0.36054349312423883,,
395,0.3658374547958374,395,0.3621316816257184,,
396,0.356742724776268,396,0.3605149945708833,,
397,0.36241496354341507,397,0.3610849852626429,,
398,0.36686649918556213,398,0.36281943943951867,,
399,0.37502342462539673,399,0.3664806349952821,,
400,0.36387135088443756,400,0.36569784976202874,,
