"R: 8, 8","R: 9, 8","R: 10, 8","R: 11, 8","R: 8, 9","R: 9, 9","R: 10, 9","R: 8, 10","R: 9, 10","R: 8, 11","MAE: 8, 8","MAE: 9, 8","MAE: 10, 8","MAE: 11, 8","MAE: 8, 9","MAE: 9, 9","MAE: 10, 9","MAE: 8, 10","MAE: 9, 10","MAE: 8, 11"
0.9696198552846909,0.9715819209814072,0.9743902832269669,0.9704126119613647,0.9727602899074554,0.9723124355077744,0.9759538620710373,0.9696269184350967,0.9730957299470901,0.9740715324878693,,,,,,,,,,
,,,,,,,,,,0.37482792139053345,0.34371162205934525,0.3471154198050499,0.382263608276844,0.3389296755194664,0.3704736977815628,0.32385070621967316,0.37887583673000336,0.34402555972337723,0.3542543053627014
