Time,Current,Spin Coating,Increasing PPM,Temperature,Repeat Sensor Use,Days Elapsed,Concentration
0.00,-2.84,0.00,1.00,22.00,1.00,1.00,0.60
0.00,-2.84,0.00,1.00,22.00,1.00,1.00,0.70
0.00,-2.84,0.00,1.00,22.00,1.00,1.00,0.56
0.00,-8.84,0.00,1.00,22.00,1.00,1.00,1.49
0.00,-10.50,0.00,1.00,22.00,1.00,1.00,1.63
0.00,-11.50,0.00,1.00,22.00,1.00,1.00,1.88
0.00,-23.70,0.00,1.00,22.00,1.00,1.00,3.37
0.00,-32.50,0.00,1.00,22.00,1.00,1.00,3.75
0.00,-24.90,0.00,1.00,22.00,1.00,1.00,4.02
0.00,-49.20,0.00,1.00,22.00,1.00,1.00,6.15
0.00,-49.50,0.00,1.00,22.00,1.00,1.00,6.06
0.00,-31.70,0.00,1.00,22.00,1.00,1.00,6.47
0.00,-27.00,0.00,0.00,22.00,1.00,1.00,4.10
0.00,-20.20,0.00,0.00,22.00,1.00,1.00,3.64
0.00,-16.80,0.00,0.00,22.00,1.00,1.00,3.60
0.00,-4.91,0.00,0.00,22.00,1.00,1.00,0.85
0.00,-4.78,0.00,0.00,22.00,1.00,1.00,0.70
0.00,-11.00,0.00,1.00,22.00,1.00,1.00,2.79
0.00,-27.40,0.00,1.00,22.00,1.00,4.00,4.36
0.00,-3.84,0.00,0.00,22.00,1.00,4.00,0.60
0.00,-3.84,0.00,0.00,22.00,1.00,4.00,0.68
0.00,-1.91,0.00,1.00,22.00,1.00,4.00,0.77
0.00,-7.78,0.00,1.00,22.00,1.00,4.00,2.16
0.00,-30.20,0.00,1.00,22.00,1.00,4.00,4.88
0.00,-32.90,0.00,1.00,22.00,1.00,4.00,7.62
0.00,-21.30,0.00,0.00,22.00,1.00,4.00,6.48
0.00,-6.78,0.00,1.00,22.00,1.00,4.00,0.73
0.00,-3.78,0.00,1.00,22.00,1.00,4.00,1.42
0.00,-11.50,0.00,1.00,22.00,1.00,4.00,2.72
0.00,-12.80,0.00,1.00,22.00,1.00,4.00,3.95
0.00,-20.50,0.00,1.00,22.00,1.00,4.00,4.85
0.00,-32.70,0.00,1.00,22.00,1.00,4.00,5.73
0.00,-40.70,0.00,1.00,22.00,1.00,4.00,6.47
0.00,-39.80,0.00,1.00,22.00,1.00,4.00,9.45
0.00,-42.10,0.00,0.00,22.00,1.00,4.00,7.62
0.00,-29.50,0.00,0.00,22.00,1.00,4.00,6.64
0.00,-22.60,0.00,0.00,22.00,1.00,4.00,4.75
0.00,-27.10,0.00,0.00,22.00,1.00,4.00,4.01
0.00,-15.30,0.00,0.00,22.00,1.00,4.00,3.04
0.00,-11.10,0.00,0.00,22.00,1.00,4.00,1.93
0.00,-4.97,0.00,0.00,22.00,1.00,4.00,0.80
0.00,-30.00,0.00,1.00,19.80,1.00,18.00,0.69
0.00,-39.90,0.00,1.00,26.00,1.00,18.00,0.69
0.00,-42.00,0.00,1.00,30.00,1.00,18.00,0.75
0.00,-48.00,0.00,1.00,25.00,1.00,18.00,0.64
0.00,-26.70,0.00,1.00,20.00,1.00,18.00,0.59
0.00,-23.00,0.00,1.00,30.00,1.00,18.00,0.67
0.00,-3.84,0.00,1.00,25.00,1.00,31.00,1.05
0.00,-1.84,0.00,1.00,25.00,1.00,31.00,0.73
0.00,-2.91,0.00,1.00,30.10,1.00,31.00,0.94
0.00,-2.78,0.00,1.00,20.40,1.00,31.00,0.84
0.00,-2.84,0.00,1.00,20.20,1.00,31.00,0.86
0.00,-2.84,0.00,1.00,30.00,1.00,31.00,0.87
0.00,-3.41,0.00,1.00,30.20,1.00,31.00,0.81
0.00,-2.84,0.00,1.00,25.10,1.00,31.00,0.84
0.00,-1.84,0.00,1.00,20.70,1.00,31.00,0.93
0.00,-8.91,1.00,1.00,22.00,1.00,1.00,0.90
0.00,-37.20,1.00,1.00,22.00,1.00,1.00,2.80
0.00,-40.00,1.00,1.00,22.00,1.00,1.00,4.80
0.00,-59.80,1.00,1.00,22.00,1.00,1.00,6.80
0.00,-66.00,1.00,1.00,22.00,1.00,1.00,8.40
0.00,-82.70,1.00,1.00,22.00,1.00,1.00,9.70
0.00,0.16,1.00,0.00,22.00,1.00,1.00,8.60
0.00,-75.90,1.00,0.00,22.00,1.00,1.00,8.00
1.00,-1.91,0.00,1.00,22.00,1.00,1.00,0.60
1.00,-1.97,0.00,1.00,22.00,1.00,1.00,0.70
1.00,-1.91,0.00,1.00,22.00,1.00,1.00,0.56
1.00,-5.97,0.00,1.00,22.00,1.00,1.00,1.49
1.00,-6.97,0.00,1.00,22.00,1.00,1.00,1.63
1.00,-7.84,0.00,1.00,22.00,1.00,1.00,1.88
1.00,-16.50,0.00,1.00,22.00,1.00,1.00,3.37
1.00,-21.80,0.00,1.00,22.00,1.00,1.00,3.75
1.00,-17.10,0.00,1.00,22.00,1.00,1.00,4.02
1.00,-33.30,0.00,1.00,22.00,1.00,1.00,6.15
1.00,-34.00,0.00,1.00,22.00,1.00,1.00,6.06
1.00,-22.30,0.00,1.00,22.00,1.00,1.00,6.47
1.00,-19.60,0.00,0.00,22.00,1.00,1.00,4.10
1.00,-14.00,0.00,0.00,22.00,1.00,1.00,3.64
1.00,-11.70,0.00,0.00,22.00,1.00,1.00,3.60
1.00,-3.66,0.00,0.00,22.00,1.00,1.00,0.85
1.00,-2.97,0.00,0.00,22.00,1.00,1.00,0.70
1.00,-7.41,0.00,1.00,22.00,1.00,1.00,2.79
1.00,-17.60,0.00,1.00,22.00,1.00,4.00,4.36
1.00,-2.84,0.00,0.00,22.00,1.00,4.00,0.60
1.00,-2.84,0.00,0.00,22.00,1.00,4.00,0.68
1.00,-1.59,0.00,1.00,22.00,1.00,4.00,0.77
1.00,-5.22,0.00,1.00,22.00,1.00,4.00,2.16
1.00,-20.20,0.00,1.00,22.00,1.00,4.00,4.88
1.00,-24.00,0.00,1.00,22.00,1.00,4.00,7.62
1.00,-15.90,0.00,0.00,22.00,1.00,4.00,6.48
1.00,-4.59,0.00,1.00,22.00,1.00,4.00,0.73
1.00,-2.84,0.00,1.00,22.00,1.00,4.00,1.42
1.00,-7.78,0.00,1.00,22.00,1.00,4.00,2.72
1.00,-8.84,0.00,1.00,22.00,1.00,4.00,3.95
1.00,-13.70,0.00,1.00,22.00,1.00,4.00,4.85
1.00,-22.70,0.00,1.00,22.00,1.00,4.00,5.73
1.00,-26.60,0.00,1.00,22.00,1.00,4.00,6.47
1.00,-26.00,0.00,1.00,22.00,1.00,4.00,9.45
1.00,-27.70,0.00,0.00,22.00,1.00,4.00,7.62
1.00,-19.80,0.00,0.00,22.00,1.00,4.00,6.64
1.00,-15.20,0.00,0.00,22.00,1.00,4.00,4.75
1.00,-18.20,0.00,0.00,22.00,1.00,4.00,4.01
1.00,-10.50,0.00,0.00,22.00,1.00,4.00,3.04
1.00,-7.78,0.00,0.00,22.00,1.00,4.00,1.93
1.00,-3.59,0.00,0.00,22.00,1.00,4.00,0.80
1.00,-15.20,0.00,1.00,19.80,1.00,18.00,0.69
1.00,-21.70,0.00,1.00,26.00,1.00,18.00,0.69
1.00,-21.50,0.00,1.00,30.00,1.00,18.00,0.75
1.00,-22.30,0.00,1.00,25.00,1.00,18.00,0.64
1.00,-16.60,0.00,1.00,20.00,1.00,18.00,0.59
1.00,-14.10,0.00,1.00,30.00,1.00,18.00,0.67
1.00,-2.84,0.00,1.00,25.00,1.00,31.00,1.05
1.00,-1.28,0.00,1.00,25.00,1.00,31.00,0.73
1.00,-2.16,0.00,1.00,30.10,1.00,31.00,0.94
1.00,-1.91,0.00,1.00,20.40,1.00,31.00,0.84
1.00,-2.16,0.00,1.00,20.20,1.00,31.00,0.86
1.00,-1.97,0.00,1.00,30.00,1.00,31.00,0.87
1.00,-2.84,0.00,1.00,30.20,1.00,31.00,0.81
1.00,-1.97,0.00,1.00,25.10,1.00,31.00,0.84
1.00,-1.41,0.00,1.00,20.70,1.00,31.00,0.93
1.00,-5.91,1.00,1.00,22.00,1.00,1.00,0.90
1.00,-25.40,1.00,1.00,22.00,1.00,1.00,2.80
1.00,-27.60,1.00,1.00,22.00,1.00,1.00,4.80
1.00,-40.80,1.00,1.00,22.00,1.00,1.00,6.80
1.00,-51.20,1.00,1.00,22.00,1.00,1.00,8.40
1.00,-54.80,1.00,1.00,22.00,1.00,1.00,9.70
1.00,0.16,1.00,0.00,22.00,1.00,1.00,8.60
1.00,-51.80,1.00,0.00,22.00,1.00,1.00,8.00
2.00,-1.59,0.00,1.00,22.00,1.00,1.00,0.60
2.00,-1.84,0.00,1.00,22.00,1.00,1.00,0.70
2.00,-1.66,0.00,1.00,22.00,1.00,1.00,0.56
2.00,-4.66,0.00,1.00,22.00,1.00,1.00,1.49
2.00,-4.97,0.00,1.00,22.00,1.00,1.00,1.63
2.00,-5.84,0.00,1.00,22.00,1.00,1.00,1.88
2.00,-12.00,0.00,1.00,22.00,1.00,1.00,3.37
2.00,-15.70,0.00,1.00,22.00,1.00,1.00,3.75
2.00,-12.70,0.00,1.00,22.00,1.00,1.00,4.02
2.00,-24.00,0.00,1.00,22.00,1.00,1.00,6.15
2.00,-25.00,0.00,1.00,22.00,1.00,1.00,6.06
2.00,-16.80,0.00,1.00,22.00,1.00,1.00,6.47
2.00,-14.80,0.00,0.00,22.00,1.00,1.00,4.10
2.00,-10.50,0.00,0.00,22.00,1.00,1.00,3.64
2.00,-8.72,0.00,0.00,22.00,1.00,1.00,3.60
2.00,-2.71,0.00,0.00,22.00,1.00,1.00,0.85
2.00,-2.59,0.00,0.00,22.00,1.00,1.00,0.70
2.00,-5.28,0.00,1.00,22.00,1.00,1.00,2.79
2.00,-12.20,0.00,1.00,22.00,1.00,4.00,4.36
2.00,-1.91,0.00,0.00,22.00,1.00,4.00,0.60
2.00,-1.91,0.00,0.00,22.00,1.00,4.00,0.68
2.00,-0.91,0.00,1.00,22.00,1.00,4.00,0.77
2.00,-3.91,0.00,1.00,22.00,1.00,4.00,2.16
2.00,-14.70,0.00,1.00,22.00,1.00,4.00,4.88
2.00,-18.30,0.00,1.00,22.00,1.00,4.00,7.62
2.00,-12.70,0.00,0.00,22.00,1.00,4.00,6.48
2.00,-3.09,0.00,1.00,22.00,1.00,4.00,0.73
2.00,-1.97,0.00,1.00,22.00,1.00,4.00,1.42
2.00,-5.59,0.00,1.00,22.00,1.00,4.00,2.72
2.00,-6.59,0.00,1.00,22.00,1.00,4.00,3.95
2.00,-9.84,0.00,1.00,22.00,1.00,4.00,4.85
2.00,-16.80,0.00,1.00,22.00,1.00,4.00,5.73
2.00,-18.90,0.00,1.00,22.00,1.00,4.00,6.47
2.00,-18.50,0.00,1.00,22.00,1.00,4.00,9.45
2.00,-19.80,0.00,0.00,22.00,1.00,4.00,7.62
2.00,-14.50,0.00,0.00,22.00,1.00,4.00,6.64
2.00,-11.00,0.00,0.00,22.00,1.00,4.00,4.75
2.00,-13.20,0.00,0.00,22.00,1.00,4.00,4.01
2.00,-7.78,0.00,0.00,22.00,1.00,4.00,3.04
2.00,-5.84,0.00,0.00,22.00,1.00,4.00,1.93
2.00,-2.84,0.00,0.00,22.00,1.00,4.00,0.80
2.00,-10.30,0.00,1.00,19.80,1.00,18.00,0.69
2.00,-15.80,0.00,1.00,26.00,1.00,18.00,0.69
2.00,-15.00,0.00,1.00,30.00,1.00,18.00,0.75
2.00,-14.20,0.00,1.00,25.00,1.00,18.00,0.64
2.00,-13.30,0.00,1.00,20.00,1.00,18.00,0.59
2.00,-10.90,0.00,1.00,30.00,1.00,18.00,0.67
2.00,-2.34,0.00,1.00,25.00,1.00,31.00,1.05
2.00,-0.91,0.00,1.00,25.00,1.00,31.00,0.73
2.00,-1.84,0.00,1.00,30.10,1.00,31.00,0.94
2.00,-1.78,0.00,1.00,20.40,1.00,31.00,0.84
2.00,-1.84,0.00,1.00,20.20,1.00,31.00,0.86
2.00,-1.84,0.00,1.00,30.00,1.00,31.00,0.87
2.00,-1.91,0.00,1.00,30.20,1.00,31.00,0.81
2.00,-1.78,0.00,1.00,25.10,1.00,31.00,0.84
2.00,-0.91,0.00,1.00,20.70,1.00,31.00,0.93
2.00,-3.97,1.00,1.00,22.00,1.00,1.00,0.90
2.00,-18.00,1.00,1.00,22.00,1.00,1.00,2.80
2.00,-19.80,1.00,1.00,22.00,1.00,1.00,4.80
2.00,-29.10,1.00,1.00,22.00,1.00,1.00,6.80
2.00,-36.90,1.00,1.00,22.00,1.00,1.00,8.40
2.00,-38.60,1.00,1.00,22.00,1.00,1.00,9.70
2.00,0.16,1.00,0.00,22.00,1.00,1.00,8.60
2.00,-37.20,1.00,0.00,22.00,1.00,1.00,8.00
3.00,-0.97,0.00,1.00,22.00,1.00,1.00,0.60
3.00,-1.09,0.00,1.00,22.00,1.00,1.00,0.70
3.00,-0.97,0.00,1.00,22.00,1.00,1.00,0.56
3.00,-3.41,0.00,1.00,22.00,1.00,1.00,1.49
3.00,-3.84,0.00,1.00,22.00,1.00,1.00,1.63
3.00,-4.22,0.00,1.00,22.00,1.00,1.00,1.88
3.00,-9.03,0.00,1.00,22.00,1.00,1.00,3.37
3.00,-11.80,0.00,1.00,22.00,1.00,1.00,3.75
3.00,-9.72,0.00,1.00,22.00,1.00,1.00,4.02
3.00,-18.20,0.00,1.00,22.00,1.00,1.00,6.15
3.00,-19.00,0.00,1.00,22.00,1.00,1.00,6.06
3.00,-12.90,0.00,1.00,22.00,1.00,1.00,6.47
3.00,-11.80,0.00,0.00,22.00,1.00,1.00,4.10
3.00,-7.91,0.00,0.00,22.00,1.00,1.00,3.64
3.00,-6.72,0.00,0.00,22.00,1.00,1.00,3.60
3.00,-2.08,0.00,0.00,22.00,1.00,1.00,0.85
3.00,-1.84,0.00,0.00,22.00,1.00,1.00,0.70
3.00,-3.91,0.00,1.00,22.00,1.00,1.00,2.79
3.00,-8.91,0.00,1.00,22.00,1.00,4.00,4.36
3.00,-1.66,0.00,0.00,22.00,1.00,4.00,0.60
3.00,-1.66,0.00,0.00,22.00,1.00,4.00,0.68
3.00,-0.84,0.00,1.00,22.00,1.00,4.00,0.77
3.00,-2.91,0.00,1.00,22.00,1.00,4.00,2.16
3.00,-10.90,0.00,1.00,22.00,1.00,4.00,4.88
3.00,-14.40,0.00,1.00,22.00,1.00,4.00,7.62
3.00,-9.97,0.00,0.00,22.00,1.00,4.00,6.48
3.00,-2.84,0.00,1.00,22.00,1.00,4.00,0.73
3.00,-1.84,0.00,1.00,22.00,1.00,4.00,1.42
3.00,-3.97,0.00,1.00,22.00,1.00,4.00,2.72
3.00,-4.91,0.00,1.00,22.00,1.00,4.00,3.95
3.00,-7.59,0.00,1.00,22.00,1.00,4.00,4.85
3.00,-12.90,0.00,1.00,22.00,1.00,4.00,5.73
3.00,-14.00,0.00,1.00,22.00,1.00,4.00,6.47
3.00,-13.90,0.00,1.00,22.00,1.00,4.00,9.45
3.00,-15.00,0.00,0.00,22.00,1.00,4.00,7.62
3.00,-11.00,0.00,0.00,22.00,1.00,4.00,6.64
3.00,-8.66,0.00,0.00,22.00,1.00,4.00,4.75
3.00,-9.91,0.00,0.00,22.00,1.00,4.00,4.01
3.00,-5.84,0.00,0.00,22.00,1.00,4.00,3.04
3.00,-4.62,0.00,0.00,22.00,1.00,4.00,1.93
3.00,-1.91,0.00,0.00,22.00,1.00,4.00,0.80
3.00,-7.91,0.00,1.00,19.80,1.00,18.00,0.69
3.00,-12.80,0.00,1.00,26.00,1.00,18.00,0.69
3.00,-11.90,0.00,1.00,30.00,1.00,18.00,0.75
3.00,-10.50,0.00,1.00,25.00,1.00,18.00,0.64
3.00,-11.80,0.00,1.00,20.00,1.00,18.00,0.59
3.00,-9.53,0.00,1.00,30.00,1.00,18.00,0.67
3.00,-1.84,0.00,1.00,25.00,1.00,31.00,1.05
3.00,-0.84,0.00,1.00,25.00,1.00,31.00,0.73
3.00,-1.41,0.00,1.00,30.10,1.00,31.00,0.94
3.00,-1.28,0.00,1.00,20.40,1.00,31.00,0.84
3.00,-1.59,0.00,1.00,20.20,1.00,31.00,0.86
3.00,-1.28,0.00,1.00,30.00,1.00,31.00,0.87
3.00,-1.78,0.00,1.00,30.20,1.00,31.00,0.81
3.00,-1.03,0.00,1.00,25.10,1.00,31.00,0.84
3.00,-0.84,0.00,1.00,20.70,1.00,31.00,0.93
3.00,-2.84,1.00,1.00,22.00,1.00,1.00,0.90
3.00,-13.20,1.00,1.00,22.00,1.00,1.00,2.80
3.00,-14.80,1.00,1.00,22.00,1.00,1.00,4.80
3.00,-21.50,1.00,1.00,22.00,1.00,1.00,6.80
3.00,-27.70,1.00,1.00,22.00,1.00,1.00,8.40
3.00,-28.50,1.00,1.00,22.00,1.00,1.00,9.70
3.00,0.16,1.00,0.00,22.00,1.00,1.00,8.60
3.00,-27.80,1.00,0.00,22.00,1.00,1.00,8.00
4.00,-0.84,0.00,1.00,22.00,1.00,1.00,0.60
4.00,-0.91,0.00,1.00,22.00,1.00,1.00,0.70
4.00,-0.84,0.00,1.00,22.00,1.00,1.00,0.56
4.00,-2.84,0.00,1.00,22.00,1.00,1.00,1.49
4.00,-2.91,0.00,1.00,22.00,1.00,1.00,1.63
4.00,-3.16,0.00,1.00,22.00,1.00,1.00,1.88
4.00,-6.97,0.00,1.00,22.00,1.00,1.00,3.37
4.00,-8.91,0.00,1.00,22.00,1.00,1.00,3.75
4.00,-7.59,0.00,1.00,22.00,1.00,1.00,4.02
4.00,-14.30,0.00,1.00,22.00,1.00,1.00,6.15
4.00,-15.00,0.00,1.00,22.00,1.00,1.00,6.06
4.00,-10.30,0.00,1.00,22.00,1.00,1.00,6.47
4.00,-9.09,0.00,0.00,22.00,1.00,1.00,4.10
4.00,-6.41,0.00,0.00,22.00,1.00,1.00,3.64
4.00,-4.97,0.00,0.00,22.00,1.00,1.00,3.60
4.00,-1.64,0.00,0.00,22.00,1.00,1.00,0.85
4.00,-1.66,0.00,0.00,22.00,1.00,1.00,0.70
4.00,-3.03,0.00,1.00,22.00,1.00,1.00,2.79
4.00,-6.91,0.00,1.00,22.00,1.00,4.00,4.36
4.00,-1.03,0.00,0.00,22.00,1.00,4.00,0.60
4.00,-1.03,0.00,0.00,22.00,1.00,4.00,0.68
4.00,-0.84,0.00,1.00,22.00,1.00,4.00,0.77
4.00,-2.78,0.00,1.00,22.00,1.00,4.00,2.16
4.00,-8.53,0.00,1.00,22.00,1.00,4.00,4.88
4.00,-11.70,0.00,1.00,22.00,1.00,4.00,7.62
4.00,-8.41,0.00,0.00,22.00,1.00,4.00,6.48
4.00,-1.91,0.00,1.00,22.00,1.00,4.00,0.73
4.00,-1.53,0.00,1.00,22.00,1.00,4.00,1.42
4.00,-3.03,0.00,1.00,22.00,1.00,4.00,2.72
4.00,-3.91,0.00,1.00,22.00,1.00,4.00,3.95
4.00,-5.91,0.00,1.00,22.00,1.00,4.00,4.85
4.00,-10.10,0.00,1.00,22.00,1.00,4.00,5.73
4.00,-10.90,0.00,1.00,22.00,1.00,4.00,6.47
4.00,-10.80,0.00,1.00,22.00,1.00,4.00,9.45
4.00,-11.80,0.00,0.00,22.00,1.00,4.00,7.62
4.00,-8.84,0.00,0.00,22.00,1.00,4.00,6.64
4.00,-6.84,0.00,0.00,22.00,1.00,4.00,4.75
4.00,-7.84,0.00,0.00,22.00,1.00,4.00,4.01
4.00,-4.84,0.00,0.00,22.00,1.00,4.00,3.04
4.00,-3.72,0.00,0.00,22.00,1.00,4.00,1.93
4.00,-1.84,0.00,0.00,22.00,1.00,4.00,0.80
4.00,-6.78,0.00,1.00,19.80,1.00,18.00,0.69
4.00,-11.10,0.00,1.00,26.00,1.00,18.00,0.69
4.00,-10.20,0.00,1.00,30.00,1.00,18.00,0.75
4.00,-8.22,0.00,1.00,25.00,1.00,18.00,0.64
4.00,-10.80,0.00,1.00,20.00,1.00,18.00,0.59
4.00,-8.47,0.00,1.00,30.00,1.00,18.00,0.67
4.00,-1.72,0.00,1.00,25.00,1.00,31.00,1.05
4.00,-0.84,0.00,1.00,25.00,1.00,31.00,0.73
4.00,-0.91,0.00,1.00,30.10,1.00,31.00,0.94
4.00,-1.18,0.00,1.00,20.40,1.00,31.00,0.84
4.00,-0.97,0.00,1.00,20.20,1.00,31.00,0.86
4.00,-0.91,0.00,1.00,30.00,1.00,31.00,0.87
4.00,-1.16,0.00,1.00,30.20,1.00,31.00,0.81
4.00,-0.84,0.00,1.00,25.10,1.00,31.00,0.84
4.00,-0.78,0.00,1.00,20.70,1.00,31.00,0.93
4.00,-2.03,1.00,1.00,22.00,1.00,1.00,0.90
4.00,-9.91,1.00,1.00,22.00,1.00,1.00,2.80
4.00,-11.50,1.00,1.00,22.00,1.00,1.00,4.80
4.00,-16.50,1.00,1.00,22.00,1.00,1.00,6.80
4.00,-21.50,1.00,1.00,22.00,1.00,1.00,8.40
4.00,-21.90,1.00,1.00,22.00,1.00,1.00,9.70
4.00,0.16,1.00,0.00,22.00,1.00,1.00,8.60
4.00,-21.70,1.00,0.00,22.00,1.00,1.00,8.00
5.00,-0.75,0.00,1.00,22.00,1.00,1.00,0.60
5.00,-0.82,0.00,1.00,22.00,1.00,1.00,0.70
5.00,-0.74,0.00,1.00,22.00,1.00,1.00,0.56
5.00,-2.30,0.00,1.00,22.00,1.00,1.00,1.49
5.00,-2.57,0.00,1.00,22.00,1.00,1.00,1.63
5.00,-2.82,0.00,1.00,22.00,1.00,1.00,1.88
5.00,-5.93,0.00,1.00,22.00,1.00,1.00,3.37
5.00,-7.30,0.00,1.00,22.00,1.00,1.00,3.75
5.00,-6.25,0.00,1.00,22.00,1.00,1.00,4.02
5.00,-11.70,0.00,1.00,22.00,1.00,1.00,6.15
5.00,-12.50,0.00,1.00,22.00,1.00,1.00,6.06
5.00,-8.67,0.00,1.00,22.00,1.00,1.00,6.47
5.00,-7.67,0.00,0.00,22.00,1.00,1.00,4.10
5.00,-5.37,0.00,0.00,22.00,1.00,1.00,3.64
5.00,-4.38,0.00,0.00,22.00,1.00,1.00,3.60
5.00,-1.32,0.00,0.00,22.00,1.00,1.00,0.85
5.00,-1.27,0.00,0.00,22.00,1.00,1.00,0.70
5.00,-2.82,0.00,1.00,22.00,1.00,1.00,2.79
5.00,-5.87,0.00,1.00,22.00,1.00,4.00,4.36
5.00,-1.02,0.00,0.00,22.00,1.00,4.00,0.60
5.00,-1.02,0.00,0.00,22.00,1.00,4.00,0.68
5.00,-0.57,0.00,1.00,22.00,1.00,4.00,0.77
5.00,-2.14,0.00,1.00,22.00,1.00,4.00,2.16
5.00,-6.96,0.00,1.00,22.00,1.00,4.00,4.88
5.00,-9.69,0.00,1.00,22.00,1.00,4.00,7.62
5.00,-7.25,0.00,0.00,22.00,1.00,4.00,6.48
5.00,-1.71,0.00,1.00,22.00,1.00,4.00,0.73
5.00,-1.28,0.00,1.00,22.00,1.00,4.00,1.42
5.00,-2.77,0.00,1.00,22.00,1.00,4.00,2.72
5.00,-3.52,0.00,1.00,22.00,1.00,4.00,3.95
5.00,-5.04,0.00,1.00,22.00,1.00,4.00,4.85
5.00,-8.50,0.00,1.00,22.00,1.00,4.00,5.73
5.00,-9.04,0.00,1.00,22.00,1.00,4.00,6.47
5.00,-9.05,0.00,1.00,22.00,1.00,4.00,9.45
5.00,-9.90,0.00,0.00,22.00,1.00,4.00,7.62
5.00,-7.42,0.00,0.00,22.00,1.00,4.00,6.64
5.00,-5.69,0.00,0.00,22.00,1.00,4.00,4.75
5.00,-6.52,0.00,0.00,22.00,1.00,4.00,4.01
5.00,-4.01,0.00,0.00,22.00,1.00,4.00,3.04
5.00,-3.07,0.00,0.00,22.00,1.00,4.00,1.93
5.00,-1.42,0.00,0.00,22.00,1.00,4.00,0.80
5.00,-6.02,0.00,1.00,19.80,1.00,18.00,0.69
5.00,-10.30,0.00,1.00,26.00,1.00,18.00,0.69
5.00,-9.44,0.00,1.00,30.00,1.00,18.00,0.75
5.00,-7.28,0.00,1.00,25.00,1.00,18.00,0.64
5.00,-9.89,0.00,1.00,20.00,1.00,18.00,0.59
5.00,-8.02,0.00,1.00,30.00,1.00,18.00,0.67
5.00,-1.39,0.00,1.00,25.00,1.00,31.00,1.05
5.00,-0.71,0.00,1.00,25.00,1.00,31.00,0.73
5.00,-1.01,0.00,1.00,30.10,1.00,31.00,0.94
5.00,-1.00,0.00,1.00,20.40,1.00,31.00,0.84
5.00,-1.07,0.00,1.00,20.20,1.00,31.00,0.86
5.00,-1.00,0.00,1.00,30.00,1.00,31.00,0.87
5.00,-1.12,0.00,1.00,30.20,1.00,31.00,0.81
5.00,-0.82,0.00,1.00,25.10,1.00,31.00,0.84
5.00,-0.60,0.00,1.00,20.70,1.00,31.00,0.93
5.00,-1.77,1.00,1.00,22.00,1.00,1.00,0.90
5.00,-7.94,1.00,1.00,22.00,1.00,1.00,2.80
5.00,-9.40,1.00,1.00,22.00,1.00,1.00,4.80
5.00,-13.00,1.00,1.00,22.00,1.00,1.00,6.80
5.00,-17.30,1.00,1.00,22.00,1.00,1.00,8.40
5.00,-17.70,1.00,1.00,22.00,1.00,1.00,9.70
5.00,-0.01,1.00,0.00,22.00,1.00,1.00,8.60
5.00,-17.30,1.00,0.00,22.00,1.00,1.00,8.00
6.00,-0.62,0.00,1.00,22.00,1.00,1.00,0.60
6.00,-0.71,0.00,1.00,22.00,1.00,1.00,0.70
6.00,-0.62,0.00,1.00,22.00,1.00,1.00,0.56
6.00,-1.92,0.00,1.00,22.00,1.00,1.00,1.49
6.00,-2.12,0.00,1.00,22.00,1.00,1.00,1.63
6.00,-2.31,0.00,1.00,22.00,1.00,1.00,1.88
6.00,-4.87,0.00,1.00,22.00,1.00,1.00,3.37
6.00,-5.96,0.00,1.00,22.00,1.00,1.00,3.75
6.00,-5.19,0.00,1.00,22.00,1.00,1.00,4.02
6.00,-9.71,0.00,1.00,22.00,1.00,1.00,6.15
6.00,-10.40,0.00,1.00,22.00,1.00,1.00,6.06
6.00,-7.29,0.00,1.00,22.00,1.00,1.00,6.47
6.00,-6.37,0.00,0.00,22.00,1.00,1.00,4.10
6.00,-4.47,0.00,0.00,22.00,1.00,1.00,3.64
6.00,-3.65,0.00,0.00,22.00,1.00,1.00,3.60
6.00,-1.12,0.00,0.00,22.00,1.00,1.00,0.85
6.00,-1.03,0.00,0.00,22.00,1.00,1.00,0.70
6.00,-2.40,0.00,1.00,22.00,1.00,1.00,2.79
6.00,-4.90,0.00,1.00,22.00,1.00,4.00,4.36
6.00,-0.84,0.00,0.00,22.00,1.00,4.00,0.60
6.00,-0.84,0.00,0.00,22.00,1.00,4.00,0.68
6.00,-0.46,0.00,1.00,22.00,1.00,4.00,0.77
6.00,-1.82,0.00,1.00,22.00,1.00,4.00,2.16
6.00,-5.76,0.00,1.00,22.00,1.00,4.00,4.88
6.00,-8.12,0.00,1.00,22.00,1.00,4.00,7.62
6.00,-6.24,0.00,0.00,22.00,1.00,4.00,6.48
6.00,-1.41,0.00,1.00,22.00,1.00,4.00,0.73
6.00,-1.12,0.00,1.00,22.00,1.00,4.00,1.42
6.00,-2.31,0.00,1.00,22.00,1.00,4.00,2.72
6.00,-3.02,0.00,1.00,22.00,1.00,4.00,3.95
6.00,-4.23,0.00,1.00,22.00,1.00,4.00,4.85
6.00,-7.11,0.00,1.00,22.00,1.00,4.00,5.73
6.00,-7.48,0.00,1.00,22.00,1.00,4.00,6.47
6.00,-7.60,0.00,1.00,22.00,1.00,4.00,9.45
6.00,-8.34,0.00,0.00,22.00,1.00,4.00,7.62
6.00,-6.25,0.00,0.00,22.00,1.00,4.00,6.64
6.00,-4.80,0.00,0.00,22.00,1.00,4.00,4.75
6.00,-5.38,0.00,0.00,22.00,1.00,4.00,4.01
