"Real NN 0 for Spin Coating,0; ,None - All data","Predicted NN 0 for Spin Coating,0; ,None - All data","Real NN 1 for Spin Coating,0; ,None - All data","Predicted NN 1 for Spin Coating,0; ,None - All data","Real NN 2 for Spin Coating,0; ,None - All data","Predicted NN 2 for Spin Coating,0; ,None - All data","Real NN 3 for Spin Coating,0; ,None - All data","Predicted NN 3 for Spin Coating,0; ,None - All data","Averages for Spin Coating,0; ,None","Real NN 0 for Spin Coating,1; ,None - All data","Predicted NN 0 for Spin Coating,1; ,None - All data","Real NN 1 for Spin Coating,1; ,None - All data","Predicted NN 1 for Spin Coating,1; ,None - All data","Real NN 2 for Spin Coating,1; ,None - All data","Predicted NN 2 for Spin Coating,1; ,None - All data","Real NN 3 for Spin Coating,1; ,None - All data","Predicted NN 3 for Spin Coating,1; ,None - All data","Averages for Spin Coating,1; ,None"
0.6,0.4973228871822357,0.6,0.6597680449485779,0.6,0.6109447479248047,0.6,0.20490066707134247,0.4932340867817402,5.27,4.498173713684082,5.27,4.564486980438232,5.27,4.25672721862793,5.27,4.820330619812012,4.534929633140564
0.84,0.7769854068756104,0.84,0.7112159729003906,0.84,1.447598934173584,0.84,1.447880506515503,1.095920205116272,1.04,0.8420082926750183,1.04,0.8030856251716614,1.04,0.8222106695175171,1.04,0.9469299912452698,0.8535586446523666
0.64,1.001862645149231,0.64,0.8456207513809204,0.64,0.8760331273078918,0.64,1.0080859661102295,0.9329006224870682,0.7,1.014090895652771,0.7,0.8738500475883484,0.7,1.02579665184021,0.7,1.2191426753997803,1.0332200676202774
0.87,0.7509263753890991,0.87,0.9041175842285156,0.87,0.8629027605056763,0.87,0.623446524143219,0.7853483110666275,3.37,3.8331217765808105,3.37,3.5639171600341797,3.37,3.574286699295044,3.37,4.449182510375977,3.8551270365715027
4.36,4.174105167388916,4.36,4.083398342132568,4.36,4.356261253356934,4.36,3.9382591247558594,4.138005971908569,0.93,0.44586941599845886,0.93,0.2408854365348816,0.93,0.41819334030151367,0.93,0.02687816321849823,0.2829565890133381
7.62,7.968300819396973,7.62,7.502479076385498,7.62,7.521134376525879,7.62,7.0930633544921875,7.521244406700134,0.95,1.1463384628295898,0.95,0.8878889679908752,0.95,0.7300188541412354,0.95,0.8126541972160339,0.8942251205444336
4.51,3.9250569343566895,4.51,3.7570581436157227,4.51,4.141340255737305,4.51,3.466496706008911,3.822488009929657,0.95,0.9266033172607422,0.95,0.9233455061912537,0.95,0.4900747537612915,0.95,0.7313159108161926,0.76783487200737
0.81,0.724160373210907,0.81,0.7548037171363831,0.81,0.9819382429122925,0.81,0.7713528275489807,0.8080637902021408,0.95,0.8894538283348083,0.95,0.8423507213592529,0.95,0.6972159147262573,0.95,0.8947318196296692,0.830938071012497
9.45,7.100887298583984,9.45,7.625593185424805,9.45,6.858999252319336,9.45,6.364608287811279,6.987522006034851,0.82,0.4588978886604309,0.82,0.7983240485191345,0.82,0.5323479771614075,0.82,0.9248570799827576,0.6786067485809326
1.93,2.2561659812927246,1.93,2.0430479049682617,1.93,2.233893871307373,1.93,2.0992307662963867,2.1580846309661865,9.7,8.978377342224121,9.7,8.026880264282227,9.7,8.72104263305664,9.7,9.190959930419922,8.729315042495728
1.49,1.5403187274932861,1.49,1.7913758754730225,1.49,1.9993025064468384,1.49,1.6386523246765137,1.7424123585224152,5.0,5.537296772003174,5.0,5.604324817657471,5.0,5.313778877258301,5.0,6.259562969207764,5.678740859031677
4.43,4.12703275680542,4.43,3.995119094848633,4.43,4.306694030761719,4.43,3.9608981609344482,4.097436010837555,0.93,0.3649924397468567,0.93,0.29246896505355835,0.93,0.4443857669830322,0.93,-0.05814702808856964,0.2609250359237194
4.36,5.449375629425049,4.36,4.977304935455322,4.36,4.977790832519531,4.36,4.8839545249938965,5.07210648059845,0.95,0.5299333930015564,0.95,0.8846750855445862,0.95,0.6625345945358276,0.95,0.31915849447250366,0.5990753918886185
3.04,4.771482944488525,3.04,3.5912232398986816,3.04,4.190647125244141,3.04,4.902493476867676,4.363961696624756,1.04,0.937577486038208,1.04,0.6493517756462097,1.04,0.9430782794952393,1.04,0.9658088088035583,0.8739540874958038
0.68,1.1250920295715332,0.68,1.1618399620056152,0.68,1.1757988929748535,0.68,1.1381043195724487,1.1502088010311127,3.12,2.3668160438537598,3.12,2.7799315452575684,3.12,2.7774298191070557,3.12,3.1410815715789795,2.766314744949341
3.64,4.834637641906738,3.64,4.375905990600586,3.64,4.332136154174805,3.64,5.291806221008301,4.708621501922607,1.88,1.7278786897659302,1.88,1.7134308815002441,1.88,1.6918435096740723,1.88,1.9304640293121338,1.765904277563095
6.64,5.84495735168457,6.64,5.9257965087890625,6.64,5.796606063842773,6.64,5.29958963394165,5.716737389564514,0.95,0.9845499992370605,0.95,0.8604973554611206,0.95,0.9480584263801575,0.95,0.9748952984809875,0.9420002698898315
4.51,4.0074286460876465,4.51,3.7520363330841064,4.51,4.164237022399902,4.51,3.5607779026031494,3.871119976043701,6.8,6.735354423522949,6.8,7.074304580688477,6.8,6.619098663330078,6.8,7.253026485443115,6.920446038246155
3.37,5.264896392822266,3.37,4.7271342277526855,3.37,5.153496742248535,3.37,5.448713779449463,5.148560285568237,0.95,0.6806782484054565,0.95,0.8564715385437012,0.95,0.7313718795776367,0.95,0.9698252081871033,0.8095867186784744
1.49,2.0081586837768555,1.49,1.6662240028381348,1.49,2.221970558166504,1.49,1.5638636350631714,1.8650542199611664,0.95,0.9405961036682129,0.95,0.9104256629943848,0.95,0.9440526366233826,0.95,1.0174510478973389,0.9531313627958298
4.39,4.460458278656006,4.39,4.4014787673950195,4.39,4.721041679382324,4.39,3.9214823246002197,4.376115262508392,0.95,0.9777528047561646,0.95,0.7851115465164185,0.95,0.6766831874847412,0.95,1.1623554229736328,0.9004757404327393
7.62,6.084197044372559,7.62,5.811047554016113,7.62,5.829938888549805,7.62,5.905250072479248,5.907608389854431,0.95,0.8960936665534973,0.95,0.8611106276512146,0.95,0.6776192784309387,0.95,0.8228381276130676,0.8144154250621796
4.43,4.025574684143066,4.43,4.083590984344482,4.43,4.236664772033691,4.43,3.7386434078216553,4.021118462085724,5.27,5.603280544281006,5.27,5.698139667510986,5.27,5.268453598022461,5.27,5.582042217254639,5.537979006767273
0.8,0.8221077919006348,0.8,1.1905889511108398,0.8,0.9175211191177368,0.8,0.8943904638290405,0.956152081489563,1.3,2.3230843544006348,1.3,1.9034888744354248,1.3,2.037053108215332,1.3,2.2212798595428467,2.1212265491485596
0.7,0.8519651293754578,0.7,0.8279650807380676,0.7,0.9137653112411499,0.7,0.16653041541576385,0.6900564841926098,0.95,1.3797192573547363,0.95,0.7975872159004211,0.95,1.0048177242279053,0.95,1.5432096719741821,1.1813334673643112
4.43,3.8928136825561523,4.43,3.76873517036438,4.43,4.0119829177856445,4.43,4.094865798950195,3.942099392414093,3.37,3.646955966949463,3.37,4.767307758331299,3.37,3.458674430847168,3.37,4.698936939239502,4.142968773841858
4.36,4.610470294952393,4.36,4.602141380310059,4.36,4.684724807739258,4.36,4.10834264755249,4.50141978263855,0.95,1.1323009729385376,0.95,0.8197621703147888,0.95,0.9037526845932007,0.95,1.1740756034851074,1.0074728578329086
2.79,3.1127262115478516,2.79,2.822124481201172,2.79,3.306093692779541,2.79,2.7772648334503174,3.0045523047447205,6.47,5.763266563415527,6.47,5.319029331207275,6.47,5.6641645431518555,6.47,5.660268306732178,5.601682186126709
0.73,0.6896294355392456,0.73,0.741636335849762,0.73,1.0687367916107178,0.73,1.3760037422180176,0.9690015763044357,2.71,2.826657295227051,2.71,2.4586386680603027,2.71,2.787644624710083,2.71,2.423506259918213,2.6241117119789124
1.42,1.0203063488006592,1.42,1.2334833145141602,1.42,1.306764841079712,1.42,1.0347295999526978,1.1488210260868073,0.82,0.7125695943832397,0.82,0.431274950504303,0.82,0.37824690341949463,0.82,0.5645340085029602,0.5216563642024994
6.64,5.84495735168457,6.64,5.9257965087890625,6.64,5.796606063842773,6.64,5.29958963394165,5.716737389564514,0.95,0.8958941698074341,0.95,1.0036526918411255,0.95,1.021496057510376,0.95,0.9878533482551575,0.9772240668535233
6.47,6.233753681182861,6.47,6.285363674163818,6.47,6.133580207824707,6.47,6.011023998260498,6.165930390357971,3.2,4.023003101348877,3.2,3.9207727909088135,3.2,3.803387403488159,3.2,4.505702495574951,4.0632164478302
7.62,7.97414493560791,7.62,7.487583637237549,7.62,7.5579729080200195,7.62,7.049670696258545,7.517343044281006,0.95,1.053467035293579,0.95,1.1006196737289429,0.95,0.9330542087554932,0.95,0.6421329975128174,0.9323184788227081
4.38,4.1316704750061035,4.38,4.1729416847229,4.38,4.354545593261719,4.38,3.795382261276245,4.113635003566742,0.95,0.9204339385032654,0.95,0.84275883436203,0.95,1.1382253170013428,0.95,0.9554899334907532,0.9642270058393478
4.38,4.085363388061523,4.38,4.027439117431641,4.38,4.053826332092285,4.38,3.9754536151885986,4.035520613193512,3.12,2.394568920135498,3.12,2.789127826690674,3.12,2.7455132007598877,3.12,3.123094081878662,2.7630760073661804
2.16,1.6351302862167358,2.16,1.985733985900879,2.16,2.1827147006988525,2.16,2.0395472049713135,1.9607815444469452,9.7,8.872522354125977,9.7,8.521589279174805,9.7,8.90891170501709,9.7,9.469038963317871,8.943015575408936
0.6,0.5264505743980408,0.6,0.7298218011856079,0.6,0.5636619329452515,0.6,0.4007214307785034,0.5551639348268509,5.0,5.458514213562012,5.0,6.588986396789551,5.0,5.845675468444824,5.0,6.224947929382324,6.029531002044678
6.15,6.409661769866943,6.15,5.911213397979736,6.15,6.235836982727051,6.15,5.40830659866333,5.991254687309265,0.95,1.1874046325683594,0.95,0.8255259394645691,0.95,0.9300761222839355,0.95,1.091442584991455,1.0086123198270798
4.1,3.9463844299316406,4.1,4.021401882171631,4.1,4.1546454429626465,4.1,3.593093156814575,3.9288812279701233,6.26,5.791853427886963,6.26,6.592079162597656,6.26,6.470846176147461,6.26,6.613087177276611,6.366966485977173
0.73,0.9468247890472412,0.73,0.9737915396690369,0.73,0.9311461448669434,0.73,1.0606930255889893,0.9781138747930527,8.39,8.53315544128418,8.39,8.015668869018555,8.39,8.10219955444336,8.39,7.531800746917725,8.045706152915955
0.73,1.0226621627807617,0.73,1.0964152812957764,0.73,1.007286548614502,0.73,0.9813913702964783,1.0269388407468796,0.6,0.7958804965019226,0.6,0.395790159702301,0.6,0.6943566799163818,0.6,0.7524120211601257,0.6596098393201828
0.73,0.8487380743026733,0.73,0.9140664935112,0.73,1.0728707313537598,0.73,1.3278928995132446,1.0408920496702194,4.8,5.345577239990234,4.8,5.581840515136719,4.8,5.603428840637207,4.8,5.663570880889893,5.548604369163513
3.64,3.8293204307556152,3.64,3.4979777336120605,3.64,3.883920669555664,3.64,3.6561036109924316,3.716830611228943,0.95,0.9213553667068481,0.95,0.8936664462089539,0.95,1.0131444931030273,0.95,0.8399059176445007,0.9170180559158325
1.63,1.906659483909607,1.63,1.7575883865356445,1.63,1.9997786283493042,1.63,1.6196808815002441,1.8209268450737,6.15,5.961258411407471,6.15,6.040910243988037,6.15,5.508124351501465,6.15,5.608541011810303,5.779708504676819
0.69,1.1142159700393677,0.69,0.5784153342247009,0.69,0.6855199337005615,0.69,1.1790348291397095,0.8892965167760849,0.56,1.0458276271820068,0.56,0.6678369641304016,0.56,0.9325246810913086,0.56,0.9690583348274231,0.903811901807785
0.84,0.7513946294784546,0.84,0.7531326413154602,0.84,1.3561151027679443,0.84,1.4453283548355103,1.0764926820993423,0.56,0.7601869702339172,0.56,0.5403099656105042,0.56,0.7579447031021118,0.56,0.770850419998169,0.7073230147361755
0.68,1.1283553838729858,0.68,1.1160823106765747,0.68,1.1325691938400269,0.68,1.0885268449783325,1.11638343334198,0.95,1.0557633638381958,0.95,0.7825350165367126,0.95,0.7896265983581543,0.95,0.9854394793510437,0.9033411145210266
4.38,4.327569961547852,4.38,4.275861740112305,4.38,4.444025993347168,4.38,3.7260782718658447,4.193383991718292,4.2,4.494152069091797,4.2,4.52402925491333,4.2,4.501124382019043,4.2,3.707899808883667,4.306801378726959
0.77,0.6829656362533569,0.77,0.5375166535377502,0.77,-0.26775598526000977,0.77,-0.6982538104057312,0.06361812353134155,0.95,1.0487133264541626,0.95,1.0575450658798218,0.95,0.9901322722434998,0.95,1.1024689674377441,1.049714908003807
7.62,6.3946099281311035,7.62,5.988410949707031,7.62,5.627582550048828,7.62,5.88523530960083,5.973959684371948,1.1,1.3069254159927368,1.1,0.4711349606513977,1.1,0.7603565454483032,1.1,0.9997968077659607,0.8845534324645996
4.75,5.03566837310791,4.75,4.332945346832275,4.75,4.632107734680176,4.75,4.224562644958496,4.556321024894714,4.7,5.434476852416992,4.7,5.060675621032715,4.7,5.122832298278809,4.7,5.369182109832764,5.24679172039032
4.85,4.679773330688477,4.85,5.011758804321289,4.85,4.061553955078125,4.85,4.612871170043945,4.591489315032959,4.35,3.348247528076172,4.35,3.841704845428467,4.35,4.573598861694336,4.35,4.121618270874023,3.9712923765182495
0.93,0.8140186071395874,0.93,0.6479900479316711,0.93,1.154414176940918,0.93,1.4960936307907104,1.0281291157007217,0.95,0.7640506625175476,0.95,0.9718840718269348,0.95,0.6415823698043823,0.95,1.1232539415359497,0.8751927614212036
0.94,0.6750565767288208,0.94,0.2545246481895447,0.94,1.0858042240142822,0.94,0.7184615731239319,0.6834617555141449,8.39,8.464083671569824,8.39,8.116043090820312,8.39,8.261822700500488,8.39,7.721953868865967,8.140975832939148
9.45,5.099050521850586,9.45,5.259943962097168,9.45,5.034326553344727,9.45,5.042394638061523,5.108928918838501,1.49,1.8133776187896729,1.49,1.4669320583343506,1.49,1.757560133934021,1.49,1.8979449272155762,1.7339536845684052
0.84,1.1554954051971436,0.84,0.8045563697814941,0.84,1.192383050918579,0.84,1.4740418195724487,1.1566191613674164,3.2,4.593412399291992,3.2,3.5718624591827393,3.2,3.856041669845581,3.2,4.292094707489014,4.0783528089523315
6.48,6.3965349197387695,6.48,5.73469877243042,6.48,5.91656494140625,6.48,5.413094997406006,5.865223407745361,0.95,1.0748956203460693,0.95,1.0464829206466675,0.95,0.9612299203872681,0.95,1.015439748764038,1.0245120525360107
4.39,4.420406341552734,4.39,4.583107948303223,4.39,4.500896453857422,4.39,4.274428844451904,4.444709897041321,0.95,1.1023101806640625,0.95,0.7970609068870544,0.95,1.0089893341064453,0.95,1.1669797897338867,1.0188350528478622
9.45,7.740398406982422,9.45,7.71626091003418,9.45,7.396988868713379,9.45,7.063807487487793,7.479363918304443,0.95,2.356459140777588,0.95,2.6893229484558105,0.95,2.202685832977295,0.95,2.658921957015991,2.476847469806671
1.49,1.8527449369430542,1.49,1.7136249542236328,1.49,1.921745777130127,1.49,1.6179544925689697,1.776517540216446,0.95,0.9154972434043884,0.95,0.8798140287399292,0.95,0.903399646282196,0.95,0.7436044812202454,0.8605788499116898
4.31,4.364864826202393,4.31,4.293278217315674,4.31,4.58587646484375,4.31,3.820625066757202,4.266161143779755,0.95,0.9212358593940735,0.95,0.88987797498703,0.95,0.8740309476852417,0.95,0.9042120575904846,0.8973392099142075
3.6,3.5810723304748535,3.6,3.0633180141448975,3.6,3.4729321002960205,3.6,2.6875669956207275,3.2012223601341248,5.27,4.205540657043457,5.27,4.832423686981201,5.27,4.395664215087891,5.27,4.702617645263672,4.534061551094055
4.1,4.0484538078308105,4.1,3.7427430152893066,4.1,3.9614760875701904,4.1,3.272719144821167,3.7563480138778687,4.2,4.302350044250488,4.2,3.969735860824585,4.2,4.152791976928711,4.2,3.8837249279022217,4.0771507024765015
6.15,6.199866771697998,6.15,5.934411525726318,6.15,6.185980796813965,6.15,5.531127452850342,5.962846636772156,0.95,0.8307016491889954,0.95,0.20647814869880676,0.95,0.27396059036254883,0.95,0.4354928135871887,0.4366583004593849
1.49,1.8784067630767822,1.49,1.7576334476470947,1.49,1.939192771911621,1.49,1.7556848526000977,1.832729458808899,1.04,0.9006879329681396,1.04,0.6810479760169983,1.04,0.8990485668182373,1.04,0.9275179505348206,0.852075606584549
0.69,0.7098996639251709,0.69,0.6620438694953918,0.69,1.040206789970398,0.69,1.0266691446304321,0.8597048670053482,7.94,4.49823522567749,7.94,5.459331035614014,7.94,5.257104873657227,7.94,4.939264297485352,5.0384838581085205
4.36,4.63179874420166,4.36,4.429051876068115,4.36,4.544692039489746,4.36,4.553756237030029,4.539824724197388,3.18,2.9343724250793457,3.18,2.436821222305298,3.18,2.803438663482666,3.18,2.9414451122283936,2.779019355773926
3.75,3.9117517471313477,3.75,4.006791591644287,3.75,4.076204299926758,3.75,3.8664114475250244,3.9652897715568542,2.71,2.613844871520996,2.71,2.477489471435547,2.71,2.914658546447754,2.71,2.253081798553467,2.564768671989441
1.05,0.9778327941894531,1.05,0.6900395154953003,1.05,1.6196401119232178,1.05,1.3752391338348389,1.1656878888607025,2.62,2.8060264587402344,2.62,2.5922718048095703,2.62,2.5651750564575195,2.62,2.4272866249084473,2.597689986228943
0.73,0.8849435448646545,0.73,1.1311589479446411,0.73,1.0858525037765503,0.73,0.8334677815437317,0.9838556945323944,0.95,0.9532985091209412,0.95,0.9011788964271545,0.95,1.0931713581085205,0.95,1.0222952365875244,0.9924860000610352
4.52,3.741039752960205,4.52,3.501331329345703,4.52,3.850970983505249,4.52,4.022171497344971,3.778878390789032,7.1,4.206801414489746,7.1,5.684031009674072,7.1,3.369582414627075,7.1,4.881882190704346,4.53557425737381
0.84,1.901100754737854,0.84,1.4622113704681396,0.84,2.6263427734375,0.84,2.2729098796844482,2.0656411945819855,0.95,1.058406949043274,0.95,1.0446138381958008,0.95,0.9412741661071777,0.95,0.6617586016654968,0.9265133887529373
3.75,3.894413471221924,3.75,4.066186428070068,3.75,4.2369890213012695,3.75,4.1887640953063965,4.0965882539749146,5.9,4.828254222869873,5.9,4.856673240661621,5.9,5.476205825805664,5.9,5.420034885406494,5.145292043685913
4.02,4.318754196166992,4.02,3.853440761566162,4.02,4.334739685058594,4.02,3.5241029262542725,4.007759392261505,0.95,1.0577291250228882,0.95,0.7391284108161926,0.95,0.8845449686050415,0.95,0.878832995891571,0.8900588750839233
3.04,3.7203855514526367,3.04,3.2201321125030518,3.04,3.5561277866363525,3.04,3.6522908210754395,3.53723406791687,8.02,8.148993492126465,8.02,7.802330493927002,8.02,8.222430229187012,8.02,8.419988632202148,8.148435711860657
0.93,0.47535741329193115,0.93,0.5172874331474304,0.93,0.7525211572647095,0.93,1.3786624670028687,0.7809571176767349,0.95,1.1539416313171387,0.95,0.9882815480232239,0.95,0.9240200519561768,0.95,1.0424309968948364,1.027168557047844
5.73,5.91554069519043,5.73,5.4892964363098145,5.73,5.646744728088379,5.73,5.473841190338135,5.6313557624816895,5.9,4.770023345947266,5.9,4.709962368011475,5.9,5.4764556884765625,5.9,5.400534152984619,5.0892438888549805
6.48,6.367408752441406,6.48,6.077392101287842,6.48,5.973304748535156,6.48,5.821618556976318,6.059931039810181,0.7,0.9260997176170349,0.7,1.0353174209594727,0.7,0.897330641746521,0.7,1.2318967580795288,1.0226611346006393
4.75,4.973316669464111,4.75,4.210172653198242,4.75,4.5151472091674805,4.75,4.2295241355896,4.482040166854858,6.26,5.8760600090026855,6.26,6.052699565887451,6.26,6.5580854415893555,6.26,5.625569820404053,6.028103709220886
0.86,1.368201494216919,0.86,1.0726287364959717,0.86,1.3834023475646973,0.86,1.228678822517395,1.2632278501987457,2.93,3.3050785064697266,2.93,3.8996458053588867,2.93,3.776611089706421,2.93,3.9224960803985596,3.7259578704833984
0.84,3.4834518432617188,0.84,3.294053554534912,0.84,3.871396780014038,0.84,3.063699722290039,3.428150475025177,0.95,0.7688634991645813,0.95,0.8204308152198792,0.95,0.6744602918624878,0.95,0.6124817728996277,0.719059094786644
0.8,3.1533493995666504,0.8,2.453444480895996,0.8,2.704186201095581,0.8,4.152149200439453,3.11578232049942,8.39,7.511694431304932,8.39,7.559146881103516,8.39,7.796840667724609,8.39,7.256014823913574,7.530924201011658
7.62,6.270016670227051,7.62,6.4892730712890625,7.62,6.020224571228027,7.62,5.432009220123291,6.052880883216858,2.71,2.8277125358581543,2.71,2.3953213691711426,2.71,2.9096665382385254,2.71,2.24760103225708,2.5950753688812256
0.8,0.8300660848617554,0.8,0.8907727003097534,0.8,1.0695133209228516,0.8,1.6125352382659912,1.100721836090088,1.04,1.1007415056228638,1.04,0.3815222382545471,1.04,0.02312624454498291,1.04,0.9749079346656799,0.6200744807720184
0.84,1.529297947883606,0.84,0.9125400185585022,0.84,1.3485026359558105,0.84,1.5401153564453125,1.3326139897108078,3.37,3.186699867248535,3.37,3.4364120960235596,3.37,3.254701614379883,3.37,3.888007164001465,3.4414551854133606
0.69,0.8473072648048401,0.69,0.7637941241264343,0.69,0.9130198955535889,0.69,1.4470371007919312,0.9927895963191986,7.39,7.423084259033203,7.39,7.747176170349121,7.39,7.047222137451172,7.39,6.9194560050964355,7.284234642982483
4.02,4.053383827209473,4.02,4.304599285125732,4.02,4.496660232543945,4.02,4.499002456665039,4.338411450386047,0.95,0.9374696016311646,0.95,1.0530338287353516,0.95,0.8520312309265137,0.95,1.0722525119781494,0.9786967933177948
4.02,4.059423446655273,4.02,4.267603874206543,4.02,4.280297756195068,4.02,4.088338375091553,4.173915863037109,0.95,0.9349420666694641,0.95,0.8866737484931946,0.95,0.9611141681671143,0.95,0.8694339394569397,0.9130409806966782
4.02,5.465250015258789,4.02,4.876816272735596,4.02,5.411025047302246,4.02,5.755939960479736,5.377257823944092,7.1,5.701760292053223,7.1,5.828219413757324,7.1,5.643970489501953,7.1,5.941206455230713,5.778789162635803
3.37,3.493809223175049,3.37,3.373676300048828,3.37,3.6050031185150146,3.37,3.3251824378967285,3.449417769908905,0.95,1.0099252462387085,0.95,0.817736029624939,0.95,0.6933718919754028,0.95,1.1634904146194458,0.921130895614624
4.36,4.1613688468933105,4.36,4.134785175323486,4.36,4.347716808319092,4.36,3.766664505004883,4.102633833885193,7.1,5.991003513336182,7.1,6.468380451202393,7.1,5.890233993530273,7.1,5.924177646636963,6.068448901176453
6.47,5.717270851135254,6.47,6.142501354217529,6.47,5.643126487731934,6.47,5.1942644119262695,5.674290776252747,0.95,1.2079639434814453,0.95,1.0739362239837646,0.95,1.174429178237915,0.95,1.1883705854415894,1.1611749827861786
4.52,4.058741092681885,4.52,3.9224209785461426,4.52,4.240070343017578,4.52,3.848675012588501,4.017476856708527,1.88,1.7666988372802734,1.88,1.7277789115905762,1.88,1.7241666316986084,1.88,2.004786252975464,1.8058576583862305
0.73,0.9766533374786377,0.73,1.103058099746704,0.73,0.9646396636962891,0.73,1.0586366653442383,1.0257469415664673,0.95,0.9129307866096497,0.95,0.9436563849449158,0.95,0.8380036950111389,0.95,0.9794312119483948,0.9185055196285248
0.94,0.6627475023269653,0.94,0.4337764382362366,0.94,0.9779717326164246,0.94,0.7959468960762024,0.7176106423139572,0.82,0.7142399549484253,0.82,0.5896568894386292,0.82,0.5915263891220093,0.82,0.9349014163017273,0.7075811624526978
2.16,1.7858258485794067,2.16,1.9790122509002686,2.16,2.253974437713623,2.16,2.0334091186523438,2.0130554139614105,8.6,8.739179611206055,8.6,8.194246292114258,8.6,8.09631633758545,8.6,8.98625659942627,8.503999710083008
4.36,3.855473518371582,4.36,3.6481807231903076,4.36,3.976764678955078,4.36,4.039061069488525,3.8798699975013733,0.88,0.6495643854141235,0.88,0.7813507914543152,0.88,1.0926063060760498,0.88,0.5163781046867371,0.7599748969078064
2.16,2.0429799556732178,2.16,1.9119977951049805,2.16,2.070876121520996,2.16,2.142692804336548,2.0421366691589355,1.3,2.1910595893859863,1.3,1.7445976734161377,1.3,1.9824832677841187,1.3,2.3218986988067627,2.0600098073482513
4.1,4.17743444442749,4.1,3.2620861530303955,4.1,3.895784854888916,4.1,2.9534974098205566,3.5722007155418396,0.95,1.1122894287109375,0.95,1.0119500160217285,0.95,1.1808545589447021,0.95,0.9226928353309631,1.0569467097520828
4.85,4.138898849487305,4.85,4.490294456481934,4.85,4.68034553527832,4.85,4.681854248046875,4.497848272323608,8.4,8.5474853515625,8.4,7.894176006317139,8.4,8.325118064880371,8.4,8.734631538391113,8.37535274028778
1.42,1.4794037342071533,1.42,1.1963839530944824,1.42,1.354523777961731,1.42,1.4670625925064087,1.3743435144424438,8.02,8.161053657531738,8.02,7.766401767730713,8.02,8.28501033782959,8.02,8.378084182739258,8.147637486457825
0.73,3.45534086227417,0.73,2.498939037322998,0.73,3.5217714309692383,0.73,3.723416805267334,3.299867033958435,0.95,1.1155345439910889,0.95,0.8825063109397888,0.95,1.1140613555908203,0.95,0.9000621438026428,1.0030410885810852
6.64,6.4636430740356445,6.64,6.543292045593262,6.64,6.001490592956543,6.64,5.9484381675720215,6.239215970039368,6.1,6.171391487121582,6.1,6.438421726226807,6.1,6.052145957946777,6.1,6.525644779205322,6.296900987625122
4.75,4.769804000854492,4.75,4.615021228790283,4.75,4.674440383911133,4.75,4.439571380615234,4.624709248542786,0.95,0.7734782695770264,0.95,0.8632017970085144,0.95,0.7092885971069336,0.95,0.5851343870162964,0.7327757626771927
0.84,1.534825325012207,0.84,1.0760362148284912,0.84,1.5104361772537231,0.84,1.2984975576400757,1.3549488186836243,0.95,1.2607966661453247,0.95,1.1354446411132812,0.95,1.0127220153808594,0.95,1.1600000858306885,1.1422408521175385
6.47,6.359536647796631,6.47,6.676142692565918,6.47,6.62101936340332,6.47,6.403941631317139,6.515160083770752,0.95,1.067467212677002,0.95,0.7323670983314514,0.95,0.9376934766769409,0.95,1.0435868501663208,0.9452786594629288
0.7,0.7891961336135864,0.7,0.7576547265052795,0.7,0.9795336723327637,0.7,0.4558810591697693,0.7455663979053497,0.95,0.6967592239379883,0.95,1.138289213180542,0.95,0.7612786293029785,0.95,1.0144641399383545,0.9026978015899658
2.72,2.3472208976745605,2.72,1.8882300853729248,2.72,2.061283826828003,2.72,2.069805383682251,2.091635048389435,7.44,7.504221439361572,7.44,7.919900894165039,7.44,7.555572509765625,7.44,7.768670558929443,7.68709135055542
4.31,4.433665752410889,4.31,4.350841999053955,4.31,4.586137771606445,4.31,3.78281831741333,4.288365960121155,0.95,1.0681630373001099,0.95,1.3044815063476562,0.95,1.2578015327453613,0.95,1.5821912288665771,1.3031593263149261
4.39,4.145069599151611,4.39,4.08349084854126,4.39,4.297986030578613,4.39,3.7346904277801514,4.065309226512909,0.95,1.0433733463287354,0.95,0.7567682862281799,0.95,0.8779337406158447,0.95,0.8065637350082397,0.8711597770452499
4.88,4.850096702575684,4.88,4.64873743057251,4.88,4.711003303527832,4.88,4.746258735656738,4.739024043083191,0.95,0.4999781548976898,0.95,0.7630359530448914,0.95,0.3322030305862427,0.95,1.045459508895874,0.6601691618561745
0.68,0.47319653630256653,0.68,0.9791639447212219,0.68,0.5615562796592712,0.68,0.4036775231361389,0.6043985709547997,4.7,5.534502029418945,4.7,5.730012893676758,4.7,5.475354194641113,4.7,5.39219856262207,5.533016920089722
3.6,5.366456508636475,3.6,4.490647792816162,3.6,5.1393327713012695,3.6,5.7871174812316895,5.195888638496399,6.15,5.591925621032715,6.15,5.8487091064453125,6.15,5.433575630187988,6.15,5.443002700805664,5.57930326461792
0.67,1.0720549821853638,0.67,0.7363566160202026,0.67,1.0295782089233398,0.67,0.6397987008094788,0.8694471269845963,4.68,5.548704147338867,4.68,5.236109733581543,4.68,4.991071701049805,4.68,5.257314205169678,5.258299946784973
6.06,6.847872257232666,6.06,7.39037561416626,6.06,6.980778694152832,6.06,6.043263912200928,6.815572619438171,2.12,1.686792254447937,2.12,2.136899709701538,2.12,2.3677868843078613,2.12,2.0620675086975098,2.0633865892887115
