"Real NN 0 for Spin Coating,0; ,None - All data","Predicted NN 0 for Spin Coating,0; ,None - All data","Real NN 1 for Spin Coating,0; ,None - All data","Predicted NN 1 for Spin Coating,0; ,None - All data","Real NN 2 for Spin Coating,0; ,None - All data","Predicted NN 2 for Spin Coating,0; ,None - All data","Real NN 3 for Spin Coating,0; ,None - All data","Predicted NN 3 for Spin Coating,0; ,None - All data","Averages for Spin Coating,0; ,None","Real NN 0 for Spin Coating,1; ,None - All data","Predicted NN 0 for Spin Coating,1; ,None - All data","Real NN 1 for Spin Coating,1; ,None - All data","Predicted NN 1 for Spin Coating,1; ,None - All data","Real NN 2 for Spin Coating,1; ,None - All data","Predicted NN 2 for Spin Coating,1; ,None - All data","Real NN 3 for Spin Coating,1; ,None - All data","Predicted NN 3 for Spin Coating,1; ,None - All data","Averages for Spin Coating,1; ,None"
1.93,2.618696689605713,1.93,2.27921462059021,1.93,2.6392815113067627,1.93,2.099430561065674,2.40915584564209,0.95,0.9136863946914673,0.95,0.8956596255302429,0.95,0.7226417064666748,0.95,1.1942105293273926,0.9315495640039444
0.69,0.9083718657493591,0.69,0.6899276375770569,0.69,0.8233123421669006,0.69,1.3449972867965698,0.9416522830724716,5.27,3.0677905082702637,5.27,3.5343003273010254,5.27,3.6961963176727295,5.27,4.2420878410339355,3.6350937485694885
3.37,3.608302116394043,3.37,3.639462947845459,3.37,4.1649017333984375,3.37,3.8583314418792725,3.817749559879303,4.2,4.249122142791748,4.2,4.062132835388184,4.2,4.279176712036133,4.2,3.714674949645996,4.076276659965515
7.62,6.066279888153076,7.62,5.682834148406982,7.62,5.779407501220703,7.62,5.720380783081055,5.812225580215454,8.71,8.317561149597168,8.71,8.37945556640625,8.71,8.077970504760742,8.71,8.583765029907227,8.339688062667847
3.37,3.401634693145752,3.37,3.711773633956909,3.37,4.055181503295898,3.37,3.478567600250244,3.661789357662201,1.63,1.7720742225646973,1.63,1.4555180072784424,1.63,1.7836267948150635,1.63,1.8890740871429443,1.7250732779502869
0.87,0.7875605821609497,0.87,0.819736123085022,0.87,1.0582926273345947,0.87,0.830494225025177,0.8740208894014359,2.8,3.234804630279541,2.8,3.0421142578125,2.8,3.324359655380249,2.8,3.8853647708892822,3.371660828590393
0.84,0.6945810317993164,0.84,0.7837846875190735,0.84,1.1089444160461426,0.84,1.3686197996139526,0.9889824837446213,0.95,0.7993524670600891,0.95,0.7695345282554626,0.95,0.8827573657035828,0.95,0.8775132298469543,0.8322893977165222
0.73,1.2133673429489136,0.73,0.8819850087165833,0.73,1.0796849727630615,0.73,1.031673550605774,1.051677718758583,0.95,0.6490323543548584,0.95,0.5988858342170715,0.95,0.7062774896621704,0.95,0.5602501630783081,0.6286114603281021
0.84,1.351371169090271,0.84,0.847888171672821,0.84,1.2674686908721924,0.84,1.5992878675460815,1.2665039747953415,1.1,0.8948831558227539,1.1,1.291499376296997,1.1,1.14583420753479,1.1,1.4779062271118164,1.2025307416915894
2.16,2.114072322845459,2.16,1.9032559394836426,2.16,2.153003692626953,2.16,2.043797492980957,2.053532361984253,5.1,5.558318614959717,5.1,4.657982349395752,5.1,4.605706214904785,5.1,5.012510776519775,4.958629488945007
3.37,3.423469066619873,3.37,3.647937774658203,3.37,4.130637168884277,3.37,3.4497156143188477,3.6629399061203003,5.9,4.331082344055176,5.9,4.461989402770996,5.9,4.932431221008301,5.9,4.637761116027832,4.590816020965576
6.15,6.320641994476318,6.15,6.231328010559082,6.15,6.145381927490234,6.15,6.3133931159973145,6.252686262130737,1.63,1.6922054290771484,1.63,1.7956173419952393,1.63,1.848681926727295,1.63,2.1315407752990723,1.8670113682746887
3.04,3.1114635467529297,3.04,3.08648681640625,3.04,3.4963691234588623,3.04,3.100449800491333,3.1986923217773438,0.95,0.6908969879150391,0.95,0.8815861344337463,0.95,1.4425528049468994,0.95,1.2883720397949219,1.0758519917726517
2.79,3.0387282371520996,2.79,2.906799793243408,2.79,3.142740488052368,2.79,2.937955141067505,3.006555914878845,3.62,2.784053325653076,3.62,2.4397406578063965,3.62,2.63850998878479,3.62,3.4173383712768555,2.8199105858802795
0.68,1.2229082584381104,0.68,1.277724266052246,0.68,1.5476019382476807,0.68,1.617174744606018,1.4163523018360138,1.1,1.2525253295898438,1.1,1.240731954574585,1.1,1.2873700857162476,1.1,1.2330845594406128,1.2534279823303223
6.06,6.73408842086792,6.06,6.842893600463867,6.06,6.614113807678223,6.06,6.448161602020264,6.659814357757568,0.95,0.9411368370056152,0.95,1.1505001783370972,0.95,1.0498597621917725,0.95,1.0671885013580322,1.0521713197231293
0.67,0.46079063415527344,0.67,0.37363365292549133,0.67,0.6618962287902832,0.67,0.7000089287757874,0.5490823611617088,8.6,8.96663761138916,8.6,8.632370948791504,8.6,8.1006441116333,8.6,9.228720664978027,8.732093334197998
0.8,1.0638583898544312,0.8,1.112900733947754,0.8,1.1736223697662354,0.8,1.1453815698623657,1.1239407658576965,0.95,0.8293747901916504,0.95,1.1390068531036377,0.95,0.5236738920211792,0.95,1.1608514785766602,0.9132267534732819
0.77,0.4088961184024811,0.77,0.519559919834137,0.77,0.36965715885162354,0.77,0.5031900405883789,0.4503258094191551,6.5,5.998923301696777,6.5,5.1534647941589355,6.5,5.416990280151367,6.5,5.349297046661377,5.479668855667114
5.73,5.9988837242126465,5.73,5.8695878982543945,5.73,5.758821487426758,5.73,6.065439701080322,5.92318320274353,0.95,0.9433257579803467,0.95,0.984385073184967,0.95,0.9423224925994873,0.95,0.9581847786903381,0.9570545256137848
4.36,4.934356212615967,4.36,5.126936912536621,4.36,5.183014869689941,4.36,5.212642192840576,5.114237546920776,4.68,5.680807590484619,4.68,4.781782627105713,4.68,4.907297134399414,4.68,5.236213684082031,5.151525259017944
0.75,0.9338789582252502,0.75,0.558225691318512,0.75,0.7150419354438782,0.75,0.5611191391944885,0.6920664310455322,5.1,5.557703971862793,5.1,4.988699913024902,5.1,4.447013854980469,5.1,5.140135765075684,5.033388376235962
4.51,4.102657318115234,4.51,3.9042656421661377,4.51,4.277220249176025,4.51,4.038743495941162,4.08072167634964,0.82,0.8500806093215942,0.82,0.4519999623298645,0.82,0.4371762275695801,0.82,0.5388582348823547,0.5695287585258484
1.49,2.0391087532043457,1.49,1.707637071609497,1.49,2.268219470977783,1.49,1.5488040447235107,1.8909423351287842,0.95,0.9132932424545288,0.95,0.8897809386253357,0.95,1.0323739051818848,0.95,0.8276339173316956,0.9157705008983612
0.6,0.9230712652206421,0.6,0.5674901604652405,0.6,0.18691003322601318,0.6,-0.024805381894111633,0.41316651925444603,7.39,6.2483415603637695,7.39,5.930293560028076,7.39,5.789445877075195,7.39,6.714653015136719,6.17068350315094
0.8,1.2601560354232788,0.8,1.4673662185668945,0.8,1.7534832954406738,0.8,1.9507768154144287,1.607945591211319,8.71,8.073084831237793,8.71,8.260879516601562,8.71,7.923009872436523,8.71,8.42301082611084,8.16999626159668
4.88,4.865846633911133,4.88,4.385855674743652,4.88,4.481122970581055,4.88,4.4134650230407715,4.536572575569153,0.95,0.9317415952682495,0.95,0.9468309283256531,0.95,0.8349146842956543,0.95,0.9735336899757385,0.9217552244663239
6.15,6.4880547523498535,6.15,6.804445743560791,6.15,6.228588104248047,6.15,6.289997577667236,6.452771544456482,5.1,5.421779632568359,5.1,5.505805015563965,5.1,4.5492048263549805,5.1,5.228785037994385,5.176393628120422
0.86,1.0445164442062378,0.86,0.7935000658035278,0.86,1.0512034893035889,0.86,1.2991517782211304,1.0470929443836212,0.95,1.0847407579421997,0.95,0.8723835349082947,0.95,1.3237673044204712,0.95,0.9981580376625061,1.069762408733368
4.42,4.396585941314697,4.42,4.336464881896973,4.42,4.567102432250977,4.42,3.7878549098968506,4.272002041339874,5.98,6.850693702697754,5.98,5.461756706237793,5.98,5.589136123657227,5.98,5.4168829917907715,5.829617381095886
4.4,4.261073112487793,4.4,4.2328996658325195,4.4,4.446542739868164,4.4,3.932062864303589,4.218144595623016,0.95,1.1245028972625732,0.95,0.8366454243659973,0.95,0.8963901996612549,0.95,0.8870636224746704,0.936150535941124
4.51,4.123676300048828,4.51,4.1114583015441895,4.51,4.24506950378418,4.51,3.6466434001922607,4.0317118763923645,0.95,0.9330335855484009,0.95,1.060713529586792,0.95,1.1181617975234985,0.95,1.085115909576416,1.0492562055587769
1.63,2.207202196121216,1.63,1.8619556427001953,1.63,2.4150660037994385,1.63,1.7258437871932983,2.052516907453537,6.26,6.081171035766602,6.26,6.142478942871094,6.26,6.310193061828613,6.26,5.771719455718994,6.076390624046326
0.69,1.1578798294067383,0.69,0.5834898352622986,0.69,0.6816877126693726,0.69,1.181121587753296,0.9010447412729263,3.18,4.252286434173584,3.18,3.9474968910217285,3.18,4.519341468811035,3.18,4.138199806213379,4.214331150054932
6.47,6.323896884918213,6.47,5.824664115905762,6.47,5.923076629638672,6.47,5.740277290344238,5.952978730201721,0.95,1.080675482749939,0.95,1.0329363346099854,0.95,0.8628102540969849,0.95,1.3431700468063354,1.0798980295658112
0.59,1.1620594263076782,0.59,0.35041654109954834,0.59,0.2930610179901123,0.59,0.38178351521492004,0.5468301251530647,0.95,0.9796143770217896,0.95,1.0063998699188232,0.95,1.0142576694488525,0.95,0.9891708493232727,0.9973606914281845
3.64,4.009462356567383,3.64,3.0803890228271484,3.64,3.7442057132720947,3.64,2.928990602493286,3.440761923789978,0.95,0.6075387001037598,0.95,1.1275383234024048,0.95,0.5704830884933472,0.95,0.5594847202301025,0.7162612080574036
4.38,4.319339752197266,4.38,4.269907474517822,4.38,4.485437393188477,4.38,4.078348636627197,4.28825831413269,5.27,5.670254707336426,5.27,5.148035526275635,5.27,5.44056510925293,5.27,5.5232014656066895,5.44551420211792
2.79,3.0257668495178223,2.79,2.747426748275757,2.79,3.114212989807129,2.79,2.999587059020996,2.971748411655426,0.93,0.4220278263092041,0.93,0.2590782642364502,0.93,0.434146523475647,0.93,-0.0027123242616653442,0.278135072439909
4.75,4.972390174865723,4.75,4.220075607299805,4.75,4.523834228515625,4.75,4.219588756561279,4.483972191810608,5.0,5.606924057006836,5.0,6.1958909034729,5.0,5.981327056884766,5.0,5.896937847137451,5.920269966125488
6.64,6.296400547027588,6.64,6.1477251052856445,6.64,5.965206146240234,6.64,5.474549293518066,5.970970273017883,0.95,1.0644460916519165,0.95,0.9228156208992004,0.95,0.962854266166687,0.95,1.002524733543396,0.9881601780653
4.75,5.175991535186768,4.75,4.901690483093262,4.75,5.071292877197266,4.75,4.94404411315918,5.023254752159119,4.2,4.08335542678833,4.2,4.160581588745117,4.2,4.065486907958984,4.2,4.150186061859131,4.114902496337891
0.64,0.9621574878692627,0.64,0.8159683346748352,0.64,0.8002430200576782,0.64,0.9723789095878601,0.8876869380474091,0.95,1.0451202392578125,0.95,0.8610681891441345,0.95,1.1420279741287231,0.95,0.9138990044593811,0.9905288517475128
0.75,0.6288976073265076,0.75,0.4649278223514557,0.75,0.6244779229164124,0.75,0.6116955876350403,0.582499735057354,0.86,0.6758701801300049,0.86,0.8806446194648743,0.86,0.8285900354385376,0.86,0.7006499767303467,0.7714387029409409
0.75,0.41608887910842896,0.75,0.6030048727989197,0.75,0.48773193359375,0.75,0.24718575179576874,0.43850285932421684,5.27,5.640794277191162,5.27,5.772637367248535,5.27,5.23582649230957,5.27,5.385594367980957,5.508713126182556
1.05,1.1617497205734253,1.05,1.3840326070785522,1.05,1.550582766532898,1.05,1.5268900394439697,1.4058137834072113,0.95,1.046072244644165,0.95,0.9650282263755798,0.95,1.1307200193405151,0.95,0.9833398461341858,1.0312900841236115
6.47,6.359536647796631,6.47,6.676142692565918,6.47,6.62101936340332,6.47,6.403941631317139,6.515160083770752,0.95,0.9434947967529297,0.95,0.7763963341712952,0.95,0.9327050447463989,0.95,0.9520683884620667,0.9011661410331726
3.95,4.2330474853515625,3.95,3.9554224014282227,3.95,4.15153694152832,3.95,4.166763782501221,4.1266926527023315,0.95,0.9667667746543884,0.95,0.9125238656997681,0.95,1.047808051109314,0.95,1.0245397090911865,0.9879096001386642
3.6,3.665834903717041,3.6,2.8850317001342773,3.6,3.4939591884613037,3.6,2.594574213027954,3.159850001335144,0.6,0.6066837310791016,0.6,0.49094492197036743,0.6,0.5162384510040283,0.6,0.5464409589767456,0.5400770157575607
4.38,3.8928136825561523,4.38,3.76873517036438,4.38,4.0119829177856445,4.38,4.094865798950195,3.942099392414093,0.95,0.906575083732605,0.95,1.0190393924713135,0.95,0.8179309964179993,0.95,0.9507582783699036,0.9235759377479553
1.88,2.129206657409668,1.88,1.7694010734558105,1.88,2.321631908416748,1.88,1.751726746559143,1.9929915964603424,3.12,2.6413450241088867,3.12,2.439124584197998,3.12,2.6405189037323,3.12,2.6912081241607666,2.603049159049988
4.38,4.153104305267334,4.38,4.2495598793029785,4.38,4.375977516174316,4.38,3.9063141345977783,4.171238958835602,0.6,0.6284240484237671,0.6,0.4222930073738098,0.6,0.5634046792984009,0.6,0.5679001212120056,0.5455054640769958
0.6,0.4947207272052765,0.6,0.9540248513221741,0.6,0.6284247636795044,0.6,0.3998943567276001,0.6192661747336388,3.62,3.2568106651306152,3.62,2.9547476768493652,3.62,3.6203088760375977,3.62,3.1560773849487305,3.246986150741577
7.62,5.196351528167725,7.62,5.0703959465026855,7.62,4.297724723815918,7.62,5.042091369628906,4.901640892028809,0.95,0.8811457753181458,0.95,0.9523529410362244,0.95,0.807012140750885,0.95,0.9566672444343567,0.899294525384903
4.36,4.767334461212158,4.36,5.113997936248779,4.36,5.129589080810547,4.36,4.951958179473877,4.99071991443634,0.95,1.2114259004592896,0.95,0.8315384984016418,0.95,0.9479261636734009,0.95,1.1071314811706543,1.0245055109262466
4.52,4.073843002319336,4.52,4.029834747314453,4.52,4.277621269226074,4.52,3.7384772300720215,4.029944062232971,0.95,0.9170830249786377,0.95,1.0528764724731445,0.95,1.105293869972229,0.95,1.0709071159362793,1.0365401208400726
4.52,4.039860725402832,4.52,3.770002841949463,4.52,4.210073471069336,4.52,3.9484851360321045,3.992105543613434,7.89,7.943097114562988,7.89,8.230344772338867,7.89,7.622674942016602,7.89,7.57488489151001,7.842750430107117
2.79,2.257993221282959,2.79,2.3900861740112305,2.79,2.6438417434692383,2.79,2.564440965652466,2.4640905261039734,0.9,0.9650988578796387,0.9,0.89356929063797,0.9,0.9138034582138062,0.9,1.0080113410949707,0.9451207369565964
0.94,0.7985520958900452,0.94,0.8998638391494751,0.94,0.8772187232971191,0.94,0.6031027436256409,0.7946843504905701,1.49,1.6832642555236816,1.49,1.357440710067749,1.49,1.6990294456481934,1.49,1.7826125621795654,1.6305867433547974
0.56,0.8108685612678528,0.56,0.5411936044692993,0.56,0.27902650833129883,0.56,-0.11149998009204865,0.37989717349410057,0.93,0.7384918332099915,0.93,-0.15982455015182495,0.93,0.051909446716308594,0.93,0.15249888598918915,0.19576890394091606
0.6,0.7386887669563293,0.6,0.4435053765773773,0.6,0.16327261924743652,0.6,-0.24071045219898224,0.27618907764554024,0.95,1.1371781826019287,0.95,0.7536589503288269,0.95,0.8532143831253052,0.95,1.26798415184021,1.0030089169740677
4.5,4.211187839508057,4.5,4.215729713439941,4.5,4.443490028381348,4.5,3.8130409717559814,4.170862138271332,8.0,6.750731945037842,8.0,6.133373737335205,8.0,6.876341819763184,8.0,7.038052558898926,6.699625015258789
4.43,4.147429466247559,4.43,4.206395149230957,4.43,4.366866111755371,4.43,3.703204870223999,4.105973899364471,4.68,5.1967878341674805,4.68,5.945598602294922,4.68,5.117549896240234,4.68,5.3220109939575195,5.395486831665039
0.7,0.8855283260345459,0.7,0.7581622004508972,0.7,0.7755971550941467,0.7,0.6592223644256592,0.7696275115013123,7.39,6.788067817687988,7.39,7.097026348114014,7.39,6.376361846923828,7.39,6.559445858001709,6.705225467681885
3.75,3.939079761505127,3.75,3.8916471004486084,3.75,4.047999858856201,3.75,3.748120069503784,3.90671169757843,5.1,5.598740100860596,5.1,4.733290195465088,5.1,4.512608528137207,5.1,4.995485782623291,4.960031151771545
0.75,0.45578426122665405,0.75,0.35720932483673096,0.75,0.4911186695098877,0.75,0.6334994435310364,0.48440292477607727,1.1,1.2028675079345703,1.1,1.2248458862304688,1.1,1.2803930044174194,1.1,1.2019968032836914,1.2275258004665375
0.86,1.6792876720428467,0.86,0.9523929357528687,0.86,1.2937767505645752,0.86,1.3189550638198853,1.311103105545044,0.95,1.044364333152771,0.95,0.9252089858055115,0.95,1.1792612075805664,0.95,0.9486220479011536,1.0243641436100006
0.6,0.7664995789527893,0.6,0.5831819176673889,0.6,0.9020944833755493,0.6,0.34170371294021606,0.6483699232339859,0.95,1.0066455602645874,0.95,0.6460668444633484,0.95,0.8560178279876709,0.95,1.2654829025268555,0.9435532838106155
4.88,4.871850490570068,4.88,4.854891300201416,4.88,4.854217529296875,4.88,5.017411708831787,4.899592757225037,7.89,7.800710201263428,7.89,7.927637100219727,7.89,7.7339019775390625,7.89,8.034573554992676,7.874205708503723
4.88,4.753790378570557,4.88,4.667627811431885,4.88,4.756468772888184,4.88,4.740535259246826,4.729605555534363,4.8,5.2362060546875,4.8,6.079769611358643,4.8,5.499820709228516,4.8,5.770717620849609,5.646628499031067
6.64,6.598542213439941,6.64,5.987795829772949,6.64,6.139052391052246,6.64,5.6316609382629395,6.089262843132019,0.95,1.072823405265808,0.95,0.9245645403862,0.95,1.0980448722839355,0.95,0.910194456577301,1.0014068186283112
0.8,0.9421294331550598,0.8,0.9912899136543274,0.8,1.2602643966674805,0.8,1.7996519804000854,1.2483339309692383,1.3,1.8809345960617065,1.3,2.370706081390381,1.3,1.8628350496292114,1.3,2.577669858932495,2.1730363965034485
6.64,6.4636430740356445,6.64,6.543292045593262,6.64,6.001490592956543,6.64,5.9484381675720215,6.239215970039368,0.95,1.1611738204956055,0.95,1.0542633533477783,0.95,0.9675247669219971,0.95,1.1991699934005737,1.0955329835414886
0.7,0.82350754737854,0.7,0.7372567057609558,0.7,0.8695263862609863,0.7,0.16355948150157928,0.6484625302255154,5.1,4.500402927398682,5.1,4.473582744598389,5.1,4.136331558227539,5.1,4.751891136169434,4.465552091598511
0.68,1.1836345195770264,0.68,1.1493995189666748,0.68,1.3433253765106201,0.68,1.344146490097046,1.2551264762878418,7.89,7.882516384124756,7.89,8.107290267944336,7.89,7.646986961364746,7.89,7.759841442108154,7.849158763885498
0.7,0.9506977796554565,0.7,0.7689817547798157,0.7,1.1214489936828613,0.7,0.8943577408790588,0.9338715672492981,5.9,4.853695392608643,5.9,5.02921724319458,5.9,5.503263473510742,5.9,5.4628987312316895,5.212268710136414
0.84,0.7676917314529419,0.84,0.7182475328445435,0.84,1.0116949081420898,0.84,1.2438422441482544,0.9353691041469574,2.71,2.7083683013916016,2.71,2.574023962020874,2.71,2.7979238033294678,2.71,2.616314649581909,2.674157679080963
4.85,3.9419960975646973,4.85,3.648414134979248,4.85,4.117509841918945,4.85,3.686411142349243,3.8485828042030334,0.95,0.777637779712677,0.95,0.7933750748634338,0.95,0.6750175952911377,0.95,0.7740524411201477,0.7550207227468491
0.85,0.8538621068000793,0.85,0.804649293422699,0.85,0.8496389985084534,0.85,0.6949806809425354,0.8007827699184418,3.64,3.5869483947753906,3.64,3.4472060203552246,3.64,3.696161985397339,3.64,3.5907251834869385,3.580260396003723
0.69,0.39616817235946655,0.69,0.3687015771865845,0.69,0.07303380966186523,0.69,0.21256475150585175,0.262617077678442,0.95,0.7743239402770996,0.95,0.7318540215492249,0.95,0.8102176189422607,0.95,1.2109649181365967,0.8818401247262955
1.49,1.8961622714996338,1.49,1.7219245433807373,1.49,2.0367636680603027,1.49,1.7184215784072876,1.8433180153369904,0.82,0.47380805015563965,0.82,0.8128418326377869,0.82,0.5236655473709106,0.82,0.9165146350860596,0.6817075163125992
0.84,2.4972500801086426,0.84,1.612377643585205,0.84,1.9942412376403809,0.84,1.8346788883209229,1.9846369624137878,0.95,1.110844373703003,0.95,0.8894520401954651,0.95,1.021520972251892,0.95,1.1177244186401367,1.0348854511976242
4.5,4.160405158996582,4.5,4.0378737449646,4.5,4.281263828277588,4.5,3.9988133907318115,4.119589030742645,0.7,1.044809103012085,0.7,1.0432720184326172,0.7,1.8132392168045044,0.7,1.4853744506835938,1.3466736972332
2.79,2.9905996322631836,2.79,2.708158493041992,2.79,3.1105263233184814,2.79,2.977729082107544,2.9467533826828003,6.5,5.875772476196289,6.5,5.9500412940979,6.5,5.918004989624023,6.5,6.002696514129639,5.936628818511963
