"Real NN 3 for Time,0; ,None - All data","Averages for Time,0; ,None","Real NN 3 for Time,1; ,None - All data","Averages for Time,1; ,None","Real NN 3 for Time,2; ,None - All data","Averages for Time,2; ,None","Real NN 3 for Time,3; ,None - All data","Averages for Time,3; ,None","Real NN 3 for Time,4; ,None - All data","Averages for Time,4; ,None","Real NN 3 for Time,5; ,None - All data","Averages for Time,5; ,None","Real NN 3 for Time,6; ,None - All data","Averages for Time,6; ,None","Real NN 3 for Time,7; ,None - All data","Averages for Time,7; ,None","Real NN 3 for Time,8; ,None - All data","Averages for Time,8; ,None","Real NN 3 for Time,9; ,None - All data","Averages for Time,9; ,None","Real NN 3 for Time,10; ,None - All data","Averages for Time,10; ,None","Real NN 3 for Time,11; ,None - All data","Averages for Time,11; ,None","Real NN 3 for Time,12; ,None - All data","Averages for Time,12; ,None","Real NN 3 for Time,13; ,None - All data","Averages for Time,13; ,None","Real NN 3 for Time,14; ,None - All data","Averages for Time,14; ,None","Real NN 3 for Time,15; ,None - All data","Averages for Time,15; ,None","Real NN 3 for Time,16; ,None - All data","Averages for Time,16; ,None","Real NN 3 for Time,17; ,None - All data","Averages for Time,17; ,None","Real NN 3 for Time,18; ,None - All data","Averages for Time,18; ,None","Real NN 3 for Time,19; ,None - All data","Averages for Time,19; ,None","Real NN 3 for Time,20; ,None - All data","Averages for Time,20; ,None","Real NN 3 for Time,21; ,None - All data","Averages for Time,21; ,None","Real NN 3 for Time,22; ,None - All data","Averages for Time,22; ,None","Real NN 3 for Time,23; ,None - All data","Averages for Time,23; ,None","Real NN 3 for Time,24; ,None - All data","Averages for Time,24; ,None","Real NN 3 for Time,25; ,None - All data","Averages for Time,25; ,None","Real NN 3 for Time,26; ,None - All data","Averages for Time,26; ,None","Real NN 3 for Time,27; ,None - All data","Averages for Time,27; ,None","Real NN 3 for Time,28; ,None - All data","Averages for Time,28; ,None","Real NN 3 for Time,29; ,None - All data","Averages for Time,29; ,None","Real NN 3 for Time,30; ,None - All data","Averages for Time,30; ,None","Real NN 3 for Time,31; ,None - All data","Averages for Time,31; ,None","Real NN 3 for Time,32; ,None - All data","Averages for Time,32; ,None","Real NN 3 for Time,33; ,None - All data","Averages for Time,33; ,None","Real NN 3 for Time,34; ,None - All data","Averages for Time,34; ,None","Real NN 3 for Time,35; ,None - All data","Averages for Time,35; ,None","Real NN 3 for Time,36; ,None - All data","Averages for Time,36; ,None","Real NN 3 for Time,37; ,None - All data","Averages for Time,37; ,None","Real NN 3 for Time,38; ,None - All data","Averages for Time,38; ,None","Real NN 3 for Time,39; ,None - All data","Averages for Time,39; ,None","Real NN 3 for Time,40; ,None - All data","Averages for Time,40; ,None","Real NN 3 for Time,41; ,None - All data","Averages for Time,41; ,None","Real NN 3 for Time,42; ,None - All data","Averages for Time,42; ,None","Real NN 3 for Time,43; ,None - All data","Averages for Time,43; ,None","Real NN 3 for Time,44; ,None - All data","Averages for Time,44; ,None","Real NN 3 for Time,45; ,None - All data","Averages for Time,45; ,None","Real NN 3 for Time,46; ,None - All data","Averages for Time,46; ,None","Real NN 3 for Time,47; ,None - All data","Averages for Time,47; ,None","Real NN 3 for Time,48; ,None - All data","Averages for Time,48; ,None","Real NN 3 for Time,49; ,None - All data","Averages for Time,49; ,None","Real NN 3 for Time,50; ,None - All data","Averages for Time,50; ,None"
4.35,6.689964414,6.26,7.366432309,3.6,2.686063647,2.28,1.675971061,7.1,5.474234343,0.95,0.894314393,7.62,6.83065021,0.95,0.900917053,0.95,0.918206587,4.01,4.673257589,7.94,6.570600867,3.12,3.085538864,1.42,1.336628944,0.95,0.949937209,0.67,0.790372103,0.77,0.64115905,2.64,2.779991269,4.88,4.861133337,4.02,4.230224431,7.53,6.590317607,4.02,4.240059495,4.67,4.246492982,0.98,1.044051707,5.79,6.035320282,0.95,0.933170602,4.52,4.102418244,0.73,0.774396256,2.12,2.202051818,0.7,0.856690317,4.42,4.600533485,5.79,6.012472749,4.83,4.96600914,4.36,5.186228156,4.36,4.22603178,0.95,0.955452815,3.1,2.627007008,4.1,3.779943705,0.98,0.948453948,0.95,0.945764318,0.95,0.947265029,2.48,2.600272775,0.95,0.928831741,4.5,4.416800261,8.71,8.523984194,0.95,0.94506,1.38,1.277191415,0.7,0.932441846,4.39,4.436095238,7.53,6.916334033,0.95,1.036964864,0.56,0.930874214
5.79,5.506524205,4.5,3.338669002,2.72,2.690840662,3.6,3.647851288,2.72,2.503990769,0.95,0.919743136,6.69,7.019827127,0.95,0.946134463,1.05,1.111008197,3.67,4.859392643,1.63,1.682773381,5.52,5.488281965,0.73,1.283307523,0.6,0.810279146,7.53,6.12811029,6.15,6.497042537,2.79,2.676680624,0.95,0.986425921,2.48,3.150200009,4.02,4.24789542,0.7,0.589715578,7.12,7.098236561,6.48,6.160896301,5.98,6.133852243,0.8,0.993997857,2.71,2.664096057,0.75,0.712683216,3.95,4.133853674,5.52,5.756244779,7.62,8.013601661,0.67,0.675310105,4.85,4.641533375,0.95,0.931600869,0.95,0.953700498,4.75,4.874287724,7.39,7.698505402,3.6,2.901541829,5.06,4.727913141,0.88,1.106611207,0.95,0.9499951,0.94,0.899691373,7.62,6.167974949,0.95,0.976045579,0.81,0.936373755,3.75,3.763995349,1.1,1.314069062,4.29,4.724123836,0.83,1.579986215,8.71,8.941306353,4.36,5.504920959,3.12,3.370759726
8.01,9.308359742,0.73,0.971697256,6.08,4.69527632,0.67,0.486409448,5.59,5.792156458,0.95,0.898349643,7.04,5.456501007,0.95,0.951673776,0.95,0.94684203,0.94,0.789349839,3.2,3.079314411,0.95,1.023246437,0.95,0.988861591,3.6,3.000585496,0.95,0.975680456,4.7,4.83884275,0.96,1.035304904,6.08,5.759611011,4.85,4.376102567,1.63,1.818109602,8.71,7.68539989,0.95,0.975117698,0.95,0.940767691,0.95,0.995330662,4.38,4.446146011,4.35,4.358934283,6.48,6.165574908,2.62,2.591021597,7.94,7.425901055,0.95,0.977292255,2.48,2.765835822,0.73,1.284900486,4.83,4.914602876,3.04,2.75534308,0.95,0.951954275,3.4,3.342281997,0.86,1.235990644,0.81,0.941643387,0.95,0.954509243,0.95,0.96277456,0.93,0.873426318,3.75,3.723154485,9.45,9.190696239,3.37,3.222068131,6.47,6.350310326,0.77,0.829100072,6.28,7.008026242,5.9,5.793628454,0.95,0.980489284,5.59,6.277994752,0.95,1.04003562
0.81,0.901162565,3.67,5.163264036,0.95,1.053768516,7.39,5.851121306,6.47,5.443449855,0.94,0.725875735,0.95,0.895950601,3.67,4.655180931,1.1,1.152903661,0.95,0.977401614,0.87,0.838229954,0.95,0.967665821,0.86,0.915279299,0.95,0.99937354,4.52,4.071854353,4.38,4.36657846,0.95,1.011454657,7.12,7.034999847,0.95,0.979944631,0.64,0.69757238,4.35,4.275592446,2.28,2.245690525,1.88,1.892384112,0.93,0.750065476,1.88,1.870509982,0.95,0.991036564,3.2,3.535868704,4.43,4.192272305,7.39,7.831929326,6.06,6.33183229,4.88,4.778658509,2.62,1.486341804,0.95,0.969482258,0.77,0.832913905,0.7,0.837120473,0.95,0.980275512,4.88,4.746979833,6.61,6.613659501,8.71,8.145136118,4.83,4.891663074,3.2,3.281971574,7.4,6.533534765,3.67,3.557730734,0.76,0.621535808,7.53,7.017956972,3.67,3.592749774,0.64,0.670574091,4.1,4.00503397,0.95,0.972811475,4.35,4.567177773,0.86,1.711066723
4.32,2.87111026,0.95,1.03902325,1.39,3.05163914,2.62,3.219543219,8.84,7.938170791,4.36,4.895462513,8.39,7.171710968,7.1,6.806694269,5,5.190083981,0.86,0.862885028,4.67,4.271143854,4.52,4.01397872,5.9,4.850233316,2.71,2.764731467,7.62,7.506277204,0.86,0.885572985,1.05,1.02958706,0.95,1.053754047,0.95,1.035487175,0.95,0.972682342,4.1,4.179131985,6.47,6.245081067,0.95,0.990670085,4.67,4.274419069,0.95,0.991023719,0.73,0.776414603,0.7,0.706611574,5.1,5.711006403,2.16,2.192148745,0.95,0.978108242,9.45,8.642843962,3.2,3.376904845,0.86,0.927942008,0.73,1.262075484,0.86,0.95570378,7.53,6.96120286,6.41,5.517042994,0.82,0.818916753,0.95,0.947304279,0.6,0.582839467,6.06,6.317129493,3.6,2.979657412,4.38,4.489462376,0.95,0.961433887,4.33,4.162622213,0.95,0.964912102,4.35,4.470748663,6.6,6.733319521,0.95,1.018889457,5.1,5.654898643,5.73,5.927982688
0.95,0.943651468,0.7,0.61232578,4.31,3.800999403,2.48,3.724945784,0.95,0.934165359,0.95,0.900456145,0.95,1.02697666,4.33,4.406785488,2.16,2.142965883,0.95,1.014717132,0.95,0.968810722,0.7,0.648921065,0.64,0.675086856,4.43,4.144445419,0.64,0.704969257,0.7,0.603578869,0.83,1.208883047,0.75,0.721325874,0.95,0.948232606,0.95,0.939299986,0.95,1.04384698,6.6,6.612167954,6.47,6.212944508,4.43,4.258244932,1.05,0.95905368,7.62,7.985183597,7.62,8.023441195,0.9,0.756978095,0.95,0.987402052,7.62,6.133795738,0.95,0.922001824,8.84,8.578188181,0.87,0.909045175,4.89,4.474458575,5.73,5.980643392,4.85,4.61585772,0.95,0.95884937,4.01,4.201464951,4.88,4.770415783,0.67,0.650336444,3.75,3.706362724,7.12,7.289790273,0.95,0.959508806,3.1,2.896303058,0.95,0.94941403,1.5,1.880297601,4.36,5.421441436,0.95,0.988869354,0.95,0.971575439,6.69,6.9921242,0.69,0.805148825
0.75,-0.090354055,0.96,0.788833074,3.4,3.874287009,0.84,1.248823345,7.44,7.319631457,3.64,3.598386526,4.7,4.432708859,7.94,5.691321969,0.67,0.6403341,0.95,0.927853525,8.71,7.444790244,0.95,0.977970511,2.79,2.55687201,8.01,8.260415554,4.36,4.071854353,0.9,0.875771612,4.85,4.301343501,0.95,1.044459477,6.55,6.087096334,0.88,0.958409011,0.95,0.997213304,0.86,0.891244322,4.01,4.142371774,0.95,0.954188287,6.08,5.84076941,7.4,6.324002266,0.98,0.947723806,5.9,5.323206782,0.75,0.68513757,0.97,0.992785886,6.08,5.684213042,7.94,7.399885297,2.12,2.153373599,0.96,1.30131337,0.95,0.954784766,0.64,0.649977893,0.95,0.966386691,2.62,1.553949207,0.86,0.860595375,1.05,0.970885813,4.83,4.90689683,0.95,0.979928598,5,4.981879234,0.95,0.960775986,0.7,0.723159671,4.33,4.165196002,2.81,3.125099182,2.71,2.505242825,6.61,6.591408968,6.47,6.48445797,0.68,1.198516846
0.95,0.903096616,0.59,1.008615717,0.78,0.073263817,4.31,4.063266158,6.6,5.915916204,7.1,6.307409763,7.89,6.941866159,2.79,2.584211648,7.94,6.047408581,7.53,5.654254556,0.6,0.800022274,2.28,1.619936675,9.45,6.875859141,0.95,0.995353326,6.06,6.770434856,0.97,0.929945573,4.36,4.831268668,0.95,1.022546515,0.78,0.944114447,6.47,6.117123365,8.01,8.088418603,0.95,1.006802306,5.06,4.481118917,3.1,2.613204598,4.67,4.878246665,0.95,0.946892843,0.95,0.975089431,1.05,0.93805483,5.9,5.315064549,0.77,0.840130717,5.06,4.647190094,3.62,3.526367962,4.88,4.779531479,1.04,1.174618512,3.75,3.772922516,4.5,4.424220681,4.89,4.453735828,4.43,4.176944494,0.6,0.967494294,4.67,4.012863338,0.95,0.944823533,8.84,8.930922508,0.98,1.004264325,1.04,1.392706931,7.39,7.52306664,0.95,0.955329284,0.95,0.962059319,0.86,1.067726791,1.5,1.997891366,0.95,0.998010471,0.95,0.987286404
5.1,5.591706157,0.95,0.907731876,5.73,5.754174948,7.94,5.259559512,1.38,1.528645098,0.95,0.895433858,0.97,0.93604134,0.86,1.799062461,4.36,3.777348042,2.72,2.392914236,3.4,3.883048117,0.78,0.743141085,2.72,2.24890238,3.1,2.446245641,6.28,6.793153763,7.51,6.612006545,6.08,5.792009711,0.95,0.977093756,0.88,0.950489625,0.8,0.897830054,1.42,1.61401096,0.88,0.988942087,4.31,4.609341025,5.59,6.659570932,0.68,1.026512519,4.5,4.526965857,0.67,0.734999821,0.95,0.92669642,0.95,0.984534159,6.48,6.142074823,0.95,0.96536383,7.62,6.17558217,0.9,0.795714691,0.87,0.914855391,0.95,0.952706441,0.95,0.952356592,7.51,7.118201971,0.69,0.660045534,0.95,0.966017097,0.95,0.948681965,6.47,6.287773371,4.42,4.54442656,7.04,6.45672369,5.9,5.685733914,0.81,0.936352059,0.7,0.908556804,4.67,4.670035839,0.95,0.946217492,0.84,1.058935165,0.84,0.906986058,0.95,1.034847721
7.53,6.675165534,8.01,7.583242774,0.95,0.963385254,3.75,4.269417048,2.71,2.392812252,4.75,4.272488654,2.72,2.526442945,5.06,4.318905473,3.6,2.655314326,0.9,0.949070975,2.12,2.118438482,7.44,7.974531651,0.67,0.752778962,7.62,6.769063711,0.95,0.936843351,0.86,0.914083913,7.62,7.599161625,0.95,0.942408547,6.61,6.888378024,4.42,4.633245707,0.64,0.701934725,0.59,0.806867152,6.15,6.185928345,0.95,1.014636666,1.42,1.610857368,4.88,4.784035921,2.72,2.288495779,6.48,6.169957876,0.77,0.826464996,7.89,8.171217322,8.71,7.961280227,2.64,2.392753065,2.48,2.736940563,5.27,5.324231386,3.75,4.309478641,0.95,0.957458958,6.08,5.699918628,0.83,1.314587221,0.95,0.974203378,4.29,4.617380381,0.7,0.691219024,0.95,0.974079892,0.95,0.9556005,0.68,1.048406169,7.62,7.934063315,0.95,1.018419772,7.1,7.080951095,5.73,5.949781895,1.38,1.39171271,0.95,1.035119906,0.83,1.626287133
4.67,4.78378123,4.33,5.420365095,6.47,6.103598356,6.26,6.853020668,4.02,4.583302855,6.08,5.261958599,5.73,5.832094431,3.04,2.980535567,7.62,6.095858574,0.7,0.611320853,4.29,3.804156601,6.06,6.381940365,1.1,1.300619304,0.95,0.974923596,0.95,0.978021905,0.95,0.985398144,1.88,1.71688509,0.59,0.877799451,4.36,4.190980792,8.84,8.518802166,0.95,1.013817906,0.82,0.921528786,0.95,0.983238518,7.04,6.119438291,2.62,1.438527167,0.95,0.99353984,5.06,4.588260531,7.62,8.000449419,0.97,0.983986869,7.1,7.117591381,0.82,0.82265377,3.6,3.36475867,1.39,2.006333023,0.95,0.967232332,0.95,0.934446737,5.9,5.448300838,0.84,0.839316636,0.95,0.974995479,0.95,0.973331764,1.49,1.599449396,0.56,0.723031253,8.01,8.281576872,0.95,0.965578988,4.38,4.495608926,4.52,4.159773469,2.81,3.102081239,0.95,0.963258177,4.42,4.559146047,0.95,1.001186848,6.61,6.601118684,0.95,0.966847986
0.95,0.967941359,7.1,6.455731153,5.59,5.577081323,1.39,3.351291358,0.87,0.723890096,5.79,5.233624578,0.78,0.532675467,4.36,3.716381967,0.83,1.054747775,7.12,6.865977764,0.95,0.990226418,6.15,6.221414447,6.26,7.011531353,1.38,0.993937537,0.95,0.989971608,4.02,4.314637423,0.95,0.959592119,7.62,7.702610612,0.95,0.936204702,6.47,6.283685923,7.89,8.127397299,3.2,3.715747416,1.42,1.608593553,0.95,0.946230248,5.27,5.423164368,0.95,0.939849973,7.04,6.197174549,0.7,0.713895261,0.96,1.274456143,7.04,6.137788415,1.38,1.005084604,4.33,4.044685841,6.26,6.669870973,0.95,0.97604008,0.59,0.626642153,4.01,4.256132364,1.04,1.269885629,0.78,1.187590435,7.62,8.07307744,0.7,0.801343203,1.3,1.38616544,1.3,1.389869183,0.83,1.406090006,4.83,4.927799106,5.9,5.727526307,6.26,6.405946851,7.94,7.990145564,0.95,1.025304854,3.4,3.676742733,4.67,4.03844595,4.35,4.635940552
8.84,11.05033803,8.39,7.350584388,7.04,5.57412684,5.59,5.74485898,0.95,1.098293692,0.95,0.936021805,0.95,0.896705553,0.56,0.575758196,7.4,4.956014156,0.95,0.975059554,2.16,2.098161548,0.77,0.70126608,6.48,5.664328098,0.95,1.047378451,0.95,0.995563045,5.79,5.923959851,6.15,6.366414309,0.95,0.989894584,4.52,4.159042776,0.86,0.888942719,0.86,0.887389511,0.84,0.845858067,0.95,1.050986931,1.49,1.747623235,0.81,0.849959597,0.96,1.20591855,7.44,8.097776771,4.36,4.216790855,3.75,3.902760804,8.71,7.953625798,4.1,3.872045994,1.5,1.650997579,0.95,0.9661441,4.83,4.900218964,7.89,8.120689869,0.86,0.845348701,6.55,6.325868964,8.39,8.272940636,4.33,4.109207869,4.36,5.299017072,8.39,8.240697145,5.59,6.466523767,0.67,0.658997744,5.06,4.848100901,6.26,6.381516814,4.5,4.41433847,0.95,0.977843687,0.86,0.885052368,6.47,6.464845896,6.08,5.980589509,7.89,7.95357585
6.61,8.770274282,4.88,5.393734813,6.28,5.68017292,3.1,2.843751669,5.98,5.261693835,3.4,3.596284628,1.39,3.523566842,0.95,0.916495219,0.6,0.561954185,7.62,7.089198351,4.85,4.030381918,4.32,4.438793898,1.38,0.976669282,3.04,2.699185967,4.33,3.824745059,0.69,0.795319125,4.54,4.243054569,3.2,3.78372407,0.95,0.965031803,0.77,0.65501947,3.12,3.002252579,0.7,0.790464565,1.04,0.9985006,0.95,1.0041302,5.79,6.011170983,0.95,1.003554955,1.38,0.982828468,7.89,8.216867447,6.47,6.255529284,4.36,4.206458032,2.62,1.473859847,7.62,8.043495536,0.95,0.966751948,6.41,5.442732096,0.83,1.255859017,0.84,0.830412567,5.73,5.934158564,0.95,0.948036,0.68,0.967494294,4.01,4.200009525,0.84,0.889213219,0.82,1.016317546,1.93,1.945406437,3.95,4.141517341,0.95,0.956053555,7.53,7.001130104,0.95,1.008579925,3.75,3.833438098,4.67,4.685933113,6.06,6.446127892,0.73,1.457342893
6.69,6.190812588,0.77,0.595729381,4.38,3.756519854,0.95,0.887301371,6.61,7.277702689,0.95,0.925631583,5.59,5.928591728,2.62,1.931909323,1.3,1.313805401,4.88,5.322733283,8.01,8.120333433,2.62,2.725507319,7.04,5.521550417,4.67,4.096976101,4.02,4.370921373,5.9,4.955626249,4.01,4.120536923,4.01,4.138139009,1.1,1.287595391,6.15,6.270195961,9.45,7.886096597,4.31,4.661239147,0.77,0.713820584,0.95,0.980882049,2.48,2.924932003,0.93,0.739823446,7.4,6.336568475,2.16,2.202699125,0.67,0.706710324,3.04,2.696400046,3.2,3.277298272,5.9,5.359395981,0.95,0.948916033,0.94,0.879499197,7.39,7.740301847,3.75,4.292859435,3.6,3.442299306,2.12,2.136103749,2.64,2.492534339,0.68,0.973616332,4.36,5.329438806,7.62,8.005619168,0.95,0.990977228,4.02,3.890626609,0.95,1.014416948,8.71,8.690668344,7.51,7.137295246,0.73,1.336675167,0.95,1.00703238,7.62,6.406068921,6.64,6.329992652
1.04,1.440200433,3.12,4.0440799,6.41,5.675438046,0.95,0.898294792,5.79,5.170784473,0.95,0.896361709,0.95,0.91262804,7.44,7.545506001,0.75,0.666583806,3.12,3.232581675,0.95,0.938023403,0.95,0.982966796,1.39,2.53810972,1.5,1.876378626,6.69,6.672738433,7.62,6.565023661,2.81,3.620824575,7.44,8.056610703,0.95,1.004154146,0.86,0.878996223,4.33,3.992340386,6.47,6.266692758,5.27,5.36587882,4.39,4.635272622,0.95,0.945045814,0.95,0.944071233,3.64,3.908164561,0.96,1.249020934,0.98,0.935537964,6.64,6.398612738,0.88,1.116782874,1.39,2.018028587,0.95,0.951795071,2.72,2.175721824,1.88,1.74644655,0.95,0.961427957,0.93,0.817518264,1.63,1.684834868,0.95,0.965736434,0.82,0.817488864,8.84,8.919650555,6.26,6.444569707,1.1,1.289012074,0.7,0.698476084,0.73,1.237843186,0.95,0.97586678,2.64,2.671941757,4.35,4.502489805,3.2,3.233233869,4.75,4.647845507,1.1,1.359328672
4.85,4.561024904,2.79,2.319444358,0.69,0.777449772,3.2,3.465319991,1.1,1.03835988,1.38,1.255047485,4.43,3.960683644,2.16,2.094674587,4.67,3.930486023,0.95,0.960819855,0.95,0.959277511,9.45,6.603042245,7.62,6.729601145,0.67,0.768153712,3.75,4.065792084,2.28,1.920558184,0.95,0.981174022,6.6,6.445165038,0.77,0.632536091,0.97,1.002399325,5.52,5.928581119,0.95,0.963030741,0.75,0.789036393,0.73,0.785257399,6.47,6.117833853,4.7,4.702544808,1.39,2.172009856,4.83,5.102313638,4.1,4.005240202,4.67,4.909091949,0.86,0.912532493,0.87,0.904785872,0.69,0.686210111,5.06,4.674380898,2.48,2.704343259,6.48,6.289717555,0.64,0.640012249,0.6,0.586368568,0.95,0.943548769,0.86,1.268419176,7.04,6.381628871,1.88,1.766320795,4.1,3.835659862,0.95,0.991109803,2.48,2.54977107,4.89,4.510910034,2.71,2.51751864,0.95,1.025096953,5.98,6.055545807,0.69,0.788609967,4.89,4.433591306
3.37,3.846986115,1.39,2.849199772,0.95,0.901739016,7.04,5.974649668,1.05,1.373248085,2.37,3.889897168,6.6,5.910043716,0.84,0.902242795,0.76,0.798685208,0.69,0.700420246,6.47,6.119379401,3.2,3.948422849,5.98,6.022063494,0.78,0.834834784,3.4,3.753751755,2.12,2.176834106,0.95,0.978368938,0.85,0.636763245,8.84,8.538971186,4.36,4.237321019,0.95,0.988154978,5.9,5.142647862,3.75,4.638048768,0.95,0.974079311,8.01,8.036246896,3.04,2.824759245,0.95,1.026716515,7.04,6.154869437,0.7,0.715034515,2.64,2.424264252,4.89,4.499100089,5.27,5.316457987,4.02,4.009139121,6.06,6.314835191,7.04,6.199584246,4.42,4.59264338,7.39,7.678877234,0.73,1.219007879,1.63,1.698846549,0.97,1.179515719,7.39,7.578197718,0.83,1.393718928,3.2,3.254374862,1.05,1.02330777,6.15,5.885601759,9.45,9.261788607,0.95,0.973358244,5.1,5.564016223,4.5,4.32522881,0.94,0.853674024,4.54,4.253358483
3.2,5.264517903,6.06,6.817841768,0.73,0.941148013,0.88,1.15649958,7.94,5.624833822,0.88,0.871024147,3.12,3.628189802,0.95,0.932354212,3.75,4.452236593,0.95,0.952888086,0.95,0.972153366,1.04,0.884955764,0.82,0.79584828,4.54,4.25209409,2.37,1.978763819,0.81,0.872517496,4.88,4.872985601,2.62,2.826850116,1.38,0.975211129,6.61,6.89154911,1.38,0.944660142,7.39,7.820090413,0.9,0.734517992,4.7,4.643143296,6.15,5.982752204,0.56,0.742041022,3.6,3.550086975,5.52,5.788146853,4.52,4.070068419,0.82,0.814567059,0.6,0.977721944,4.4,4.327042341,0.95,0.962192103,3.75,4.313997447,6.6,6.569463372,0.95,0.972429097,7.94,7.468141913,0.95,0.974818155,0.95,0.960962221,0.76,0.626353741,7.53,7.020249844,3.67,3.560616314,1.05,1.007408068,5.59,6.430969357,5.79,6.004263639,3.75,4.313419282,0.86,1.486640275,4.43,4.19116044,0.95,1.030232638,4.67,4.693881154,4.5,4.233837724
6.47,5.784073353,3.75,4.537605643,4.33,4.80126965,0.73,1.997334957,3.75,4.50737834,0.56,0.685498416,8.01,8.048323989,0.95,0.952349111,0.95,0.972499013,2.71,2.340967238,0.83,1.062666178,4.75,4.097092271,0.95,0.97260496,0.95,0.963385239,7.4,5.822725773,7.62,7.52036202,2.16,2.162926972,1.88,1.773153096,6.47,6.245620847,5.06,4.353674114,0.95,0.981718272,0.95,1.003889009,9.45,8.069825172,0.95,0.989710867,0.86,0.864286274,0.95,0.986296251,0.68,1.036794573,5.59,6.690126061,5.98,6.041886687,0.95,0.972767949,6.28,6.950633883,0.95,0.970175758,2.79,3.021287739,7.1,7.114966154,7.94,7.439954519,7.89,8.123181939,8.71,8.049574137,0.95,0.959108502,1.88,1.717921495,5.06,4.770970583,3.2,3.270218551,1.39,2.202612668,8.39,8.219139814,0.95,0.977439776,0.95,0.998454794,0.95,0.998391569,0.84,1.028300986,5,5.093619466,0.81,0.914884225,6.6,6.776853323,0.95,0.981856063
0.95,0.915638134,0.95,1.09893629,2.64,2.975414991,4.01,5.119693637,0.95,0.87738499,6.6,5.808112144,3.62,3.361541629,7.53,5.561430216,0.95,0.935904399,0.73,1.312810868,0.95,0.923819974,6.6,6.09921515,4.43,4.106719732,5.06,4.002952993,4.01,4.14982599,0.95,0.980338156,7.04,5.678063035,1.93,2.049513251,0.75,0.731149286,4.39,4.785524011,6.47,6.294240236,7.44,7.972195029,0.95,0.980112493,4.38,4.432072759,0.93,0.743836105,0.95,0.99050048,4.1,4.106172502,4.29,4.372706294,0.68,0.998402908,0.86,1.103377879,0.95,0.957505897,5.1,5.582139254,3.6,3.360551417,3.1,2.60284394,2.62,1.527854085,0.95,0.997426465,0.95,0.911236674,0.67,0.634261072,8.39,8.253188372,0.95,0.953762338,0.69,0.680399388,2.71,2.631487131,0.95,0.933677211,6.69,7.095283747,3.1,2.920066893,0.86,1.437772661,1.39,2.349182427,6.41,5.876808763,0.95,0.979967922,0.73,0.983551592,0.84,1.087636083
6.26,7.71316731,4.52,3.362885058,6.6,6.214785576,1.04,0.976866342,0.95,0.885358676,0.95,0.883255541,4.36,4.819015026,4.4,3.371065497,4.67,4.116296768,0.95,0.959827185,4.35,4.497573495,4.35,4.479163826,7.4,5.585557342,5.1,6.123795033,0.95,0.986733988,0.95,0.94038716,8.84,8.631396294,0.69,0.874884024,3.64,3.509371698,0.7,0.704818033,0.95,0.964402825,4.54,4.204376578,0.84,0.84559989,0.95,0.965637133,4.42,4.617334604,0.7,0.690916196,2.28,2.369294345,4.35,4.300848246,6.64,6.394230366,0.85,0.850990474,2.64,2.396114826,2.71,2.61041379,0.7,0.841205671,3.37,3.259796798,0.9,0.785031989,0.95,0.952974528,1.3,1.399545759,0.69,0.649391741,5.27,5.365408063,6.08,5.78228724,7.94,7.511699319,0.9,0.73094514,6.06,6.326766014,4.36,4.330083251,3.6,3.03171438,0.64,0.659213312,3.62,3.666818261,0.95,0.979969934,2.64,2.707608342,3.95,4.314140797,0.8,1.115440756
5.9,6.383799195,0.94,0.735359207,5.9,4.724413633,3.64,3.063855231,4.52,3.684639871,3.6,3.056893229,1.5,1.517444238,0.95,0.934447616,4.38,4.129354954,7.1,6.899667621,0.86,1.131396756,0.95,0.977505282,6.55,5.574965358,0.96,0.970511094,0.98,1.667673171,0.93,0.742840827,0.95,1.021046817,1.42,1.465661496,4.89,4.744213939,0.95,0.974911109,0.82,0.906843707,3.62,3.624054551,5.9,5.184463143,1.5,1.82806766,0.95,0.9403418,3.37,3.340165079,2.79,2.884386122,8.71,7.955827594,5.06,4.628840327,0.95,0.974469721,5.1,5.584352255,9.45,8.718675852,0.95,0.971218914,1.05,0.920815408,0.96,1.301711172,1.3,1.402671784,0.87,0.937838227,0.95,0.94735457,2.28,2.585383177,6.06,6.326989532,1.49,1.610513806,0.88,1.090877458,4.36,4.341926455,2.71,2.586571336,7.44,7.726723313,2.62,2.676656723,5.59,6.358248711,2.48,2.582439482,3.37,3.38785398,0.95,0.977170706,4.43,4.055913925
0.95,1.001683637,0.86,3.086334884,4.89,4.913505077,2.81,3.596672237,0.95,0.92452547,2.64,2.647798777,4.1,4.726383209,5.98,5.340019464,0.95,0.905920759,7.44,7.888448119,4.32,4.436915636,7.94,6.604921699,0.86,1.041863456,5.27,5.360843897,7.44,8.066543221,4.67,4.049954236,4.42,4.506129503,0.95,0.98822245,6.41,5.243394256,3.04,2.777731419,2.71,2.8363536,0.95,0.987590939,2.71,2.752102852,4.36,4.223479867,0.6,0.576670282,0.81,0.845242947,6.08,5.808406353,6.55,6.200673223,6.61,6.776803613,7.94,7.424690127,0.95,0.925851211,2.37,1.921798319,7.1,7.129830003,4.42,4.553391457,6.15,5.867078424,2.48,2.671417415,6.28,6.825021505,2.37,1.954446912,4.85,4.679812908,4.89,4.460352182,6.69,7.100268364,4.31,4.399101138,4.88,4.756181002,4.29,4.679928064,0.95,0.995740741,2.71,2.522935987,6.64,6.397017002,0.95,1.054318428,3.6,3.118116319,4.42,4.501578331,0.95,1.014993384
