"Real NN 3 for Time,0; ,None - All data","Averages for Time,0; ,None","Real NN 3 for Time,1; ,None - All data","Averages for Time,1; ,None","Real NN 3 for Time,2; ,None - All data","Averages for Time,2; ,None","Real NN 3 for Time,3; ,None - All data","Averages for Time,3; ,None","Real NN 3 for Time,4; ,None - All data","Averages for Time,4; ,None","Real NN 3 for Time,5; ,None - All data","Averages for Time,5; ,None","Real NN 3 for Time,6; ,None - All data","Averages for Time,6; ,None","Real NN 3 for Time,7; ,None - All data","Averages for Time,7; ,None","Real NN 3 for Time,8; ,None - All data","Averages for Time,8; ,None","Real NN 3 for Time,9; ,None - All data","Averages for Time,9; ,None","Real NN 3 for Time,10; ,None - All data","Averages for Time,10; ,None","Real NN 3 for Time,11; ,None - All data","Averages for Time,11; ,None","Real NN 3 for Time,12; ,None - All data","Averages for Time,12; ,None","Real NN 3 for Time,13; ,None - All data","Averages for Time,13; ,None","Real NN 3 for Time,14; ,None - All data","Averages for Time,14; ,None","Real NN 3 for Time,15; ,None - All data","Averages for Time,15; ,None","Real NN 3 for Time,16; ,None - All data","Averages for Time,16; ,None","Real NN 3 for Time,17; ,None - All data","Averages for Time,17; ,None","Real NN 3 for Time,18; ,None - All data","Averages for Time,18; ,None","Real NN 3 for Time,19; ,None - All data","Averages for Time,19; ,None","Real NN 3 for Time,20; ,None - All data","Averages for Time,20; ,None","Real NN 3 for Time,21; ,None - All data","Averages for Time,21; ,None","Real NN 3 for Time,22; ,None - All data","Averages for Time,22; ,None","Real NN 3 for Time,23; ,None - All data","Averages for Time,23; ,None","Real NN 3 for Time,24; ,None - All data","Averages for Time,24; ,None","Real NN 3 for Time,25; ,None - All data","Averages for Time,25; ,None","Real NN 3 for Time,26; ,None - All data","Averages for Time,26; ,None","Real NN 3 for Time,27; ,None - All data","Averages for Time,27; ,None","Real NN 3 for Time,28; ,None - All data","Averages for Time,28; ,None","Real NN 3 for Time,29; ,None - All data","Averages for Time,29; ,None","Real NN 3 for Time,30; ,None - All data","Averages for Time,30; ,None","Real NN 3 for Time,31; ,None - All data","Averages for Time,31; ,None","Real NN 3 for Time,32; ,None - All data","Averages for Time,32; ,None","Real NN 3 for Time,33; ,None - All data","Averages for Time,33; ,None","Real NN 3 for Time,34; ,None - All data","Averages for Time,34; ,None","Real NN 3 for Time,35; ,None - All data","Averages for Time,35; ,None","Real NN 3 for Time,36; ,None - All data","Averages for Time,36; ,None","Real NN 3 for Time,37; ,None - All data","Averages for Time,37; ,None","Real NN 3 for Time,38; ,None - All data","Averages for Time,38; ,None","Real NN 3 for Time,39; ,None - All data","Averages for Time,39; ,None","Real NN 3 for Time,40; ,None - All data","Averages for Time,40; ,None","Real NN 3 for Time,41; ,None - All data","Averages for Time,41; ,None","Real NN 3 for Time,42; ,None - All data","Averages for Time,42; ,None","Real NN 3 for Time,43; ,None - All data","Averages for Time,43; ,None","Real NN 3 for Time,44; ,None - All data","Averages for Time,44; ,None","Real NN 3 for Time,45; ,None - All data","Averages for Time,45; ,None","Real NN 3 for Time,46; ,None - All data","Averages for Time,46; ,None","Real NN 3 for Time,47; ,None - All data","Averages for Time,47; ,None","Real NN 3 for Time,48; ,None - All data","Averages for Time,48; ,None","Real NN 3 for Time,49; ,None - All data","Averages for Time,49; ,None","Real NN 3 for Time,50; ,None - All data","Averages for Time,50; ,None"
4.75,5.523892283,3.2,4.46044302,3.75,4.152257144,1.49,1.562787682,0.59,0.842712685,4.83,5.307547688,5.27,5.116565704,4.83,5.365098,0.95,0.93881093,0.85,0.664433211,3.6,3.087505221,5.06,4.045283258,4.54,4.351168275,0.95,0.905173898,2.62,1.568100661,4.88,4.895429254,1.38,1.028013423,0.76,0.794246763,6.48,5.951374531,1.49,1.762765735,0.95,0.945806786,4.52,4.187451303,0.7,0.610999271,0.68,1.021690682,3.75,4.574102879,9.45,8.36168766,1.3,1.392403811,1.88,1.836826473,0.95,0.917748854,0.93,0.770238653,4.52,4.096463561,4.54,4.13562119,0.95,0.960967883,3.12,2.942115605,2.12,2.137387931,0.95,0.962157622,0.95,0.95683153,7.12,7.263195515,0.73,1.210594773,4.02,3.952281594,0.95,0.991588414,0.95,0.95114845,4.42,4.565152287,0.95,0.965581611,0.56,0.771135062,1.49,1.680510819,0.95,0.945834428,0.95,0.981284961,8.01,8.286206961,6.28,7.017604828,3.4,3.693985224
0.73,1.530517399,0.95,0.858541906,4.83,4.949041128,4.5,3.482267022,0.81,0.667941198,0.93,0.894711867,0.93,0.838833362,6.64,5.63694942,6.47,5.34598124,0.97,1.09833163,0.95,0.970997334,4.67,4.325375319,0.95,0.967818156,6.47,6.474651337,4.35,4.332446456,2.79,2.61849761,0.7,0.59526597,4.83,5.794459581,0.98,1.345839739,6.6,6.636288047,0.95,0.968307987,6.69,6.889788389,0.84,0.843044609,0.95,0.935803697,2.12,2.229047894,3.95,4.106032014,2.81,3.201610684,0.95,1.020582587,6.69,6.951570868,3.2,3.43163991,0.75,0.657435983,1.63,1.716705829,0.95,0.965774074,0.95,0.954641953,6.64,6.498430729,0.94,0.890627563,0.95,0.935648292,1.05,0.94425343,0.95,0.936307296,6.28,6.893906116,0.95,0.92678535,4.01,4.196648359,1.88,1.777386606,0.95,0.996017829,0.7,0.864649937,4.4,4.507795691,0.97,1.160418615,4.7,4.786793351,4.67,4.018587947,0.95,1.030763239,0.95,1.029574469
0.73,1.005184099,6.47,5.642768264,5.1,5.970507145,1.88,2.075952321,4.39,4.371161342,0.95,0.96805945,0.95,0.917508051,0.87,0.756110013,6.61,7.390716672,0.59,0.808441654,4.38,4.189879239,0.86,0.915302232,4.29,3.864981771,2.37,2.00096488,9.45,7.241893291,4.39,4.827810407,6.26,6.773127198,3.37,3.298500478,4.01,4.159712791,7.51,6.774131179,0.93,0.765767649,4.5,4.571190715,6.28,7.123970628,0.84,0.83194983,0.69,0.794436067,0.84,0.811033651,4.31,4.539498448,0.56,0.757443503,2.72,2.272215784,0.95,0.945456088,0.84,0.823401123,1.38,1.01037848,1.04,1.149473965,4.75,4.853158236,4.32,4.460646629,0.75,0.589796856,0.95,0.940257147,4.35,4.314076424,5.06,4.750552416,0.95,0.940960139,0.95,0.959674269,3.62,3.62705189,2.62,1.637231559,0.95,0.973136306,0.94,0.882432774,0.95,0.970566243,3.64,3.713506341,0.95,0.997823149,7.51,7.170881629,2.71,2.484120905,8.39,8.161692023
7.62,7.321864128,0.64,0.842685662,7.94,5.990147829,0.95,0.9316369,0.85,0.851826921,7.04,5.481368065,0.95,0.923563093,4.39,4.751083374,4.75,4.532310843,0.7,0.647682607,4.43,4.06636101,7.53,5.84033215,4.1,4.272632658,7.4,5.722672462,0.59,0.897246063,6.06,6.791275263,5.06,4.175948381,0.95,1.034535795,2.72,2.279709101,0.95,0.987940744,4.75,4.73772645,9.45,7.995744109,2.79,2.872858286,0.95,0.999372184,5.98,6.135163188,0.95,0.985011801,0.73,1.29215306,0.95,0.972128108,5.27,5.33224225,0.95,0.951914757,4.36,5.162610412,0.76,0.700094879,0.6,0.601392485,0.95,0.968813106,0.76,0.660497546,0.95,0.980067775,0.95,0.960780695,6.41,5.541814089,2.16,1.976427078,7.94,7.452561498,2.71,2.644544661,7.51,7.109514117,2.64,2.605222225,1.88,1.799877256,2.62,1.705648869,0.95,0.976472959,0.95,0.993578941,0.93,0.991968498,5.27,5.527188063,4.31,4.350984097,2.62,2.691276014
0.95,0.812105775,4.7,4.765855074,3.04,2.944123745,0.78,0.278186694,0.86,2.178937495,8.01,7.720033646,2.62,2.510029197,9.45,5.972934961,0.95,0.959069088,6.28,6.685684085,2.72,2.377156436,8.71,7.530430317,3.04,2.767353356,0.95,0.990393132,0.95,0.978065789,6.08,5.797355056,0.95,0.983521909,0.95,0.966335222,1.42,1.515763432,0.95,1.008502632,0.95,0.990134016,0.95,0.970407158,0.82,0.93776229,6.55,6.161687374,4.02,4.055366337,7.89,8.196023226,0.95,0.938172966,1.49,1.734176159,0.81,0.835261539,1.1,1.251849681,5.73,6.044178963,4.39,4.506562471,5.98,5.956206203,3.2,3.322170496,6.55,6.308660507,0.86,1.225036353,0.95,0.974056408,0.95,0.970867664,7.44,7.820977926,0.95,0.957516134,1.05,0.985328883,4.02,3.919069469,4.31,4.404689193,0.75,0.615762889,4.89,4.505295515,8.39,8.163506269,0.95,0.971933216,6.61,6.581699967,4.1,3.997205496,3.6,3.131229758,4.88,4.913684845
0.95,1.035203248,5,6.413405955,0.95,0.951302066,1.05,1.330789357,0.95,0.941797435,4.32,4.203179777,6.47,5.987867594,1.93,2.423168898,6.48,5.847063541,7.04,5.684918642,7.4,5.266489029,0.59,0.882387966,0.78,0.786182791,0.95,1.002543807,1.1,1.343180567,0.95,0.969316125,4.83,5.858771682,0.84,0.867150858,4.38,4.409184575,4.67,4.562787056,2.12,2.202389777,0.6,0.944326788,2.81,3.362735927,0.69,0.763047799,1.38,0.972360834,0.95,0.963123515,4.32,4.573910356,0.95,0.97160323,0.95,0.977821693,2.79,2.948667347,0.95,0.982804939,2.79,3.000361025,0.94,0.875443622,4.67,4.941980243,0.78,1.133450761,0.95,0.901254267,0.77,0.811763346,0.86,1.242772102,0.95,0.96954447,0.95,0.942982644,0.6,0.584734507,0.86,0.878549322,5.1,5.508861899,0.67,0.66437766,0.95,0.973924384,6.47,6.456732631,0.94,0.880769908,0.95,0.981149167,4.7,4.833353162,0.95,0.951347455,7.39,7.51931715
0.98,1.877315164,0.93,1.451903552,0.95,0.950319842,0.95,0.856008634,3.37,4.046940625,5.73,5.961782694,6.08,5.702032447,0.59,0.815008193,0.95,0.958113223,0.87,0.793839961,7.62,6.30293715,0.95,0.973964959,0.95,0.991495326,0.86,0.901979521,0.95,0.991589844,7.89,7.909050703,3.75,5.043146372,4.39,4.815997243,4.88,4.848623514,0.95,0.943520799,0.95,0.993813142,0.7,0.594856165,8.71,7.764560103,0.64,0.697939225,2.28,2.332949102,1.49,1.745924681,3.6,2.82714349,0.82,0.798415989,4.31,4.489118457,7.39,7.813848495,0.73,0.78211543,0.95,0.899594441,0.95,0.97384949,3.6,3.389883876,0.95,0.974048153,0.96,1.317514062,0.95,0.956541032,0.68,0.957720637,0.95,0.954484791,6.69,7.105150461,7.62,6.113446474,2.79,2.951397836,6.47,6.418230772,0.9,0.704177052,0.95,1.021420106,4.38,4.491107345,7.53,6.978392363,6.55,6.389949799,0.95,0.956519708,1.5,2.043763876,4.33,4.159500003
4.01,6.034110904,0.95,0.93749474,0.56,0.42688828,6.64,5.601047754,4.38,3.775514364,6.28,5.808019519,4.89,4.713611484,4.75,4.538226426,4.85,4.258631349,6.6,6.039961934,0.77,0.711680979,0.75,0.667684272,5.27,5.306093931,0.64,0.69351542,4.54,4.238693416,3.6,2.353484154,0.95,1.109821528,1.49,1.638789952,0.95,0.952154532,0.6,0.885208055,2.28,2.226344466,7.94,7.400250077,4.39,4.640130758,0.96,1.181966752,0.95,0.975298747,0.86,0.85852012,6.15,5.887640953,0.93,0.7517156,7.4,6.338976026,6.26,6.698536992,0.7,0.720425993,0.95,0.997158751,0.8,0.90148814,4.02,4.013325274,0.8,0.874138311,0.95,0.962157622,0.95,0.950167686,3.75,3.741728485,0.95,0.992973104,4.42,4.557470679,0.68,0.990517169,4.36,4.288857579,4.54,4.33136487,1.3,1.400065303,0.95,0.952991292,0.88,1.090522274,0.95,0.988542989,1.63,1.914617062,6.47,6.516820908,0.95,1.04598096,1.63,2.094099939
4.52,2.966796517,0.95,0.920788616,0.95,0.85705401,0.98,2.527424932,4.35,4.235364497,3.04,3.049985111,3.37,3.985146821,6.41,5.026186943,0.95,1.051533416,4.1,5.123174667,0.8,0.994205534,6.08,5.6561203,0.82,0.71449586,2.28,1.766994506,7.94,6.925768018,7.04,5.631846428,4.89,4.777105927,6.28,7.020962,8.01,8.100538135,8.39,8.34759903,0.6,0.532912515,2.12,2.209448814,1.5,1.873912334,2.28,2.308203518,4.88,4.799099684,4.02,4.034299612,0.96,1.223585188,0.68,1.016028553,3.6,3.465403616,1.5,1.663094431,1.39,2.041313142,0.95,0.937555924,0.81,0.879462421,2.81,3.056150675,5.1,5.575500488,0.84,0.881366342,0.86,0.977472261,3.2,3.261532784,0.84,0.908834279,0.98,0.953401789,3.62,3.605290771,0.93,0.883093253,1.3,1.38593629,0.95,0.965529397,0.95,0.974236473,6.41,5.81130445,4.01,4.215766907,0.95,0.982423604,2.37,2.20217374,0.95,1.022881374,9.45,9.344621181
7.1,7.538619041,4.67,4.532347441,0.95,0.911799937,0.95,0.946853191,3.4,3.643076181,0.81,0.731257766,0.56,0.619964115,0.77,0.695883259,4.01,5.006900251,4.89,4.971549034,3.64,3.561411858,6.69,6.672431469,5.1,6.172451258,4.29,3.912491262,0.95,0.975806355,0.95,0.984073624,0.87,0.908994377,4.85,4.346268296,8.39,8.362362146,4.29,4.338341892,6.6,6.609445214,0.95,0.993805915,0.95,0.96763356,0.95,0.956708178,0.95,0.96542725,3.6,3.541912138,8.84,8.445789576,4.54,4.064751506,2.37,1.970273525,0.95,0.922507763,0.95,0.96649529,0.95,0.978278771,7.04,6.198201537,4.43,4.163683593,6.47,6.204141021,7.51,7.13834703,6.64,6.464019418,2.81,3.01690501,7.94,7.438612461,4.43,4.197257757,4.89,4.467367172,5.06,4.810343385,0.6,0.585923053,0.7,0.834938109,0.95,0.961564034,4.39,4.461068034,0.95,0.969920471,6.69,7.04290092,1.1,1.331213996,2.62,1.928498656,0.98,1.405895054
7.62,5.713550925,5.52,4.764574468,4.36,3.277596414,3.6,2.583082497,3.67,4.700558901,4.33,4.23107779,0.75,0.639084935,2.72,2.397749424,5.9,4.570388317,4.38,4.085782051,5.1,6.176500916,0.95,0.969476774,7.62,7.380919456,0.98,1.766994506,4.83,5.868885159,7.44,8.079279065,1.49,1.567736596,0.68,0.828610122,0.6,0.530645207,0.69,0.898443028,0.95,0.970952556,4.88,4.873930216,0.95,0.934838116,0.86,0.870834172,0.95,0.992953971,0.95,0.979921639,6.41,5.297491431,3.1,2.573689044,6.08,5.73002243,4.5,4.494933367,0.95,0.978540152,7.1,7.167602181,4.51,4.190664649,0.95,0.971611023,6.41,5.467501521,0.56,0.750084981,3.04,2.803714037,0.95,0.952174097,1.42,1.554218739,0.95,0.928796589,0.95,0.933393553,5,4.970834374,3.95,4.119167149,0.97,1.171390936,2.71,2.549588084,0.95,1.006802469,4.52,4.122390389,0.96,1.42474097,0.85,1.00614734,4.54,4.276069283,5.59,6.239891529
2.81,3.31560719,0.95,1.001817316,0.95,1.021990344,0.95,0.941151872,7.4,4.744955778,0.82,0.886319056,3.67,4.616108894,5.1,5.760680437,2.12,2.176052243,4.36,3.810930073,2.28,1.601575136,8.39,8.005816936,2.48,3.585380793,1.42,1.369529575,0.95,0.922639757,0.94,0.8992071,7.39,7.845376611,0.86,0.907025784,2.28,2.159409344,0.94,0.872045711,4.43,4.32773006,4.7,4.631863832,0.95,0.963461921,1.93,2.134639084,7.1,6.979397178,0.98,0.950804055,3.1,2.587445855,8.39,8.460955858,4.01,4.14311409,0.95,0.97101292,2.79,2.974386394,3.1,2.564239681,7.44,7.96571815,0.97,1.059209451,4.33,4.063253939,7.44,7.85322082,6.6,6.594508767,6.55,6.332297206,0.95,0.946659282,0.84,0.925144255,0.95,0.937772393,8.39,8.220907927,7.4,6.550439835,6.61,6.543535948,5.06,4.861271739,0.95,0.953499302,0.69,0.602801651,0.97,1.169105485,4.42,4.527129292,4.52,4.042335987,4.32,4.329104781
7.39,7.691478968,0.8,0.712819651,6.06,6.695549011,3.04,2.707598448,4.83,5.096621752,7.89,6.605906367,0.82,0.890623689,5.73,5.759605765,2.72,2.383479238,0.76,0.820661977,5.79,5.416550875,0.95,0.957100809,3.64,3.532523274,6.08,5.82787025,0.95,0.955621317,3.62,3.501734078,7.51,6.625851631,2.16,2.219921887,2.79,2.770011485,2.71,2.804637611,4.39,4.747455835,0.95,0.991893113,5.59,6.650086403,7.1,6.940961361,0.95,0.931247041,4.85,4.448113322,4.39,4.573910356,0.7,0.85873355,4.29,4.402951241,4.35,4.318939924,2.37,1.935952216,6.28,6.888998151,4.32,4.47365725,4.31,4.423151612,2.37,1.918202698,0.73,0.793555856,0.95,0.952018559,8.84,8.826802731,0.87,0.94864212,1.04,1.362895399,4.29,4.650339365,5.1,5.516295195,0.95,0.945136994,4.36,5.375439882,0.69,0.714653805,4.35,4.440466404,0.8,1.036109596,0.95,0.993470758,0.96,1.453961551,1.05,1.119948745,4.85,4.982207417
4.67,4.984451294,5.73,5.617933512,1.49,1.639954388,6.48,5.153731465,2.16,2.288260579,1.42,1.516018689,4.01,4.926347017,1.1,1.059936211,7.12,7.02557075,3.4,3.719392121,4.75,4.196627736,4.43,4.068721712,6.41,5.338723779,5.79,5.75797832,4.51,4.166106939,0.82,0.81030041,0.95,0.993955523,2.64,2.699509323,1.39,2.277859688,4.32,4.663701177,0.95,0.952257246,3.75,3.867278039,2.62,1.440502375,2.12,2.224247575,4.7,4.695855975,0.6,0.598958895,4.67,4.275477886,3.6,3.51167357,0.9,0.772297144,8.01,8.118281007,7.94,7.396806955,4.52,4.06127727,4.4,4.318777442,4.35,4.32341218,4.31,4.443045974,1.63,1.683219671,4.02,3.968989074,0.85,0.839231312,7.1,7.058474064,0.59,0.628427982,0.95,0.949828833,3.2,3.280270934,1.5,1.759991437,0.84,0.932088658,4.02,3.868409753,0.95,1.031798154,8.71,8.774213076,3.67,3.577051342,8.39,8.144705415,0.6,1.18091318,0.64,0.752671219
0.95,0.862013061,7.89,6.556733489,0.81,0.729719013,0.95,0.895268545,4.32,3.82616955,7.62,6.96075511,4.32,4.284994483,5.79,5.170492887,1.5,1.847929299,0.95,0.955672264,4.36,3.918139577,1.42,1.318357021,6.6,6.147504807,6.47,5.988395572,0.95,1.017960727,8.39,8.304821849,3.04,2.650150716,0.81,0.84135507,0.95,0.981602117,7.94,7.419982433,3.1,2.661996365,0.95,0.94843106,4.35,4.32813704,6.26,6.756031632,4.01,4.153910041,1.93,2.131607175,6.47,6.232454777,0.67,0.718623042,3.4,3.454972208,0.7,0.850990474,4.42,4.60634768,0.98,0.952720329,7.39,7.77539289,0.95,0.972801089,0.98,0.952901363,6.47,6.24286592,3.12,2.946993291,0.86,0.988833368,0.84,0.868538514,3.04,2.845258594,7.4,6.535795093,4.1,3.755583048,0.68,1.026125491,0.95,0.974610865,4.31,4.42953968,0.97,1.156991467,5.52,5.665480971,0.95,0.996703491,3.04,2.955189109,1.63,2.035726696,6.08,5.978518009
4.36,5.22656858,0.84,1.777639747,0.6,0.407473765,6.41,5.515951395,4.54,4.29668206,0.6,0.690420151,0.95,0.928634748,0.97,0.988552615,4.39,4.833245397,5.27,5.220632672,0.76,0.840255871,0.56,0.633966774,7.53,5.928019762,7.39,7.739180803,5.79,5.853090048,0.95,0.957574144,0.6,0.5387289,0.6,0.828610122,5.06,4.293773413,5.1,6.137122989,0.84,0.858077452,5.27,5.366704106,7.1,6.921073914,0.95,1.048796698,4.31,4.583097458,0.7,0.875245363,1.04,1.043938279,4.75,4.773005366,0.95,1.016070947,4.54,4.063706994,6.06,6.335502744,6.61,6.753255367,8.84,8.618257523,0.95,0.950954139,0.95,0.969803885,3.64,3.755947411,1.88,1.703007072,0.95,0.956160545,4.4,4.41564095,4.35,4.363759041,4.51,4.221096873,0.82,0.826274857,0.7,0.688347496,6.47,6.431050539,0.82,0.831897646,5.52,5.64724791,7.39,7.484915972,0.95,0.992468089,1.04,1.467289984,2.48,2.629095554,0.95,0.984683827
1.05,1.476040035,0.95,0.982352868,0.83,1.553148001,0.69,0.258442149,0.69,0.714038044,3.62,3.503105581,0.95,0.933095038,0.95,0.972580805,0.96,0.862762153,1.3,1.368853897,4.54,4.468292952,2.37,2.262510121,3.12,3.037392557,0.95,0.988123044,0.84,0.901045799,0.95,1.030991599,2.72,2.225547135,0.95,1.129328012,0.95,0.998340026,2.48,3.121489167,0.68,0.907906517,2.62,1.447152406,3.75,3.835665822,0.6,1.021690682,0.95,0.934134692,0.95,0.98691304,4.43,4.210628033,2.72,2.282940567,0.69,0.716699615,0.95,1.009858355,3.1,2.561804295,0.59,0.650847837,1.05,0.923241228,3.6,2.870872557,0.95,0.967549309,4.75,4.873722434,0.95,0.955633342,0.95,0.95450981,1.1,1.272053272,6.64,6.460077286,4.42,4.560031295,0.95,0.999053434,0.95,0.974106804,3.75,4.313408136,4.36,4.346124649,5.27,5.441818714,6.06,6.390789628,0.69,0.614570335,2.16,2.18892473,8.84,9.097082615,3.37,3.463927865
0.95,0.833638847,2.64,3.246044636,3.37,3.857926846,4.75,4.368050516,1.3,1.429333776,3.1,2.591142058,0.88,0.890877143,0.86,0.897873938,0.95,0.963013649,1.63,1.721313953,7.12,6.779312849,3.62,3.461722136,3.2,3.063610852,7.94,6.832304478,5.06,4.033261776,2.16,2.087994695,0.73,0.876482099,6.47,5.960497856,1.3,1.235644221,6.26,6.763287663,0.59,0.815190315,0.95,0.969287544,0.95,0.93594645,0.95,0.932722196,0.95,0.991523117,0.77,0.763843983,0.95,0.946751714,3.67,3.689980686,7.51,7.015318632,0.95,0.938247234,0.95,0.978899762,0.86,0.917820945,5.73,6.038907647,3.64,3.730062902,0.6,0.601958342,5.98,5.948436499,4.39,4.458195686,7.89,8.080443382,3.67,3.579553902,1.3,1.387937963,6.41,5.650844693,0.95,0.965398476,0.95,1.001452491,1.5,1.783288658,3.62,3.632281244,7.39,7.490754962,0.84,0.941799968,7.4,6.48172915,7.62,6.342325687,0.95,1.009332523,0.95,1.050116614
0.95,1.056790158,2.48,3.885644615,6.48,5.196249008,0.95,0.944225073,4.7,4.288227081,0.95,0.924934134,0.9,0.921818271,0.76,0.792530492,6.6,6.084815383,7.89,7.599614978,5.98,5.83192718,1.3,1.363020569,1.93,1.980643451,1.93,1.955296367,2.71,2.775924921,0.95,0.953631863,0.95,0.971665546,0.78,0.947214603,2.12,2.214735866,0.73,1.283819765,4.51,4.267768621,0.93,0.761696547,1.63,1.805978477,4.67,4.849152803,3.64,3.796903133,4.67,4.250334978,1.42,1.633183181,7.12,7.133853555,2.62,2.595935822,4.1,3.934597135,7.39,7.789945006,7.53,6.886762977,6.28,6.858717322,0.6,0.958938286,4.1,3.775743425,4.32,4.477020502,0.95,0.938369706,3.67,3.587580919,4.38,4.488303661,0.86,1.014178276,0.95,0.950315982,2.81,3.04135257,0.95,0.999793947,4.4,4.477535129,0.95,0.95120497,5.9,5.739681244,7.12,7.257801533,4.36,5.451863408,5.9,5.805783629,3.75,3.887913883,0.86,1.087656066
2.28,1.941432804,7.12,6.107618213,7.39,6.280428529,8.84,7.914950132,4.85,4.423838496,1.88,1.96248737,0.95,0.941592172,4.89,4.741003871,0.78,0.614320792,4.52,3.886359811,2.37,2.514994025,8.01,8.155826449,3.62,3.504641533,0.87,0.911507279,4.29,4.044996858,6.64,5.728488207,4.33,3.86724329,3.67,3.858642697,0.95,1.031799003,4.4,4.206865549,0.95,0.970836505,3.6,3.315952957,0.69,0.847440735,6.48,6.173128247,0.95,0.945871368,0.95,1.02142553,1.1,1.262465179,6.64,6.424063444,0.95,0.953995451,5.73,6.037445784,3.75,4.384329855,0.86,1.168870926,0.95,1.003681943,0.95,0.951075137,0.95,0.950960472,2.81,3.032957494,0.95,0.959651843,2.28,2.575377166,0.73,0.821768433,0.81,0.937553674,2.79,2.944729745,4.36,5.314596295,4.51,4.210360169,0.8,0.963758141,0.64,0.639879338,0.95,0.931400388,2.48,2.572559476,0.98,1.341945469,0.69,0.629501939,3.1,2.978382468,8.71,9.106335402
2.16,1.766701818,0.95,0.935813561,0.9,0.718374006,0.95,0.893118903,0.95,1.039964586,5.9,4.362118185,0.95,0.923062548,0.67,0.591779605,0.95,0.94167994,6.08,5.645311356,4.1,4.754030466,2.16,2.076025873,4.38,4.240938127,0.95,0.973845378,8.39,8.270328522,0.95,1.022481933,0.84,0.863086373,5.52,5.722301602,7.39,7.856821537,2.16,2.274807215,5.9,5.095026851,0.8,0.936160699,2.37,2.087962419,9.45,8.162412882,1.1,1.259145707,6.6,6.643120289,0.95,0.99185662,4.89,4.562964797,1.38,0.990943134,1.93,1.982803404,5.52,5.701015353,0.95,0.983283937,1.42,1.617917001,0.95,0.960258275,0.95,0.949308187,3.12,2.942047715,3.2,3.284833968,3.6,3.442640662,2.72,2.119612306,7.62,6.098065019,9.45,9.126191854,6.47,6.402847767,0.59,0.670245782,2.62,2.654256225,0.84,0.940338612,7.89,7.924794555,2.62,1.795532882,0.95,0.969740346,6.06,6.387687325,0.88,1.137611821,5,5.157578945
3.12,4.9215132,1.5,1.272043675,7.51,5.939860225,0.95,0.89508152,0.6,0.617539175,0.86,0.803196259,4.67,3.68544358,6.08,5.778878093,4.83,5.430305123,0.75,0.668617547,3.2,3.942913413,0.97,1.070351884,4.42,4.216266632,0.69,0.755635619,0.95,1.005393356,1.3,1.260484844,0.95,0.963859886,0.9,0.785299033,0.95,0.974638656,0.69,0.778027445,7.51,6.84134829,1.49,1.764745206,4.51,4.215914428,6.47,6.227177024,3.37,3.342126369,1.04,1.030941367,0.97,0.9735284,4.67,4.293296933,0.56,0.755472496,4.7,4.628970265,4.4,4.324748039,5,4.850608349,1.38,1.019178122,4.54,4.17378974,5.59,6.578213811,2.79,3.018964589,0.95,0.970320553,4.75,4.8187356,0.59,0.623243317,7.39,7.597825408,2.72,2.147524983,4.51,4.196603775,0.93,0.899879172,0.95,0.951041475,1.93,1.965972811,4.1,4.01162833,4.89,4.508033514,0.7,0.793522358,0.95,0.944414645,0.95,1.020593941,3.75,4.215333045
0.95,0.879161999,7.51,6.193310022,6.55,5.126722813,0.95,1.022980243,1.42,1.445718765,4.36,3.766303658,0.95,0.914614797,3.64,3.819334745,3.2,3.272493303,5.79,5.312239051,4.01,4.412640929,1.88,1.755723476,0.95,0.889144674,0.73,1.280415714,6.47,6.389616489,4.51,4.208628654,6.61,6.914058805,7.39,7.878404021,0.67,0.771966666,0.68,0.885208055,0.95,0.972894609,0.86,0.949100092,0.93,0.754542142,0.95,0.98565425,2.71,2.688111186,2.72,2.294050694,6.6,6.629992008,0.95,0.989152089,4.88,4.758989334,0.95,0.969519183,1.5,1.65587461,6.64,6.412181258,0.95,0.971218914,6.28,6.855242014,0.81,0.907887965,7.62,6.11412704,4.7,4.514567375,5.9,5.494758964,2.62,2.615727067,0.95,0.973487377,6.15,5.891901016,0.84,0.957777426,0.9,0.711993724,0.95,0.991246417,7.04,6.531817913,7.04,6.59750843,0.95,0.972895786,6.26,6.39732945,0.95,0.987747043,5.9,5.820346355,6.6,6.80614996
2.72,2.751901686,6.69,5.995060086,6.15,6.57485044,0.95,0.909840688,4.01,4.746390343,0.95,0.933895439,4.85,4.500559211,5.52,5.528629184,0.95,0.939289436,0.95,0.985096455,5.06,4.129466712,4.1,4.501258612,6.47,5.943672419,5.73,6.356454492,0.82,0.791294515,0.86,0.977156237,2.28,2.020730555,0.88,0.935914978,8.71,7.653543711,0.95,1.119824409,2.81,3.449391007,4.38,4.481142044,0.83,1.085131839,7.12,7.110972762,5.1,5.919317603,3.6,2.835739493,3.4,3.513550818,0.95,0.982200563,4.38,4.383518338,0.95,0.912139967,0.73,1.299689293,0.75,0.643163279,0.95,0.930145189,0.86,1.209912032,7.53,6.937543154,3.62,3.579313219,4.51,4.164833665,0.77,0.804638892,3.95,4.046913385,5,4.96777904,1.5,1.697184563,4.88,4.771413684,3.75,4.312876523,6.64,6.437975287,7.12,7.296611428,0.96,1.399847329,0.88,1.095251873,4.88,4.845419407,0.88,1.12216942,3.37,3.41995579,3.64,3.699424922
