"Real NN 3 for Increasing PPM,0; ,None - All data","Averages for Increasing PPM,0; ,None","Real NN 3 for Increasing PPM,1; ,None - All data","Averages for Increasing PPM,1; ,None"
1.5,2.08963605761528,4.52,4.128824830055237
0.96,0.9061559736728668,2.16,2.2149405479431152
2.48,2.563755989074707,0.95,0.9043204486370087
5.0,4.958213448524475,6.26,6.466742753982544
6.08,5.978552341461182,9.45,8.862493991851807
3.1,2.9835604429244995,7.51,7.057712554931641
4.75,4.6363784074783325,3.95,3.617244780063629
2.64,2.971582591533661,0.95,0.9841669201850891
3.64,3.541096329689026,5.59,6.505092740058899
2.48,4.184857964515686,8.84,8.986970901489258
5.1,6.091179013252258,0.95,0.9726065099239349
7.94,5.293502390384674,0.95,0.9660198092460632
3.2,3.270049571990967,1.63,1.9681281447410583
0.82,0.8100111335515976,3.6,2.4585593342781067
4.7,4.744746804237366,0.95,0.9637281894683838
4.01,4.136337995529175,0.95,0.947666808962822
7.62,7.041538715362549,0.95,0.8759765475988388
2.62,2.768075406551361,6.55,6.369773745536804
1.3,1.3842346370220184,1.1,1.279422014951706
7.04,6.447320342063904,4.83,5.793283581733704
0.86,1.9078798592090607,0.73,1.314477950334549
4.01,4.760809659957886,0.95,1.015715405344963
3.2,3.1944684386253357,5.73,6.171155333518982
0.8,0.9428490102291107,0.94,0.7504554837942123
4.75,4.756817102432251,0.86,1.5408855676651
0.6,1.1636456847190857,6.41,5.728088617324829
3.62,3.3202120065689087,5.9,4.967470169067383
0.7,0.8646499365568161,0.95,0.9736796319484711
0.7,0.8452904224395752,8.01,8.278391599655151
2.71,2.6508923172950745,8.01,8.19541597366333
0.7,0.8167840838432312,2.79,2.4758466482162476
7.94,6.982031464576721,0.95,0.9957534223794937
4.75,4.163202583789825,0.95,0.9948829561471939
0.7,0.6717759072780609,0.73,1.245458334684372
0.68,0.9589382857084274,4.88,4.845786809921265
2.48,3.139235019683838,0.64,0.6257633492350578
0.8,0.5958446450531483,8.84,8.46276044845581
4.29,4.398010015487671,0.95,0.8847656697034836
3.64,4.069174110889435,4.67,3.9753057956695557
0.7,0.806900680065155,0.83,1.0885747224092484
5.52,5.603993892669678,3.12,3.382332742214203
7.94,7.129935145378113,6.15,6.405252456665039
6.28,7.108901023864746,0.95,0.9552066326141357
1.93,2.0344378650188446,0.67,0.6197083592414856
6.28,7.150927901268005,1.49,1.6475170850753784
2.48,3.1474313735961914,4.51,4.176172256469727
5.0,5.502708435058594,1.42,1.6376585066318512
0.97,1.16041861474514,0.95,0.9375875890254974
1.3,1.286225587129593,4.02,4.238487422466278
3.1,2.981901466846466,4.67,3.9514277577400208
0.85,0.8518269211053848,8.01,8.124530911445618
7.94,7.643860101699829,1.49,1.663096308708191
1.93,1.895472526550293,7.1,7.066198348999023
3.2,3.209651529788971,0.95,0.983501210808754
0.85,0.6644332110881805,4.35,4.4177857637405396
6.64,5.805913686752319,1.42,1.5578542649745941
0.9,0.9009610563516617,1.49,1.7135427594184875
1.5,1.147117257118225,0.94,0.8678227216005325
3.6,3.2074114084243774,0.95,0.9845852255821228
6.28,6.857203364372253,0.86,0.881922259926796
7.94,7.5023802518844604,0.87,0.773852989077568
4.7,4.786793351173401,0.95,0.9792435467243195
0.6,0.7796896994113922,6.06,6.22701108455658
2.64,2.380409300327301,0.95,0.959899976849556
2.71,2.61998850107193,1.1,1.1402191817760468
2.48,3.935941517353058,0.95,0.9813112169504166
7.94,7.507121443748474,2.12,2.1973448395729065
0.82,0.9767026007175446,0.76,2.8941686153411865
2.71,2.611681818962097,0.95,0.9098134189844131
0.97,1.09833163022995,4.02,4.346109926700592
1.93,2.024525672197342,0.95,0.9813660234212875
0.7,0.7747798264026642,5.59,6.058764219284058
4.54,4.25095522403717,4.31,4.43102753162384
0.7,0.8576143532991409,1.39,2.126470148563385
0.86,3.945708990097046,5.79,6.008082985877991
3.64,3.71350634098053,6.26,6.3692991733551025
3.4,3.363860011100769,0.95,0.9361130148172379
6.28,7.015373349189758,4.36,5.101415157318115
4.54,4.351168274879456,4.33,4.116286396980286
3.4,3.6939852237701416,2.81,3.0544674396514893
0.82,0.8504837602376938,0.77,0.6710538864135742
0.85,0.6947185099124908,0.95,0.9458172619342804
1.5,1.9119932055473328,0.59,0.8321248590946198
2.62,2.4122371673583984,1.1,1.2744198441505432
6.6,6.538626790046692,0.95,0.9286472946405411
0.97,0.9016952663660049,4.4,4.43892776966095
1.3,1.3924038112163544,8.71,8.11086118221283
0.96,0.8111805468797684,1.38,0.9571723639965057
6.48,5.750555515289307,0.95,1.0175386667251587
7.62,6.997964143753052,0.87,0.9153002947568893
2.62,2.6912760138511658,0.95,0.9742867052555084
6.48,5.8847410678863525,4.4,4.498033761978149
3.62,3.53890860080719,4.89,5.075561165809631
0.7,0.6476826071739197,4.5,4.5189560651779175
3.4,3.4597818851470947,4.89,5.062007665634155
5.52,5.620346903800964,4.31,4.4361631870269775
2.71,2.6445446610450745,0.84,0.8685062229633331
2.62,2.5964637994766235,5.59,6.322657108306885
0.97,0.9378476142883301,7.12,7.138174533843994
6.28,6.685684084892273,0.93,0.9907102584838867
0.82,0.7984159886837006,4.39,4.883732080459595
4.54,4.135621190071106,0.95,0.9160280972719193
4.54,4.3413925766944885,4.5,4.189879238605499
6.64,6.4984307289123535,4.39,4.832084774971008
1.3,1.2943974137306213,0.95,0.9559968411922455
4.29,4.192342042922974,0.95,0.9747173190116882
6.28,7.017604827880859,0.83,1.5459681153297424
1.3,1.3107327222824097,0.95,0.9972020983695984
3.4,3.355037748813629,1.05,0.9317571669816971
4.01,4.159678101539612,0.95,0.9879495352506638
4.29,3.864981770515442,1.38,1.234467625617981
7.04,5.684918642044067,4.89,4.806663751602173
6.6,6.039961934089661,0.95,0.9490052908658981
0.68,0.9905171692371368,0.95,0.9225795120000839
4.75,4.853158235549927,4.38,4.40960955619812
0.68,1.0160285532474518,0.95,0.9627980142831802
6.28,6.893906116485596,6.47,5.939070701599121
3.62,3.6052907705307007,4.02,3.953057646751404
4.54,4.064751505851746,7.12,6.811142325401306
4.1,5.123174667358398,0.95,0.9625512808561325
2.71,2.4841209053993225,0.95,0.9540704190731049
0.96,1.356682002544403,7.39,7.534717679023743
6.28,7.155811905860901,0.95,1.0134471207857132
5.1,5.9705071449279785,0.95,0.9176020920276642
6.28,7.123970627784729,4.67,4.886643409729004
6.6,6.592130422592163,2.16,2.179265558719635
4.75,4.532310843467712,0.95,0.9359010756015778
4.1,4.272632658481598,4.89,4.483266353607178
2.62,4.545105278491974,4.85,4.519291043281555
0.68,0.4689103662967682,6.69,6.955719470977783
2.48,2.952668011188507,4.5,4.402231335639954
4.01,4.215766906738281,4.36,3.362885057926178
0.82,0.9377622902393341,7.89,8.110582709312439
7.94,5.990147829055786,0.95,0.9534111469984055
7.94,7.4525614976882935,0.73,0.7740531861782074
7.94,7.35613751411438,0.95,0.9682717174291611
6.64,5.636949419975281,0.69,0.6900060623884201
3.1,2.573689043521881,7.51,7.10664975643158
6.48,5.8470635414123535,0.86,0.9006212502717972
2.62,2.5100291967391968,0.95,0.9744413048028946
6.64,5.60104775428772,0.95,0.9530404210090637
0.9,0.704177051782608,0.95,0.9673772752285004
3.6,3.389883875846863,0.78,1.164840742945671
6.08,5.797355055809021,7.53,6.02983021736145
1.3,1.400065302848816,1.42,1.6441181898117065
1.5,1.8739123344421387,0.95,0.9550710320472717
6.08,5.702032446861267,1.39,2.322751998901367
4.75,5.523892283439636,7.4,6.292145609855652
4.1,3.9972054958343506,8.84,8.437441349029541
4.7,4.833353161811829,0.95,0.9504291415214539
0.7,0.8045895397663116,0.73,1.2686345875263214
0.86,0.977472260594368,7.4,6.327226519584656
3.04,2.9441237449645996,0.95,0.9468110501766205
0.6,0.9043305963277817,0.95,0.9476818293333054
3.62,3.6253026723861694,6.26,6.7499929666519165
3.62,3.5833293199539185,0.95,0.9459003955125809
5.98,6.135163187980652,0.95,0.9756645113229752
0.68,0.9577206373214722,3.75,4.311265051364899
2.64,2.5543811917304993,0.83,1.1630040407180786
1.5,1.6630944311618805,7.1,5.366664409637451
2.64,2.605222225189209,0.84,0.822490930557251
0.7,0.834938108921051,2.28,2.490096628665924
2.71,2.432039976119995,4.67,4.824283480644226
2.71,2.5495880842208862,0.95,0.9045209884643555
0.97,1.1713909357786179,4.88,4.768823742866516
0.7,0.8587335497140884,2.62,1.752451866865158
6.64,6.464019417762756,0.95,0.9316190332174301
3.04,2.8037140369415283,4.51,4.1992775201797485
4.29,4.650339365005493,1.38,1.0211647003889084
4.01,5.006900250911713,0.88,0.9214621037244797
3.4,3.7193921208381653,0.95,0.9657119810581207
0.8,0.8741383105516434,8.84,8.6395103931427
3.04,2.767353355884552,5.06,4.708977103233337
5.98,5.956206202507019,0.56,0.7427608966827393
6.6,6.594508767127991,0.69,0.6720407903194427
3.6,3.5116735696792603,8.71,8.294723987579346
5.1,5.5088618993759155,6.61,6.576143264770508
6.64,5.8200424909591675,7.44,7.971485376358032
0.8,1.03610959649086,4.32,4.611504673957825
6.48,5.951374530792236,0.94,0.89776411652565
3.6,2.5830824971199036,6.47,6.445360422134399
3.6,3.4654036164283752,0.95,0.8527703434228897
0.97,1.0592094510793686,6.55,6.359967112541199
4.75,4.737726449966431,0.95,0.9836264550685883
3.1,2.5642396807670593,0.95,0.9955989569425583
5.1,5.57550048828125,0.95,0.9865033328533173
0.96,1.424740970134735,2.37,1.9471488296985626
3.6,3.0875052213668823,3.12,3.0047032237052917
1.3,1.368853896856308,0.67,0.7196053564548492
4.29,3.912491261959076,8.39,8.41278338432312
0.6,0.944326788187027,0.95,0.9911827743053436
4.54,4.331364870071411,0.95,1.014401689171791
6.08,5.656120300292969,2.28,2.5504449605941772
4.7,4.765855073928833,0.86,1.0548443794250488
0.96,1.2235851883888245,7.39,7.485115051269531
6.28,6.8889981508255005,0.86,1.2234907746315002
1.3,1.3367922008037567,8.71,8.607314348220825
7.62,7.321864128112793,0.95,1.0007865279912949
4.75,4.773005366325378,7.53,6.855616331100464
1.5,2.0437638759613037,0.95,1.0048994421958923
0.97,1.1691054850816727,0.95,0.9187649488449097
7.94,7.40025007724762,0.67,0.6617821604013443
1.3,1.385936290025711,4.85,4.78389573097229
4.01,4.159712791442871,4.33,3.8961294293403625
6.6,6.636288046836853,4.5,4.419525980949402
7.04,5.6318464279174805,0.69,0.7221085131168365
6.08,5.730022430419922,0.95,0.9706952422857285
5.52,5.665480971336365,1.05,0.9904211610555649
0.82,0.8906236886978149,2.81,3.531993865966797
0.82,0.7144958600401878,7.89,7.583785176277161
5.1,6.1724512577056885,5.27,5.328557252883911
6.28,7.0209619998931885,4.39,4.617334604263306
4.01,4.196648359298706,7.53,5.928685545921326
6.08,5.64531135559082,0.95,0.938865527510643
5.0,6.413405954837799,2.16,2.2206754088401794
3.04,2.650150716304779,4.4,4.4498530626297
4.01,4.926347017288208,4.4,4.509079933166504
3.4,3.643076181411743,0.87,0.9454624950885773
7.62,7.380919456481934,0.95,0.9503892213106155
1.93,2.423168897628784,8.71,7.725456595420837
3.62,3.627051889896393,7.44,7.3203877210617065
0.86,0.9178209453821182,0.95,0.953281819820404
3.1,2.587445855140686,2.37,2.0194655656814575
0.68,1.0216906815767288,0.95,0.9657360911369324
2.48,3.585380792617798,6.55,6.2779810428619385
4.01,6.034110903739929,0.88,1.1530542820692062
4.01,4.14311408996582,0.98,1.0256596505641937
0.8,0.9014881402254105,0.86,1.438089668750763
6.64,6.424063444137573,9.45,6.603308320045471
6.08,5.978518009185791,4.83,4.940968632698059
4.54,4.276069283485413,0.95,0.9476201385259628
0.96,1.3175140619277954,0.95,0.8215629905462265
4.7,4.631863832473755,0.84,1.8479039072990417
5.52,4.764574468135834,0.95,0.9901904612779617
0.7,0.8509904742240906,5.59,6.382953882217407
1.5,1.847929298877716,6.47,6.743065595626831
4.29,4.402951240539551,1.42,1.4342374205589294
3.64,3.532523274421692,2.28,2.2851021885871887
0.68,0.8286101222038269,0.73,0.8657137304544449
0.97,1.1569914668798447,3.75,4.334650814533234
7.04,6.198201537132263,0.81,0.8928888291120529
0.86,0.9070257842540741,0.88,0.9687661379575729
0.9,0.7722971439361572,4.88,4.768972158432007
0.8,0.7128196507692337,0.69,0.8170996457338333
2.64,2.69950932264328,4.88,5.346047878265381
4.75,4.538226425647736,0.95,0.9154775887727737
4.54,4.063706994056702,4.42,3.8768235445022583
7.94,7.396806955337524,4.85,4.6630847454071045
6.64,5.369825720787048,3.6,2.618310511112213
6.6,6.609445214271545,2.79,2.873764157295227
3.64,3.7300629019737244,7.44,7.970097780227661
3.04,2.7075984477996826,0.95,0.9364524930715561
5.52,5.647247910499573,0.95,0.9988064914941788
0.6,0.9589382857084274,6.69,7.042149305343628
6.6,6.147504806518555,1.39,2.3085917830467224
0.96,0.8627621531486511,0.95,0.9538751691579819
0.6,1.1809131801128387,5.79,6.005989193916321
0.6,0.8852080553770065,3.2,4.107105612754822
0.85,0.8392313122749329,0.95,0.9773490577936172
4.7,4.695855975151062,0.59,0.8294165879487991
3.4,3.454972207546234,4.36,4.383468866348267
2.48,2.6290955543518066,4.51,4.190229773521423
0.8,0.9942055344581604,0.86,0.9259818941354752
3.6,3.5419121384620667,7.44,8.097371697425842
3.62,3.5017340779304504,0.95,0.9638413488864899
4.01,4.67325758934021,0.64,0.632000245153904
6.6,6.0848153829574585,2.62,1.550054669380188
0.82,0.8103004097938538,6.69,6.790701746940613
0.6,0.8286101222038269,0.93,0.7874335795640945
4.01,4.153910040855408,0.86,0.8424885123968124
0.82,0.831897646188736,0.87,0.9065902233123779
4.54,4.238693416118622,1.1,1.3449672311544418
6.48,5.153731465339661,8.01,8.071364521980286
1.5,1.7832886576652527,0.95,0.9686516970396042
4.54,4.173789739608765,4.52,4.11945766210556
0.86,0.9888333678245544,0.95,1.0101020485162735
3.1,2.5618042945861816,0.75,0.7017049491405487
7.94,6.92576801776886,0.56,0.7241300344467163
6.28,6.855242013931274,0.95,0.9349308460950851
3.64,3.5614118576049805,8.71,8.439148664474487
5.1,6.176500916481018,0.83,1.2950108349323273
6.28,6.858717322349548,4.35,4.33258593082428
5.0,4.970834374427795,0.95,0.9518977254629135
7.04,5.481368064880371,0.95,0.9796275049448013
3.2,3.063610851764679,2.62,1.9976837635040283
3.6,3.315952956676483,0.95,0.982165664434433
0.85,1.006147339940071,3.2,4.111352980136871
4.1,3.7757434248924255,6.61,6.895880937576294
4.7,4.5145673751831055,0.95,0.9682758003473282
5.1,5.5162951946258545,4.02,4.486548185348511
1.93,1.9806434512138367,0.56,0.8992753773927689
2.48,2.5725594758987427,7.44,8.017531394958496
3.2,3.272493302822113,5.06,4.262202739715576
4.1,3.7799437046051025,0.95,0.9828820079565048
1.5,1.7599914371967316,0.95,0.9478729069232941
0.68,1.0261254906654358,0.95,0.9985493719577789
2.64,2.7799912691116333,2.72,2.6290350556373596
0.96,1.1819667518138885,0.95,0.9618071466684341
3.2,3.2802709341049194,7.44,7.720704436302185
5.0,4.8506083488464355,7.4,6.533653140068054
0.8,0.9361606985330582,4.89,4.49810791015625
4.1,3.7555830478668213,0.84,0.9749370068311691
6.64,6.412181258201599,4.85,4.018583714962006
5.52,5.722301602363586,0.95,0.9259891211986542
0.8,0.9637581408023834,0.95,0.9568315297365189
0.96,1.0353049039840698,7.51,7.128545522689819
4.75,4.196627736091614,1.63,1.8168140947818756
1.93,2.131607174873352,0.69,0.7357981503009796
0.86,1.0876560658216476,0.95,0.9356482923030853
6.64,5.728488206863403,0.95,0.9732180386781693
3.62,3.504641532897949,7.12,7.212265491485596
0.86,0.9491000920534134,0.95,0.9869364500045776
1.93,2.134639084339142,3.6,3.7224462032318115
1.3,1.2604848444461823,6.15,5.819011569023132
4.75,4.368050515651703,4.39,4.530133128166199
0.96,1.4539615511894226,2.28,1.963286966085434
4.1,3.934597134590149,0.95,0.9559701532125473
4.54,4.468292951583862,4.83,5.120408058166504
5.52,5.70101535320282,0.95,1.0351647585630417
5.1,5.760680437088013,7.12,7.113825082778931
7.94,7.438612461090088,1.88,1.740383356809616
0.7,0.8752453625202179,0.56,0.7711350619792938
6.08,5.82787024974823,0.95,0.9210068434476852
0.9,0.7852990329265594,3.2,3.836318254470825
2.62,2.654256224632263,0.95,0.9479977786540985
0.9,0.921818271279335,0.95,0.9819675832986832
3.6,3.4426406621932983,3.75,4.064934313297272
4.54,4.296682059764862,4.51,3.5864583253860474
3.1,2.661996364593506,0.95,0.8719865679740906
0.9,0.7119937241077423,0.94,0.8761380165815353
4.75,4.818735599517822,0.83,1.0888265371322632
0.82,0.8262748569250107,1.38,1.1869972199201584
3.04,2.9551891088485718,0.95,0.9845339357852936
6.08,5.792009711265564,6.69,6.874265551567078
3.62,3.632281243801117,0.93,1.7825837433338165
7.62,7.599161624908447,0.77,1.00458325445652
3.04,2.845258593559265,0.95,0.9361258894205093
1.5,1.6558746099472046,0.84,1.008292332291603
1.5,1.6971845626831055,4.33,4.019779562950134
1.3,1.2356442213058472,1.39,2.239516705274582
6.28,5.808019518852234,3.75,5.281197786331177
4.29,4.3383418917655945,0.78,1.117755725979805
2.62,2.5910215973854065,0.95,0.988699346780777
1.93,1.9828034043312073,0.95,0.9844526797533035
3.64,3.7559474110603333,0.81,0.8659222424030304
3.04,2.7553430795669556,0.95,0.9979088455438614
5.0,5.157578945159912,4.4,4.297813296318054
4.7,4.628970265388489,0.95,0.9545340687036514
2.62,2.595935821533203,0.95,0.968813106417656
3.04,3.049985110759735,0.6,0.6022231876850128
0.68,0.9079065173864365,0.95,0.9804711937904358
3.64,3.796903133392334,0.78,0.40556926652789116
4.1,4.011628329753876,0.78,0.8801614046096802
5.98,5.831927180290222,0.95,0.9681707471609116
5.1,5.71100640296936,4.67,4.787160754203796
3.1,2.9783824682235718,0.95,0.9283738285303116
6.6,6.806149959564209,4.51,4.2064820528030396
2.48,2.60027277469635,2.72,2.331304132938385
1.93,1.9659728109836578,0.69,0.7287612706422806
7.04,6.53181791305542,4.38,4.475019812583923
2.64,3.246044635772705,0.59,0.8427126854658127
2.48,3.8856446146965027,0.95,0.9719583988189697
3.62,3.4617221355438232,1.49,1.592750370502472
5.0,5.190083980560303,4.88,4.74099063873291
0.6,1.0216906815767288,0.95,0.9827807396650314
7.04,6.597508430480957,0.95,0.95103919506073
3.64,3.699424922466278,0.95,0.9848922342061996
6.64,6.437975287437439,4.89,4.926451086997986
1.3,1.3630205690860748,4.83,5.712656736373901
6.64,6.460077285766602,0.95,0.9727305471897125
3.2,3.281971573829651,6.41,5.0711904764175415
1.3,1.4293337762355804,6.47,6.2955344915390015
6.48,5.196249008178711,0.81,0.6679411977529526
0.9,0.9490709751844406,2.16,2.044812709093094
0.96,1.3998473286628723,0.6,0.6010822355747223
4.75,4.874287724494934,4.36,4.187467694282532
4.75,4.873722434043884,7.89,7.612661242485046
7.62,6.830650210380554,4.43,2.900625705718994
0.7,0.932441845536232,3.6,2.8823265433311462
0.82,0.8189167529344559,0.95,0.980503261089325
5.98,5.948436498641968,4.36,4.082268595695496
6.08,5.699918627738953,0.95,0.9328348934650421
0.9,0.7569780945777893,0.95,0.9515964537858963
1.5,1.2720436751842499,4.38,4.426671504974365
