"Real NN 3 for Spin Coating,0; ,None - All data","Averages for Spin Coating,0; ,None","Real NN 3 for Spin Coating,1; ,None - All data","Averages for Spin Coating,1; ,None"
7.51,6.193310022,0.82,0.841904908
0.9,0.718374006,0.95,0.92494747
4.32,4.477020502,0.95,0.952977672
3.75,3.706362724,0.95,1.036393881
5.79,6.012472749,0.95,0.986733988
0.77,0.64115905,2.12,2.203910112
7.94,6.832304478,0.95,0.969987273
7.04,5.456501007,0.95,0.981993735
2.81,3.032957494,0.95,0.926629588
4.39,4.436095238,0.95,0.908693448
6.69,5.995060086,5.1,6.123795033
3.75,3.763995349,0.95,0.948331356
0.67,0.675310105,0.95,0.883255541
3.4,3.513550818,7.39,7.88881731
1.38,1.277191415,0.95,0.980717778
0.73,0.774396256,0.95,1.021254286
2.62,1.553949207,0.95,0.925085232
6.15,6.497042537,0.95,0.947360694
0.73,1.262075484,0.95,1.043930277
0.75,0.712683216,5.9,4.589858413
0.93,0.754542142,3.2,3.288753688
0.56,0.755472496,8.39,8.332811832
0.83,1.579986215,3.62,3.344895899
0.83,1.085131839,5.9,5.396824241
2.48,2.765835822,1.04,0.712624714
4.42,4.600533485,0.95,0.975120023
7.51,6.84134829,7.89,8.155905604
1.05,0.93805483,0.95,0.93353346
4.88,4.758989334,7.44,7.77793014
6.47,6.350310326,0.95,0.943548769
4.36,5.314596295,0.95,0.972429097
7.62,8.013601661,0.95,0.965344682
4.32,4.663701177,0.95,0.941338345
0.98,1.044051707,5.9,5.240270257
0.67,0.771966666,0.95,1.098293692
4.7,4.83884275,5.98,5.261693835
4.89,4.474458575,0.95,1.04021132
5.79,5.170492887,5.27,5.360843897
2.16,1.766701818,0.95,0.917291179
7.53,7.017956972,0.86,0.917299449
0.81,0.937553674,0.95,0.986139953
2.37,2.514994025,0.95,0.98169373
0.84,0.839316636,0.95,0.97806491
6.47,6.402847767,0.95,0.966014445
7.12,7.098236561,4.35,4.386361599
2.16,2.076025873,0.95,0.942614168
7.51,5.939860225,0.95,1.015621305
3.1,2.896303058,7.94,7.446802735
6.08,5.759611011,0.95,0.960766092
6.15,6.366414309,8.39,8.329354286
8.84,8.578188181,0.95,0.987211704
0.69,0.629501939,5.98,6.000415802
3.37,3.41995579,7.44,8.066543221
4.4,4.41564095,0.95,1.06601499
4.7,4.432708859,0.95,0.960962221
4.88,4.778658509,0.95,0.95754455
6.06,6.387687325,0.95,1.018480271
7.12,7.034999847,0.95,0.994393483
4.38,4.36657846,5.1,6.224044561
6.55,5.126722813,0.86,0.904423639
6.15,6.57485044,0.95,0.97342138
4.83,4.90689683,0.95,0.97751312
9.45,8.642843962,3.2,3.192767382
0.96,1.30131337,5.98,5.288836718
0.86,1.711066723,0.95,0.976702482
0.86,0.885572985,0.95,0.92589502
4.43,4.176944494,1.1,1.03835988
4.33,4.162622213,0.95,0.967546582
7.62,6.098065019,5.9,5.58994472
3.6,3.647851288,0.95,0.943592995
0.7,0.837120473,7.1,7.139638543
0.7,0.603578869,5.98,6.214526176
4.29,4.724123836,0.95,0.996716917
4.1,4.00503397,7.89,8.022416949
4.67,4.849152803,1.1,1.34358722
0.9,0.875771612,0.76,0.641483933
6.48,6.160896301,3.62,3.567767382
4.54,4.243054569,0.95,0.932559386
4.1,4.754030466,0.95,0.889676526
0.67,0.486409448,0.95,0.873325989
6.08,5.684213042,7.94,5.624833822
6.48,6.169957876,0.95,1.052048475
6.06,6.33183229,0.95,1.01021868
2.81,3.449391007,0.82,0.531343728
0.77,0.829100072,0.95,0.900846377
4.38,4.383518338,0.95,0.990612999
0.69,0.660045534,0.95,0.976197675
4.83,4.914602876,7.89,8.108477592
4.5,4.416800261,7.89,8.123181939
4.51,4.166106939,0.95,0.993607804
0.75,0.721325874,5.27,5.470274806
0.83,1.314587221,4.35,4.40204978
7.94,7.419982433,0.95,0.977830112
0.87,0.914855391,8.39,8.253188372
6.55,6.325868964,0.95,0.978231609
4.36,5.504920959,0.95,0.992104128
5.59,6.277994752,0.95,0.971903384
2.72,2.294050694,0.76,0.745994329
2.28,2.245690525,0.95,1.043488726
3.37,3.342126369,0.97,1.004955962
2.72,2.751901686,0.95,0.997426465
9.45,9.190696239,5.27,5.365408063
2.48,3.724945784,6.26,7.049420476
6.48,6.173128247,0.95,0.934987456
6.28,7.008026242,7.94,7.53490603
0.86,0.915279299,0.95,0.952974528
1.93,1.955296367,5.9,4.451686859
6.47,6.287773371,0.97,1.17894423
4.7,4.288227081,0.95,0.976168796
7.62,8.000449419,0.82,0.974685252
2.79,3.018964589,0.95,0.96208787
0.64,0.670574091,0.95,0.983732253
5.79,5.853090048,0.95,0.949356958
0.7,0.611320853,0.76,0.655931775
5.73,5.927982688,0.97,1.002996922
6.48,6.165574908,0.95,0.961300924
3.6,2.686063647,0.95,0.934860319
3.67,3.557730734,5.9,4.98656714
0.87,0.911507279,5.98,5.965286732
7.12,6.865977764,0.95,1.020177424
0.7,0.856690317,1.3,1.402671784
0.68,1.048406169,0.95,0.934447616
5.73,5.934158564,0.95,1.005133495
0.64,0.675086856,3.2,3.102114558
5.79,5.506524205,0.82,1.018569693
2.72,2.526442945,0.95,0.946962863
3.67,3.579553902,7.44,7.7439574
4.5,3.338669002,0.95,0.970405698
1.88,1.755723476,5.98,5.340019464
4.85,4.423838496,2.12,2.142065525
2.79,2.55687201,6.26,6.867805719
4.02,4.240059495,0.95,0.951607034
1.88,1.892384112,0.95,0.992009863
4.01,4.120536923,0.95,0.981742457
0.7,0.691219024,0.95,0.92459555
0.73,0.971697256,3.2,3.293580234
0.56,0.723031253,0.95,0.910376504
0.84,0.901045799,3.12,2.963903248
4.51,4.196603775,0.95,0.887649834
9.45,8.162412882,2.12,2.190487683
0.7,0.723159671,0.95,0.954387426
0.84,0.957777426,0.95,0.946389899
3.6,3.442299306,5,5.870154142
0.93,0.817518264,0.95,0.973479524
0.7,0.589715578,0.95,0.949071437
8.01,9.308359742,0.95,0.933390409
7.62,6.11412704,5.98,5.979476094
4.01,4.412640929,0.95,0.97565116
0.81,0.901162565,0.95,0.929165959
7.62,7.089198351,0.95,0.985492319
0.84,1.248823345,0.95,0.87738499
5.06,4.129466712,0.95,0.936098501
4.36,5.421441436,0.95,0.885358676
6.69,6.9921242,0.95,1.012599483
0.86,0.897873938,0.95,0.953205422
0.87,0.909045175,0.95,0.981893808
5.73,5.980643392,0.95,0.893316597
1.42,1.516018689,6.6,6.60570538
4.38,4.488303661,0.95,0.989450812
2.48,3.121489167,0.95,0.929055288
3.6,2.835739493,0.95,0.92452547
4.88,4.771413684,0.86,1.20518887
0.64,0.640012249,0.95,1.012086704
4.88,5.322733283,2.62,2.599338353
7.62,6.17558217,0.95,0.951484486
5.06,4.033261776,0.95,0.979557827
9.45,6.875859141,0.82,0.787825137
4.36,3.777348042,0.95,0.96337235
4.38,4.489462376,3.12,3.009730041
3.67,5.163264036,0.95,0.99188365
4.32,2.87111026,2.71,2.33327207
0.69,0.805148825,7.1,7.022651792
4.02,4.230224431,0.95,0.98440592
4.83,4.900218964,0.95,1.012919322
5.52,5.756244779,0.95,0.837056279
5.73,5.832094431,5,4.920487761
2.72,2.690840662,5.27,5.395969391
4.52,4.102418244,0.82,1.015805364
4.31,4.063266158,3.12,3.014380753
4.1,4.179131985,0.95,0.940678537
0.73,0.821768433,0.76,0.854162171
3.75,3.772922516,0.95,0.993874818
2.64,2.392753065,0.95,1.005436078
7.53,6.916334033,0.95,0.94936803
0.7,0.706611574,5.98,5.934564829
4.38,4.495608926,0.95,0.931421772
4.89,4.741003871,8.39,7.866498232
4.1,4.501258612,0.95,0.981007487
6.47,6.245081067,0.95,0.922520891
2.72,2.24890238,0.76,0.628986955
0.78,1.187590435,0.95,0.951669723
3.67,3.592749774,0.95,0.871400803
7.62,8.023441195,7.44,8.088968635
6.47,6.212944508,0.95,1.006129801
6.08,4.69527632,0.88,1.090473816
7.62,6.167974949,7.1,7.076886773
0.7,0.713895261,0.95,0.967149034
4.88,4.779531479,0.95,0.944027796
0.68,1.198516846,4.35,4.340856791
3.75,3.723154485,5.9,4.886692047
2.72,2.119612306,6.26,6.39302206
0.83,1.626287133,0.95,0.942149788
0.67,0.752778962,0.95,0.967817545
2.48,3.150200009,0.95,0.955308825
6.47,6.48445797,0.95,0.996109232
6.47,6.227177024,0.95,0.986986861
7.62,6.96075511,3.2,3.235998631
6.41,5.442732096,0.82,0.961733639
7.94,5.259559512,2.71,2.667819381
3.75,4.309478641,5,5.121614337
0.9,0.795714691,3.2,3.103318512
1.5,1.880297601,6.6,6.75508666
0.98,0.947723806,0.95,0.996913597
4.85,4.376102567,0.86,1.03257297
0.98,1.004264325,0.76,0.735583812
4.01,4.142371774,2.62,2.461432993
4.36,4.216790855,0.95,0.958920956
0.78,0.532675467,0.95,0.910583362
5.52,5.488281965,3.62,3.767344952
0.67,0.591779605,0.95,0.976588503
4.83,4.927799106,1.3,1.345088482
2.81,3.125099182,1.04,1.007568225
5.06,4.481118917,7.1,6.927131295
3.75,4.269417048,0.95,0.913560957
0.86,0.891244322,0.97,0.991918668
6.08,5.778878093,7.94,6.956002951
0.94,0.879499197,8.71,8.015300035
4.33,4.165196002,0.95,0.890540108
0.69,0.755635619,0.95,0.925628126
0.6,0.690420151,0.95,0.997646332
2.81,3.620824575,8.39,8.377599716
0.8,0.993997857,0.95,0.753182307
7.12,7.110972762,1.1,1.245334595
5.79,6.035320282,0.95,1.030914038
5.06,4.647190094,2.62,2.807600319
2.16,2.202699125,0.95,0.944946244
3.6,3.36475867,7.94,6.600789189
1.39,3.351291358,0.95,0.969430178
3.64,3.819334745,3.12,3.332934916
6.48,5.664328098,0.95,0.953548878
0.59,0.626642153,0.95,0.924026653
4.33,4.044685841,0.95,0.976495206
8.01,8.088418603,0.95,0.967432216
0.7,0.908556804,3.2,4.805381536
4.38,4.446146011,0.95,0.914263546
5.52,5.528629184,4.35,4.325468421
1.38,0.976669282,5.27,5.33194077
0.67,0.734999821,0.95,0.949628934
3.6,2.655314326,1.04,0.915915772
1.88,1.870509982,0.95,0.991828188
0.69,0.700420246,0.95,1.008414105
7.04,5.521550417,0.97,1.09614107
5.73,5.949781895,1.1,1.317375898
4.29,4.044996858,0.95,0.977778956
4.42,4.559146047,3.2,3.284414589
0.73,1.280415714,0.95,0.914940774
7.51,6.612006545,1.1,1.263912171
0.73,1.283819765,0.95,1.013443887
0.75,-0.090354055,0.95,0.91019544
0.6,0.617539175,3.2,3.928821027
2.48,2.736940563,0.95,0.909511492
7.4,6.533534765,0.95,1.01697205
5.06,4.848100901,0.95,0.962035432
1.42,1.445718765,0.95,0.968610182
0.96,1.249020934,5.9,5.335179567
1.63,1.684834868,0.97,1.014415011
4.4,4.206865549,0.95,1.02512522
0.84,0.906986058,1.1,1.274051845
1.39,3.523566842,2.62,2.712557554
3.1,2.627007008,0.95,0.951089233
7.94,6.570600867,5.98,6.092823625
0.59,0.623243317,0.95,0.995535746
0.84,0.889213219,0.95,0.973227024
3.6,2.979657412,0.95,0.966650799
7.53,6.675165534,0.95,0.94159548
4.67,4.670035839,0.95,0.928314
1.39,3.05163914,2.12,2.178563416
2.16,2.274807215,3.2,4.19532305
1.5,1.650997579,0.76,0.682031423
2.16,2.192148745,0.82,1.020822302
0.69,0.778027445,4.35,5.840054989
7.12,7.289790273,0.95,0.982448056
0.86,0.885052368,1.04,1.40342921
7.62,6.133795738,0.95,0.969167233
4.52,4.01397872,2.71,2.632425606
6.47,6.389616489,5.27,5.35100615
0.6,0.586368568,0.95,0.951142848
0.77,0.840130717,0.95,0.953894362
4.88,4.872985601,0.95,0.922479719
0.75,0.68513757,0.95,0.997106239
0.73,0.776414603,3.12,3.016485751
4.31,4.609341025,0.88,1.090523347
0.68,0.885208055,0.88,1.1128342
4.83,5.102313638,0.95,0.974634916
4.36,5.329438806,0.95,0.966541111
1.39,2.006333023,0.95,0.942456096
2.72,2.175721824,0.95,0.94479315
4.67,4.78378123,5.1,6.016058326
7.62,8.043495536,0.88,1.065204844
4.31,3.800999403,5,5.047503352
7.62,6.095858574,1.04,0.69660648
7.04,6.154869437,0.95,0.991661087
5.59,5.74485898,0.95,0.994177058
8.84,11.05033803,0.95,0.939103827
6.61,8.770274282,0.95,0.923109531
7.62,7.985183597,0.82,1.026321009
3.4,3.874287009,0.86,1.090698346
1.05,0.95905368,0.95,0.982316598
7.4,6.324002266,5.9,5.217473745
6.15,6.185928345,0.95,0.952318415
0.81,0.936352059,7.89,7.96013546
0.73,1.457342893,0.95,1.020699576
1.63,1.682773381,0.95,0.961663857
0.78,0.073263817,0.95,1.06255804
0.7,0.648921065,1.3,1.368684888
0.7,0.61232578,7.94,7.558113098
0.77,0.826464996,0.95,0.950416774
2.81,3.102081239,0.97,1.018168017
7.53,6.590317607,0.95,0.942002043
0.96,0.788833074,0.95,0.904706895
7.62,7.934063315,3.2,3.619722903
0.87,0.937838227,0.95,0.964812249
4.02,4.24789542,0.95,0.999699876
4.52,4.159773469,0.95,0.975824341
8.84,8.930922508,1.3,1.313470513
0.73,1.312810868,5.98,6.007041693
4.42,4.54442656,0.95,0.90579544
6.64,6.329992652,0.95,1.007522002
0.87,0.838229954,0.76,1.772591174
6.61,6.601118684,0.95,0.966961831
2.72,2.288495779,1.3,1.36061725
4.67,4.03844595,0.95,1.032402113
5.06,4.588260531,2.62,2.82694149
3.75,3.833438098,0.95,1.038332701
6.28,6.825021505,0.88,1.395779744
6.48,6.142074823,7.44,7.754677057
0.59,1.008615717,6.6,6.140441418
0.93,0.750065476,0.95,0.917999551
1.63,1.818109602,0.95,0.840713173
0.73,1.336675167,0.95,0.975256622
6.08,5.84076941,0.95,0.935403869
1.39,2.018028587,0.95,0.977351904
0.83,1.054747775,0.95,0.938675687
2.28,1.619936675,3.2,3.252674162
2.16,2.162926972,0.95,0.960102826
4.67,4.271143854,0.76,0.806587785
6.55,6.087096334,7.39,7.480747223
3.95,4.141517341,7.1,7.005496144
6.69,6.190812588,0.95,0.963954315
4.02,4.314637423,0.97,1.155824214
0.96,1.274456143,0.95,0.979724094
5.73,6.356454492,0.95,0.916574642
0.59,0.877799451,0.95,0.923651308
3.95,4.046913385,0.95,0.971681044
7.62,7.702610612,8.39,8.474051714
8.01,7.583242774,0.95,1.022717655
0.64,0.69757238,0.95,0.89779909
7.04,6.45672369,0.95,0.99311763
4.85,4.561024904,0.95,0.991036266
4.5,4.41433847,0.95,0.958451405
5.06,4.674380898,5.1,5.538594961
7.4,4.956014156,0.95,0.973163858
4.67,4.274419069,0.95,1.002837867
0.69,0.686210111,1.3,1.423612505
4.89,4.433591306,0.95,0.799516946
6.06,6.314835191,0.76,0.652251512
3.4,3.342281997,5.1,6.251020789
0.78,0.944114447,0.95,0.970538363
7.53,7.001130104,7.94,7.83157146
4.5,4.526965857,3.2,3.900851011
6.08,5.980589509,0.95,0.906963781
0.82,0.791294515,7.94,7.4672364
8.01,8.281576872,0.95,0.977314636
0.83,1.255859017,0.95,0.887081712
5.59,5.928591728,0.95,0.948901743
5.73,5.754174948,0.95,0.951452613
4.88,4.784035921,0.95,0.920229271
0.6,0.561954185,5.1,5.543912649
3.67,3.601098955,4.35,4.955562949
6.06,6.446127892,0.95,0.98506248
4.33,5.420365095,2.71,2.61334753
3.37,3.846986115,0.95,0.979024634
4.67,4.878246665,0.95,0.974513069
7.04,6.137788415,7.44,7.986981392
5.52,5.788146853,0.95,0.937180385
6.47,6.103598356,2.12,2.168928385
4.43,4.258244932,0.95,0.949382082
6.47,5.784073353,2.62,2.545142889
2.72,2.118460447,0.95,1.002286121
3.1,2.843751669,0.95,0.933719486
1.39,2.53810972,0.95,0.936595306
0.87,0.904785872,0.95,0.989811316
3.67,4.655180931,0.95,0.965542272
0.78,0.743141085,0.95,0.972212821
4.02,4.009139121,0.95,0.891642839
1.42,1.608593553,0.95,1.006794825
7.62,6.406068921,0.95,1.000384912
0.73,1.219007879,3.2,3.3930251
3.75,4.313997447,2.62,2.597553015
3.1,2.591142058,0.95,0.967967644
3.1,2.613204598,4.35,4.379823923
1.88,1.74644655,5.98,6.030181766
0.75,0.666583806,5.27,5.251386762
5.59,6.659570932,0.95,0.989270329
4.02,3.890626609,0.95,0.994210839
0.59,0.806867152,0.95,0.925818607
3.1,2.60284394,7.39,7.780685186
1.42,1.61401096,0.95,0.96761553
2.48,2.704343259,3.2,3.143388748
7.62,6.729601145,0.95,0.988271981
0.68,1.026512519,0.95,0.983768851
4.01,4.138139009,0.95,0.980785623
4.33,4.406785488,0.95,0.989605471
4.54,4.253358483,5,5.012469411
3.75,3.902760804,0.95,1.012401447
0.64,0.701934725,0.95,0.981934726
6.61,6.888378024,1.1,1.274865568
4.75,4.647845507,6.6,6.073214173
4.5,4.233837724,0.95,0.961574644
0.67,0.790372103,0.95,0.953273788
7.53,6.12811029,7.94,7.402963996
6.47,6.255529284,8.71,7.627708673
0.69,0.788609967,0.95,0.98567909
6.61,6.591408968,6.6,6.269074559
0.94,0.853674024,0.95,0.995377705
7.04,6.199584246,0.95,0.905640155
7.04,5.678063035,0.95,0.988425568
4.43,3.960683644,0.95,1.002723515
0.6,0.800022274,0.95,0.950539306
1.5,1.997891366,6.26,6.418629408
6.47,6.117123365,0.88,1.03879185
7.04,6.197174549,7.94,6.092130065
8.84,8.792227983,0.95,0.967980474
1.42,1.610857368,0.95,1.043609768
4.01,4.746390343,0.86,0.896014258
0.7,0.698476084,3.12,3.215071321
2.62,1.438527167,0.95,0.95224914
5.59,6.690126061,0.95,0.899462715
4.67,3.930486023,0.95,0.93150039
5.79,5.923959851,3.62,3.503450096
8.84,8.631396294,0.95,0.986260355
3.4,3.883048117,7.39,7.816804409
8.84,8.919650555,0.95,0.946604326
4.89,4.510910034,8.71,8.857759476
7.04,6.381628871,0.95,0.940799773
4.36,4.206458032,3.2,3.303724229
3.04,2.696400046,0.95,0.959988102
4.36,4.190980792,3.62,3.617379189
3.37,3.259796798,0.95,0.926000312
1.38,0.967509046,6.26,6.767561436
4.67,4.693881154,0.95,0.910328537
0.73,1.237843186,0.95,1.007895812
4.43,4.19116044,0.95,0.648448262
0.73,0.983551592,0.95,0.946630791
7.62,6.158285141,0.95,0.939072132
2.48,2.54977107,3.12,3.9999246
0.96,1.20591855,0.95,1.003096163
7.51,7.137295246,3.2,3.295593798
1.05,1.02330777,0.95,0.933053344
1.88,1.96248737,0.95,0.976797
0.84,1.058935165,0.95,0.950449109
4.52,4.071854353,0.95,0.98766689
0.8,0.897830054,0.82,0.703913257
3.95,4.314140797,7.94,6.879973769
0.82,0.82265377,0.95,0.996429175
1.38,0.982828468,7.94,5.763711929
0.67,0.634261072,0.95,0.978341967
7.4,6.510083199,5.9,5.348981619
6.41,5.876808763,7.94,7.197463632
4.42,4.506129503,0.95,0.95937939
4.5,4.437075615,1.1,1.2807464
0.6,0.810279146,1.1,1.280920655
2.79,3.021287739,0.95,0.959239274
1.05,0.920815408,0.95,1.035255656
3.6,3.360551417,3.2,4.533788919
7.4,6.336568475,0.95,0.975098655
4.43,4.106719732,0.95,0.980268717
0.77,0.713820584,0.95,0.759202346
4.88,5.393734813,7.44,8.032197356
0.85,0.636763245,5.9,4.404026508
1.38,1.39171271,0.95,0.968555033
2.64,2.671941757,1.1,1.260216683
6.15,5.885601759,0.95,0.98201032
0.67,0.706710324,5,4.877386212
5.59,6.430969357,0.95,0.966765746
7.04,6.119438291,0.76,0.633282274
3.6,3.000585496,0.95,0.904853672
8.01,8.048323989,8.71,6.673483849
0.86,0.887389511,0.86,0.933160439
0.84,0.845858067,0.95,0.957456678
6.64,6.398612738,0.95,0.943174258
0.75,0.789036393,5.1,6.042202353
0.83,1.406090006,0.95,0.911137566
3.64,3.908164561,0.95,0.917252392
4.52,4.159042776,0.97,0.866019949
7.04,5.974649668,0.95,0.974912643
5.59,5.577081323,0.95,0.929328546
0.69,0.649391741,0.95,0.930257514
4.4,4.327042341,0.95,1.006947592
4.42,4.633245707,0.95,0.979394272
0.7,0.790464565,0.95,0.98328279
0.77,0.595729381,0.95,1.066675007
9.45,9.261788607,0.82,1.078877449
3.75,4.313419282,0.95,1.130116791
0.69,0.795319125,0.95,0.903455898
6.06,6.381940365,6.6,6.279072165
4.29,3.804156601,0.95,0.966909885
4.88,5.453631163,5.98,5.970077634
0.84,1.087636083,0.95,0.972719476
1.88,1.811315715,0.95,0.954064682
1.38,1.005084604,0.95,0.87275362
4.83,4.891663074,0.95,0.94344227
7.04,5.57412684,5,4.874281764
1.49,1.747623235,0.88,1.140469283
0.8,1.115440756,0.95,0.89193128
4.43,4.055913925,0.95,0.9724489
2.79,2.319444358,0.95,0.949536964
4.88,4.770415783,0.95,0.922322094
2.79,2.584211648,7.39,7.829081535
7.4,5.585557342,0.95,0.949624032
2.72,2.503990769,0.95,0.983198568
8.84,8.518802166,7.89,7.943021894
4.67,4.909091949,7.1,7.022272587
3.4,3.676742733,0.95,0.924178869
2.37,1.954446912,7.1,6.913439393
6.47,6.464845896,0.95,0.95929499
0.73,1.997334957,3.62,3.619160652
1.39,2.172009856,0.95,0.936082885
4.67,4.117797196,1.04,0.911169961
4.01,5.119693637,0.95,1.044695258
0.98,0.935537964,0.95,0.959757254
0.86,0.860595375,0.95,0.977225304
4.1,3.872045994,0.95,0.98214753
2.48,2.582439482,0.88,1.121959031
7.62,7.506277204,7.44,7.732416391
0.67,0.658997744,0.95,0.983106703
6.47,6.283685923,6.6,6.631387472
6.15,6.221414447,6.26,6.45565629
0.86,1.486640275,0.95,1.07826905
1.93,1.945406437,5,4.851693511
4.36,3.766303658,0.95,0.950374588
3.04,3.050393581,6.26,6.420273781
2.62,1.473859847,7.89,7.979763269
0.75,0.598684192,0.95,0.95155099
4.1,4.005240202,0.95,1.001308322
0.84,1.028300986,6.26,6.529796243
1.39,2.849199772,0.95,0.959511966
0.64,0.704969257,0.95,0.964039505
4.42,4.501578331,3.12,2.979300559
4.42,4.553391457,0.95,0.971750975
0.86,0.888942719,3.2,3.410976112
0.6,0.582839467,6.6,6.60378027
4.7,4.287861526,0.95,0.965018153
6.28,5.68017292,5.27,5.386203647
7.53,6.887404323,0.95,0.981336638
4.83,4.876003504,0.95,0.979247257
3.75,4.452236593,0.95,0.941502437
4.29,4.372706294,2.62,2.770635545
5.79,6.004263639,0.95,0.994982183
6.06,6.817841768,0.95,1.021327376
7.53,6.96120286,0.95,0.986172035
3.75,4.537605643,0.95,0.934732124
0.67,0.650336444,7.1,7.049281955
5.59,6.466523767,0.95,0.960604846
0.77,0.70126608,0.95,0.974420831
4.4,4.401875377,0.95,0.951414913
4.31,4.661239147,0.95,1.079297364
4.43,4.144445419,7.44,7.942892313
2.16,1.998887211,0.95,0.977416024
0.6,0.967494294,0.95,0.950377569
6.47,6.341315269,0.95,0.897826701
2.16,2.098161548,0.95,0.951010346
5.59,5.792156458,7.94,8.367948294
0.59,0.6229693,0.76,0.621573418
3.64,3.063855231,5.1,5.581942558
2.81,3.596672237,0.95,0.935131654
1.39,2.349182427,6.26,6.697748661
4.67,4.685933113,7.39,6.806737781
4.29,4.451203465,0.95,1.042496949
1.63,1.698894083,0.95,0.951946422
4.75,4.34606123,0.95,1.285720706
2.62,1.527854085,0.95,0.996728241
4.38,3.756519854,0.95,0.943150625
7.53,7.020249844,0.95,0.973386735
4.32,4.438793898,0.95,0.967487007
0.77,0.963544443,3.2,3.301325977
0.9,0.785031989,5.1,5.523769498
1.05,0.970885813,0.95,1.027253792
6.55,6.200673223,7.1,5.638986111
0.86,1.799062461,0.95,0.996373221
1.88,1.773153096,0.95,1.011000291
3.75,4.638048768,0.95,0.909643814
0.81,0.849959597,0.95,0.945250452
0.96,1.301711172,1.3,1.328065157
0.6,0.798185676,7.44,7.737690568
0.77,0.696807295,0.95,0.984806165
1.93,2.049513251,0.95,0.940969393
0.86,1.437772661,0.95,0.977545097
2.64,2.424264252,7.94,7.327547312
6.47,5.443449855,0.88,1.131213784
6.69,7.095283747,0.95,0.89817667
4.36,4.071854353,0.95,0.940147683
0.7,0.841205671,0.95,0.956801578
4.5,4.371220112,4.35,4.327986717
8.84,7.938170791,5.98,5.965163112
6.15,5.867078424,0.95,0.974257842
3.1,2.920066893,1.3,1.423396319
4.36,4.330083251,0.95,0.978029832
0.77,0.65501947,3.62,4.58148253
7.62,6.565023661,0.76,0.644041691
7.62,8.109177589,0.95,0.986266494
4.85,4.61585772,7.89,8.10621345
4.67,4.012863338,0.95,0.963553086
4.36,4.819015026,3.12,2.955292344
5.79,6.011170983,0.95,0.988174364
4.67,4.116296768,0.88,0.991967306
6.06,6.770434856,0.97,1.181000456
0.93,0.739823446,0.95,0.971096143
0.77,0.632536091,0.95,1.025821507
0.69,0.874884024,0.95,0.957231686
0.94,0.725875735,1.04,1.202928394
6.28,6.793153763,0.95,0.946386307
3.75,4.237750471,0.95,1.001138404
5.59,6.358248711,0.95,0.984464258
8.01,7.669154406,7.94,6.821576357
5.06,4.903846264,7.94,8.147621989
0.6,1.14140527,0.88,1.09099403
6.47,6.266692758,0.95,1.000920415
6.41,5.675438046,3.2,3.404272318
2.28,1.920558184,0.82,0.834261626
4.85,4.030381918,0.95,0.964986846
0.64,0.649977893,5.9,5.260210633
8.01,8.120333433,2.62,2.640597761
7.62,8.005619168,5.98,5.970355749
4.36,4.895462513,5,5.299821973
4.29,4.617380381,5.9,5.066659451
8.84,8.538971186,0.95,0.922203436
6.15,6.270195961,3.12,3.902300537
0.86,0.878996223,4.35,4.349837363
0.6,0.964977667,0.82,1.021063238
6.61,6.801309705,7.1,7.155982971
0.69,0.680399388,5.98,5.879692197
0.69,0.777449772,0.95,1.047175467
6.47,5.454848289,5,5.071010232
3.6,3.03171438,0.95,0.948451936
6.47,6.04185307,5.9,5.412487984
0.67,0.732630372,7.44,7.733341813
0.9,0.734517992,0.76,1.03835988
1.38,0.975211129,7.44,8.075653791
4.5,4.424220681,8.71,7.972519279
0.64,0.659213312,4.35,4.571031809
4.02,4.022845447,5.27,5.348926187
1.5,1.517444238,0.95,0.973283902
9.45,6.603042245,7.44,8.03957212
6.41,5.133154511,0.95,1.02138418
9.45,8.069825172,0.95,0.973764151
2.48,2.924932003,0.95,0.931041777
6.28,6.982050538,0.95,0.870867118
4.29,4.679928064,0.95,1.009734064
6.55,5.574965358,0.95,0.894249797
0.7,0.715034515,0.86,1.028106958
4.52,4.070068419,0.95,0.961316913
5.06,4.318905473,5.27,5.339790821
4.88,4.749154449,0.95,0.959857404
9.45,8.718675852,5,4.855305195
6.64,6.397017002,5.9,4.597406387
0.73,1.273488224,0.95,0.905593276
4.1,4.726383209,2.62,2.636890948
2.37,1.921798319,0.95,0.949641705
3.04,2.980535567,0.95,0.980725855
1.88,1.766320795,0.97,0.964902759
4.42,4.621138573,1.3,1.414055437
0.81,0.872517496,0.95,0.979365021
4.52,3.362885058,0.95,1.01165849
4.89,4.499100089,0.95,1.032852367
3.64,3.598386526,7.94,7.488492608
0.94,0.735359207,1.04,0.957730532
0.6,0.977721944,0.95,0.944537073
5.52,5.739406347,0.95,0.970167279
9.45,9.333911896,0.95,0.935117543
1.42,1.465661496,0.95,0.984217212
8.01,8.260415554,0.95,0.972230002
1.49,1.610513806,0.95,1.002438486
6.47,5.943619967,0.95,0.950642079
4.38,4.129354954,0.95,1.005769074
4.42,4.588334441,6.26,6.650119066
4.36,3.716381967,0.82,1.02307494
3.1,2.446245641,8.71,9.024041414
4.39,4.586726785,7.94,7.704123855
7.62,6.769063711,0.95,0.9492888
7.62,8.07307744,0.95,0.91733101
9.45,7.886096597,3.12,3.01217258
4.39,4.635272622,3.12,3.98836416
7.12,6.858435273,0.95,1.030603021
7.62,7.52036202,0.95,0.998715624
2.62,1.446545035,0.95,0.939536706
