"Real NN 3 for B,0; ,None - All data","Averages for B,0; ,None","Real NN 3 for B,1; ,None - All data","Averages for B,1; ,None"
1.05,1.076347068,6.6,6.594650626
6.47,6.387464166,5,5.020448327
2.72,2.582367241,3.1,2.666008949
1.49,1.69720608,8.01,8.233982801
0.68,0.958938286,4.29,4.742181063
1.49,1.592193186,0.96,0.939728588
4.43,4.197524071,5,4.89738512
0.88,0.947426692,2.28,2.503324986
7.89,8.168182731,4.67,3.981378138
1.05,1.485303208,4.67,4.203996062
4.39,4.371161342,7.51,6.958331943
4.38,4.505777478,0.9,0.787383169
8.71,7.946751475,6.28,6.839430571
0.95,0.927381575,6.08,5.88847971
4.33,4.175993383,0.98,1.997347802
6.26,6.773659229,8.01,8.3185215
5.27,5.322799444,3.2,3.200722575
0.8,0.595844645,2.48,3.984531939
0.95,1.069010153,8.01,8.052943587
4.52,4.011222064,6.08,5.879364133
3.64,4.069174111,4.67,3.953615308
6.47,5.370796323,0.96,0.881761715
4.33,4.224170506,8.84,8.476700783
3.95,2.900549531,4.67,4.25886637
0.95,0.917426944,2.62,1.275463343
0.7,0.80690068,0.96,1.007145777
0.95,1.00927192,3.2,3.803410232
0.94,0.882432774,2.62,1.434809595
0.95,0.945834428,6.28,7.124859929
1.88,1.719409525,0.98,0.94361566
1.39,2.277223855,6.08,5.669702411
3.6,2.2997455,7.94,7.532484651
0.67,0.69727391,3.2,3.195784748
8.71,8.233436823,2.62,1.861493021
5.52,5.603993893,6.28,6.824907064
1.38,1.08539483,3.1,2.97059989
4.83,5.358018994,7.94,7.634949565
0.95,0.95842123,4.67,4.662087202
7.4,6.277309775,0.86,1.008516103
1.93,2.034437865,3.1,2.470957249
0.95,0.953726694,0.98,1.158757299
0.97,1.160418615,4.67,4.296736717
4.4,3.507477939,0.96,1.337783724
1.88,1.836826473,5,5.349635839
1.3,1.286225587,0.86,1.142148823
0.83,1.188261136,2.48,2.636427104
4.83,4.941690922,7.51,7.132370949
0.95,0.949162841,4.67,4.486478806
0.95,1.020582587,2.48,2.557336688
0.85,0.851826921,2.28,2.71059072
0.95,0.928873494,4.29,3.803961098
7.94,7.643860102,3.1,2.631060421
0.56,0.753502518,4.29,3.575896978
1.93,1.895472527,4.54,4.36896944
0.56,0.757443503,7.94,7.478555322
0.95,0.972128108,5,4.943590999
0.85,0.664433211,7.94,7.639000535
1.49,1.680510819,4.54,4.184678853
6.64,5.805913687,8.84,8.76805377
3.37,3.294062614,7.51,6.919239998
1.1,1.259250939,2.62,1.557056218
0.95,0.988669083,0.96,1.012472406
0.95,0.936037719,0.96,1.20120123
0.95,0.991588414,4.54,4.35784018
4.85,4.189798653,6.6,6.594812512
0.59,0.856243297,5,5.024497867
0.64,0.656432211,2.48,2.561661959
5.79,5.983931661,6.28,5.64896524
5.79,6.049409389,8.84,8.539621592
1.49,1.616808534,7.94,7.466510534
1.5,1.147117257,0.96,1.503436655
3.6,3.207411408,4.67,4.639095426
6.69,7.097517252,2.28,2.533147693
0.95,0.973214805,8.84,8.464210987
0.95,0.981284961,7.51,7.089312911
0.81,0.846825182,2.62,1.67189759
4.7,4.786793351,0.9,0.837615237
0.6,0.779689699,6.28,6.978419781
1.63,1.624944389,0.9,0.730458423
2.64,2.3804093,5,4.938410401
0.95,0.94358477,7.51,7.093819857
2.71,2.619988501,3.1,2.872539818
1.39,2.397034436,6.6,6.560932517
0.95,1.076106817,0.96,1.389697552
0.82,0.976702601,8.01,8.270577431
4.4,4.507795691,4.54,4.729212403
2.71,2.611681819,5,4.867144346
4.02,3.988761127,6.28,6.730493426
0.95,0.904001996,4.67,4.902616382
4.89,4.463198066,4.67,4.037777126
1.42,1.617641866,6.08,5.635066628
0.95,0.944885969,5,5.008077145
0.97,1.09833163,6.08,5.736855865
4.89,4.505295515,3.2,3.521449268
3.12,2.942115605,6.61,6.958331943
1.93,2.024525672,2.28,2.634158254
0.64,0.709228098,3.2,3.242993176
0.7,0.774779826,5,4.9059062
0.78,1.270160332,7.94,6.726205468
0.7,0.857614353,4.67,4.651145577
0.86,3.94570899,0.98,1.322837204
0.95,1.01656349,7.51,6.129520416
6.41,5.12298131,4.67,4.057073712
4.89,4.733204246,3.2,3.243139863
3.37,3.936369598,4.54,4.224013269
7.62,6.295461655,2.62,1.593118042
0.93,0.770238653,4.54,4.356858611
0.87,0.900107801,8.01,8.027898073
6.69,6.676344275,6.6,6.582517028
3.2,3.43163991,3.1,2.537596345
3.64,3.713506341,7.51,6.364004374
0.95,1.034608215,3.1,2.620097697
3.4,3.363860011,0.9,0.746792614
3.4,3.693985224,2.62,1.491919935
0.82,0.85048376,2.28,2.740095198
0.85,0.69471851,2.62,1.975300819
1.5,1.911993206,3.2,3.297849417
2.79,2.616589725,8.84,8.850974798
2.12,2.172306716,8.01,8.157796979
4.5,4.33699739,4.29,4.703338861
0.95,0.971263587,0.86,1.159070522
1.49,1.734176159,0.9,0.951726511
0.95,0.956426561,5,7.776142716
4.02,4.025112867,6.08,5.807344079
0.95,1.029574469,0.9,0.783786356
0.95,0.993578941,2.48,2.634851038
0.95,0.965581611,7.94,7.524947166
3.75,4.789876103,6.61,7.240424037
8.39,7.057087183,3.2,3.296258092
5.79,5.194066882,4.67,4.145052791
2.62,2.412237167,4.54,4.303399682
0.95,0.989741623,8.01,8.289921999
5.27,5.36560905,7.51,6.170456648
2.16,2.033483356,4.67,4.19944942
0.84,0.91729258,2.48,3.065394819
0.95,0.92678535,3.1,2.582459331
4.31,4.418668866,6.61,6.846557617
0.95,0.974687532,0.98,1.542629302
0.95,0.996017829,3.2,3.183560371
3.37,3.963213623,2.48,3.033268511
7.4,5.432615876,4.67,4.74977529
4.52,4.096463561,4.67,4.884272218
0.95,0.966026843,7.51,7.229302406
0.95,0.945456088,5,4.868352771
0.97,0.901695266,2.28,1.691477269
0.95,0.973136306,4.67,4.874426484
8.39,8.161692023,6.28,6.852500796
0.95,0.940257147,7.51,7.118385792
0.95,0.905173898,6.61,7.374220848
1.3,1.392403811,0.96,1.108514547
0.95,0.959674269,7.51,6.559173703
4.38,4.34817946,8.84,8.728049278
1.49,1.562787682,4.29,4.610761523
0.95,0.973924384,4.67,3.99695605
0.75,0.657435983,0.9,0.779714629
0.95,0.951914757,0.86,1.653099626
0.95,0.493073359,2.62,1.597846746
0.95,0.917748854,0.96,1.294712454
0.59,0.808441654,0.96,0.82299079
0.95,0.97160323,5,4.991246939
4.4,4.453130841,4.29,3.793872178
7.12,7.263195515,2.62,1.459027171
6.55,5.792361259,7.94,7.394544959
4.02,3.851500154,4.54,4.292812347
0.95,0.970566243,4.29,4.412221789
0.77,0.837921321,6.08,5.691468358
6.48,5.750555515,3.1,2.486216605
7.62,6.997964144,4.29,4.719147086
2.62,2.691276014,0.9,0.898965135
4.32,4.506562471,2.28,2.107905686
0.95,1.021420106,8.84,8.616631746
5.27,5.116565704,7.94,7.504901767
6.47,6.15188098,4.54,4.317064762
1.05,0.94425343,3.2,3.060552657
0.95,0.971933216,5,5.383146405
6.48,5.884741068,5,4.841848016
0.95,0.97381708,7.51,7.036515713
4.88,4.913684845,8.01,7.647987843
7.44,7.992209911,0.86,1.19486317
3.62,3.538908601,7.94,7.626106858
0.7,0.647682607,0.9,0.75275521
9.45,8.761643887,4.67,4.654138565
0.95,1.039088532,4.29,4.378628969
2.72,2.258438051,0.98,2.263592124
3.4,3.459781885,4.67,4.161176205
5.52,5.620346904,2.48,3.807491481
0.94,0.880769908,0.86,0.977880895
1.1,1.251849681,0.86,0.952085227
2.71,2.644544661,5,4.932928443
2.62,2.596463799,6.6,6.244344592
6.41,5.710334659,7.94,7.244591117
0.97,0.937847614,2.28,2.187012672
0.82,0.798415989,0.96,1.131758034
2.81,3.201610684,4.67,3.756961703
0.95,0.960780695,4.54,4.162371218
1.39,2.01218918,2.62,2.052377403
0.88,1.135222405,7.51,6.168133497
0.95,0.93881093,6.28,7.057679534
6.47,6.474651337,2.48,3.957864463
0.93,0.838833362,5,4.951481581
0.95,0.976472959,2.62,1.566409528
4.88,4.895429254,6.28,7.004908204
1.38,1.028013423,3.1,2.587415934
0.95,1.033640504,6.6,6.616479039
4.35,4.314076424,4.67,4.069001913
2.79,2.951161563,4.67,3.791486919
2.12,2.137387931,0.86,2.630153179
3.6,2.810634732,8.01,8.060870767
0.95,0.967818156,7.51,6.961918354
0.95,0.954641953,0.86,1.296121061
4.5,3.482267022,6.61,6.723497868
0.93,0.7517156,3.1,2.539898872
6.64,6.498430729,4.29,3.807588041
5.27,4.179847777,7.94,7.508652091
1.05,0.985328883,4.54,4.34859848
6.47,5.34598124,0.9,0.782521397
8.71,6.355536819,3.2,3.3090716
0.6,0.584734507,2.48,2.867969692
5.06,4.045283258,6.08,4.752993703
1.88,2.075952321,3.2,3.287573814
0.77,0.640424825,4.54,4.325187325
0.95,0.917508051,6.08,5.96729362
0.95,0.941797435,5,5.048637748
1.3,1.294397414,6.28,6.941130877
0.95,0.997823149,5,4.959789276
1.63,1.716705829,2.62,1.505579233
0.95,0.969457909,2.28,2.519666731
1.88,1.799877256,3.1,2.734637022
1.3,1.310732722,3.1,2.676954985
6.41,5.541814089,7.51,7.093670845
0.95,0.974056408,7.94,7.449031472
3.4,3.355037749,0.98,0.950288638
4.01,4.159678102,2.48,2.839232266
4.32,4.460587621,0.9,0.792511389
4.32,4.460646629,2.28,3.01630497
4.43,4.002913356,8.84,8.440890551
3.75,3.892560422,6.61,6.63380444
0.77,0.811763346,0.96,0.873289101
7.04,5.684918642,7.51,6.604720354
4.02,3.952281594,0.9,0.79187955
0.7,0.610999271,0.98,2.670899808
0.95,0.9316369,0.98,0.971764937
0.84,0.843044609,4.54,4.622328281
7.62,6.113446474,8.84,8.659533739
1.49,1.785230666,6.28,7.079848409
8.39,8.163506269,4.67,4.837413073
0.95,0.931553975,5,4.848081708
0.87,0.793839961,3.1,2.624096513
6.47,6.456732631,3.2,3.24588418
4.85,4.491925716,3.1,2.614849567
7.39,7.51931715,4.54,4.234657943
0.84,0.823401123,6.08,5.836024046
4.36,5.162610412,4.29,4.532617807
3.12,3.202651262,7.51,7.132920504
7.12,7.19516325,5,5.005448461
0.68,0.990517169,2.62,1.454181165
3.75,4.152257144,0.9,0.782334805
4.38,4.491107345,7.51,5.861426592
1.63,1.82337746,2.48,3.704007924
0.7,0.59526597,0.86,1.25382784
4.39,4.484060764,8.01,8.247133493
0.95,0.990571976,6.08,5.8248142
3.6,2.776805937,7.94,7.552835584
0.95,1.030763239,0.86,2.267756224
0.95,0.970867664,7.94,7.343792558
4.75,4.853158236,2.62,1.43885991
0.68,1.016028553,3.2,3.195550263
7.4,5.850239158,2.62,1.704799175
6.26,6.773127198,5,4.898678422
5.73,6.122851014,4.67,4.377586663
2.79,2.61849761,2.62,1.57576865
3.62,3.605290771,4.67,4.349651039
0.95,0.932665035,3.2,3.248796284
4.89,4.467367172,6.08,5.935510516
4.39,4.827810407,4.29,4.185136497
4.1,5.123174667,8.84,8.94893074
5.73,6.044178963,0.86,1.037885189
0.88,1.090522274,6.6,6.594105601
4.83,4.949041128,5,5.022980809
9.45,7.660130024,2.48,2.610206902
0.95,0.968813106,7.51,6.969256163
0.95,0.9604491,3.1,2.656347394
2.79,2.948667347,0.98,2.542399049
0.95,0.942654297,0.9,0.739274129
0.73,0.843980953,8.84,8.482632399
6.41,5.81130445,4.54,4.063898742
2.71,2.484120905,6.61,7.161330819
4.31,4.539498448,7.51,7.100920677
5.06,4.175948381,7.94,7.459596276
6.69,6.951570868,8.84,8.967848301
7.53,6.978392363,4.29,4.375684023
4.38,4.420857191,0.86,0.931444541
0.95,0.982804939,0.86,1.217473805
0.75,0.615762889,8.01,8.270424128
0.73,0.78211543,3.2,3.195697844
0.95,0.940960139,4.54,4.241946697
4.33,4.159500003,4.67,3.962509394
2.37,2.00096488,4.67,4.273475766
0.78,0.278186694,2.28,2.353895366
0.76,0.771247074,8.84,9.133932829
7.4,5.722672462,8.01,8.140809774
6.06,6.791275263,8.01,8.313559294
5.1,5.970507145,0.98,0.939942226
0.95,0.953179196,7.51,6.55753088
0.95,0.990393132,2.28,1.697737545
2.79,2.872858286,4.67,4.30676955
4.42,3.386832058,6.08,4.890226722
4.36,4.875532985,2.28,2.816845715
0.95,0.983521909,6.08,5.770230174
7.39,7.813848495,0.9,0.78208372
4.39,4.461068034,4.67,3.963324547
4.42,4.565152287,3.1,2.569840431
5.27,5.335646629,4.54,4.06624949
4.83,5.365098,4.67,4.249380171
0.7,0.720425993,4.29,4.093493521
4.75,4.532310843,0.98,0.961226061
0.95,0.988542989,8.01,8.198538542
4.1,4.272632658,8.84,8.439165592
1.88,1.777386606,7.51,6.325012922
1.05,1.330789357,8.84,7.827514052
0.95,0.956541032,0.96,1.143301368
0.95,0.856008634,6.6,6.616864204
2.62,4.545105278,6.61,7.080082536
2.72,2.272215784,2.28,2.975425303
0.95,1.002543807,6.08,5.745350122
0.68,0.468910366,0.96,1.33307898
3.2,3.322170496,4.54,4.427313566
4.52,4.108650267,3.2,3.198952615
1.38,1.01037848,4.67,4.440411925
0.67,0.778588831,0.98,2.119502485
6.26,6.698536992,6.28,6.82143259
5.27,5.33224225,6.28,7.047959685
4.52,4.187451303,2.48,3.51182121
4.01,4.215766907,2.28,1.836019218
0.76,0.700094879,6.6,6.629703641
4.31,4.350984097,5,4.859368801
0.82,0.93776229,4.29,4.673749328
0.93,0.991968498,6.61,6.697160482
7.94,5.990147829,4.67,4.701830506
7.94,7.356137514,7.94,7.470648408
5.06,4.540413499,6.28,7.013142109
3.2,4.46044302,6.61,6.916068435
6.64,5.63694942,6.61,6.593479753
2.81,3.362735927,8.84,8.518925905
0.81,0.835261539,0.96,1.297075599
0.86,0.915302232,0.98,0.947674811
0.95,0.972744614,3.1,2.452284396
0.95,0.959069088,6.08,5.860077977
0.76,0.660497546,6.28,6.583722711
0.95,0.923563093,7.51,6.965587497
6.69,6.889788389,8.84,8.479794025
6.55,6.308660507,0.86,1.047509998
0.95,0.954590216,0.9,0.734593719
8.71,7.764560103,2.28,1.825125158
6.06,6.677761793,4.67,4.039751172
8.39,8.460955858,6.08,5.819058418
2.81,3.484835148,0.86,1.598853111
0.87,0.756110013,0.98,1.094758302
6.48,5.847063541,6.28,6.959027052
3.75,4.574102879,7.94,6.503406525
0.67,0.66437766,3.1,2.556143284
4.89,4.971549034,2.62,1.587142348
2.62,2.510029197,5,4.90654242
6.64,5.601047754,5,4.992923975
0.78,1.133450761,2.48,3.804156601
0.76,0.794246763,6.6,6.610789537
2.12,2.229047894,7.51,6.99412179
3.6,3.131229758,4.67,4.393356323
0.86,0.901979521,6.61,7.193505526
5.06,4.701147318,7.94,7.410714149
0.95,0.958113223,0.9,0.733427688
0.95,0.977821693,3.2,3.996250868
4.39,4.640130758,6.08,5.606143713
4.38,4.486901879,4.67,4.532347441
4.83,5.794459581,8.01,8.262762785
0.95,0.977799758,2.28,2.403043926
5.27,5.527188063,0.9,0.694930598
4.39,4.506562471,6.6,6.615989685
6.47,5.987867594,4.29,4.737069964
0.95,0.960967883,3.2,3.235019445
3.6,3.389883876,4.67,4.705413938
0.95,0.969920471,6.61,6.757129669
0.95,0.933393553,0.9,0.728618659
0.73,1.29215306,4.54,4.141714096
1.3,1.400065303,4.29,3.681807697
1.5,1.873912334,6.61,7.490269899
7.53,5.84033215,2.62,1.562885106
0.95,0.981149167,6.61,6.610827565
0.95,0.96130906,0.9,0.674030572
0.64,0.626984023,0.98,2.575215638
0.95,0.951347455,0.96,1.359872699
0.95,0.950167686,2.48,3.622964084
4.5,4.567572951,6.6,6.591571927
4.35,4.332446456,6.28,6.675300241
0.95,0.967246428,6.6,6.344725847
4.75,5.523892283,4.67,4.232063293
4.38,4.085782051,7.94,7.509818196
2.79,3.000361025,6.61,6.596344352
4.1,3.997205496,6.28,7.018152237
3.37,3.298500478,6.6,5.790886998
4.89,4.713611484,8.84,8.510669708
4.7,4.833353162,8.01,8.24034071
0.95,0.938172966,2.48,3.391192019
0.7,0.80458954,6.28,6.150337815
0.95,0.945806786,4.54,4.102821589
1.39,2.041313142,0.9,0.744491369
0.95,0.952991292,7.51,6.706914544
0.86,0.977472261,6.61,6.92686224
0.69,0.794436067,8.84,8.544468641
4.36,3.810930073,0.86,1.139502347
0.95,0.957516134,8.84,8.511126757
0.95,0.965529397,6.08,5.878394485
9.45,7.241893291,7.94,5.943155766
3.37,3.985146821,3.1,2.943830729
0.73,1.200755775,3.1,2.626390934
4.02,4.013325274,6.08,5.837502599
0.95,0.968307987,4.67,4.896682262
4.5,4.571190715,0.98,0.958907619
6.55,6.389949799,4.29,4.43169117
0.95,0.965774074,4.29,3.842363954
3.04,2.944123745,2.48,4.0430879
0.6,0.904330596,6.08,5.828389883
0.78,0.701062754,4.54,4.394301176
0.95,0.96649529,2.28,2.859287262
0.95,0.899594441,6.61,6.551177025
3.62,3.625302672,5,4.919315815
3.62,3.58332932,8.01,8.236591578
4.83,5.858771682,3.2,3.036752522
5.79,6.017935038,0.9,0.771706
1.63,1.914617062,2.48,2.791675746
0.95,0.974236473,4.54,4.289734125
0.95,0.961564034,2.62,1.542892665
0.95,0.937772393,0.96,1.375530273
0.95,0.942982644,8.84,8.885549307
5.98,6.135163188,4.29,4.718302965
0.95,0.969316125,6.61,6.737455726
0.56,0.619964115,4.29,4.507134318
0.73,1.530517399,0.9,0.737657219
3.75,5.043146372,3.2,3.187052846
2.81,3.056150675,2.28,2.420107603
1.63,2.094099939,4.54,4.100311995
0.95,0.953431934,4.67,4.211797714
0.68,0.957720637,6.6,8.128646731
7.39,7.88476181,,
2.64,2.554381192,,
4.52,4.122390389,,
7.1,7.065588474,,
1.5,1.663094431,,
4.32,4.573910356,,
1.04,1.149473965,,
1.49,1.52581808,,
4.02,4.055366337,,
2.64,2.605222225,,
0.7,0.834938109,,
0.6,0.601392485,,
2.71,2.432039976,,
0.95,1.109821528,,
0.95,0.997158751,,
9.45,7.995744109,,
4.31,4.489118457,,
2.71,2.549588084,,
0.97,1.171390936,,
0.95,0.858541906,,
0.93,0.765767649,,
0.95,0.996104643,,
0.95,0.984152213,,
0.7,0.85873355,,
0.95,0.96763356,,
0.76,0.820661977,,
0.95,0.974048153,,
6.64,6.464019418,,
8.71,7.530430317,,
4.85,4.258631349,,
0.59,0.897246063,,
4.43,4.163683593,,
0.59,0.882387966,,
0.95,1.051533416,,
0.95,0.937555924,,
3.04,2.803714037,,
0.95,0.894340321,,
0.95,0.973964959,,
0.69,0.602801651,,
4.01,5.006900251,,
6.47,5.642768264,,
0.75,0.667684272,,
5.9,4.570388317,,
7.89,7.909050703,,
3.4,3.719392121,,
0.95,0.971611023,,
0.8,0.874138311,,
0.64,0.69351542,,
5.27,5.382292271,,
3.6,2.82714349,,
7.12,7.053925037,,
0.95,1.034535795,,
9.45,8.36168766,,
9.45,9.344621181,,
0.95,1.006802469,,
0.95,0.966335222,,
3.04,2.767353356,,
4.31,4.404689193,,
5.98,5.956206203,,
6.69,7.105150461,,
0.95,0.946853191,,
4.43,4.18790555,,
3.6,2.353484154,,
0.75,0.639084935,,
0.95,0.962157622,,
4.89,4.777105927,,
0.95,0.978278771,,
0.95,0.978540152,,
0.95,0.949828833,,
3.6,3.51167357,,
4.39,4.751083374,,
7.4,6.338976026,,
0.95,0.955672264,,
6.15,5.887640953,,
7.1,7.167602181,,
0.73,1.210594773,,
0.95,0.982423604,,
5.1,5.508861899,,
6.64,5.820042491,,
0.78,0.786182791,,
0.95,0.991495326,,
0.87,0.908994377,,
0.8,1.036109596,,
0.95,0.982745767,,
0.94,0.890627563,,
6.48,5.951374531,,
2.12,2.176052243,,
0.64,0.842685662,,
1.49,1.567736596,,
0.95,0.952018559,,
6.69,7.04290092,,
5.27,5.220632672,,
0.95,0.970407158,,
0.75,0.589796856,,
3.6,2.583082497,,
8.71,8.774213076,,
3.6,3.465403616,,
0.97,1.059209451,,
6.47,6.418230772,,
0.95,1.000803709,,
4.75,4.73772645,,
4.31,4.423151612,,
0.95,0.922507763,,
0.84,0.867150858,,
5.1,5.575500488,,
5.59,6.239891529,,
3.6,3.087505221,,
1.3,1.368853897,,
0.73,1.005184099,,
0.6,0.944326788,,
4.36,5.375439882,,
0.67,0.718623042,,
3.37,4.046940625,,
4.7,4.765855074,,
0.95,0.95114845,,
4.42,4.557470679,,
0.95,0.970997334,,
4.32,4.329104781,,
2.72,2.383479238,,
4.39,4.815997243,,
3.75,3.741728485,,
5.27,5.306093931,,
1.3,1.336792201,,
0.95,0.990134016,,
4.5,4.494933367,,
7.12,7.02557075,,
0.95,0.978065789,,
7.62,7.321864128,,
1.63,1.721313953,,
4.52,4.06127727,,
4.75,4.773005366,,
0.7,0.594856165,,
0.95,0.980067775,,
1.5,2.043763876,,
0.94,0.875443622,,
0.95,0.951302066,,
6.47,6.204141021,,
9.45,5.972934961,,
1.38,0.972360834,,
0.95,0.97101292,,
2.72,2.282940567,,
0.95,0.950319842,,
0.97,1.169105485,,
7.4,6.535795093,,
7.94,7.400250077,,
0.95,1.04598096,,
7.89,7.599614978,,
4.35,4.32341218,,
4.02,3.968989074,,
0.95,0.812105775,,
0.56,0.42688828,,
4.52,3.886359811,,
0.95,0.997091115,,
6.41,5.467501521,,
0.95,0.975298747,,
3.67,4.616108894,,
1.3,1.38593629,,
2.79,2.974386394,,
1.49,1.762765735,,
4.38,4.189879239,,
2.37,1.970273525,,
4.01,4.159712791,,
7.39,7.845376611,,
4.43,4.197257757,,
0.95,0.928796589,,
7.04,5.631846428,,
1.49,1.638789952,,
2.12,2.202389777,,
4.35,4.318939924,,
0.95,0.956519708,,
0.95,0.953499302,,
2.72,2.279709101,,
5.52,5.665480971,,
0.82,0.890623689,,
4.51,4.221096873,,
0.82,0.71449586,,
4.38,3.775514364,,
0.95,0.993813142,,
2.12,2.209448814,,
0.95,1.022881374,,
6.41,5.297491431,,
5.1,6.172451258,,
0.95,0.9992515,,
0.6,0.585923053,,
4.35,4.235364497,,
5.06,4.861271739,,
4.33,4.063253939,,
0.95,0.993955523,,
3.95,4.106032014,,
4.01,4.196648359,,
0.59,0.650847837,,
3.67,3.689980686,,
0.95,0.97384949,,
3.12,2.946993291,,
3.2,3.261532784,,
4.43,4.06636101,,
3.04,2.650150716,,
4.01,4.926347017,,
3.37,4.155529678,,
0.95,0.993470758,,
2.37,1.918202698,,
3.4,3.643076181,,
7.62,7.380919456,,
0.95,0.993805915,,
6.69,6.672431469,,
7.12,7.133853555,,
1.42,1.515763432,,
1.93,2.423168898,,
3.62,3.62705189,,
0.6,0.5387289,,
0.95,0.969476774,,
1.88,1.703007072,,
2.81,3.01690501,,
0.95,0.85705401,,
2.72,2.225547135,,
0.93,1.451903552,,
0.84,0.932088658,,
4.85,4.982207417,,
0.95,0.987940744,,
0.95,0.936307296,,
0.95,0.952174097,,
0.95,1.035203248,,
4.88,4.873930216,,
0.87,0.736229181,,
0.86,0.917820945,,
0.84,0.811033651,,
0.73,0.876482099,,
0.75,0.668617547,,
0.69,0.714653805,,
8.39,8.005816936,,
0.95,0.901254267,,
0.64,0.752671219,,
0.95,0.985011801,,
0.68,1.021690682,,
0.95,0.941151872,,
4.01,6.034110904,,
0.95,1.008502632,,
2.72,2.377156436,,
4.01,4.14311409,,
0.6,0.532912515,,
0.84,0.925144255,,
0.8,0.90148814,,
0.95,0.974610865,,
0.95,0.93749474,,
4.39,4.573910356,,
0.95,0.971665546,,
0.95,0.920788616,,
0.95,0.911799937,,
0.59,0.815008193,,
0.95,0.972801089,,
6.64,6.424063444,,
7.39,7.484915972,,
7.4,5.266489029,,
4.35,4.440466404,,
0.95,0.934838116,,
7.53,6.886762977,,
0.95,0.984683827,,
4.32,4.284994483,,
6.55,6.332297206,,
4.31,4.443045974,,
0.81,0.879462421,,
0.95,0.955633342,,
4.38,4.409184575,,
0.95,1.031798154,,
4.88,4.848623514,,
4.02,3.919069469,,
5.79,5.312239051,,
3.95,4.119167149,,
4.7,4.631863832,,
5.52,4.764574468,,
0.95,0.943520799,,
0.7,0.850990474,,
0.95,0.950954139,,
1.5,1.847929299,,
4.88,4.799099684,,
5.06,4.750552416,,
4.85,4.346268296,,
4.36,3.277596414,,
0.95,0.983283937,,
4.02,3.868409753,,
3.64,3.532523274,,
6.06,6.390789628,,
0.68,0.828610122,,
0.97,1.156991467,,
7.04,6.198201537,,
0.95,0.962157622,,
0.95,0.952154532,,
4.39,4.458195686,,
7.89,8.196023226,,
0.86,0.907025784,,
2.16,2.219921887,,
3.67,3.577051342,,
4.52,4.042335987,,
0.95,0.935803697,,
0.95,0.963123515,,
0.86,0.878549322,,
4.89,4.562964797,,
4.51,4.190664649,,
7.44,7.96571815,,
0.95,1.001817316,,
6.47,6.232454777,,
0.84,0.998963252,,
0.8,0.712819651,,
0.95,0.963461921,,
0.95,0.957100809,,
1.05,1.119948745,,
2.79,2.951397836,,
2.64,2.699509323,,
4.39,4.833245397,,
2.37,1.935952216,,
4.75,4.538226426,,
0.95,0.984073624,,
4.33,3.86724329,,
7.44,8.079279065,,
5.59,6.650086403,,
4.52,2.966796517,,
3.6,2.870872557,,
7.94,7.396806955,,
0.95,0.96542725,,
6.64,5.369825721,,
7.4,4.729327321,,
6.41,5.338723779,,
3.64,3.730062902,,
0.95,0.938369706,,
0.95,0.992953971,,
4.31,4.42953968,,
4.42,4.60634768,,
6.47,6.516820908,,
3.37,3.463927865,,
0.95,0.991893113,,
2.16,1.976427078,,
6.41,5.026186943,,
0.95,1.021990344,,
7.62,6.30293715,,
4.42,4.560031295,,
3.04,2.707598448,,
5.52,5.64724791,,
1.49,1.745924681,,
0.94,0.8992071,,
0.84,0.863086373,,
4.43,4.068721712,,
3.75,3.867278039,,
0.6,0.958938286,,
1.1,1.343180567,,
0.95,0.985096455,,
6.06,6.695549011,,
0.6,1.18091318,,
0.86,0.85852012,,
6.41,5.650844693,,
1.63,2.035726696,,
7.1,6.979397178,,
0.6,0.885208055,,
0.85,0.839231312,,
4.36,4.288857579,,
0.95,0.959651843,,
0.95,0.94843106,,
0.95,0.970952556,,
0.95,0.931247041,,
4.02,4.034299612,,
4.7,4.695855975,,
0.93,0.883093253,,
3.4,3.454972208,,
0.84,0.881366342,,
0.95,0.950315982,,
0.84,0.83194983,,
5.27,5.366704106,,
4.83,5.307547688,,
0.77,0.711680979,,
0.95,0.951075137,,
0.95,0.928634748,,
8.39,8.362362146,,
4.32,4.47365725,,
0.8,0.994205534,,
7.1,7.538619041,,
0.95,1.050116614,,
0.95,0.933095038,,
0.95,0.999372184,,
0.95,1.009858355,,
0.95,0.963859886,,
3.6,3.541912138,,
0.81,0.84135507,,
0.95,0.963013649,,
0.84,0.941799968,,
3.62,3.501734078,,
0.93,0.894711867,,
0.95,0.991589844,,
4.4,4.318777442,,
7.39,7.77539289,,
2.37,2.20217374,,
4.01,4.673257589,,
7.53,5.928019762,,
6.47,6.431050539,,
0.82,0.81030041,,
3.75,4.313408136,,
1.05,0.923241228,,
1.1,1.331213996,,
0.6,0.828610122,,
0.95,0.979921639,,
0.95,0.960258275,,
0.95,0.938247234,,
4.01,4.153910041,,
0.82,0.831897646,,
6.06,6.335502744,,
3.12,3.037392557,,
0.6,0.530645207,,
7.12,7.257801533,,
1.04,1.043938279,,
6.48,5.153731465,,
1.5,1.783288658,,
0.95,1.129328012,,
0.78,0.614320792,,
0.95,0.969803885,,
0.86,0.988833368,,
4.31,4.583097458,,
8.39,8.304821849,,
3.67,4.700558901,,
7.4,6.550439835,,
6.47,5.960497856,,
7.62,5.713550925,,
3.64,3.561411858,,
3.67,4.859392643,,
4.85,4.448113322,,
5.06,4.810343385,,
3.2,3.284833968,,
2.81,3.31560719,,
5.1,6.176500916,,
0.94,0.789349839,,
