"Real NN 3 for B,0; ,None - All data","Averages for B,0; ,None","Real NN 3 for B,1; ,None - All data","Averages for B,1; ,None"
5.79,6.004263639,,
6.06,6.817841768,,
7.53,6.96120286,,
3.75,4.537605643,,
0.95,0.972499013,,
0.67,0.650336444,,
5.59,6.466523767,,
4.35,4.300848246,,
0.77,0.70126608,,
4.4,4.401875377,,
4.31,4.661239147,,
4.43,4.144445419,,
2.16,1.998887211,,
0.82,1.016317546,,
0.6,0.967494294,,
7.44,7.919738173,,
5.9,4.955626249,,
6.47,6.341315269,,
0.95,0.998391569,,
2.16,2.098161548,,
8.71,7.955827594,,
5.59,5.792156458,,
0.59,0.6229693,,
0.95,0.980469525,,
3.64,3.063855231,,
2.81,3.596672237,,
1.39,2.349182427,,
0.95,1.054318428,,
0.95,0.919743136,,
1.63,1.698894083,,
4.75,4.34606123,,
0.95,0.990977228,,
0.95,1.00703238,,
0.95,0.935904399,,
5.98,5.942335129,,
4.38,3.756519854,,
0.95,0.937567309,,
7.53,7.020249844,,
4.32,4.438793898,,
0.77,0.963544443,,
0.95,0.998454794,,
1.05,0.970885813,,
6.55,6.200673223,,
1.88,1.773153096,,
3.75,4.638048768,,
0.81,0.849959597,,
3.62,3.530205071,,
3.2,3.270218551,,
0.95,0.970175758,,
0.76,0.671264708,,
0.6,0.798185676,,
0.77,0.696807295,,
1.93,2.049513251,,
2.64,2.424264252,,
2.62,2.725507319,,
6.47,5.443449855,,
6.69,7.095283747,,
4.36,4.071854353,,
0.7,0.841205671,,
4.5,4.371220112,,
6.15,5.867078424,,
0.95,0.898349643,,
4.36,4.330083251,,
0.77,0.65501947,,
7.62,6.565023661,,
7.62,8.109177589,,
0.95,0.971218914,,
4.85,4.61585772,,
3.12,3.002252579,,
0.95,1.004154146,,
3.62,3.666818261,,
4.36,4.819015026,,
5.79,6.011170983,,
6.06,6.770434856,,
0.93,0.739823446,,
0.95,0.966017097,,
2.71,2.586571336,,
0.77,0.632536091,,
0.95,0.974203378,,
0.69,0.874884024,,
0.88,1.116782874,,
0.94,0.725875735,,
7.1,7.129830003,,
0.95,0.936843351,,
0.95,1.026716515,,
3.75,4.237750471,,
0.95,1.014993384,,
5.59,6.358248711,,
0.95,0.948681965,,
5.06,4.903846264,,
0.6,1.14140527,,
6.47,6.266692758,,
6.41,5.675438046,,
4.85,4.030381918,,
0.95,1.09893629,,
0.64,0.649977893,,
7.62,8.005619168,,
4.36,4.895462513,,
0.88,5.076966166,,
0.95,0.973331764,,
6.15,6.270195961,,
0.6,0.964977667,,
0.95,0.933137104,,
0.95,0.963030741,,
0.69,0.680399388,,
0.69,0.777449772,,
0.95,0.934165359,,
6.47,5.454848289,,
3.6,3.03171438,,
0.95,0.982966796,,
7.94,7.406042099,,
0.86,0.912532493,,
2.12,2.176834106,,
6.47,6.04185307,,
0.67,0.732630372,,
7.44,7.726723313,,
1.38,0.975211129,,
4.5,4.424220681,,
0.64,0.659213312,,
5.1,5.582139254,,
2.71,2.61041379,,
4.02,4.022845447,,
0.95,0.995740741,,
1.5,1.517444238,,
9.45,6.603042245,,
6.41,5.133154511,,
9.45,8.069825172,,
0.95,0.897150323,,
6.55,5.574965358,,
0.7,0.715034515,,
0.95,0.901739016,,
5.9,5.142647862,,
6.26,6.444569707,,
4.52,4.070068419,,
5.06,4.318905473,,
4.88,4.749154449,,
7.89,7.432258606,,
9.45,8.718675852,,
0.97,1.002399325,,
6.64,6.397017002,,
2.62,2.676656723,,
0.73,1.273488224,,
4.1,4.726383209,,
2.37,1.921798319,,
3.04,2.980535567,,
0.95,0.978021905,,
0.95,0.900456145,,
1.88,1.766320795,,
4.42,4.621138573,,
0.81,0.872517496,,
4.52,3.362885058,,
0.95,0.976024926,,
0.95,0.989971608,,
4.89,4.499100089,,
3.64,3.598386526,,
0.94,0.735359207,,
0.6,0.977721944,,
5.52,5.739406347,,
9.45,9.333911896,,
7.1,6.307409763,,
1.42,1.465661496,,
3.2,3.948422849,,
1.04,0.884955764,,
0.95,0.974620178,,
7.94,7.511699319,,
2.71,2.522935987,,
0.95,0.895433858,,
1.49,1.610513806,,
0.95,0.995353326,,
6.47,5.943619967,,
4.38,4.129354954,,
4.42,4.588334441,,
4.36,3.716381967,,
0.95,0.98822245,,
4.39,4.586726785,,
0.86,1.041863456,,
0.95,0.957532868,,
7.62,6.769063711,,
7.62,8.07307744,,
0.95,0.995563045,,
9.45,7.886096597,,
4.39,4.635272622,,
0.95,0.906672925,,
0.95,0.956394732,,
7.12,6.858435273,,
4.35,4.451732159,,
7.62,7.52036202,,
4.33,3.824745059,,
0.82,0.814567059,,
5.27,5.30019486,,
3.6,3.550086975,,
7.39,7.528905153,,
0.95,1.000331983,,
1.93,1.979371667,,
2.62,2.699645996,,
1.49,1.599449396,,
0.73,0.941148013,,
6.15,6.144327641,,
0.95,0.905920759,,
0.7,0.801343203,,
1.1,1.289012074,,
0.95,0.980338156,,
6.69,7.100268364,,
3.6,5.120408058,,
0.95,0.952356592,,
3.67,3.572822809,,
8.39,8.35921073,,
4.36,4.237321019,,
0.7,0.665547505,,
4.02,4.370921373,,
0.95,0.974923596,,
5.1,5.524157763,,
0.83,1.393718928,,
0.8,0.907859847,,
0.7,0.724677026,,
4.33,3.992340386,,
0.86,3.086334884,,
4.33,4.80126965,,
0.95,0.965217084,,
4.1,3.835659862,,
6.47,6.245620847,,
0.75,0.677891701,,
4.36,5.299017072,,
0.95,0.944071233,,
0.86,1.037430346,,
5.98,6.055545807,,
0.8,1.017697722,,
4.5,4.32522881,,
0.78,0.661869712,,
1.1,2.207155257,,
0.95,0.938023403,,
5.52,5.928581119,,
0.95,0.954326972,,
4.01,4.200009525,,
0.95,0.94290036,,
0.73,0.785257399,,
0.68,0.973616332,,
0.69,0.592085853,,
2.64,2.975414991,,
0.95,0.957458958,,
0.76,0.738186002,,
0.95,0.980112493,,
4.33,4.109207869,,
5.98,6.041886687,,
0.68,0.998402908,,
0.95,0.983425066,,
6.69,6.672738433,,
3.75,4.065792084,,
0.95,0.988154978,,
0.95,0.974079311,,
0.68,1.036794573,,
0.95,0.932944447,,
0.95,0.899213776,,
4.36,4.227382064,,
1.38,0.993937537,,
7.89,7.962675333,,
0.82,0.964212567,,
0.95,1.030232638,,
3.67,3.560616314,,
0.81,0.914884225,,
4.75,4.272488654,,
4.75,4.097092271,,
3.04,2.70526439,,
0.69,2.870595649,,
6.64,6.394230366,,
0.84,0.84559989,,
5.27,4.616875291,,
2.71,2.784364402,,
5.27,5.413361907,,
0.95,0.941154569,,
3.37,3.993111551,,
4.51,2.875646412,,
0.95,0.950141504,,
3.04,2.862707675,,
0.95,0.899869964,,
5.79,5.98565042,,
0.77,0.828977704,,
5.9,5.484113336,,
1.38,0.944660142,,
0.69,0.705386981,,
4.7,4.643143296,,
0.95,0.945045814,,
0.82,0.800569445,,
0.69,0.712354228,,
5.9,5.184463143,,
0.82,0.817488864,,
7.44,7.319631457,,
0.95,0.981718272,,
3.4,3.753751755,,
0.95,0.959277511,,
0.95,1.006919831,,
5.79,6.025273323,,
0.95,0.966212526,,
0.76,0.809114575,,
2.71,2.752102852,,
4.42,4.486660957,,
6.47,6.117833853,,
7.62,5.740139842,,
5.9,4.724413633,,
2.37,1.978763819,,
0.95,0.959121212,,
4.52,3.886886597,,
0.75,0.731149286,,
0.73,0.786174312,,
4.31,4.45154953,,
7.1,6.864134192,,
7.1,7.069772482,,
4.36,5.009348035,,
0.95,1.046140328,,
1.39,2.284322977,,
0.95,1.047378451,,
5.06,4.353674114,,
4.1,4.106172502,,
6.48,6.210474968,,
6.47,6.294240236,,
0.95,0.989710867,,
0.83,1.471860021,,
7.39,7.820090413,,
6.15,5.982752204,,
0.95,0.911430031,,
0.94,0.768961668,,
4.52,4.147624373,,
0.97,0.976672843,,
0.95,0.94038716,,
2.37,3.700945258,,
0.93,0.742840827,,
0.69,0.791488975,,
0.88,1.103698567,,
0.95,0.972767949,,
4.88,4.837438703,,
4.7,4.702544808,,
7.04,6.289743185,,
0.95,1.003889009,,
5.73,5.947867274,,
0.64,0.655583575,,
5.79,5.233624578,,
1.5,1.914592922,,
0.95,0.957505897,,
0.78,1.354624525,,
0.95,1.047564119,,
5.9,5.448300838,,
0.95,0.964402825,,
4.1,4.200079799,,
4.39,4.785524011,,
3.04,2.824759245,,
0.56,0.742041022,,
0.86,0.864286274,,
4.38,4.432072759,,
0.56,0.575758196,,
0.95,0.960695744,,
0.95,0.916495219,,
1.38,1.528645098,,
0.95,0.986296251,,
5.06,4.628840327,,
2.79,2.884386122,,
4.01,4.256132364,,
4.35,4.479163826,,
0.95,0.921524078,,
3.12,2.968475938,,
1.39,2.202612668,,
3.04,2.699185967,,
3.6,3.0443452,,
8.71,7.981025457,,
4.88,5.227780938,,
0.95,0.969380945,,
1.88,1.988186002,,
4.89,4.913505077,,
0.95,0.991551921,,
0.95,0.936021805,,
0.95,0.9554189,,
0.67,0.486994632,,
0.7,0.704818033,,
0.86,0.845348701,,
0.73,0.955555201,,
0.95,0.985627145,,
4.36,4.242250919,,
4.89,4.588260531,,
0.84,0.830412567,,
0.6,1.036794573,,
6.47,6.33327806,,
6.06,6.346709371,,
2.71,2.631487131,,
0.95,0.955870911,,
1.3,1.401564181,,
3.4,3.596284628,,
7.1,7.068532467,,
0.95,0.925631583,,
0.95,0.946727246,,
0.95,0.979967922,,
7.44,7.545506001,,
4.35,4.312019825,,
0.95,0.977505282,,
3.75,4.310845613,,
0.95,0.896361709,,
0.95,0.974911109,,
4.39,4.466150403,,
7.94,6.782284856,,
1.05,1.007408068,,
6.47,6.119379401,,
2.16,2.094674587,,
0.95,0.91385819,,
1.5,1.876378626,,
0.95,0.980802581,,
0.82,0.906843707,,
0.95,0.977086231,,
8.39,8.219139814,,
0.95,0.99050048,,
0.7,0.690916196,,
1.38,1.255047485,,
3.04,2.777731419,,
3.2,3.937426448,,
0.68,0.967494294,,
0.95,0.960359544,,
0.59,2.463472888,,
2.71,2.477402031,,
0.95,0.951322779,,
0.67,0.768153712,,
0.97,1.179515719,,
0.95,0.972153366,,
7.12,7.125561357,,
7.44,7.972195029,,
0.83,1.062666178,,
0.95,0.958717719,,
0.95,1.029502228,,
0.95,0.980279818,,
0.78,0.834834784,,
0.77,0.695771113,,
2.64,2.492534339,,
6.64,5.805879474,,
0.95,0.9616106,,
3.6,4.052654922,,
1.63,1.691720843,,
2.16,2.265907466,,
0.95,0.948678792,,
5.27,5.498731375,,
3.37,3.340165079,,
0.76,1.170705691,,
0.81,0.929832429,,
3.4,4.150729477,,
0.84,0.902242795,,
3.75,4.299925804,,
2.12,2.134431839,,
0.93,0.743836105,,
0.76,0.626353741,,
1.63,1.736211419,,
7.4,5.822725773,,
1.1,1.297633648,,
5.27,4.442885876,,
0.85,0.850990474,,
3.12,3.012956381,,
0.7,0.867912233,,
3.75,4.292859435,,
0.95,0.951185569,,
1.49,1.638435036,,
0.95,0.933677211,,
0.95,0.923819974,,
0.95,0.932354212,,
7.39,7.790742159,,
0.95,0.974469721,,
7.94,7.424690127,,
0.95,0.955412805,,
4.35,4.497573495,,
0.88,1.090877458,,
2.64,2.707608342,,
2.37,3.889897168,,
6.26,6.673203468,,
3.95,3.259434938,,
5.06,4.770970583,,
0.88,0.871024147,,
4.51,4.062650681,,
4.01,4.14982599,,
0.95,0.965637133,,
4.52,3.877921402,,
0.95,0.948052868,,
0.95,0.952349111,,
1.5,1.82806766,,
4.42,4.617334604,,
0.95,0.93535623,,
0.81,0.845242947,,
0.95,0.964374021,,
0.56,0.685498416,,
4.32,4.436915636,,
2.64,2.396114826,,
5.73,5.949862003,,
0.95,0.9403418,,
6.55,6.224173665,,
4.36,5.198762774,,
0.95,0.961427957,,
0.95,0.892812103,,
9.45,6.038387656,,
2.71,2.8363536,,
4.31,2.773109615,,
0.73,0.964653984,,
6.48,6.289717555,,
3.6,3.481970012,,
0.95,0.953762338,,
4.31,4.399101138,,
7.62,7.853828669,,
3.37,3.38785398,,
4.75,4.471479416,,
1.38,1.322597742,,
3.6,3.118116319,,
4.1,3.749259591,,
2.71,2.392812252,,
0.6,0.676577836,,
0.64,0.677470341,,
0.73,0.878766492,,
6.06,6.326989532,,
0.59,0.765486777,,
4.35,4.353602886,,
0.6,0.576670282,,
0.87,0.897613153,,
0.95,0.965736434,,
0.82,0.825941518,,
3.04,2.784812868,,
0.56,0.720154703,,
0.95,0.963385239,,
5.1,5.584352255,,
4.38,4.469203353,,
6.06,6.326766014,,
0.95,0.958239168,,
3.67,3.555481136,,
2.79,3.02476418,,
4.31,4.603255391,,
3.62,3.624054551,,
4.31,4.657514811,,
3.64,3.509371698,,
3.6,3.491193295,,
0.95,0.987590939,,
0.95,0.969840407,,
5.06,4.002952993,,
0.95,0.925851211,,
0.95,0.95583564,,
4.36,4.223479867,,
0.95,0.942252204,,
7.94,8.593853235,,
5.79,6.027840018,,
9.45,9.284118414,,
0.95,0.930181712,,
4.5,4.241422653,,
4.36,4.341926455,,
5.9,5.406079888,,
0.83,1.221670076,,
0.95,0.981705889,,
0.82,0.841904908,,
4.42,4.582777619,,
4.33,4.03824091,,
4.88,4.756181002,,
0.95,0.92494747,,
0.84,0.827073932,,
0.95,0.952977672,,
4.89,4.744213939,,
9.45,7.570345521,,
4.42,4.59264338,,
0.69,0.596669629,,
6.06,6.458981752,,
0.95,1.036393881,,
0.95,0.986733988,,
2.12,2.203910112,,
4.83,5.558917522,,
0.95,0.969987273,,
0.95,0.981993735,,
6.41,5.243394256,,
0.95,0.926629588,,
0.82,0.465316363,,
6.69,7.079122543,,
3.37,3.30278337,,
0.95,0.908693448,,
1.39,2.069330066,,
7.4,5.923959851,,
4.02,4.583302855,,
5.1,6.123795033,,
0.6,0.619964115,,
9.45,8.978688955,,
0.95,0.948331356,,
0.95,0.883255541,,
7.39,7.88881731,,
4.88,5.047282577,,
0.95,0.980717778,,
0.95,1.021254286,,
0.84,0.948526621,,
0.95,0.925085232,,
0.95,0.947360694,,
0.95,1.043930277,,
0.69,0.778213695,,
3.6,2.434833407,,
3.75,3.811879218,,
3.6,3.056893229,,
4.32,4.466150403,,
5.9,4.589858413,,
8.39,8.332811832,,
0.8,0.992426977,,
7.53,5.561430216,,
3.62,3.344895899,,
5.9,5.396824241,,
1.04,0.712624714,,
0.95,0.975120023,,
0.84,0.863667339,,
0.67,0.825790927,,
1.63,1.777386606,,
7.89,8.155905604,,
0.95,0.93353346,,
6.41,5.228011727,,
7.44,7.77793014,,
0.95,0.943548769,,
4.4,3.371065497,,
0.95,0.972429097,,
0.95,0.965344682,,
0.87,0.723890096,,
0.95,0.941338345,,
4.32,3.974320114,,
0.68,0.792517722,,
0.68,0.988061383,,
5.9,5.240270257,,
0.95,1.098293692,,
6.47,6.216919065,,
0.56,0.735194236,,
0.83,1.07556586,,
5.98,5.261693835,,
6.41,5.398501992,,
0.95,1.04021132,,
1.49,1.75351727,,
4.89,4.460352182,,
1.39,2.151082277,,
5.27,5.360843897,,
4.02,3.892855406,,
0.95,0.917291179,,
0.86,0.917299449,,
7.53,6.432691693,,
7.62,7.241185427,,
0.95,0.986139953,,
0.86,0.900541052,,
0.95,0.98169373,,
2.79,2.713943362,,
0.95,0.97806491,,
4.7,4.643337607,,
0.95,0.966014445,,
4.33,4.141853929,,
6.15,6.273670197,,
4.89,4.477736235,,
0.84,0.879598767,,
2.64,3.373978376,,
1.63,1.698846549,,
4.35,4.386361599,,
0.95,0.942614168,,
0.95,1.015621305,,
0.83,2.177842885,,
7.94,7.446802735,,
0.95,0.960766092,,
0.87,0.926119059,,
4.01,4.154088378,,
1.05,0.987135693,,
8.39,8.329354286,,
0.95,0.987211704,,
2.64,2.647798777,,
6.06,6.503002405,,
5.98,6.000415802,,
7.44,8.066543221,,
0.95,1.06601499,,
0.78,0.48131812,,
0.95,0.960962221,,
0.95,0.95754455,,
0.95,1.018480271,,
0.85,0.787201822,,
0.82,0.823147818,,
3.6,2.323317587,,
3.6,3.045716763,,
4.32,4.511840224,,
4.43,4.197614014,,
0.95,0.994393483,,
0.87,0.895749196,,
2.81,3.399837911,,
5.1,6.224044561,,
0.86,0.904423639,,
5.06,4.257823944,,
1.39,2.730850399,,
0.95,0.97342138,,
0.84,0.867192432,,
5.79,5.170784473,,
0.95,0.97751312,,
0.84,0.962763131,,
2.79,2.989526629,,
0.8,0.870291501,,
5.98,5.288836718,,
0.56,0.565363258,,
0.95,0.976702482,,
0.95,0.92589502,,
0.77,0.795114905,,
1.1,1.03835988,,
0.95,0.967546582,,
0.6,0.58948613,,
0.73,0.890264571,,
0.84,0.903245419,,
5.9,5.58994472,,
2.72,2.118018776,,
0.95,0.943592995,,
1.05,1.373248085,,
2.37,2.083349675,,
7.1,7.139638543,,
5.98,6.214526176,,
0.95,0.996716917,,
7.04,6.718499541,,
1.88,1.717921495,,
7.89,8.022416949,,
1.1,1.34358722,,
4.42,2.938125491,,
1.38,0.935067624,,
5.73,6.112954974,,
0.76,0.641483933,,
3.62,3.567767382,,
2.37,1.913233638,,
3.6,3.741856456,,
0.95,0.932559386,,
2.72,2.16603893,,
4.4,4.240720153,,
1.93,1.970801264,,
0.95,0.889676526,,
0.95,0.873325989,,
6.15,5.921688437,,
4.32,4.462917805,,
6.64,6.427823067,,
7.94,5.624833822,,
0.95,1.052048475,,
0.95,1.01021868,,
0.82,0.531343728,,
6.41,5.338776708,,
0.95,0.900846377,,
6.69,6.904157639,,
0.95,0.990612999,,
0.95,0.976197675,,
0.81,0.843359604,,
2.81,3.048750222,,
7.89,8.108477592,,
0.69,0.603889942,,
7.89,8.123181939,,
4.32,4.500747681,,
0.95,0.993607804,,
3.6,3.072733045,,
5.27,5.470274806,,
4.35,4.40204978,,
0.95,0.977830112,,
8.39,8.253188372,,
0.95,0.978231609,,
0.95,0.992104128,,
4.36,4.108650267,,
0.95,0.971903384,,
3.4,3.471240938,,
4.89,4.857578874,,
0.76,0.745994329,,
6.47,6.12811017,,
5.06,4.903866649,,
4.75,4.770942926,,
2.79,2.972168505,,
6.55,6.379481792,,
0.94,0.863495737,,
0.95,1.043488726,,
6.41,5.272957206,,
4.42,4.582055807,,
3.75,4.50737834,,
4.38,4.157075107,,
4.85,4.64879787,,
0.97,1.004955962,,
0.95,0.997426465,,
5.27,5.365408063,,
0.81,0.883713841,,
6.26,7.049420476,,
0.95,0.934987456,,
0.78,1.570799813,,
6.41,5.836159825,,
2.72,2.298064709,,
7.94,7.53490603,,
0.95,0.952974528,,
5.9,4.451686859,,
4.36,4.300708413,,
3.95,4.338211834,,
0.97,1.17894423,,
3.75,3.78555429,,
0.95,0.976168796,,
0.82,0.974685252,,
2.64,3.175096214,,
0.84,1.330276623,,
0.95,0.96208787,,
6.64,5.638684154,,
2.64,2.428209007,,
0.95,0.983732253,,
0.95,0.949356958,,
0.76,0.655931775,,
0.97,1.002996922,,
4.36,4.0954597,,
0.95,0.961300924,,
0.95,0.934860319,,
5.9,4.98656714,,
5.98,5.965286732,,
0.95,1.020177424,,
1.3,1.402671784,,
0.95,0.934447616,,
0.95,1.005133495,,
0.82,1.018569693,,
4.02,4.076433241,,
0.95,0.946962863,,
5.52,5.631208777,,
7.44,7.7439574,,
7.12,7.275395632,,
0.6,0.6082986,,
5.06,5.566600919,,
0.68,1.0067693,,
4.85,4.679812908,,
0.95,0.970405698,,
5.79,5.995302439,,
0.75,0.605479255,,
5.98,5.340019464,,
2.12,2.142065525,,
0.77,0.797170728,,
6.26,6.867805719,,
0.87,0.882561207,,
6.69,6.919710279,,
0.95,0.951607034,,
6.69,6.979760528,,
3.95,3.99183327,,
0.95,0.992009863,,
3.6,2.262510121,,
0.95,0.981742457,,
3.04,2.829298794,,
0.87,0.940245599,,
0.95,0.92459555,,
0.85,0.704818033,,
4.5,4.454831004,,
5.79,5.285961628,,
2.16,2.236318439,,
1.39,2.101477593,,
1.42,1.548947275,,
0.95,0.910376504,,
5.73,6.047527432,,
3.12,2.963903248,,
4.38,4.319708586,,
0.95,0.887649834,,
2.12,2.190487683,,
0.95,0.954387426,,
3.75,3.797486901,,
1.05,1.104572326,,
0.95,0.946389899,,
2.81,3.133343995,,
0.95,0.973479524,,
0.95,0.949071437,,
4.75,4.750553131,,
1.38,1.120227322,,
4.39,4.481249452,,
0.95,0.933390409,,
7.04,5.710716724,,
5.98,5.979476094,,
0.56,0.723294169,,
1.05,1.144490436,,
3.6,3.436293244,,
0.95,0.97565116,,
0.95,0.929165959,,
0.95,0.985492319,,
0.95,0.87738499,,
0.95,0.936098501,,
0.7,0.842061788,,
0.95,0.885358676,,
5.52,5.838772774,,
3.04,2.824881256,,
0.95,1.012599483,,
0.84,0.947547272,,
0.64,0.669154286,,
0.95,0.953205422,,
4.52,3.684639871,,
4.52,4.145240664,,
0.95,0.981893808,,
4.32,4.357521772,,
3.6,3.107820749,,
0.95,0.893316597,,
0.95,0.989450812,,
0.8,0.926695421,,
0.82,0.807824582,,
3.75,4.214221597,,
6.48,6.223291278,,
7.53,7.018464208,,
0.95,0.929055288,,
5.73,6.25919795,,
0.93,0.752792597,,
4.1,4.953232527,,
0.95,0.92452547,,
1.39,2.250698507,,
0.86,1.20518887,,
0.95,1.012086704,,
4.1,5.116520524,,
0.69,0.409763046,,
2.62,2.599338353,,
7.12,7.215366244,,
0.73,0.893038869,,
0.95,0.951484486,,
6.55,5.421196699,,
0.95,0.979557827,,
4.5,4.447413683,,
4.36,4.190608799,,
6.15,5.892837167,,
0.82,0.787825137,,
0.95,0.96337235,,
0.86,0.887992293,,
3.12,3.009730041,,
0.95,0.99188365,,
4.5,4.465547919,,
2.71,2.33327207,,
3.75,3.878373802,,
7.1,7.022651792,,
6.64,6.32669735,,
0.95,0.98440592,,
0.59,0.689541698,,
1.5,1.876650989,,
0.95,1.012919322,,
0.95,0.837056279,,
1.05,1.148024425,,
0.68,0.861005753,,
4.7,4.619885445,,
5.27,5.395969391,,
0.59,0.645281807,,
4.36,3.689724088,,
0.85,0.69400619,,
0.82,1.015805364,,
3.12,3.014380753,,
0.95,0.940678537,,
3.6,3.443591654,,
1.39,3.043605745,,
0.69,0.726725578,,
0.76,0.854162171,,
3.6,3.413829863,,
0.84,0.881283775,,
0.95,0.993874818,,
4.36,3.482267022,,
1.93,1.899045855,,
0.95,1.005436078,,
0.95,0.94936803,,
4.39,4.878242016,,
5.98,5.934564829,,
6.47,6.041360378,,
3.64,3.903654635,,
0.95,0.931421772,,
6.06,6.678564548,,
8.39,7.866498232,,
0.95,0.981007487,,
0.95,0.922520891,,
0.85,0.664050519,,
4.43,4.192965269,,
4.39,4.814736128,,
4.4,4.338671207,,
0.76,0.628986955,,
5.52,5.858218551,,
1.05,1.089261472,,
0.95,0.951669723,,
0.95,0.871400803,,
7.44,8.088968635,,
0.95,1.006129801,,
0.88,1.090473816,,
4.51,4.185146809,,
7.1,7.076886773,,
6.64,6.077305555,,
9.45,9.039593935,,
6.15,5.853594184,,
2.37,2.230377704,,
6.47,6.465458035,,
3.95,3.11310941,,
4.7,4.372645617,,
0.59,0.837492369,,
0.95,0.967149034,,
7.04,5.828980088,,
0.95,0.944027796,,
4.35,4.340856791,,
1.05,1.095660612,,
4.5,4.432486057,,
1.63,1.566558748,,
5.9,4.886692047,,
6.26,6.39302206,,
4.32,3.756519854,,
4.43,4.229453921,,
6.64,6.436968207,,
2.37,2.061370969,,
0.95,0.942149788,,
0.95,0.967817545,,
0.95,0.955308825,,
1.38,1.016914651,,
0.95,0.996109232,,
0.81,0.933092371,,
4.89,4.449218035,,
0.84,0.852186203,,
0.95,0.986986861,,
2.37,3.12413317,,
1.63,1.656844974,,
3.95,3.078591526,,
1.38,1.082388297,,
4.83,4.922130466,,
0.82,0.961733639,,
5.59,6.308163762,,
4.36,4.354712009,,
6.47,6.297409773,,
3.04,2.684712768,,
2.71,2.667819381,,
0.7,0.724220484,,
2.79,3.007145762,,
0.95,0.996913597,,
0.73,0.991704062,,
0.86,1.03257297,,
0.94,0.715319186,,
4.89,5.179576397,,
0.78,-0.837855779,,
4.36,5.050276637,,
0.81,0.839579046,,
0.76,0.735583812,,
2.62,2.461432993,,
0.95,0.958920956,,
0.95,0.910583362,,
3.62,3.767344952,,
2.37,2.060128838,,
0.6,1.053788245,,
0.73,0.9525204,,
3.75,4.409820318,,
6.47,6.248795748,,
4.32,4.560698986,,
0.95,0.976588503,,
1.49,1.738126099,,
1.3,1.345088482,,
4.43,4.169868112,,
1.93,1.982327402,,
2.64,2.689775527,,
0.86,0.951071739,,
4.33,4.325475335,,
7.12,7.19982934,,
1.04,1.007568225,,
7.62,6.895875096,,
0.56,0.661138877,,
4.01,4.231277704,,
1.38,1.994798094,,
0.78,0.942812458,,
7.1,6.927131295,,
2.37,1.978991479,,
0.95,0.913560957,,
0.83,1.335979506,,
6.47,6.202545643,,
1.63,1.732181698,,
0.97,0.991918668,,
2.37,1.915250063,,
4.7,4.365828276,,
6.64,5.63661325,,
7.94,6.956002951,,
8.71,8.015300035,,
0.95,0.890540108,,
0.95,0.925628126,,
0.94,0.902739272,,
7.62,8.028547883,,
0.95,0.997646332,,
8.39,8.377599716,,
0.95,0.753182307,,
4.02,3.857725441,,
0.73,0.965890169,,
1.05,0.926576257,,
9.45,7.416290164,,
1.1,1.245334595,,
0.67,0.633236751,,
0.95,1.030914038,,
2.62,2.807600319,,
0.95,0.944946244,,
0.6,0.973616332,,
7.94,6.600789189,,
0.95,0.969430178,,
3.12,3.332934916,,
0.82,0.81599091,,
0.95,0.953548878,,
0.69,0.69338423,,
0.95,0.924026653,,
0.6,1.198516846,,
0.95,0.976495206,,
0.6,0.713890195,,
1.88,1.870715201,,
3.4,3.364021719,,
9.45,7.720963597,,
7.62,7.878695011,,
0.95,0.967432216,,
5.06,4.622247219,,
3.64,3.738868415,,
7.53,7.015367508,,
2.79,2.950923562,,
3.2,4.805381536,,
0.73,1.2055251,,
0.95,0.914263546,,
0.82,0.864529014,,
4.35,4.325468421,,
5.27,5.33194077,,
0.95,0.949628934,,
1.04,0.915915772,,
0.6,0.575758196,,
3.4,4.187635005,,
3.6,2.908938885,,
0.94,0.876621723,,
0.95,0.991828188,,
0.95,1.008414105,,
0.97,1.09614107,,
4.5,3.924954534,,
3.67,3.563501298,,
1.1,1.317375898,,
0.7,0.650756136,,
4.5,4.396074176,,
0.95,0.977778956,,
0.73,1.242569506,,
4.38,4.424252868,,
0.82,0.825448707,,
0.82,0.813741803,,
0.73,0.830896497,,
4.32,4.617334604,,
0.82,0.808961153,,
0.73,1.142566293,,
7.04,6.369375825,,
0.59,0.713781238,,
1.39,2.684512675,,
7.53,6.978129625,,
6.41,5.221196055,,
0.7,0.648735575,,
1.63,1.723808914,,
0.95,0.914940774,,
7.62,7.799538493,,
1.1,1.263912171,,
7.62,7.870451927,,
6.48,6.147913337,,
4.85,4.122863829,,
0.95,1.013443887,,
0.95,0.91019544,,
3.2,3.928821027,,
4.88,5.189236403,,
1.38,1.161670312,,
0.95,0.909511492,,
0.85,0.655542076,,
0.84,0.980594605,,
0.87,0.906400532,,
0.95,1.01697205,,
0.95,0.962035432,,
0.95,0.968610182,,
4.32,4.462681174,,
5.9,5.335179567,,
4.02,4.019173384,,
3.95,4.076737225,,
0.97,1.014415011,,
0.95,1.02512522,,
6.41,5.293257952,,
0.85,0.848094001,,
5.79,6.050275564,,
7.04,5.550703883,,
1.1,1.274051845,,
2.62,2.712557554,,
1.42,1.44850561,,
0.78,1.519896194,,
4.42,4.567487955,,
4.52,4.153948903,,
0.95,0.951089233,,
4.36,4.634904385,,
4.7,4.613091111,,
9.45,8.604153633,,
5.98,6.092823625,,
0.95,0.995535746,,
4.89,4.445856869,,
1.88,1.899806857,,
7.04,6.124280453,,
7.62,6.466101408,,
