SC: R,SC: MAE,SC Test: R,SC Test: MAE,Time SC: 0;: R,Time SC: 1: R,Time SC: 0 : MAE,Time SC: 1 : MAE,Time SC: 0; Test R,Time SC: 1; Test R,Time SC: 0; Test MAE,Time SC: 1; Test MAE,Time,Time:  R,Time:  MAE,Time: Test R,Time: Test MAE,Increasing:  R,Increasing:  MAE,Increasing: Test R,Increasing: Test MAE,Time Increasing: 0 : R,Time Increasing: 1 : R,Time Increasing: 0 : MAE,Time Increasing: 1 : MAE,Time Increasing: 0; Test R,Time Increasing: 1; Test R,Time Increasing: 0; Test MAE,Time Increasing: 1; Test MAE,"Use 1, Time: R","Use 2, Time: R","Use 3, Time: R","Use 1, Time: MAE","Use 2, Time: MAE","Use 3, Time: MAE",A:  R,B:  R,C:  R,A:  MAE,B:  MAE,C:  MAE,,   Days Elapsed 1.0: Spin Coating 0; R,   Days Elapsed 1.0: Spin Coating 1; R,   Days Elapsed 2.0: Spin Coating 0; R,   Days Elapsed 3.0: Spin Coating 0; R,   Days Elapsed 4.0: Spin Coating 0; R,   Days Elapsed 6.0: Spin Coating 0; R,   Days Elapsed 11.0: Spin Coating 0; R,   Days Elapsed 15.0: Spin Coating 0; R,   Days Elapsed 18.0: Spin Coating 0; R,   Days Elapsed 31.0: Spin Coating 0; R,   Days Elapsed 34.0: Spin Coating 0; R, Days Elapsed 1.0: Spin Coating 0; MAE, Days Elapsed 1.0: Spin Coating 1; MAE, Days Elapsed 2.0: Spin Coating 0; MAE, Days Elapsed 3.0: Spin Coating 0; MAE, Days Elapsed 4.0: Spin Coating 0; MAE, Days Elapsed 6.0: Spin Coating 0; MAE, Days Elapsed 11.0: Spin Coating 0; MAE, Days Elapsed 15.0: Spin Coating 0; MAE, Days Elapsed 18.0: Spin Coating 0; MAE, Days Elapsed 31.0: Spin Coating 0; MAE, Days Elapsed 34.0: Spin Coating 0; MAE
,,,,0.975519568,0.974615663,0.361294723,0.337367199,0.988023743,0.943840563,0.27372817,0.416399072,20,0.983837038,0.2858901,0.965852275,0.396662845,,,,,0.980305687,0.973981515,0.318420829,0.362805616,0.976833493,0.982482731,0.497800191,0.285982141,0.976679221,0.938489184,0.982036516,0.346695778,0.477450786,0.328304967,,,,,,,20,0.981142059,0.983680591,0.938489184,0.982036516,0.954496339,0.966069996,0.982995808,0.978680149,0.980825931,0.981560275,0.979492977,0.317775957,0.333491013,0.477450786,0.328304967,0.388467445,0.378896961,0.329907318,0.289550854,0.358814313,0.363483785,0.36170961
,,,,0.980163917,0.982424334,0.304173882,0.257853813,0.98936829,0.964547724,0.261041571,0.213571513,21,0.984747037,0.277335401,0.968618199,0.297756259,,,,,0.978017733,0.981120348,0.305764638,0.280513896,0.989189312,0.992944345,0.354320233,0.212085477,0.980746016,0.994673565,0.981702298,0.292003526,0.193590782,0.278965224,,,,,,,21,0.979702815,0.992998019,0.994673565,0.981702298,0.97825563,0.986788943,0.981556818,0.990435034,0.962340459,0.984417513,0.974889204,0.301367623,0.21021771,0.193590782,0.278965224,0.334841749,0.192645614,0.252441958,0.257609058,0.552916548,0.270914541,0.378614061
,,,,0.977096647,0.979646757,0.287804645,0.330171277,0.993034273,0.976829946,0.203020306,0.312020431,22,0.98557432,0.269887578,0.979926735,0.369448395,,,,,0.981421679,0.979009062,0.272655823,0.313749021,0.963616014,0.988411814,0.264834638,0.248096764,0.979938209,0.993596047,0.966088533,0.303058202,0.214432012,0.409352121,,,,,,,22,0.970552757,0.98648265,0.993596047,0.966088533,0.985619396,0.96647279,0.989787266,0.972542584,0.957750276,0.987260133,0.970598683,0.345339405,0.213011717,0.214432012,0.409352121,0.265131225,0.474426399,0.295340982,0.391604742,0.443974559,0.214632381,0.349373701
,,,,0.978949293,0.984882087,0.354493974,0.309178531,0.976185024,0.979203299,0.390667355,0.301849464,23,0.986327365,0.263872713,0.966227025,0.375651995,,,,,0.984952569,0.980691969,0.302788061,0.348086675,0.997367442,0.975534022,0.231642359,0.398311287,0.980107307,0.990892321,0.987649366,0.339308526,0.437026803,0.19959488,,,,,,,23,0.981895044,0.986835912,0.990892321,0.987649366,0.985580862,0.816522777,0.983508959,0.986427024,0.991123646,0.975711063,0.97274451,0.23887822,0.225039421,0.437026803,0.19959488,0.349556119,0.407286122,0.336109447,0.311233584,0.391982812,0.441678431,0.407236612
,,,,0.973212093,0.985019818,0.349053482,0.272062032,0.948941067,0.98037079,0.350799009,0.320010935,24,0.986975506,0.260791978,0.976506725,0.293518752,,,,,0.976575747,0.978496805,0.321250084,0.319295967,0.985201567,0.964532346,0.279966533,0.353187726,0.97570017,0.992005304,0.992069125,0.329658586,0.207568417,0.249444061,,,,,,,24,0.986517906,0.972485647,0.992005304,0.992069125,0.943149179,0.974919602,0.993675411,0.967516527,0.995347351,0.972085461,0.992183521,0.345928051,0.378225151,0.207568417,0.249444061,0.428592781,0.536021385,0.179707198,0.40419492,0.172820848,0.393220932,0.206300687
,,,,0.972511679,0.98414591,0.372030392,0.266423489,0.958876327,0.980735525,0.429995317,0.327746237,25,0.987361372,0.258912989,0.981383875,0.330515285,,,,,0.966575786,0.979133487,0.415647424,0.305518733,0.988071308,0.96578747,0.377149812,0.390071869,0.97412388,0.995437711,0.996398628,0.347723695,0.214627445,0.156369775,,,,,,,25,0.982508928,0.982914686,0.995437711,0.996398628,0.957673833,0.997973591,0.980978772,0.973405913,0.925301343,0.988924742,0.963669106,0.302334745,0.344376133,0.214627445,0.156369775,0.442929639,0.181376484,0.242571183,0.36630893,0.690529238,0.291704588,0.386032034
,,,,0.98182112,0.968282863,0.320195146,0.393858905,0.988613218,0.990281254,0.318240917,0.295243265,26,0.987828046,0.255322955,0.965271637,0.416448136,,,,,0.974873826,0.97783047,0.368895206,0.341721292,0.994392231,0.987637997,0.228114171,0.342082467,0.976503208,0.975300521,0.99208574,0.353440346,0.315557829,0.284583535,,,,,,,26,0.943883449,0.983485639,0.975300521,0.99208574,0.992888987,0.967952073,0.98364906,0.971121788,0.964552134,0.98051703,0.982433781,0.694867693,0.32229335,0.315557829,0.284583535,0.255659794,0.533859741,0.298155826,0.417168643,0.475660367,0.24697864,0.328969638
,,,,0.974862114,0.984895527,0.349214514,0.31179692,0.98405838,0.986812592,0.26070222,0.270935782,27,0.988192409,0.251533635,0.958496287,0.38506098,,,,,0.982364267,0.979618564,0.301756926,0.345420962,0.996623456,0.982503474,0.161295387,0.299990137,0.979532078,0.981767491,0.975851431,0.340719821,0.294616112,0.269467057,,,,,,,27,0.995433658,0.985815823,0.981767491,0.975851431,0.955261186,0.97592929,0.984482005,0.987578943,0.996377513,0.97644183,0.983196393,0.204941814,0.29512863,0.294616112,0.269467057,0.44992998,0.532301892,0.443847946,0.227336465,0.197013477,0.319043868,0.324355743
,,,,0.97730802,0.977516979,0.301847853,0.298632862,0.991262451,0.986260712,0.201912119,0.21909636,28,0.988564417,0.247785409,0.968765408,0.342598056,,,,,0.974816516,0.978606194,0.331531015,0.290911366,0.998523459,0.986109585,0.162099735,0.216922211,0.976913646,0.952067956,0.961683065,0.312147593,0.190716934,0.198000338,,,,,,,28,0.992334694,0.975198001,0.952067956,0.961683065,0.982496306,0.980217457,0.978489906,0.964046657,0.999704197,0.9834712,0.962885961,0.277472314,0.33609665,0.190716934,0.198000338,0.275708392,0.288550611,0.317721865,0.40317833,0.107464976,0.310826253,0.326887113
,,,,0.975273907,0.981035814,0.36874885,0.269089811,0.975456417,0.997715026,0.366218576,0.14778229,29,0.988806888,0.245615356,0.976299182,0.335403931,,,,,0.980890244,0.976686388,0.327924345,0.331749892,0.985565081,0.977900192,0.308628293,0.285336945,0.977505863,0.996334657,0.978644341,0.342488742,0.202890502,0.243834288,,,,,,,29,0.989639312,0.973275051,0.996334657,0.978644341,0.971232861,0.986196458,0.974478841,0.983057275,0.991940483,0.978627548,0.97516571,0.256671012,0.362799084,0.202890502,0.243834288,0.363487358,0.334360842,0.326271956,0.24407398,0.2581378,0.465902421,0.343365191
,,,,0.972870335,0.987153277,0.3232935,0.28366837,0.98449032,0.987607151,0.214569539,0.294376419,30,0.989166856,0.242817527,0.967456654,0.399095665,,,,,0.972993672,0.981130913,0.318119615,0.30510701,0.989333838,0.985661432,0.263168129,0.230790252,0.977685511,0.990329191,0.997518688,0.314067619,0.298611575,0.209946238,,,,,,,30,0.988859579,0.975431249,0.990329191,0.997518688,0.957791463,0.997091979,0.985299915,0.982680067,0.994400859,0.980244264,0.954815149,0.269708139,0.313606341,0.298611575,0.209946238,0.300063241,0.16590129,0.261127692,0.361012678,0.230149306,0.293461283,0.438645996
,,,,0.974684715,0.972499266,0.334355964,0.33510194,0.980009913,0.9907839,0.274287049,0.230138668,31,0.989488363,0.240801771,0.971992746,0.388393247,,,,,0.98139973,0.971069664,0.291717374,0.348129652,0.989132419,0.984041542,0.261521534,0.257613637,0.972962886,0.976713598,0.993840173,0.337607537,0.370410202,0.244130235,,,,,,,31,0.989791542,0.980086505,0.976713598,0.993840173,0.957658842,0.992357001,0.955637813,0.974916294,0.984452799,0.977885768,0.977022931,0.231431159,0.33252879,0.370410202,0.244130235,0.487798997,0.145506464,0.489894548,0.211976767,0.333114837,0.223539807,0.343583287
,,,,0.941201523,0.95814687,0.396468335,0.440190944,0.854326025,0.968195826,0.548064757,0.416311174,32,0.989681065,0.23947716,0.990034908,0.233455926,,,,,0.956015855,0.944310158,0.404755988,0.415724949,0.972970456,0.879847988,0.362316728,0.53966432,0.944084153,0.992555335,0.951457143,0.421827123,0.21856828,0.446704349,,,,,,,32,0.973292798,0.978818595,0.992555335,0.951457143,0.944101825,0.986867294,0.946962044,0.965344831,0.97122319,0.947103649,0.896977872,0.402470048,0.30990144,0.21856828,0.446704349,0.49276047,0.252764751,0.512583246,0.48089206,0.323901881,0.413878408,0.451202165
,,,,0.97717309,0.985947579,0.343945375,0.237684207,0.983820751,0.975206822,0.289196503,0.305316347,33,0.989749551,0.239240549,0.980539441,0.33610779,,,,,0.97755073,0.982136652,0.358634837,0.286198105,0.986530185,0.97672075,0.275624457,0.30429723,0.980841249,0.980412886,0.985162854,0.305421009,0.277727301,0.294248127,,,,,,,33,0.997146517,0.986388192,0.980412886,0.985162854,0.963488609,0.960711151,0.989924565,0.982321054,0.993830711,0.976780534,0.983727351,0.167767333,0.320085512,0.277727301,0.294248127,0.461525558,0.550498638,0.222346996,0.258786143,0.252656307,0.340723714,0.234921583
,,,,0.978000045,0.978898242,0.324603602,0.325727676,0.983665884,0.95947136,0.264659867,0.489609527,34,0.989850059,0.239793452,0.989618182,0.251077915,,,,,0.986110017,0.975861281,0.238724376,0.352156256,0.994559303,0.968590006,0.150618922,0.410982601,0.979433939,0.986193419,0.924954668,0.315708247,0.37917902,0.442840967,,,,,,,34,0.983556062,0.976628095,0.986193419,0.924954668,0.981261924,0.993122265,0.978869706,0.993933842,0.996067315,0.977579311,0.980354562,0.325248221,0.348735174,0.37917902,0.442840967,0.229606499,0.352016457,0.312348804,0.250213013,0.196053983,0.412475259,0.334592283
