SC: R,SC: MAE,SC Test: R,SC Test: MAE,Time SC: 0;: R,Time SC: 1: R,Time SC: 0 : MAE,Time SC: 1 : MAE,Time SC: 0; Test R,Time SC: 1; Test R,Time SC: 0; Test MAE,Time SC: 1; Test MAE,Time,Time:  R,Time:  MAE,Time: Test R,Time: Test MAE,Increasing:  R,Increasing:  MAE,Increasing: Test R,Increasing: Test MAE,Time Increasing: 0 : R,Time Increasing: 1 : R,Time Increasing: 0 : MAE,Time Increasing: 1 : MAE,Time Increasing: 0; Test R,Time Increasing: 1; Test R,Time Increasing: 0; Test MAE,Time Increasing: 1; Test MAE,"Use 1, Time: R","Use 2, Time: R","Use 3, Time: R","Use 1, Time: MAE","Use 2, Time: MAE","Use 3, Time: MAE",A:  R,B:  R,C:  R,A:  MAE,B:  MAE,C:  MAE,,   Days Elapsed 1.0: Spin Coating 0; R,   Days Elapsed 1.0: Spin Coating 1; R,   Days Elapsed 2.0: Spin Coating 0; R,   Days Elapsed 3.0: Spin Coating 0; R,   Days Elapsed 4.0: Spin Coating 0; R,   Days Elapsed 6.0: Spin Coating 0; R,   Days Elapsed 11.0: Spin Coating 0; R,   Days Elapsed 15.0: Spin Coating 0; R,   Days Elapsed 18.0: Spin Coating 0; R,   Days Elapsed 31.0: Spin Coating 0; R,   Days Elapsed 34.0: Spin Coating 0; R, Days Elapsed 1.0: Spin Coating 0; MAE, Days Elapsed 1.0: Spin Coating 1; MAE, Days Elapsed 2.0: Spin Coating 0; MAE, Days Elapsed 3.0: Spin Coating 0; MAE, Days Elapsed 4.0: Spin Coating 0; MAE, Days Elapsed 6.0: Spin Coating 0; MAE, Days Elapsed 11.0: Spin Coating 0; MAE, Days Elapsed 15.0: Spin Coating 0; MAE, Days Elapsed 18.0: Spin Coating 0; MAE, Days Elapsed 31.0: Spin Coating 0; MAE, Days Elapsed 34.0: Spin Coating 0; MAE
,,,,0.977488786,0.98013106,0.343341858,0.268876573,0.952696815,0.984281957,0.341549609,0.291095559,35,0.99004592,0.237995414,0.983599752,0.302564736,,,,,0.981106982,0.977133483,0.333238941,0.309284414,0.981807098,0.970942929,0.260442895,0.347434896,0.979395255,0.986298248,0.858524591,0.314384999,0.290191715,0.351410856,,,,,,,35,0.990110278,0.977488682,0.986298248,0.858524591,0.978288561,0.986311227,0.987452865,0.969620824,0.964658931,0.986658394,0.971814811,0.307108742,0.39552218,0.290191715,0.351410856,0.343217481,0.198325458,0.197832877,0.288352754,0.295037266,0.343925741,0.340767242
,,,,0.967180833,0.984456509,0.289757015,0.288318316,0.987521976,0.986033887,0.25785856,0.265553486,36,0.990176946,0.237129765,0.967488989,0.334120086,,,,,0.983184576,0.969492391,0.250889686,0.30125311,0.983407378,0.984297484,0.236721859,0.268318055,0.972651571,0.967570573,0.984254554,0.292035187,0.257829664,0.268474827,,,,,,,36,0.972608611,0.960217059,0.967570573,0.984254554,0.974384636,0.849635988,0.991319254,0.985708937,0.991585642,0.98941727,0.98692514,0.376463221,0.323567112,0.257829664,0.268474827,0.25912932,0.579560604,0.251817234,0.305273123,0.217453388,0.272665839,0.224798411
,,,,0.980318263,0.953718066,0.298967621,0.370788543,0.991386622,0.982361555,0.225167179,0.335740051,37,0.990332708,0.235901251,0.987763554,0.237319754,,,,,0.982352704,0.964690208,0.298383787,0.335061572,0.993920475,0.981413811,0.280562832,0.244330766,0.96992074,0.982621491,0.991547287,0.332212928,0.32665648,0.216694676,,,,,,,37,0.991184086,0.967886195,0.982621491,0.991547287,0.979458943,0.978672355,0.923304036,0.969550595,0.998584047,0.978925705,0.991394743,0.198537758,0.401037311,0.32665648,0.216694676,0.283181826,0.298699176,0.533647869,0.367189696,0.190577239,0.341113385,0.199418572
,,,,0.972964153,0.974384904,0.348368155,0.34665146,0.98999466,0.969287544,0.297489396,0.392794496,38,0.990539327,0.233330447,0.942471683,0.375205675,,,,,0.984362558,0.970037341,0.329166248,0.353544695,0.976020128,0.988688499,0.446574619,0.290885857,0.972706661,0.99141942,0.978019059,0.357314965,0.191557728,0.326807411,,,,,,,38,0.995799214,0.948462591,0.99141942,0.978019059,0.977439553,0.968517303,0.96849665,0.955584109,0.989368439,0.966033608,0.991826981,0.329762076,0.369806251,0.191557728,0.326807411,0.360875069,0.279728035,0.324885154,0.490370345,0.322685452,0.464344173,0.258165701
,,,,0.977888077,0.978294581,0.337087662,0.3435399,0.961802647,0.979877576,0.501290726,0.358873616,39,0.990681186,0.231548206,0.964329585,0.383659113,,,,,0.976479322,0.978427306,0.320590808,0.345498505,0.970318377,0.969895259,0.447489369,0.447488448,0.977734387,0.998330668,0.978244826,0.348059358,0.156967644,0.365024796,,,,,,,39,0.984853715,0.973299086,0.998330668,0.978244826,0.974408463,0.989958227,0.973456159,0.984939739,0.970781773,0.991539925,0.985996857,0.31870994,0.310738396,0.156967644,0.365024796,0.482831618,0.310160007,0.444850423,0.303058142,0.501080445,0.264469219,0.269082447
,,,,0.974896893,0.969696254,0.294822855,0.433967704,0.97669144,0.97942996,0.316090347,0.396509244,40,0.99074626,0.230004652,0.982187539,0.357440508,,,,,0.985932067,0.967811316,0.280970492,0.368748878,0.981759176,0.979079753,0.26802411,0.391460722,0.97057274,0.974519789,0.982548535,0.339022701,0.464547738,0.392094172,,,,,,,40,0.990385965,0.982141018,0.974519789,0.982548535,0.989553452,0.990506649,0.945368096,0.971580952,0.990727648,0.994288594,0.941287518,0.295031523,0.264900792,0.464547738,0.392094172,0.267480811,0.217626019,0.492423894,0.456838167,0.312515904,0.167396339,0.457556879
,,,,0.985296741,0.97787489,0.286473767,0.324218186,0.984243304,0.987981334,0.252963054,0.273233493,41,0.990965709,0.228799381,0.983186677,0.264410888,,,,,0.979767725,0.983717084,0.306975651,0.298902526,0.989804789,0.984008014,0.334999573,0.239870496,0.983185709,0.98274304,0.966420501,0.30042899,0.31579907,0.293319871,,,,,,,41,0.983940437,0.990971625,0.98274304,0.966420501,0.970252097,0.99286513,0.975707293,0.975761577,0.99248147,0.983603209,0.988369867,0.346713218,0.257825637,0.31579907,0.293319871,0.356984742,0.293708909,0.298895308,0.367447301,0.282108683,0.309581516,0.240587919
,,,,0.975464523,0.945869178,0.330319301,0.378114458,0.966019735,0.849976435,0.357893349,0.499240845,42,0.991001502,0.229187378,0.962008357,0.383270726,,,,,0.923438579,0.973182708,0.367503767,0.342530334,0.778114736,0.959596843,0.501490161,0.389365859,0.965950742,0.989380181,0.908781037,0.353322667,0.217003002,0.391091394,,,,,,,42,0.876241207,0.975050703,0.989380181,0.908781037,0.964409143,0.987029836,0.975616798,0.965817034,0.938936904,0.96673651,0.986205056,0.608019496,0.364261324,0.217003002,0.391091394,0.384338355,0.286298542,0.292187136,0.417902372,0.336931541,0.285104607,0.294248945
,,,,0.969022259,0.981856957,0.371049029,0.297246284,0.967287883,0.978749231,0.393470553,0.378149281,43,0.990953341,0.23025451,0.985148355,0.279249479,,,,,0.952369407,0.980460674,0.445623014,0.310710117,0.979817212,0.967179015,0.306211814,0.416521087,0.973255157,0.979399696,0.994130254,0.357745202,0.229459304,0.183999223,,,,,,,43,0.973356918,0.984786466,0.979399696,0.994130254,0.927786008,0.995866433,0.983244255,0.993512318,0.97418797,0.990664184,0.966181844,0.374722047,0.252347887,0.229459304,0.183999223,0.624375975,0.168537049,0.378513151,0.21907096,0.338122643,0.312444806,0.392675899
,,,,0.983809724,0.965521008,0.282653187,0.377212398,0.986253276,0.992165938,0.249871776,0.211756168,44,0.990910918,0.23334043,0.981535867,0.299984746,,,,,0.976549461,0.976849467,0.34625717,0.30994297,0.991302818,0.978700474,0.161059006,0.255739698,0.979675278,0.907340392,0.991209924,0.296025272,0.846373008,0.207753196,,,,,,,44,0.98758544,0.978527412,0.907340392,0.991209924,0.985680297,0.972301781,0.981115654,0.951541767,0.994138703,0.988076761,0.988342717,0.289795141,0.405220572,0.846373008,0.207753196,0.290258084,0.294233518,0.264038222,0.44395456,0.17131506,0.207533262,0.223668148
,,,,0.97827436,0.985168085,0.314277832,0.242460654,0.972951233,0.988581121,0.375146716,0.236764429,45,0.99069041,0.238982437,0.985628277,0.220016794,,,,,0.983882472,0.980155498,0.26227149,0.29471409,0.967903271,0.980832174,0.334829286,0.318723678,0.980444402,0.988747612,0.985870913,0.294402754,0.200435049,0.236127398,,,,,,,45,0.996018037,0.980504975,0.988747612,0.985870913,0.97496441,0.989256635,0.980768368,0.986258313,0.729202412,0.983590096,0.967670843,0.182195438,0.33695904,0.200435049,0.236127398,0.272670422,0.371256912,0.292367397,0.240001359,0.137518349,0.290377147,0.363633323
,,,,0.963548437,0.982757181,0.374375773,0.280371277,0.947965011,0.990189835,0.339243073,0.297251166,46,0.990452498,0.247037377,0.984574661,0.326681519,,,,,0.965939328,0.972238258,0.377485383,0.326396214,0.895223454,0.986609489,0.514396192,0.258223495,0.969982967,0.992907524,0.983087584,0.344778853,0.176829073,0.386675242,,,,,,,46,0.985583112,0.930475205,0.992907524,0.983087584,0.988962874,0.970538959,0.992270246,0.932198822,0.895277113,0.974318981,0.980537653,0.324099681,0.455937261,0.176829073,0.386675242,0.25042702,0.556612236,0.223360054,0.331538341,0.726031028,0.330005528,0.295987238
,,,,0.972442389,0.962747067,0.340693531,0.40628756,0.975979507,0.990198404,0.305482863,0.282085768,47,0.990020886,0.257841342,0.989426404,0.252599799,,,,,0.978596747,0.965552777,0.304013278,0.38501863,0.994570404,0.979443029,0.194054788,0.326585724,0.96740979,0.926036,0.993721142,0.372204007,0.444445247,0.16592443,,,,,,,47,0.984810323,0.982724443,0.926036,0.993721142,0.984764934,0.984611839,0.956062526,0.938193694,0.940030515,0.947931454,0.978063658,0.377056061,0.288290629,0.444445247,0.16592443,0.263175343,0.340128956,0.415750545,0.527757241,0.645918193,0.429739088,0.329795704
,,,,0.976936713,0.969113603,0.312775161,0.385829922,0.969696209,0.992693558,0.353714753,0.196850581,48,0.98940073,0.271832993,0.990677759,0.263575913,,,,,0.977954,0.971291363,0.304515397,0.351898468,0.975600466,0.979157031,0.406778452,0.267940917,0.970764384,0.9955374,0.989833921,0.346898806,0.224791613,0.339570757,,,,,,,48,0.989497691,0.981538847,0.9955374,0.989833921,0.987359792,0.991481528,0.949073479,0.983944729,0.983166873,0.970644206,0.968975842,0.310563867,0.276618306,0.224791613,0.339570757,0.281348013,0.245517504,0.543301359,0.322677235,0.211012391,0.366327724,0.378809421
,,,,0.964434192,0.973751485,0.396636021,0.287056304,0.972653404,0.978464872,0.333003374,0.336864499,49,0.988608792,0.287927035,0.975865573,0.342695941,,,,,0.981135875,0.963374272,0.314112504,0.367782124,0.987643659,0.973384082,0.262917183,0.355697501,0.967313945,0.988165542,0.981076777,0.365178681,0.179236759,0.341961742,,,,,,,49,0.990523383,0.98461321,0.988165542,0.981076777,0.975326568,0.927893743,0.96188134,0.983896956,0.967250973,0.989663109,0.953000531,0.258973576,0.308478858,0.179236759,0.341961742,0.397224592,0.745883328,0.329482175,0.27424371,0.458440566,0.233231758,0.491146777
,,,,0.983545423,0.973077029,0.280034681,0.306405826,0.985938147,0.95700711,0.307518324,0.432847907,50,0.987568244,0.306351708,0.984407187,0.304143608,,,,,0.983028561,0.977891296,0.269799845,0.296436913,0.996071562,0.969060466,0.136689234,0.390763895,0.983762637,0.979560122,0.975135759,0.282962234,0.359463445,0.351717707,,,,,,,50,0.98197566,0.990896523,0.979560122,0.975135759,0.9810123,0.9918731,0.991512164,0.971513152,0.991352499,0.978043362,0.983342558,0.275556431,0.186459299,0.359463445,0.351717707,0.313098449,0.215503023,0.251496411,0.356574106,0.229450945,0.347164434,0.331119755
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.979936193,0.978456172,0.980197704,0.972565156,0.969522416,0.97115824,0.976005628,0.976303236,0.970765083,0.980313253,0.973699003,0.319586936,0.320297024,0.299607477,0.288022461,0.363515498,0.33171338,0.330455217,0.337484575,0.311174509,0.317746936,0.326168969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023418606,0.009243857,0.019766492,0.030787383,0.015714651,0.041458969,0.015925694,0.010902857,0.051780106,0.009627477,0.019486589,0.113325437,0.054192641,0.139665521,0.080634293,0.09522392,0.13027047,0.096543478,0.084385884,0.134156713,0.077489739,0.07409586
,,,,,,,-0.040858961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,6,11,15,18,31,34,,,,,,,,,,,
