"Real NN 3 for C,0; ,None - All data","Averages for C,0; ,None","Real NN 3 for C,1; ,None - All data","Averages for C,1; ,None"
6.64,6.460077286,0.95,0.977830112
0.81,0.936373755,8.39,8.253188372
3.75,4.312876523,0.95,0.978231609
3.2,3.281971574,0.95,0.992104128
3.37,3.222068131,0.95,0.971903384
0.98,0.948453948,0.76,0.745994329
1.3,1.429333776,0.95,1.043488726
8.01,8.155826449,0.97,1.004955962
7.12,7.296611428,0.95,0.997426465
2.81,3.04135257,5.27,5.365408063
6.06,6.317129493,6.26,7.049420476
2.28,1.675971061,0.95,0.934987456
4.33,4.23107779,7.94,7.53490603
6.48,5.196249008,0.95,0.952974528
2.72,2.392914236,5.9,4.451686859
2.28,1.941432804,0.97,1.17894423
0.9,0.949070975,0.95,0.976168796
2.62,1.486341804,0.82,0.974685252
0.96,1.399847329,0.95,0.96208787
4.75,4.874287724,0.95,0.983732253
4.67,4.246492982,0.95,0.949356958
2.16,2.142965883,0.76,0.655931775
4.36,5.186228156,0.97,1.002996922
0.56,0.930874214,0.95,0.961300924
5.06,4.727913141,0.95,0.934860319
4.75,4.873722434,5.9,4.98656714
0.77,0.832913905,5.98,5.965286732
0.84,0.868538514,0.95,1.020177424
7.62,6.83065021,0.95,0.934447616
0.67,0.6403341,0.95,1.005133495
0.7,0.932441846,0.82,1.018569693
6.69,7.019827127,0.95,0.946962863
0.73,1.283307523,7.44,7.7439574
0.81,0.941643387,0.95,0.970405698
6.61,6.613659501,5.98,5.340019464
4.51,4.215914428,2.12,2.142065525
7.62,6.342325687,6.26,6.867805719
4.88,4.845419407,0.95,0.951607034
0.82,0.818916753,0.95,0.992009863
6.08,5.699918628,0.95,0.981742457
0.9,0.756978095,0.95,0.92459555
1.5,1.272043675,0.95,0.910376504
4.01,4.201464951,3.12,2.963903248
7.51,6.193310022,0.95,0.887649834
0.9,0.718374006,2.12,2.190487683
4.32,4.477020502,0.95,0.954387426
3.75,3.706362724,0.95,0.946389899
5.79,6.012472749,0.95,0.973479524
0.77,0.64115905,0.95,0.949071437
1.3,1.387937963,0.95,0.933390409
7.94,6.832304478,5.98,5.979476094
7.04,5.456501007,0.95,0.97565116
2.81,3.032957494,0.95,0.929165959
4.39,4.436095238,0.95,0.985492319
6.69,5.995060086,0.95,0.87738499
6.6,6.629992008,0.95,0.936098501
3.75,3.763995349,0.95,0.885358676
0.67,0.675310105,0.95,1.012599483
3.4,3.513550818,0.95,0.953205422
1.38,1.277191415,0.95,0.981893808
0.73,0.774396256,0.95,0.893316597
2.62,1.553949207,0.95,0.989450812
6.15,6.497042537,0.95,0.929055288
0.73,1.262075484,0.95,0.92452547
0.75,0.712683216,0.86,1.20518887
0.93,0.754542142,0.95,1.012086704
0.56,0.755472496,2.62,2.599338353
0.83,1.579986215,0.95,0.951484486
0.83,1.085131839,0.95,0.979557827
2.48,2.765835822,0.82,0.787825137
4.42,4.600533485,0.95,0.96337235
7.51,6.84134829,3.12,3.009730041
1.05,0.93805483,0.95,0.99188365
4.88,4.758989334,2.71,2.33327207
6.47,6.350310326,7.1,7.022651792
4.36,5.314596295,0.95,0.98440592
7.62,8.013601661,0.95,1.012919322
4.32,4.663701177,0.95,0.837056279
0.98,1.044051707,5.27,5.395969391
0.67,0.771966666,0.82,1.015805364
4.7,4.83884275,3.12,3.014380753
4.89,4.474458575,0.95,0.940678537
5.79,5.170492887,0.76,0.854162171
2.16,1.766701818,0.95,0.993874818
7.53,7.017956972,0.95,1.005436078
0.81,0.937553674,0.95,0.94936803
2.37,2.514994025,5.98,5.934564829
0.84,0.839316636,0.95,0.931421772
6.47,6.402847767,8.39,7.866498232
7.12,7.098236561,0.95,0.981007487
2.16,2.076025873,0.95,0.922520891
7.51,5.939860225,0.76,0.628986955
3.1,2.896303058,0.95,0.951669723
6.08,5.759611011,0.95,0.871400803
6.15,6.366414309,7.44,8.088968635
8.84,8.578188181,0.95,1.006129801
6.6,6.643120289,0.88,1.090473816
0.69,0.629501939,7.1,7.076886773
3.37,3.41995579,0.95,0.967149034
4.4,4.41564095,0.95,0.944027796
4.7,4.432708859,4.35,4.340856791
4.88,4.778658509,5.9,4.886692047
6.06,6.387687325,6.26,6.39302206
7.12,7.034999847,0.95,0.942149788
4.38,4.36657846,0.95,0.967817545
6.55,5.126722813,0.95,0.955308825
6.15,6.57485044,0.95,0.996109232
4.83,4.90689683,0.95,0.986986861
9.45,8.642843962,0.82,0.961733639
0.96,1.30131337,2.71,2.667819381
0.86,1.711066723,0.95,0.996913597
0.86,0.885572985,0.86,1.03257297
4.43,4.176944494,0.76,0.735583812
4.33,4.162622213,2.62,2.461432993
7.62,6.098065019,0.95,0.958920956
3.6,3.647851288,0.95,0.910583362
0.7,0.837120473,3.62,3.767344952
0.7,0.603578869,0.95,0.976588503
4.29,4.724123836,1.04,1.007568225
4.1,4.00503397,7.1,6.927131295
4.67,4.849152803,0.95,0.913560957
0.9,0.875771612,0.97,0.991918668
6.48,6.160896301,7.94,6.956002951
4.54,4.243054569,8.71,8.015300035
4.1,4.754030466,0.95,0.890540108
0.67,0.486409448,0.95,0.925628126
6.08,5.684213042,0.95,0.997646332
6.48,6.169957876,8.39,8.377599716
6.06,6.33183229,0.95,0.753182307
2.81,3.449391007,1.1,1.245334595
0.77,0.829100072,0.95,1.030914038
6.6,6.733319521,2.62,2.807600319
4.38,4.383518338,0.95,0.944946244
0.69,0.660045534,7.94,6.600789189
4.83,4.914602876,0.95,0.969430178
4.5,4.416800261,3.12,3.332934916
4.51,4.166106939,0.95,0.953548878
0.75,0.721325874,0.95,0.924026653
0.83,1.314587221,0.95,0.976495206
7.94,7.419982433,0.95,0.967432216
0.87,0.914855391,3.2,4.805381536
6.55,6.325868964,0.95,0.914263546
4.36,5.504920959,4.35,4.325468421
5,4.96777904,5.27,5.33194077
5.59,6.277994752,0.95,0.949628934
2.72,2.294050694,1.04,0.915915772
2.28,2.245690525,0.95,0.991828188
3.37,3.342126369,0.95,1.008414105
2.72,2.751901686,0.97,1.09614107
9.45,9.190696239,1.1,1.317375898
2.48,3.724945784,0.95,0.977778956
6.48,6.173128247,0.95,0.914940774
6.28,7.008026242,1.1,1.263912171
0.86,0.915279299,0.95,1.013443887
1.93,1.955296367,0.95,0.91019544
6.47,6.287773371,3.2,3.928821027
4.7,4.288227081,0.95,0.909511492
7.62,8.000449419,0.95,1.01697205
2.79,3.018964589,0.95,0.962035432
0.64,0.670574091,0.95,0.968610182
5.79,5.853090048,5.9,5.335179567
0.7,0.611320853,0.97,1.014415011
5.73,5.927982688,0.95,1.02512522
6.48,6.165574908,1.1,1.274051845
3.6,2.686063647,2.62,2.712557554
3.67,3.557730734,0.95,0.951089233
0.87,0.911507279,5.98,6.092823625
7.12,6.865977764,0.95,0.995535746
0.7,0.856690317,0.95,0.973227024
0.68,1.048406169,0.95,0.966650799
5.73,5.934158564,0.95,0.94159548
0.64,0.675086856,0.95,0.928314
5.79,5.506524205,2.12,2.178563416
2.72,2.526442945,3.2,4.19532305
3.67,3.579553902,0.76,0.682031423
4.5,3.338669002,0.82,1.020822302
1.88,1.755723476,4.35,5.840054989
4.85,4.423838496,0.95,0.982448056
2.79,2.55687201,1.04,1.40342921
4.02,4.240059495,0.95,0.969167233
1.88,1.892384112,2.71,2.632425606
4.01,4.120536923,5.27,5.35100615
0.7,0.691219024,0.95,0.951142848
0.73,0.971697256,0.95,0.953894362
0.56,0.723031253,0.95,0.922479719
0.84,0.901045799,0.95,0.997106239
4.51,4.196603775,3.12,3.016485751
9.45,8.162412882,0.88,1.090523347
0.7,0.723159671,0.88,1.1128342
0.84,0.957777426,0.95,0.974634916
3.6,3.442299306,0.95,0.966541111
0.93,0.817518264,0.95,0.942456096
0.7,0.589715578,0.95,0.94479315
8.01,9.308359742,5.1,6.016058326
7.62,6.11412704,0.88,1.065204844
4.01,4.412640929,1.04,0.69660648
0.81,0.901162565,0.95,0.991661087
7.62,7.089198351,0.95,0.994177058
0.84,1.248823345,0.95,0.939103827
5.06,4.129466712,0.95,0.923109531
4.36,5.421441436,0.82,1.026321009
6.69,6.9921242,0.86,1.090698346
0.86,0.897873938,0.95,0.982316598
0.87,0.909045175,5.9,5.217473745
5.73,5.980643392,0.95,0.952318415
1.42,1.516018689,7.89,7.96013546
4.38,4.488303661,0.95,1.020699576
1.3,1.38616544,0.95,0.961663857
2.48,3.121489167,0.95,1.06255804
3.6,2.835739493,7.94,7.558113098
4.88,4.771413684,0.95,0.950416774
0.64,0.640012249,0.97,1.018168017
4.88,5.322733283,0.95,0.942002043
7.62,6.17558217,0.95,0.904706895
5.06,4.033261776,3.2,3.619722903
9.45,6.875859141,0.95,0.964812249
4.36,3.777348042,0.95,0.999699876
4.38,4.489462376,0.95,0.975824341
3.67,5.163264036,5.98,6.007041693
4.32,2.87111026,0.95,0.90579544
0.69,0.805148825,0.95,1.007522002
4.02,4.230224431,0.76,1.772591174
4.83,4.900218964,0.95,0.966961831
5.52,5.756244779,0.95,1.032402113
5.73,5.832094431,2.62,2.82694149
2.72,2.690840662,0.95,1.038332701
4.52,4.102418244,0.88,1.395779744
4.31,4.063266158,7.44,7.754677057
4.1,4.179131985,0.95,0.917999551
0.73,0.821768433,0.95,0.840713173
3.75,3.772922516,0.95,0.975256622
2.64,2.392753065,0.95,0.935403869
7.53,6.916334033,0.95,0.977351904
0.7,0.706611574,0.95,0.938675687
4.38,4.495608926,0.95,0.960102826
4.89,4.741003871,0.76,0.806587785
4.1,4.501258612,7.39,7.480747223
5,4.981879234,7.1,7.005496144
6.47,6.245081067,0.95,0.963954315
2.72,2.24890238,0.97,1.155824214
0.78,1.187590435,0.95,0.979724094
3.67,3.592749774,0.95,0.916574642
7.62,8.023441195,0.95,0.923651308
6.47,6.212944508,0.95,0.971681044
6.6,6.612167954,8.39,8.474051714
6.08,4.69527632,0.95,1.022717655
7.62,6.167974949,0.95,0.89779909
0.7,0.713895261,0.95,0.99311763
4.88,4.779531479,0.95,0.991036266
0.68,1.198516846,0.95,0.958451405
3.75,3.723154485,5.1,5.538594961
2.72,2.119612306,0.95,0.973163858
0.83,1.626287133,0.95,1.002837867
0.67,0.752778962,0.95,0.799516946
2.48,3.150200009,0.76,0.652251512
6.47,6.48445797,5.1,6.251020789
6.47,6.227177024,0.95,0.970538363
7.62,6.96075511,7.94,7.83157146
6.41,5.442732096,3.2,3.900851011
7.94,5.259559512,0.95,0.906963781
3.75,4.309478641,7.94,7.4672364
0.9,0.795714691,0.95,0.977314636
1.5,1.880297601,0.95,0.887081712
0.98,0.947723806,0.95,0.948901743
4.85,4.376102567,0.95,0.951452613
0.98,1.004264325,0.95,0.920229271
4.01,4.142371774,5.1,5.543912649
4.36,4.216790855,4.35,4.955562949
0.78,0.532675467,0.95,0.98506248
5.52,5.488281965,2.71,2.61334753
0.67,0.591779605,0.95,0.979024634
4.83,4.927799106,0.95,0.974513069
2.81,3.125099182,7.44,7.986981392
5.06,4.481118917,0.95,0.937180385
3.75,4.269417048,2.12,2.168928385
0.86,0.891244322,0.95,0.949382082
6.08,5.778878093,2.62,2.545142889
0.94,0.879499197,0.95,1.002286121
4.33,4.165196002,0.95,0.933719486
0.69,0.755635619,0.95,0.936595306
0.6,0.690420151,0.95,0.989811316
2.81,3.620824575,0.95,0.965542272
0.8,0.993997857,0.95,0.972212821
7.12,7.110972762,0.95,0.891642839
5.79,6.035320282,0.95,1.006794825
5.06,4.647190094,0.95,1.000384912
2.16,2.202699125,2.62,2.597553015
3.6,3.36475867,0.95,0.967967644
1.39,3.351291358,4.35,4.379823923
3.64,3.819334745,5.98,6.030181766
6.48,5.664328098,5.27,5.251386762
0.59,0.626642153,0.95,0.989270329
4.33,4.044685841,0.95,0.994210839
8.01,8.088418603,0.95,0.925818607
0.7,0.908556804,7.39,7.780685186
4.38,4.446146011,0.95,0.96761553
5.52,5.528629184,0.95,0.988271981
1.38,0.976669282,0.95,0.983768851
0.67,0.734999821,0.95,0.980785623
3.6,2.655314326,0.95,0.989605471
1.88,1.870509982,0.95,1.012401447
0.69,0.700420246,0.95,0.981934726
7.04,5.521550417,1.1,1.274865568
5.73,5.949781895,0.95,0.961574644
4.29,4.044996858,0.95,0.953273788
4.42,4.559146047,7.94,7.402963996
0.73,1.280415714,8.71,7.627708673
7.51,6.612006545,0.95,0.98567909
0.73,1.283819765,0.95,0.995377705
0.75,-0.090354055,0.95,0.905640155
0.6,0.617539175,0.95,0.988425568
2.48,2.736940563,0.95,1.002723515
7.4,6.533534765,0.95,0.950539306
5.06,4.848100901,6.26,6.418629408
1.42,1.445718765,0.88,1.03879185
0.96,1.249020934,7.94,6.092130065
1.63,1.684834868,0.95,0.967980474
4.4,4.206865549,0.95,1.043609768
0.84,0.906986058,0.86,0.896014258
1.39,3.523566842,3.12,3.215071321
3.1,2.627007008,0.95,0.95224914
7.94,6.570600867,0.95,0.899462715
0.59,0.623243317,0.95,0.93150039
0.84,0.889213219,3.62,3.503450096
3.6,2.979657412,0.95,0.986260355
7.53,6.675165534,7.39,7.816804409
4.67,4.670035839,0.95,0.946604326
1.39,3.05163914,8.71,8.857759476
2.16,2.274807215,0.95,0.940799773
1.5,1.650997579,0.95,0.959988102
2.16,2.192148745,3.62,3.617379189
0.69,0.778027445,0.95,0.926000312
7.12,7.289790273,6.26,6.767561436
0.86,0.885052368,0.95,0.910328537
7.62,6.133795738,0.95,1.007895812
4.52,4.01397872,0.95,0.648448262
6.47,6.389616489,0.95,0.946630791
0.6,0.586368568,0.95,0.939072132
0.77,0.840130717,3.12,3.9999246
4.88,4.872985601,0.95,1.003096163
0.75,0.68513757,3.2,3.295593798
0.73,0.776414603,0.95,0.933053344
4.31,4.609341025,0.95,0.976797
0.68,0.885208055,0.95,0.950449109
4.83,5.102313638,0.95,0.98766689
4.36,5.329438806,0.82,0.703913257
1.39,2.006333023,7.94,6.879973769
2.72,2.175721824,0.95,0.996429175
4.67,4.78378123,7.94,5.763711929
7.62,8.043495536,0.95,0.978341967
4.31,3.800999403,5.9,5.348981619
7.62,6.095858574,7.94,7.197463632
7.04,6.154869437,0.95,0.95937939
5.59,5.74485898,1.1,1.2807464
8.84,11.05033803,1.1,1.280920655
6.61,8.770274282,0.95,0.959239274
1.3,1.399545759,0.95,1.035255656
7.62,7.985183597,3.2,4.533788919
3.4,3.874287009,0.95,0.975098655
1.05,0.95905368,0.95,0.980268717
7.4,6.324002266,0.95,0.759202346
6.15,6.185928345,7.44,8.032197356
0.81,0.936352059,5.9,4.404026508
0.73,1.457342893,0.95,0.968555033
1.63,1.682773381,1.1,1.260216683
0.78,0.073263817,0.95,0.98201032
0.7,0.648921065,0.95,0.966765746
0.7,0.61232578,0.76,0.633282274
0.77,0.826464996,0.95,0.904853672
2.81,3.102081239,8.71,6.673483849
3.2,3.079314411,0.86,0.933160439
7.53,6.590317607,0.95,0.957456678
0.96,0.788833074,0.95,0.943174258
7.62,7.934063315,5.1,6.042202353
0.87,0.937838227,0.95,0.911137566
4.02,4.24789542,0.95,0.917252392
4.52,4.159773469,0.97,0.866019949
8.84,8.930922508,0.95,0.974912643
0.73,1.312810868,0.95,0.929328546
4.42,4.54442656,0.95,0.930257514
6.64,6.329992652,0.95,1.006947592
0.87,0.838229954,0.95,0.979394272
6.61,6.601118684,0.95,0.98328279
2.72,2.288495779,0.95,1.066675007
4.67,4.03844595,0.82,1.078877449
5.06,4.588260531,0.95,1.130116791
3.75,3.833438098,0.95,0.903455898
6.28,6.825021505,0.95,0.966909885
6.48,6.142074823,5.98,5.970077634
0.59,1.008615717,0.95,0.972719476
0.93,0.750065476,0.95,0.954064682
1.63,1.818109602,0.95,0.87275362
0.73,1.336675167,0.95,0.94344227
6.08,5.84076941,0.88,1.140469283
1.39,2.018028587,0.95,0.89193128
0.83,1.054747775,0.95,0.9724489
2.28,1.619936675,0.95,0.949536964
2.16,2.162926972,0.95,0.922322094
4.67,4.271143854,7.39,7.829081535
6.55,6.087096334,0.95,0.949624032
3.95,4.141517341,0.95,0.983198568
6.69,6.190812588,7.89,7.943021894
4.02,4.314637423,7.1,7.022272587
0.96,1.274456143,0.95,0.924178869
5.73,6.356454492,7.1,6.913439393
0.59,0.877799451,0.95,0.95929499
3.95,4.046913385,3.62,3.619160652
7.62,7.702610612,0.95,0.936082885
8.01,7.583242774,1.04,0.911169961
0.64,0.69757238,0.95,1.044695258
7.04,6.45672369,0.95,0.959757254
4.85,4.561024904,0.95,0.977225304
4.5,4.41433847,0.95,0.98214753
5.06,4.674380898,0.88,1.121959031
7.4,4.956014156,7.44,7.732416391
4.67,4.274419069,0.95,0.983106703
0.69,0.686210111,6.26,6.45565629
4.89,4.433591306,0.95,1.07826905
6.06,6.314835191,0.95,0.950374588
3.4,3.342281997,6.26,6.420273781
0.78,0.944114447,7.89,7.979763269
7.53,7.001130104,0.95,0.95155099
4.5,4.526965857,0.95,1.001308322
6.08,5.980589509,6.26,6.529796243
0.82,0.791294515,0.95,0.959511966
8.01,8.281576872,0.95,0.964039505
0.83,1.255859017,3.12,2.979300559
5.59,5.928591728,0.95,0.971750975
5.73,5.754174948,0.95,0.965018153
4.88,4.784035921,5.27,5.386203647
0.6,0.561954185,0.95,0.981336638
3.67,3.601098955,0.95,0.979247257
6.06,6.446127892,0.95,0.941502437
4.33,5.420365095,2.62,2.770635545
3.37,3.846986115,0.95,0.994982183
1.3,1.313805401,0.95,1.021327376
4.67,4.878246665,0.95,0.986172035
7.04,6.137788415,0.95,0.934732124
5.52,5.788146853,7.1,7.049281955
6.47,6.103598356,0.95,0.960604846
4.43,4.258244932,0.95,0.974420831
6.47,5.784073353,0.95,0.951414913
2.72,2.118460447,0.95,1.079297364
3.1,2.843751669,7.44,7.942892313
1.39,2.53810972,0.95,0.977416024
0.87,0.904785872,0.95,0.950377569
3.67,4.655180931,0.95,0.897826701
0.78,0.743141085,0.95,0.951010346
4.02,4.009139121,7.94,8.367948294
1.42,1.608593553,0.76,0.621573418
7.62,6.406068921,5.1,5.581942558
0.73,1.219007879,0.95,0.935131654
3.75,4.313997447,6.26,6.697748661
3.1,2.591142058,7.39,6.806737781
3.1,2.613204598,0.95,1.042496949
1.88,1.74644655,0.95,0.951946422
0.75,0.666583806,0.95,1.285720706
5.59,6.659570932,0.95,0.996728241
4.02,3.890626609,0.95,0.943150625
0.59,0.806867152,0.95,0.973386735
3.1,2.60284394,0.95,0.967487007
1.42,1.61401096,5.1,5.523769498
2.48,2.704343259,0.95,1.027253792
7.62,6.729601145,7.1,5.638986111
0.68,1.026512519,0.95,0.996373221
4.01,4.138139009,0.95,1.011000291
4.33,4.406785488,0.95,0.909643814
4.54,4.253358483,0.95,0.945250452
3.75,3.902760804,7.44,7.737690568
0.64,0.701934725,0.95,0.984806165
6.61,6.888378024,0.95,0.940969393
4.75,4.647845507,0.95,0.977545097
4.5,4.233837724,7.94,7.327547312
0.67,0.790372103,0.88,1.131213784
7.53,6.12811029,0.95,0.89817667
6.47,6.255529284,0.95,0.940147683
0.69,0.788609967,0.95,0.956801578
6.61,6.591408968,4.35,4.327986717
0.94,0.853674024,5.98,5.965163112
7.04,6.199584246,0.95,0.974257842
7.04,5.678063035,0.95,0.978029832
4.43,3.960683644,3.62,4.58148253
0.6,0.800022274,0.76,0.644041691
1.5,1.997891366,0.95,0.986266494
6.47,6.117123365,7.89,8.10621345
7.04,6.197174549,0.95,0.963553086
8.84,8.792227983,3.12,2.955292344
1.42,1.610857368,0.95,0.988174364
4.01,4.746390343,0.88,0.991967306
0.7,0.698476084,0.97,1.181000456
2.62,1.438527167,0.95,0.971096143
6.6,5.910043716,0.95,1.025821507
5.59,6.690126061,0.95,0.957231686
4.67,3.930486023,1.04,1.202928394
5.79,5.923959851,0.95,0.946386307
8.84,8.631396294,0.95,1.001138404
3.4,3.883048117,0.95,0.984464258
8.84,8.919650555,7.94,6.821576357
4.89,4.510910034,7.94,8.147621989
7.04,6.381628871,0.88,1.09099403
3.2,3.465319991,0.95,1.000920415
4.36,4.206458032,3.2,3.404272318
3.04,2.696400046,0.82,0.834261626
4.36,4.190980792,0.95,0.964986846
3.37,3.259796798,5.9,5.260210633
1.38,0.967509046,2.62,2.640597761
4.67,4.693881154,5.98,5.970355749
6.6,6.776853323,5.9,5.066659451
0.73,1.237843186,0.95,0.922203436
4.43,4.19116044,3.12,3.902300537
0.73,0.983551592,4.35,4.349837363
6.6,6.445165038,0.82,1.021063238
7.62,6.158285141,7.1,7.155982971
6.6,6.569463372,5.98,5.879692197
2.48,2.54977107,0.95,1.047175467
0.96,1.20591855,0.95,0.948451936
7.51,7.137295246,5.9,5.412487984
1.05,1.02330777,7.44,7.733341813
1.88,1.96248737,0.76,1.03835988
0.84,1.058935165,7.44,8.075653791
4.52,4.071854353,8.71,7.972519279
0.8,0.897830054,4.35,4.571031809
3.95,4.314140797,5.27,5.348926187
5,5.093619466,0.95,0.973283902
0.82,0.82265377,7.44,8.03957212
1.38,0.982828468,0.95,1.02138418
0.67,0.634261072,0.95,0.973764151
7.4,6.510083199,0.95,0.931041777
1.3,1.389869183,0.95,0.870867118
6.41,5.876808763,0.95,1.009734064
4.42,4.506129503,0.95,0.894249797
4.5,4.437075615,0.86,1.028106958
0.6,0.810279146,0.95,0.961316913
2.79,3.021287739,5.27,5.339790821
1.05,0.920815408,0.95,0.959857404
3.6,3.360551417,5.9,4.597406387
7.4,6.336568475,0.95,0.905593276
4.43,4.106719732,2.62,2.636890948
0.77,0.713820584,0.95,0.949641705
4.88,5.393734813,0.95,0.980725855
0.85,0.636763245,0.97,0.964902759
1.38,1.39171271,0.95,0.979365021
2.64,2.671941757,0.95,1.01165849
6.15,5.885601759,0.95,1.032852367
0.67,0.706710324,7.94,7.488492608
5.59,6.430969357,1.04,0.957730532
7.04,6.119438291,0.95,0.944537073
3.6,3.000585496,0.95,0.970167279
8.01,8.048323989,0.95,0.935117543
0.86,0.887389511,0.95,0.984217212
0.84,0.845858067,0.95,0.972230002
6.64,6.398612738,0.95,1.002438486
0.75,0.789036393,0.95,0.950642079
0.83,1.406090006,0.95,1.005769074
3.64,3.908164561,6.26,6.650119066
4.52,4.159042776,0.82,1.02307494
7.04,5.974649668,8.71,9.024041414
5.59,5.577081323,7.94,7.704123855
0.69,0.649391741,0.95,0.9492888
4.4,4.327042341,0.95,0.91733101
4.42,4.633245707,3.12,3.01217258
0.7,0.790464565,3.12,3.98836416
0.77,0.595729381,0.95,1.030603021
9.45,9.261788607,0.95,0.998715624
3.75,4.313419282,0.95,0.939536706
0.69,0.795319125,0.95,0.937237516
6.06,6.381940365,2.12,2.204953849
4.29,3.804156601,7.44,7.84073019
4.88,5.453631163,0.95,0.987066716
0.84,1.087636083,0.95,0.905622721
1.88,1.811315715,0.95,0.881411701
1.38,1.005084604,0.95,0.990633681
4.83,4.891663074,8.39,8.339457989
7.04,5.57412684,0.95,0.983480632
1.49,1.747623235,0.95,1.029740885
0.8,1.115440756,0.95,0.951587826
4.43,4.055913925,0.95,0.955786601
2.79,2.319444358,0.95,0.945580974
4.88,4.770415783,0.95,0.965274766
2.79,2.584211648,0.95,0.921818793
7.4,5.585557342,3.62,5.119406581
2.72,2.503990769,7.89,7.864887357
8.84,8.518802166,0.95,0.981371909
4.67,4.909091949,0.95,0.893798292
3.4,3.676742733,5.1,6.275936484
2.37,1.954446912,0.95,0.929255635
6.47,6.464845896,4.35,4.417233288
0.73,1.997334957,0.95,0.929981992
1.39,2.172009856,0.95,0.940333605
4.67,4.117797196,0.95,0.934224039
4.01,5.119693637,0.95,0.93985422
0.98,0.935537964,2.71,2.784715414
0.86,0.860595375,0.88,1.097100049
4.1,3.872045994,8.39,7.819646716
2.48,2.582439482,0.97,0.681486353
7.62,7.506277204,0.95,0.965797141
0.67,0.658997744,5.98,6.583451152
6.47,6.283685923,3.12,2.959691703
6.15,6.221414447,0.95,0.945332691
0.86,1.486640275,0.95,0.96889855
1.93,1.945406437,0.95,0.943735868
4.36,3.766303658,0.95,0.895410389
3.04,3.050393581,0.95,1.011935264
2.62,1.473859847,1.1,1.324052155
0.75,0.598684192,7.44,7.008119941
4.1,4.005240202,0.95,1.018841311
3.2,3.277298272,0.95,0.948523745
0.84,1.028300986,0.95,0.964730129
1.39,2.849199772,0.95,1.002142191
0.64,0.704969257,0.95,0.968619108
4.42,4.501578331,8.39,8.488876581
4.42,4.553391457,0.95,0.980723768
0.86,0.888942719,0.95,0.955970272
0.6,0.582839467,0.95,0.948873565
4.7,4.287861526,0.95,0.898466006
6.28,5.68017292,3.2,3.812228918
7.53,6.887404323,0.95,0.97067149
4.83,4.876003504,7.89,7.999390364
3.75,4.452236593,0.95,0.982470557
4.29,4.372706294,0.95,0.917667001
5.79,6.004263639,0.88,0.895170808
6.06,6.817841768,4.35,4.338471413
7.53,6.96120286,0.95,1.013175815
3.75,4.537605643,0.95,1.017471865
0.67,0.650336444,0.95,0.955892339
5.59,6.466523767,0.95,0.974271983
0.77,0.70126608,0.95,0.922816291
4.4,4.401875377,1.1,1.182185113
4.31,4.661239147,0.95,0.921308398
4.43,4.144445419,0.95,1.010848537
2.16,1.998887211,8.39,7.135923266
0.6,0.967494294,0.95,0.969296306
6.47,6.341315269,0.95,1.004355431
2.16,2.098161548,0.95,0.982310563
5.59,5.792156458,0.95,0.981576681
0.59,0.6229693,0.95,0.969802961
3.64,3.063855231,0.95,0.986648142
2.81,3.596672237,0.95,0.979621395
1.39,2.349182427,0.95,0.985570669
4.67,4.685933113,0.95,1.01400505
4.29,4.451203465,0.88,1.062805653
1.63,1.698894083,0.95,0.973292962
4.75,4.34606123,7.39,7.856921315
2.62,1.527854085,0.97,1.033476159
4.38,3.756519854,8.71,6.771641374
7.53,7.020249844,5.1,5.792016983
4.32,4.438793898,0.95,0.988261566
0.77,0.963544443,0.95,0.946466416
0.9,0.785031989,0.95,0.944659829
1.05,0.970885813,5.1,5.665992498
6.55,6.200673223,2.12,2.130218267
5,5.020459294,0.95,0.937696487
0.86,1.799062461,0.95,0.988158211
1.88,1.773153096,0.95,0.92548117
3.75,4.638048768,0.95,0.963052869
0.81,0.849959597,0.95,0.956832349
0.96,1.301711172,0.95,0.993265912
0.6,0.798185676,0.95,0.974066064
0.77,0.696807295,0.95,0.961481959
1.93,2.049513251,0.95,0.933585212
0.86,1.437772661,0.95,1.007904693
2.64,2.424264252,0.95,0.942731366
6.47,5.443449855,7.44,7.731423855
6.69,7.095283747,0.95,0.979736865
4.36,4.071854353,0.95,1.029528037
0.7,0.841205671,0.95,0.915698916
4.5,4.371220112,8.39,8.157238722
8.84,7.938170791,0.95,0.9921868
6.15,5.867078424,0.97,0.973146945
3.1,2.920066893,5.27,5.359588623
4.36,4.330083251,0.95,0.969850019
0.77,0.65501947,0.95,0.937953413
7.62,6.565023661,0.76,0.69014727
7.62,8.109177589,0.95,0.900233194
4.85,4.61585772,0.95,0.955320373
4.67,4.012863338,1.1,1.301848412
4.36,4.819015026,7.94,5.422637463
5.79,6.011170983,0.95,0.986141011
4.67,4.116296768,1.04,0.642404333
6.06,6.770434856,0.95,0.974393278
0.93,0.739823446,0.76,0.623891056
0.77,0.632536091,5.98,6.019393444
0.69,0.874884024,0.95,0.958225593
0.94,0.725875735,0.95,0.95480524
6.28,6.793153763,0.95,1.019025862
3.75,4.237750471,0.95,0.98940827
5.59,6.358248711,0.95,0.933916911
8.01,7.669154406,3.2,3.685967803
5.06,4.903846264,0.95,0.985019952
0.6,1.14140527,0.86,0.766717836
6.47,6.266692758,0.95,1.034046084
6.41,5.675438046,0.86,1.112845317
2.28,1.920558184,0.95,0.947388127
4.85,4.030381918,0.95,0.965450361
0.64,0.649977893,7.1,7.054290175
8.01,8.120333433,5.98,6.041374683
7.62,8.005619168,1.04,0.9295329
